PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jalon Walker,2573920,DL,ATL,@NE,4,1,2,2,,1,,,,,,,,1,2,,,1,20.60
Laiatu Latu,2572123,DL,IND,@PIT,4,2,2.5,3,,,,,,,,,,,3,,,2,18.20
LaCale London,2565405,DL,ATL,@NE,4,1,2,2,,1,,,,,,,,,1,,,3,17.60
Zach Allen,2562219,DL,DEN,@HOU,4,1,1,1,,,,,,,,,,2,3,,,4,16.60
Maxx Crosby,2562439,DL,LV,JAX,3,1,1,3,,,,,,,,,,1,1,,,5,14.60
Brandon Dorlus,2571802,DL,ATL,@NE,3,1,2,2,,,,,,,,,,,2,,,6,13.10
Walter Nolen,2574485,DL,ARI,@DAL,3,1,1,2,,,,,,,,,,1,1,,,7,13.10
Javon Hargrave,2555239,DL,MIN,@DET,2,6,1,2,,,,,,,,,,,2,,,8,12.60
Kenny Clark,2555282,DL,DAL,ARI,4,1,1,2,,,,,,,,,,,1,,,9,12.10
Montez Sweat,2562749,DL,CHI,@CIN,2,,1,1,,,,,,,,,,2,1,,,10,12.00
Calais Campbell,744,DL,ARI,@DAL,2,,2,2,,,,,,,,,,,3,,,11,11.50
Joey Bosa,2555249,DL,BUF,KC,2,1,1,2,,,,,,,,,,,5,,,12,11.10
Dre'Mont Jones,2562412,DL,TEN,LAC,2,2,1.5,1,,,,,,,,,,,4,,,13,10.70
Austin Booker,2571904,DL,CHI,@CIN,2,,1,1,,1,,,,,,,,,1,,,14,10.50
Tershawn Wharton,2564310,DL,CAR,@GB,2,5,1,1,,,,,,,,,,,2,,,15,10.50
Joseph Ossai,2565956,DL,CIN,CHI,1,2,1,1,,,,,,,,,1,,2,,,16,10.20
Adam Butler,2558924,DL,LV,JAX,4,1,,2,,,,,,,,,,,1,,,17,10.10
Leonard Williams,2552486,DL,SEA,@WAS,3,2,1,1,,,,,,,,,,,1,,,18,9.70
Levi Drake Rodriguez,2572276,DL,MIN,@DET,1,1,1,1,,,,,,,,,1,,2,,,19,9.60
Rakeem Nunez-Roches,2552674,DL,NYG,SF,2,4,1,1,,,,,,,,,,,1,,,20,9.40
Keeanu Benton,2570260,DL,PIT,IND,2,3,1,1,,,,,,,,,,,2,,,21,9.30
Greg Rousseau,2565875,DL,BUF,KC,3,3,0.5,,,,,,,,,,,,4,,,22,9.30
B.J. Hill,2560740,DL,CIN,CHI,3,1,1,1,,,,,,,,,,,1,,,23,9.10
Sam Okuayinonu,2568831,DL,SF,@NYG,3,1,1,1,,,,,,,,,,,1,,,24,9.10
Jonah Williams,2564403,DL,NO,@LAR,2,1,1,2,,,,,,,,,,,1,,,25,9.10
Tuli Tuipulotu,2570266,DL,LAC,@TEN,1,,1,1,,1,,,,,,,,,1,,,26,9.00
Myles Murphy,2569663,DL,CIN,CHI,2,5,,,,,,,,,,,,1,,,,27,8.50
Aidan Hutchinson,2567547,DL,DET,MIN,2,,1,1,,,,,,,,,,,3,,,28,8.00
Cameron Heyward,2508109,DL,PIT,IND,,4,,,,,,,,,,,,2,1,,,29,7.90
Travis Jones,2567277,DL,BAL,@MIA,2,3,0.5,1,,,,,,,,,,,1,,,30,7.80
Donovan Ezeiruaku,2574073,DL,DAL,ARI,2,1,1,1,,,,,,,,,,,1,,,31,7.60
Sebastian Joseph-Day,2561079,DL,TEN,LAC,2,1,1,1,,,,,,,,,,,1,,,32,7.60
T'Vondre Sweat,2572075,DL,TEN,LAC,2,1,,1,,,,,,,,,,1,,,,33,7.60
Chase Young,2565294,DL,NO,@LAR,2,,1,1,,,,,,,,,,,1,,,34,7.00
Clelin Ferrell,2562263,DL,SF,@NYG,1,2,1,1,,,,,,,,,,,1,,,35,6.70
Braden Fiske,2572195,DL,LAR,NO,1,2,1,1,,,,,,,,,,,1,,,36,6.70
Scott Matlock,2570284,DL,LAC,@TEN,,,,,,,,,,,,,,,,,,37,6.70
Jalen Redmond,2570792,DL,MIN,@DET,1,2,1,1,,,,,,,,,,,1,,,38,6.70
Emmanuel Ogbah,2555278,DL,JAX,@LV,2,1,0.5,1,,,,,,,,,,,1,,,39,6.60
George Karlaftis,2567796,DL,KC,@BUF,1,5,0.5,,,,,,,,,,,,2,,,40,6.50
Danielle Hunter,2552603,DL,HOU,DEN,1,2,,,,,,,,,,,,1,2,,,41,6.20
Osa Odighizuwa,2566016,DL,DAL,ARI,2,2,,,,,,,,,,,,,4,,,42,6.20
Jack Sawyer,2574500,DL,PIT,IND,,,,,1,,,,,,,,,1,,4,,43,6.13
Benito Jones,2564466,DL,MIA,BAL,1,1,1,1,,,,,,,,,,,1,,,44,6.10
Will Anderson Jr.,2569834,DL,HOU,DEN,1,,1,1,,,,,,,,,,,2,,,45,6.00
Tyler Lacy,2569897,DL,DET,MIN,1,3,1,,,,,,,,,,,,1,,,46,5.80
DeForest Buckner,2555275,DL,IND,@PIT,2,2,,1,,,,,,,,,,,,,,47,5.70
Brandon Pili,2571153,DL,SEA,@WAS,1,1,,,,1,,,,,,,,,,,,48,5.60
Neville Gallimore,2563842,DL,IND,@PIT,1,4,0.5,,,,,,,,,,,,1,,,49,5.40
Nic Scourton,2573999,DL,CAR,@GB,2,3,,,,,,,,,,,,,1,,,50,5.30
Derrick Brown,2563629,DL,CAR,@GB,2,2,,,,,,,,,,,,,1,,,51,4.70
Ashton Gillotte,2574246,DL,KC,@BUF,1,2,0.5,,,,,,,,,,,,2,,,52,4.70
Al-Quadin Muhammad,2558131,DL,DET,MIN,1,,1,,,,,,,,,,,,2,,,53,4.50
Devonte Wyatt,2567640,DL,GB,CAR,1,5,,,,,,,,,,,,,,,,54,4.50
Tedarrell Slaton,2566094,DL,CIN,CHI,1,4,,,,,,,,,,,,,1,,,55,4.40
Jonah Laulu,2572126,DL,LV,JAX,2,2,,,,,,,,,,,,,,,,56,4.20
Sam Roberts,2567946,DL,ATL,@NE,2,2,,,,,,,,,,,,,,,,57,4.20
James Lynch,2564565,DL,TEN,LAC,2,1,,,,,,,,,,,,,1,,,58,4.10
C.J. Ravenell,2572866,DL,TEN,LAC,,1,,,,1,,,,,,,,,,,,59,4.10
Derrick Harmon,2574493,DL,PIT,IND,2,,,,,,1,,,,,,,,,,,60,4.00
Zach Sieler,2561129,DL,MIA,BAL,1,,,,,,,,,,,,,1,,,,61,4.00
Byron Murphy II,2572531,DL,SEA,@WAS,,4,0.5,,,,,,,,,,,,1,,,62,3.90
Chris Rumph II,2566508,DL,NO,@LAR,1,4,,,,,,,,,,,,,,,,63,3.90
Jonathan Allen,2557844,DL,MIN,@DET,1,1,,,,,,,,,,,,,3,,,64,3.60
DJ Davidson,2567991,DL,NYG,SF,2,1,,,,,,,,,,,,,,,,65,3.60
Sheldon Day,2555241,DL,WAS,SEA,2,1,,,,,,,,,,,,,,,,66,3.60
Davon Godchaux,2558012,DL,NO,@LAR,,6,,,,,,,,,,,,,,,,67,3.60
Kwity Paye,2565612,DL,IND,@PIT,2,1,,,,,,,,,,,,,,,,68,3.60
Grover Stewart,2558766,DL,IND,@PIT,2,1,,,,,,,,,,,,,,,,69,3.60
Kobie Turner,2569954,DL,LAR,NO,1,1,,1,,,,,,,,,,,,,,70,3.60
Tyleik Williams,2574122,DL,DET,MIN,1,1,,1,,,,,,,,,,,,,,71,3.60
Bryan Bresee,2570128,DL,NO,@LAR,,,,,,,,,,,,,,1,2,,,72,3.50
Malcolm Roach,2564688,DL,DEN,@HOU,,3,0.5,,,,,,,,,,,,1,,,73,3.30
Shemar Stewart,2574039,DL,CIN,CHI,1,2,,,,,,,,,,,,,1,,,74,3.20
Tyler Davis,2572192,DL,LAR,NO,,1,,,,,,,,,,,,1,,,,75,3.10
Arik Armstead,2552493,DL,JAX,@LV,1,,,1,,,,,,,,,,,,,,76,3.00
Denico Autry,2550646,DL,HOU,DEN,,,,,,,,,,,,,1,,,,,77,3.00
Derek Barnett,2557984,DL,HOU,DEN,1,,,1,,,,,,,,,,,,,,78,3.00
Karl Brooks,2569753,DL,GB,CAR,,5,,,,,,,,,,,,,,,,79,3.00
Carl Granderson,2562273,DL,NO,@LAR,2,,,,,,,,,,,,,,,,,80,3.00
Dexter Lawrence,2562301,DL,NYG,SF,1,,,1,,,,,,,,,,,,,,81,3.00
David Onyemata,2556274,DL,ATL,@NE,2,,,,,,,,,,,,,,,,,82,3.00
Jordan Phillips,2552492,DL,BUF,KC,1,,,1,,,,,,,,,,,,,,83,3.00
Dawuane Smoot,2557839,DL,JAX,@LV,1,,,1,,,,,,,,,,,,,,84,3.00
Teair Tart,2565474,DL,LAC,@TEN,2,,,,,,,,,,,,,,,,,85,3.00
