PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Jaylen Waddle,2566292,WR,MIA,CAR,,,,,,9,137,1,,,,,32.60,,9,9,9,10,90,2,2,2,1,24.20
Adam Thielen,2541785,WR,MIN,@SF,,,,,,5,62,2,,,,,32.96,,5,5,5,7,71,2,2,1,2,20.70
Kendrick Bourne,2558914,WR,NE,TEN,,,,,,5,61,2,,,,,36.40,,5,5,5,6,83,2,1,1,3,20.60
Tee Higgins,2563731,WR,CIN,PIT,,,,,,6,114,1,,,,,33.20,,6,6,6,8,75,1,1,,4,20.40
Deebo Samuel,2562721,WR,SF,MIN,,,,66,2,1,12,,,,,,41.70,6,1,7,1,4,25,,3,2,5,20.30
Stefon Diggs,2552608,WR,BUF,@NO,,,,,,7,74,1,,,,,36.40,,7,7,7,9,78,1,1,1,6,18.60
DeSean Jackson,1581,WR,LV,@DAL,,,,,,3,102,1,,,,,45.80,,3,3,3,4,75,,,,7,17.70
Hunter Renfrow,2562712,WR,LV,@DAL,,,,2,,8,134,,,,,,45.80,1,8,9,8,9,89,,,,8,17.60
Van Jefferson,2564358,WR,LA,@GB,,,,,,3,93,1,,,,,46.50,,3,3,3,9,33,,,,9,16.80
Odell Beckham Jr.,2543496,WR,LA,@GB,,,,,,5,81,1,,,,,46.50,,5,5,5,10,50,1,,,10,16.60
Randall Cobb,2495448,WR,GB,LA,,,,,,4,95,1,,,,1,42.90,,4,4,4,5,80,2,1,,11,15.50
Russell Gage,2561061,WR,ATL,@JAX,,,,,,6,62,1,,,,,23.70,,6,6,6,7,86,1,1,,12,15.20
Cooper Kupp,2557898,WR,LA,@GB,,,,,,7,96,,,,1,,46.50,,7,7,7,10,70,,,,13,15.10
Darnell Mooney,2563707,WR,CHI,@DET,,,,2,,5,123,,,,,,24.70,1,5,6,5,8,63,,,,14,15.00
Josh Reynolds,2558194,WR,DET,CHI,,,,,,3,70,1,,,,,23.60,,3,3,3,5,60,,,,15,14.50
Davante Adams,2543495,WR,GB,LA,,,,,,8,104,,,,,,42.90,,8,8,8,9,89,1,1,1,16,14.40
Ashton Dulin,2562646,WR,IND,TB,,,,,,1,62,1,,,,,36.90,,1,1,1,1,100,,,,17,14.40
Diontae Johnson,2562674,WR,PIT,@CIN,,,,,,9,95,,,,,,25.20,,9,9,9,14,64,,,,18,14.00
D.J. Moore,2560813,WR,CAR,@MIA,,,,,,4,103,,,,,,23.20,,4,4,4,10,40,1,,,19,14.00
Ced Wilson,2560936,WR,DAL,LV,,,,,,7,104,,,,,,35.30,,7,7,7,10,70,1,1,,20,13.90
Michael Gallup,2560735,WR,DAL,LV,,,,,,5,106,,,,,,35.30,,5,5,5,8,63,1,,,21,13.10
Jakobi Meyers,2562492,WR,NE,TEN,,,,,,5,98,,,,,,36.40,,5,5,5,8,63,,,,22,12.30
Jarvis Landry,2543488,WR,CLE,@BAL,,,,,,6,111,,,,,1,16.90,,6,6,6,10,60,,,,23,12.10
Keenan Allen,2540154,WR,LAC,@DEN,,,,,,7,85,,,,,,24.70,,7,7,7,10,70,,,,24,12.00
Brandin Cooks,2543498,WR,HOU,NYJ,,,,,,3,45,1,,,,,19.70,,3,3,3,5,60,,,,25,12.00
Justin Jefferson,2564556,WR,MIN,@SF,24,,,,,4,83,,,,,,32.96,,4,4,4,9,44,2,,2,26,11.26
Tyler Lockett,2552430,WR,SEA,@WAS,,,,,,3,96,,,,,,24.60,,3,3,3,5,60,1,,,27,11.10
Brandon Aiyuk,2565093,WR,SF,MIN,,,,4,,3,91,,,,,,41.70,1,3,4,3,6,50,,,,28,11.00
T.Y. Hilton,2532865,WR,IND,TB,,,,,,4,28,1,,,,,36.90,,4,4,4,5,80,2,2,,29,10.80
