PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
John Franklin-Myers,2560731,DL,NYJ,@HOU,3,,2,2,1,,,,,,,,,1,2,32,,1,20.17
Brian Burns,2562242,DL,CAR,@MIA,4,1,1,2,,1,,,,,,,,,1,,,2,16.60
Davon Godchaux,2558012,DL,NE,TEN,6,1,,,,1,,,,,,,,,1,,,3,15.00
Adetokunbo Ogundeji,2565827,DL,ATL,@JAX,5,4,,1,,,,,,,,,,,,,,4,13.20
Cameron Heyward,2508109,DL,PIT,@CIN,3,5,1,1,,,,,,,,,,,1,,,5,13.10
Myles Garrett,2557965,DL,CLE,@BAL,2,3,1,1,,,,,,,,,,1,2,,,6,12.80
Greg Gaines,2562391,DL,LA,@GB,5,2,1,,,,,,,,,,,,1,,,7,12.60
Kenny Clark,2555282,DL,GB,LA,3,3,1,1,,,,,,,,,,,2,,,8,12.00
Joey Bosa,2555249,DL,LAC,@DEN,3,1,1,,,1,,,,,,,,,1,,,9,11.90
DeForest Buckner,2555275,DL,IND,TB,3,,1,1,,,,,,,,,,1,1,,,10,11.60
B.J. Hill,2560740,DL,CIN,PIT,3,1,1,2,,,,,,,,,,,1,,,11,11.40
Al Woods,496881,DL,SEA,@WAS,5,3,,,,,,,,,,,,,,,,12,10.90
Emmanuel Ogbah,2555278,DL,MIA,CAR,2,1,1,1,,,,,,,,,,1,1,,,13,10.70
Derek Barnett,2557984,DL,PHI,@NYG,4,1,,2,,,,,,,,,,,,,,14,10.60
Mario Addison,2530474,DL,BUF,@NO,2,2,1,2,,,,,,,,,,,1,,,15,10.50
Ed Oliver,2562322,DL,BUF,@NO,3,1,0.5,,,,,,,,,,,1,2,,,16,10.40
Trey Hendrickson,2557943,DL,CIN,PIT,2,,1,,,1,,,,,,,,,2,,,17,9.90
Darrell Taylor,2565198,DL,SEA,@WAS,3,1,1,1,,,,,,,,,,,1,,,18,9.90
Christian Wilkins,2562782,DL,MIA,CAR,2,3,1,1,,,,,,,,,,,1,,,19,9.80
Carl Granderson,2562273,DL,NO,BUF,2,1,1,2,,,,,,,,,,,1,,,20,9.70
Rasheem Green,2560998,DL,SEA,@WAS,1,1,,,,,,,,,,1,1,,,,,21,9.50
Stephen Weatherly,2555529,DL,DEN,LAC,2,,1,2,,,,,,,,,,,2,,,22,9.40
Jonathan Greenard,2564070,DL,HOU,NYJ,1,1,1,,,1,,,,,,,,,2,,,23,9.00
A'Shawn Robinson,2555265,DL,LA,@GB,3,3,,1,,,,,,,,,,,,,,24,9.00
Quinnen Williams,2562599,DL,NYJ,@HOU,2,2,1,1,,,,,,,,,,,1,,,25,9.00
D.J. Wonnum,2564583,DL,MIN,@SF,2,2,1,1,,,,,,,,,,,1,,,26,9.00
Chris Wormley,2557862,DL,PIT,@CIN,2,2,1,1,,,,,,,,,,,1,,,27,9.00
Javon Hargrave,2555239,DL,PHI,@NYG,2,1,1,1,,,,,,,,,,,2,,,28,8.70
DeShawn Williams,2553623,DL,DEN,LAC,2,1,1,1,,,,,,,,,,,2,,,29,8.70
Sam Hubbard,2560745,DL,CIN,PIT,2,,1,1,,,1,,,,,,,,1,,,30,8.40
Kerry Hyder,2550433,DL,SEA,@WAS,4,2,,,,,,,,,,,,,,,,31,8.40
Bravvion Roy,2563677,DL,CAR,@MIA,4,2,,,,,,,,,,,,,,,,32,8.40
Jeffery Simmons,2562733,DL,TEN,@NE,4,2,,,,,,,,,,,,,,,,33,8.40
Armon Watts,2562773,DL,MIN,@SF,1,2,1,1,,,,,,,,,,,3,,,34,8.30
Justin Madubuike,2563563,DL,BAL,CLE,2,1,,1,,,,,,,,,,1,,,,35,8.20
Jadeveon Clowney,2543456,DL,CLE,@BAL,2,2,,,,,,,,,,,,1,1,,,36,8.00
Aaron Donald,2543485,DL,LA,@GB,3,3,,,,,,,,,,,,,1,,,37,8.00
Dante Fowler Jr.,2553431,DL,ATL,@JAX,1,1,1,,,1,,,,,,,,,,,,38,8.00
Yannick Ngakoue,2555421,DL,LV,@DAL,2,,1,1,,,,,,,,,,,2,,,39,7.90
Trysten Hill,2562663,DL,DAL,LV,4,1,,,,,,,,,,,,,,,,40,7.60
Nick Bosa,2562629,DL,SF,MIN,2,,1,1,,,,,,,,,,,1,,,41,7.40
Lawrence Guy,2495481,DL,NE,TEN,3,1,,1,,,,,,,,,,,,,,42,7.40
Kwity Paye,2565612,DL,IND,TB,2,,1,1,,,,,,,,,,,1,,,43,7.40
Ndamukong Suh,496861,DL,TB,@IND,2,,1,1,,,,,,,,,,,1,,,44,7.40
Solomon Thomas,2558018,DL,LV,@DAL,3,1,,1,,,,,,,,,,,,,,45,7.40
Shaka Toney,2566607,DL,WAS,SEA,2,,1,1,,,,,,,,,,,1,,,46,7.40
Austin Bryant,2562240,DL,DET,CHI,3,2,,,,,,,,,,,,,1,,,47,7.20
McTelvin Agim,2563872,DL,DEN,LAC,1,1,1,1,,,,,,,,,,,2,,,48,7.00
Anthony Rush,2563200,DL,ATL,@JAX,2,,,,,1,,,,,,,,,,,,49,6.90
Malcom Brown,2552483,DL,JAX,ATL,3,2,,,,,,,,,,,,,,,,50,6.70
Johnathan Hankins,2540147,DL,LV,@DAL,2,1,,,,,,,,,,,,1,,,,51,6.70
James Lynch,2564565,DL,MIN,@SF,3,2,,,,,,,,,,,,,,,,52,6.70
William Gholston,2540176,DL,TB,@IND,3,,,1,,,,,,,,,,,,,,53,6.60
Bilal Nichols,2560821,DL,CHI,@DET,2,2,,1,,,,,,,,,,,,,,54,6.50
Kevin Givens,2562655,DL,SF,MIN,1,1,,,,1,,,,,,,,,,,,55,6.00
DeMarcus Walker,2557894,DL,HOU,NYJ,1,1,1,1,,,,,,,,,,,,,,56,6.00
DaQuan Jones,2543504,DL,CAR,@MIA,3,1,,,,,,,,,,,,,,,,57,5.90
Sheldon Richardson,2540142,DL,MIN,@SF,1,4,,,,,,,,,,,,,2,,,58,5.90
Christian Covington,2552602,DL,LAC,@DEN,2,3,,,,,,,,,,,,,,,,59,5.80
D.J. Jones,2558265,DL,SF,MIN,2,3,,,,,,,,,,,,,,,,60,5.80
Adam Gotsis,2555502,DL,JAX,ATL,2,1,,1,,,,,,,,,,,,,,61,5.70
Justin Jones,2560769,DL,LAC,@DEN,1,5,,,,,,,,,,,,,,,,62,5.70
Austin Johnson,2556368,DL,NYG,PHI,1,3,0.5,,,,,,,,,,,,1,,,63,5.60
Fletcher Cox,2533051,DL,PHI,@NYG,2,,,1,,,,,,,,,,,1,,,64,5.40
Sheldon Rankins,2555242,DL,NYJ,@HOU,1,2,,1,,,,,,,,,,,1,,,65,5.30
Dexter Lawrence,2562301,DL,NYG,PHI,1,,,,,1,,,,,,,,,,,,66,5.20
Bryan Mone,2562914,DL,SEA,@WAS,3,,,,,,,,,,,,,,,,,67,5.10
Al-Quadin Muhammad,2558131,DL,IND,TB,3,,,,,,,,,,,,,,,,,68,5.10
Quincy Roche,2566466,DL,NYG,PHI,3,,,,,,,,,,,,,,,,,69,5.10
Jaleel Johnson,2557845,DL,HOU,NYJ,2,2,,,,,,,,,,,,,,,,70,5.00
Greg Rousseau,2565875,DL,BUF,@NO,2,2,,,,,,,,,,,,,,,,71,5.00
Zach Sieler,2561129,DL,MIA,CAR,1,1,,,,,,,,,,,,1,,,,72,5.00
Leonard Williams,2552486,DL,NYG,PHI,2,2,,,,,,,,,,,,,,,,73,5.00
Maliek Collins,2555400,DL,HOU,NYJ,2,,,1,,,,,,,,,,,,,,74,4.90
Jordan Elliott,2563779,DL,CLE,@BAL,1,2,0.5,,,,,,,,,,,,1,,,75,4.80
John Simon,2539280,DL,PIT,@CIN,2,1,,,,,,,,,,,,,1,,,76,4.70
Deatrich Wise,2558000,DL,NE,TEN,1,,,,,,,,,,,,,1,1,,,77,4.70
Chauncey Golston,2566007,DL,DAL,LV,1,3,,,,,,,,,,,,,1,,,78,4.60
Matthew Ioannidis,2555240,DL,WAS,SEA,1,2,,,,,,,,,,,,,2,,,79,4.30
Dorance Armstrong,2560959,DL,DAL,LV,2,1,,,,,,,,,,,,,,,,80,4.20
