PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Austin Seibert,2562729,K,WAS,NYG,,,,4,2,1,,,,,1,22.00
Ka'imi Fairbairn,2556521,K,HOU,CHI,1,,,,,1,3,,,,2,20.00
Daniel Carlson,2560993,K,LV,@BAL,2,,,1,1,,2,,,,3,18.00
Brandon Aubrey,2571750,K,DAL,NO,1,,,,1,2,1,,,,4,17.00
Matt Prater,2506677,K,ARI,LAR,5,,,,,1,1,,,,5,14.00
Dustin Hopkins,2539227,K,CLE,@JAX,1,,,,1,1,1,,,,6,13.00
Evan McPherson,2565953,K,CIN,@KC,1,1,,1,1,1,1,,,,7,13.00
Justin Tucker,2536340,K,BAL,LV,2,,,,1,2,,,,,8,13.00
Jason Myers,2553112,K,SEA,@NE,2,,,,2,1,,,,,9,12.00
Brayden Narveson,2573470,K,GB,IND,1,,,,1,2,,,,,10,12.00
Will Reichard,2572273,K,MIN,SF,2,,,2,1,,,,,,11,11.00
Cairo Santos,2550636,K,CHI,@HOU,1,,,,,,2,,,,12,11.00
Jake Bates,2571759,K,DET,TB,1,,,1,2,,,,,,13,10.00
Harrison Butker,2558245,K,KC,CIN,2,,1,,,,1,,,,14,10.00
Younghoe Koo,2559205,K,ATL,@PHI,1,,,1,2,,,,,,15,10.00
Chase McLaughlin,2563203,K,TB,@DET,2,,,,1,,1,,,,16,10.00
Chris Boswell,2550545,K,PIT,@DEN,1,,,1,,,1,,,,17,9.00
Tyler Bass,2563596,K,BUF,@MIA,4,,,,,1,,,,,18,8.00
Joey Slye,2563132,K,NE,SEA,2,,,2,,,,,,,19,8.00
Cameron Dicker,2568435,K,LAC,@CAR,2,1,,,,2,,,,,20,7.00
Jake Elliott,2558172,K,PHI,ATL,1,,,2,,,,,,,21,7.00
Cam Little,2572147,K,JAX,CLE,1,,,2,,,,,,,22,7.00
Nick Folk,2507225,K,TEN,NYJ,2,,,,,1,,,,,23,6.00
Wil Lutz,2556601,K,DEN,PIT,,,,1,1,,,,,,24,6.00
Greg Zuerlein,2534797,K,NYJ,@TEN,3,,,,1,,,,,,25,6.00
Blake Grupe,2571234,K,NO,@DAL,5,1,,1,,,,,,,26,5.00
Jake Moody,2570308,K,SF,@MIN,2,,,,1,,,,,,27,5.00
Matt Gay,2562271,K,IND,@GB,1,,,,1,,,,,,28,4.00
Joshua Karty,2572201,K,LAR,@ARI,1,,,1,,,,,,,29,4.00
Jason Sanders,2561153,K,MIA,BUF,1,,,,1,,,,,,30,4.00
Eddy Pineiro,2560842,K,CAR,LAC,,,,,1,,,,,,31,3.00
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,32,0.00
Mike Badgley,2560965,K,DET,TB,,,,,,,,,,,33,0.00
Tanner Brown,2569984,K,LAR,@ARI,,,,,,,,,,,34,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,35,0.00
Graham Gano,71309,K,NYG,@WAS,,,,,,,,,,,36,0.00
Alex Hale,2573890,K,GB,IND,,,,,,,,,,,37,0.00
Lucas Havrisik,2569534,K,FA,Bye,,,,,,,,,,,38,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,39,0.00
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,40,0.00
Jude McAtamney,2573503,K,NYG,@WAS,,,,,,,,,,,41,0.00
Brandon McManus,2541556,K,FA,Bye,,,,,,,,,,,42,0.00
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,43,0.00
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,44,0.00
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,45,0.00
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,46,0.00
Chad Ryland,2570125,K,FA,Bye,,,,,,,,,,,47,0.00
Spencer Shrader,2573175,K,IND,@GB,,,,,,,,,,,48,0.00
Charlie Smyth,2572330,K,NO,@DAL,,,,,,,,,,,49,0.00
James Turner,2573148,K,FA,Bye,,,,,,,,,,,50,0.00
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,51,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,52,0.00
