PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jessie Bates,2560970,DB,ATL,@PHI,7,5,,1,1,,,,,,,,,2,,,,1,23.50
Zyon McCollum,2568309,DB,TB,@DET,6,,,,1,,,,,,,,,4,,4,,2,22.63
Marlon Humphrey,2558067,DB,BAL,LV,8,2,,1,1,,,,,,,,,1,,,,3,20.70
Benjamin St-Juste,2566604,DB,WAS,NYG,6,,,,,1,,,,,,,,3,,,,4,20.00
Jason Pinnock,2565753,DB,NYG,@WAS,8,1,2,2,,,,,,,,,,,,,,5,19.60
Montaric Brown,2567727,DB,JAX,CLE,11,,,2,,,,,,,,,,,,,,6,19.50
Kyle Dugger,2564601,DB,NE,SEA,8,1,1,3,,,,,,,,,,,,,,7,19.10
Christian Izien,2571593,DB,TB,@DET,5,4,,,1,,,,,,,,,2,,17,,8,18.97
Andru Phillips,2572348,DB,NYG,@WAS,7,5,1,2,,,,,,,,,,,,,,9,18.50
Nick Cross,2567700,DB,IND,@GB,10,5,,,,,,,,,,,,,,,,10,18.00
Ja'Marcus Ingram,2569336,DB,BUF,@MIA,,,,,2,,,1,,,,,,2,,56,,11,17.87
Jordan Whitehead,2560930,DB,TB,@DET,8,3,,1,,,,,,,,,,1,,,,12,17.80
Budda Baker,2558009,DB,ARI,LAR,8,,,2,,,,,,,,,,1,,,,13,17.50
Chamarri Conner,2569927,DB,KC,CIN,4,2,1,1,,,1,,1,,,,,,,,38,14,16.97
Brian Branch,2569729,DB,DET,TB,5,1,,,1,,,,,,,,,2,,1,,15,16.63
Josh Metellus,2564568,DB,MIN,SF,5,2,,1,1,,,,,,,,,1,,12,,16,16.60
Paulson Adebo,2566346,DB,NO,@DAL,4,,,,1,,,,,,,,,2,,47,,17,16.07
Christian Benford,2567322,DB,BUF,@MIA,6,1,,,1,,,,,,,,,1,,6,,18,15.80
Jaycee Horn,2565893,DB,CAR,LAC,4,2,,,1,,,,,,,,,2,,,,19,15.70
Alontae Taylor,2567979,DB,NO,@DAL,8,1,,2,,,,,,,,,,,,,,20,15.60
Kevin Byard,2555158,DB,CHI,@HOU,7,4,,1,,,1,,,,,,,,,,,21,15.40
Jamel Dean,2562556,DB,TB,@DET,7,3,,,,,,,,,,,,1,,,,22,14.80
Damar Hamlin,2565872,DB,BUF,@MIA,8,2,,1,,,,,,,,,,,,,,23,14.70
Jalen Pitre,2567688,DB,HOU,CHI,8,2,,1,,,,,,,,,,,,,,24,14.70
Reed Blankenship,2568057,DB,PHI,ATL,9,1,,,,,,,,,,,,,,,,25,14.10
Elijah Molden,2566115,DB,LAC,@CAR,4,3,,,1,,,,,,,,,1,,3,,26,13.90
Xavier McKinney,2564766,DB,GB,IND,3,1,,1,1,,,,,,,,,1,,18,,27,13.20
Julian Love,2562414,DB,SEA,@NE,7,,,,,,,,,,,,,1,,,,28,13.00
Tyrann Mathieu,2540180,DB,NO,@DAL,3,,,,1,,,,,,,,,2,,,,29,13.00
Brandin Echols,2565726,DB,NYJ,@TEN,4,1,,,1,,,,,,,,,1,,,,30,12.60
Quentin Lake,2567844,DB,LAR,@ARI,6,5,,,,,,,,,,,,,,,,31,12.00
Tykee Smith,2572555,DB,TB,@DET,6,2,,1,,,,,,,,,,,,,,32,11.70
Kamari Lassiter,2572102,DB,HOU,CHI,3,1,,,1,,,,,,,,,1,,9,,33,11.40
Donovan Wilson,2562604,DB,DAL,NO,2,4,,,1,,,,,,,,,1,,,,34,11.40
Damontae Kazee,2558184,DB,PIT,@DEN,3,1,,,1,,,,,,,,,1,,5,,35,11.27
Christian Gonzalez,2570122,DB,NE,SEA,5,2,,,,,,,,,,,,1,,,,36,11.20
Kyler Gordon,2567391,DB,CHI,@HOU,4,2,,1,,,,,,,,,,1,,,,37,11.20
Grant Delpit,2563773,DB,CLE,@JAX,5,1,,2,,,,,,,,,,,,,,38,11.10
Marcus Jones,2567943,DB,NE,SEA,5,1,,,,,,,,,,,,1,,,,39,10.60
Cam Taylor-Britt,2567454,DB,CIN,@KC,1,1,,,1,,,,,,,,,2,,,,40,10.60
DeShon Elliott,2560715,DB,PIT,@DEN,4,5,,1,,,,,,,,,,,,,,41,10.50
A.J. Terrell,2563527,DB,ATL,@PHI,7,,,,,,,,,,,,,,,,,42,10.50
Jonathan Jones,2556571,DB,NE,SEA,6,2,,,,,,,,,,,,,,,,43,10.20
Jaquan Brisker,2567370,DB,CHI,@HOU,4,4,,1,,,,,,,,,,,,,,44,9.90
Jimmie Ward,2543741,DB,HOU,CHI,6,1,,,,,,,,,,,,,,,,45,9.60
Dee Alford,2567244,DB,ATL,@PHI,4,1,,,,,,,,,,,,1,,,,46,9.10
Bryan Cook,2567787,DB,KC,CIN,4,1,,,,,,,,,,,,1,,,,47,9.10
Tyrique Stevenson,2569627,DB,CHI,@HOU,4,1,,,,,,,,,,,,1,,,,48,9.10
Evan Williams,2572057,DB,GB,IND,2,,,,1,,,,,,,,,1,,1,,49,9.03
Rayshawn Jenkins,2558182,DB,SEA,@NE,4,5,,,,,,,,,,,,,,,,50,9.00
Cory Trice Jr.,2570254,DB,PIT,@DEN,2,,,,1,,,,,,,,,1,,,,51,9.00
Jaylen Watson,2567811,DB,KC,CIN,3,3,,,,,,,,,,,,1,,,,52,8.80
Rasul Douglas,2558168,DB,BUF,@MIA,4,2,,1,,,,,,,,,,,,,,53,8.70
Minkah Fitzpatrick,2560725,DB,PIT,@DEN,5,2,,,,,,,,,,,,,,,,54,8.70
Tony Adams,2568444,DB,NYJ,@TEN,2,1,,,,,,,,,,,,2,,,,55,8.60
Jack Jones,2567940,DB,LV,@BAL,2,1,,,,,,,,,,,,2,,,,56,8.60
Deonte Banks,2570155,DB,NYG,@WAS,4,,,,,,,,,,,,,1,,,,57,8.50
Trent McDuffie,2567802,DB,KC,CIN,4,,,,,,,,,,,,,1,,,,58,8.50
Kamren Curl,2565270,DB,LAR,@ARI,4,4,,,,,,,,,,,,,,,,59,8.40
Javon Bullard,2572027,DB,GB,IND,3,2,,,,,,,,,,,,1,,,,60,8.20
Mike Hughes,2560746,DB,ATL,@PHI,3,2,,,,,,,,,,,,1,,,,61,8.20
Kool-Aid McKinstry,2572321,DB,NO,@DAL,3,2,,,,,,,,,,,,1,,,,62,8.20
Harrison Smith,2532948,DB,MIN,SF,3,2,,,,,,,,,,,,1,,,,63,8.20
Stephon Gilmore,2533062,DB,MIN,SF,5,1,,,,,,,,,,,,,,,,64,8.10
Kyle Hamilton,2567274,DB,BAL,LV,5,1,,,,,,,,,,,,,,,,65,8.10
Jakorian Bennett,2570038,DB,LV,@BAL,2,,,,,,,,,,,,,2,,,,66,8.00
George Odum,2561131,DB,SF,@MIN,2,,,,,,,,,,,,,2,,,,67,8.00
Devon Witherspoon,2570323,DB,SEA,@NE,4,3,,,,,,,,,,,,,,,,68,7.80
Will Harris,2562395,DB,NO,@DAL,3,1,,,,,,,,,,,,1,,,,69,7.60
Camryn Bynum,2566295,DB,MIN,SF,3,5,,,,,,,,,,,,,,,,70,7.50
Jordan Fuller,2564340,DB,CAR,LAC,4,2,,,,,,,,,,,,,,,,71,7.20
Derwin James,2560760,DB,LAC,@CAR,4,2,,,,,,,,,,,,,,,,72,7.20
Tre'von Moehrig,2566268,DB,LV,@BAL,4,2,,,,,,,,,,,,,,,,73,7.20
Taylor Rapp,2562707,DB,BUF,@MIA,3,2,,1,,,,,,,,,,,,,,74,7.20
Geno Stone,2563584,DB,CIN,@KC,4,2,,,,,,,,,,,,,,,,75,7.20
Rodney Thomas,2567721,DB,IND,@GB,4,2,,,,,,,,,,,,,,,,76,7.20
Ugo Amadi,2562464,DB,NO,@DAL,3,,,,,,,,,,,,,1,,,,77,7.00
