PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Christian McCaffrey,2557997,RB,SF,ATL,,,,129,2,7,72,,,,,,42.00,24,7,31,7,8,88,1,3,,1,35.60
Jahmyr Gibbs,2569747,RB,DET,TB,,,,136,2,3,82,,,,,,41.70,17,3,20,3,3,100,,,,2,35.30
Jonathan Taylor,2564148,RB,IND,@LAC,,,,94,3,3,38,,,,,,35.90,16,3,19,3,3,100,,3,2,3,32.70
Quinshon Judkins,2574053,RB,CLE,MIA,,,,84,3,,,,,,,,30.60,25,,25,,,,,3,1,4,26.40
D'Andre Swift,2563965,RB,CHI,NO,,,,124,1,1,14,,,,,,38.40,19,1,20,1,1,100,,6,3,5,20.30
Zach Charbonnet,2570335,RB,SEA,HOU,,,,49,2,2,6,,,,,,29.60,12,2,14,2,2,100,1,1,1,6,18.50
Josh Jacobs,2562377,RB,GB,@ARI,,,,55,2,1,3,,,,,,21.80,13,1,14,1,1,100,,3,,7,18.30
Javonte Williams,2566049,RB,DAL,WAS,,,,116,1,1,2,,,,,,27.20,19,1,20,1,4,25,1,4,,8,18.30
Bijan Robinson,2569558,RB,ATL,@SF,,,,40,,6,52,1,,,,,19.80,14,6,20,6,8,75,1,2,,9,18.20
Jaylen Warren,2568493,RB,PIT,@CIN,,,,127,,4,31,,,,,,20.30,16,4,20,4,5,80,,,,10,17.80
Cam Skattebo,2574427,RB,NYG,@DEN,,,,60,,3,34,1,,,,,27.70,16,3,19,3,6,50,1,1,,11,16.90
Kyle Monangai,2574015,RB,CHI,NO,,,,81,1,2,13,,,,,,38.40,13,2,15,2,3,67,,2,1,12,16.40
Rhamondre Stevenson,2566343,RB,NE,@TEN,,,,88,1,2,,,,,,,18.10,18,2,20,2,2,100,1,4,1,13,15.80
De'Von Achane,2570062,RB,MIA,@CLE,,,,82,,3,16,,,,,,15.60,13,3,16,3,5,60,,,,14,13.80
Isiah Pacheco,2567808,RB,KC,LV,,,,57,1,1,-3,,,,,,24.30,15,1,16,1,2,50,,1,1,15,11.90
Jordan Mason,2569257,RB,MIN,PHI,,,,57,1,,,,,,,,15.90,15,,15,,,,,2,,16,11.70
Chase Brown,2569642,RB,CIN,PIT,,,,108,,2,-8,,,,,,14.10,11,2,13,2,4,50,,,,17,11.00
Woody Marks,2574174,RB,HOU,@SEA,,,,15,,3,20,1,,,,,14.70,10,3,13,3,5,60,2,2,4,18,11.00
Brashard Smith,2574256,RB,KC,LV,,,,39,,5,42,,,,,,24.30,14,5,19,5,5,100,,,,19,10.60
Tyrone Tracy Jr.,2572351,RB,NYG,@DEN,,,,46,1,,,,,,,,27.70,9,,9,,,,,,,20,10.60
Rico Dowdle,2565295,RB,CAR,@NYJ,,,,79,,1,17,,,,,,16.60,17,1,18,1,2,50,,,,21,10.10
Tony Pollard,2562699,RB,TEN,NE,,,,18,,6,43,,,,,,15.20,6,6,12,6,6,100,,,,22,9.10
J.K. Dobbins,2563548,RB,DEN,NYG,,,,81,,1,-1,,,,,,20.20,14,1,15,1,1,100,,,,23,8.50
Bam Knight,2568036,RB,ARI,GB,,,,57,,3,7,,,,,,12.50,14,3,17,3,4,75,,,,24,7.90
