PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Nate Adkins,2570930,TE,DEN,CIN,,,,,,,,,,,,,0.00,84,1,0.00,0.0
Mo Alie-Cox,2558832,TE,IND,@LAR,,,,,,0.25,2.96,0.02,,,,,0.54,76,2,0.00,-0.54
Erick All,2571916,TE,CIN,@DEN,,,,,,,,,,,,,0.00,85,3,0.00,0.0
Davis Allen,2570017,TE,LAR,IND,,,,,,,,,,,,,0.00,86,4,0.00,0.0
Mark Andrews,2560957,TE,BAL,@KC,,,,0.31,,3.37,35.83,0.29,,,,0.06,6.92,15,5,0.00,-6.92
Elijah Arroyo,2574554,TE,SEA,@ARI,,,,,,1.95,19.77,0.11,,,,0.02,3.57,37,6,0.00,-3.57
AJ Barner,2572513,TE,SEA,@ARI,,,,,,2.97,27.1,0.19,,,,0.04,5.26,28,7,0.00,-5.26
Gavin Bartholomew,2574337,TE,MIN,@PIT,,,,,,,,,,,,,0.00,87,8,0.00,0.0
Brenden Bates,2572953,TE,FA,Bye,,,,,,,,,,,,,,88,9,0.00,
John Bates,2566580,TE,WAS,@ATL,,,,,,0.57,5.4,0.02,,,,0.01,0.93,64,10,0.00,-0.93
Jaheim Bell,2572288,TE,FA,Bye,,,,,,,,,,,,,,89,11,0.00,
Daniel Bellinger,2567985,TE,NYG,LAC,,,,,,0.61,5.68,0.01,,,,0.01,0.91,65,12,0.00,-0.91
Brock Bowers,2572219,TE,LV,CHI,,,,1.29,0.01,6.61,73.69,0.34,,,,0.07,12.76,1,13,0.00,-12.76
Shawn Bowman,2573689,TE,FA,Bye,,,,,,,,,,,,,,90,14,0.00,
Jake Briningstool,2574240,TE,KC,BAL,,,,,,,,,,,,,0.00,91,15,0.00,0.0
Pharaoh Brown,2559018,TE,FA,Bye,,,,,,,,,,,,,,92,16,0.00,
