PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Yasir Abdullah,2569891,LB,JAX,@SF,,,,,,,,,,,,,,,,,,0.00,230,1,0.00,0.0
Mitchell Agude,2571111,LB,FA,Bye,,,,,,,,,,,,,,,,,,,231,2,0.00,
Austin Ajiake,2571766,LB,IND,@LAR,,,,,,,,,,,,,,,,,,0.00,232,3,0.00,0.0
Azeez Al-Shaair,2562462,LB,HOU,TEN,3.45,2.46,0.18,0.49,0.06,0.06,0.06,,,,,,,0.25,0.49,,,9.10,35,4,0.00,-9.1
Troy Andersen,2567235,LB,ATL,WAS,1.29,1.16,,0.04,,,,,,,,,,,,,,2.69,141,5,0.00,-2.69
Liam Anderson,2570521,LB,FA,Bye,,,,,,,,,,,,,,,,,,,233,6,0.00,
Joe Andreessen,2573632,LB,BUF,NO,0.53,0.35,,0.18,,0.12,0.06,0.06,,,,,,,,,,2.00,155,7,0.00,-2.0
Alex Anzalone,2558163,LB,DET,CLE,4.28,2.24,0.13,0.39,0.07,,0.07,,,,,,,0.39,0.53,,,10.16,22,8,0.00,-10.16
Kam Arnold,2574604,LB,FA,Bye,,,,,,,,,,,,,,,,,,,234,9,0.00,
Brian Asamoah II,2567901,LB,LV,CHI,,,,,,,,,,,,,,,,,,0.00,235,10,0.00,0.0
Eugene Asante,2574317,LB,FA,Bye,,,,,,,,,,,,,,,,,,,236,11,0.00,
Joe Bachie,2564661,LB,IND,@LAR,1.06,0.53,,0.06,0.06,,,,,,,,,0.18,0.06,1.12,,2.73,140,12,0.00,-2.73
Levelle Bailey,2573079,LB,DEN,CIN,,,,,,,,,,,,,,,,,,0.00,237,13,0.00,0.0
Jerome Baker,2560966,LB,CLE,@DET,2.26,1.5,0.08,0.11,,0.05,,,,,,,,0.16,0.16,,,5.27,90,14,0.00,-5.27
Derrick Barnes,2566055,LB,DET,CLE,2.38,2.07,0.13,0.19,,,,,,,,,,0.06,0.31,,,5.66,82,15,0.00,-5.66
Krys Barnes,2563971,LB,CAR,@NE,,,,,,,,,,,,,,,,,,0.00,238,16,0.00,0.0
Zaire Barnes,2570185,LB,NYG,LAC,,,,,,,,,,,,,,,,,,0.00,239,17,0.00,0.0
Amare Barno,2567346,LB,FA,Bye,,,,,,,,,,,,,,,,,,,240,18,0.00,
Michael Barrett,2571880,LB,FA,Bye,,,,,,,,,,,,,,,,,,,241,19,0.00,
Justin Barron,2574067,LB,DAL,GB,,,,,,,,,,,,,,,,,,0.00,242,20,0.00,0.0
Jared Bartlett,2574432,LB,ARI,SEA,,,,,,,,,,,,,,,,,,0.00,243,21,0.00,0.0
Cody Barton,2562472,LB,TEN,@HOU,3.45,3.07,0.05,0.16,0.05,0.05,0.05,,,,,,,0.22,0.16,1.24,,8.43,42,22,0.00,-8.43
Carlos Basham,2565863,LB,CAR,@NE,,,,,,,,,,,,,,,,,,0.00,244,23,0.00,0.0
Jeffrey Bassa,2574239,LB,KC,BAL,0.18,0.24,0.09,0.18,,,,,,,,,,,,,,0.86,216,24,0.00,-0.86
Tyler Batty,2574338,LB,MIN,@PIT,0.53,0.35,,,,,,,,,,,,,,,,1.01,208,25,0.00,-1.01
Zack Baun,2564664,LB,PHI,@TB,4.94,3.06,0.16,0.5,0.06,0.13,0.06,,,,,,,0.19,0.38,,,11.71,6,26,0.00,-11.71
Abraham Beauplan,2571180,LB,FA,Bye,,,,,,,,,,,,,,,,,,,245,27,0.00,
Quinton Bell,2562908,LB,MIA,NYJ,,,,,,,,,,,,,,,,,,0.00,246,28,0.00,0.0
Nick Bellore,2495262,LB,WAS,@ATL,0.94,0.53,,,,0.06,,,,,,,,,,,,1.94,157,29,0.00,-1.94
Terrel Bernard,2567325,LB,BUF,NO,4.32,3.21,0.13,0.39,0.13,,0.07,,,,,,,0.26,0.33,,,10.59,17,30,0.00,-10.59
JD Bertrand,2571799,LB,ATL,WAS,,,,,,,,,,,,,,,,,,0.00,247,31,0.00,0.0
Tatum Bethune,2572489,LB,SF,JAX,0.71,0.47,,,,,,,,,,,,,,,,1.35,191,32,0.00,-1.35
Stone Blanton,2574536,LB,FA,Bye,,,,,,,,,,,,,,,,,,,248,33,0.00,
Chris Board,2561301,LB,NYG,LAC,0.71,0.47,,0.12,,,,,,,,,,0.12,,,,1.83,162,34,0.00,-1.83
Nick Bolton,2566175,LB,KC,BAL,4.93,2.33,0.17,0.67,0.07,0.07,0.07,,,,,,,0.33,0.47,0.47,,11.77,5,35,0.00,-11.77
Nik Bonitto,2567517,LB,DEN,CIN,2.87,1.24,0.62,0.79,0.06,0.11,0.06,,,,,,,0.34,1.24,1.86,,9.66,27,36,0.00,-9.66
Swayze Bozeman,2572811,LB,NYG,LAC,,,,,,,,,,,,,,,,,,0.00,249,37,0.00,0.0
Chris Braswell,2572540,LB,TB,PHI,0.77,0.41,,,,,,,,,,,,,,,,1.40,184,38,0.00,-1.4
K.J. Britt,2566559,LB,MIA,NYJ,0.35,0.24,,0.18,,,,,,,,,,0.12,0.12,,,1.30,195,39,0.00,-1.3
