PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Myles Adams,2563620,DL,DET,CLE,,,,,,,,,,,,,,,,,,0.00,235,1,0.00,0.0
Adetomiwa Adebawore,2569843,DL,IND,@LAR,0.12,0.24,0.09,,,0.06,,,,,,,,,0.18,,,0.80,194,2,0.00,-0.8
McTelvin Agim,2563872,DL,FA,Bye,,,,,,,,,,,,,,,,,,,236,3,0.00,
Tommy Akingbesote,2574066,DL,CAR,@NE,,,,,,,,,,,,,,,,,,0.00,237,4,0.00,0.0
Darius Alexander,2574412,DL,NYG,LAC,0.18,0.24,0.06,0.12,,,,,,,,,,,,,,0.71,201,5,0.00,-0.71
Deslin Alexandre,2570593,DL,GB,@DAL,,,,,,,,,,,,,,,,,,0.00,238,6,0.00,0.0
Jaylon Allen,2573076,DL,FA,Bye,,,,,,,,,,,,,,,,,,,239,7,0.00,
Jonathan Allen,2557844,DL,MIN,@PIT,1.91,0.79,0.39,0.45,,,,,,,,,,0.06,0.9,,,5.39,30,8,0.00,-5.39
Zach Allen,2562219,DL,DEN,CIN,1.8,1.62,0.45,0.72,,,,,,,,,,0.12,1.5,,,6.70,12,9,0.00,-6.7
Bradlee Anae,2563821,DL,FA,Bye,,,,,,,,,,,,,,,,,,,240,10,0.00,
Evan Anderson,2573524,DL,SF,JAX,,,,,,,,,,,,,,,,,,0.00,241,11,0.00,0.0
Will Anderson Jr.,2569834,DL,HOU,TEN,1.8,0.66,0.6,0.9,,0.12,0.06,,,,,,,0.06,1.32,,,6.94,11,12,0.00,-6.94
Felix Anudike-Uzomah,2569930,DL,KC,BAL,0.71,0.59,0.18,0.29,,0.06,,,,,,,,,0.41,,,2.63,128,13,0.00,-2.63
Arik Armstead,2552493,DL,JAX,@SF,1.12,0.35,0.09,0.12,,,,,,,,,,0.06,0.29,,,2.55,131,14,0.00,-2.55
Dorance Armstrong,2560959,DL,WAS,@ATL,1.07,0.96,0.39,0.39,,0.06,,,,,,,,0.06,0.84,,,4.33,62,15,0.00,-4.33
Popo Aumavae,2573656,DL,CAR,@NE,,,,,,,,,,,,,,,,,,0.00,242,16,0.00,0.0
Denico Autry,2550646,DL,HOU,TEN,1.12,0.53,0.29,0.41,,0.06,0.06,,0.06,,,,,0.24,0.71,,0.06,4.66,50,17,0.00,-4.66
Eric Banks,2564325,DL,FA,Bye,,,,,,,,,,,,,,,,,,,243,18,0.00,
Ricky Barber,2574605,DL,WAS,@ATL,,,,,,,,,,,,,,,,,,0.00,244,19,0.00,0.0
Christian Barmore,2566328,DL,NE,CAR,0.82,0.76,0.21,0.18,,,,,,,,,,0.18,0.65,,,3.15,102,20,0.00,-3.15
Dante Barnett,2574023,DL,FA,Bye,,,,,,,,,,,,,,,,,,,245,21,0.00,
Derek Barnett,2557984,DL,HOU,TEN,0.12,0.24,0.12,0.06,,,,,,,,,,,0.18,,,0.74,199,22,0.00,-0.74
Tyler Baron,2574431,DL,NYJ,@MIA,0.29,0.35,0.12,,,0.06,0.06,,,,,,,,,,,1.16,179,23,0.00,-1.16
Alex Barrett,2559140,DL,FA,Bye,,,,,,,,,,,,,,,,,,,246,24,0.00,
Simeon Barrow Jr.,2573906,DL,FA,Bye,,,,,,,,,,,,,,,,,,,247,25,0.00,
Kyon Barrs,2573891,DL,FA,Bye,,,,,,,,,,,,,,,,,,,248,26,0.00,
Kyler Baugh,2573358,DL,PIT,MIN,,,,,,,,,,,,,,,,,,0.00,249,27,0.00,0.0
Robert Beal Jr.,2570299,DL,SF,JAX,,,,,,,,,,,,,,,,,,0.00,250,28,0.00,0.0
Travis Bell,2569612,DL,FA,Bye,,,,,,,,,,,,,,,,,,,251,29,0.00,
Keeanu Benton,2570260,DL,PIT,MIN,1.12,1.29,0.12,0.18,,0.06,0.06,,,,,,,0.35,0.47,,,4.34,61,30,0.00,-4.34
Zeek Biggers,2574319,DL,MIA,NYJ,0.18,0.12,,,,,,,,,,,,0.12,,,,0.64,210,31,0.00,-0.64
Andrew Billings,2555267,DL,CHI,@LV,0.74,0.46,,0.11,,,,,,,,,,,,,,1.55,165,32,0.00,-1.55
Diwun Black,2573924,DL,FA,Bye,,,,,,,,,,,,,,,,,,,252,33,0.00,
Yahya Black,2574489,DL,PIT,MIN,0.18,0.12,,0.18,,,0.06,,,,,,,,,,,0.67,206,34,0.00,-0.67
Philip Blidi,2574144,DL,FA,Bye,,,,,,,,,,,,,,,,,,,253,35,0.00,
Quinton Bohanna,2565995,DL,SEA,@ARI,,,,,,,,,,,,,,,,,,0.00,254,36,0.00,0.0
Anthony Booker,2574286,DL,FA,Bye,,,,,,,,,,,,,,,,,,,255,37,0.00,
