PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Israel Abanikanda,2570188,RB,FA,Bye,,,,,,,,,,,,,,100,1,0.00,
Ameer Abdullah,2552374,RB,IND,@LAR,,,,,,,,,,,,,0.00,101,2,0.00,0.0
De'Von Achane,2570062,RB,MIA,NYJ,,,,64.54,0.61,5.51,37.68,0.33,,,,0.22,18.18,2,3,0.00,-18.18
Salvon Ahmed,2565090,RB,IND,@LAR,,,,,,,,,,,,,0.00,102,4,0.00,0.0
Cam Akers,2564319,RB,FA,Bye,,,,,,,,,,,,,,103,5,0.00,
Rasheen Ali,2571823,RB,BAL,@KC,,,,,,,,,,,,,0.00,104,6,0.00,0.0
Braelon Allen,2572354,RB,NYJ,@MIA,,,,17.86,0.13,0.62,4.93,0.03,,,,0.06,3.43,61,7,0.00,-3.43
LeQuint Allen Jr.,2574207,RB,JAX,@SF,,,,8.65,0.06,1.09,9.03,0.05,,,,0.04,2.89,64,8,0.00,-2.89
Tyler Allgeier,2567232,RB,ATL,WAS,,,,41.65,0.24,0.66,5.12,0.04,,,,0.12,6.45,43,9,0.00,-6.45
Tyler Badie,2567265,RB,DEN,CIN,,,,,,,,,,,,,0.00,105,10,0.00,0.0
Emani Bailey,2572805,RB,FA,Bye,,,,,,,,,,,,,,106,11,0.00,
Rushawn Baker,2574413,RB,FA,Bye,,,,,,,,,,,,,,107,12,0.00,
Saquon Barkley,2560968,RB,PHI,@TB,,,,108.12,0.79,2.15,13.79,0.11,,,,0.22,18.23,1,13,0.00,-18.23
Andrew Beck,2562626,RB,NYJ,@MIA,,,,,,,,,,,,,0.00,108,14,0.00,0.0
Trey Benson,2572405,RB,ARI,SEA,,,,42.55,0.09,1.64,13.44,0.04,,,,0.13,6.94,40,15,0.00,-6.94
Ulysses Bentley IV,2574183,RB,IND,@LAR,,,,,,,,,,,,,0.00,109,16,0.00,0.0
Micah Bernard,2574143,RB,FA,Bye,,,,,,,,,,,,,,110,17,0.00,
Tank Bigsby,2569882,RB,PHI,@TB,,,,1.42,0.01,0.08,0.67,,,,,0.01,0.29,98,18,0.00,-0.29
Raheem Blackshear,2569477,RB,FA,Bye,,,,,,,,,,,,,,111,19,0.00,
Jaydon Blue,2574068,RB,DAL,GB,,,,1.12,0.01,0.03,0.22,,,,,,0.21,99,20,0.00,-0.21
Mike Boone,2561099,RB,FA,Bye,,,,,,,,,,,,,,112,21,0.00,
Gary Brightwell,2566364,RB,CIN,@DEN,,,,,,,,,,,,,0.00,113,22,0.00,0.0
British Brooks,2573686,RB,HOU,TEN,,,,,,,,,,,,,0.00,114,23,0.00,0.0
Chris Brooks,2571114,RB,GB,@DAL,,,,16.1,0.13,1.33,10.54,0.06,,,,0.06,4.35,54,24,0.00,-4.35
Jonathon Brooks,2571883,RB,CAR,@NE,,,,,,,,,,,,,0.00,115,25,0.00,0.0
Tahj Brooks,2574024,RB,CIN,@DEN,,,,3.16,0.02,0.11,0.9,0.01,,,,0.02,0.60,91,26,0.00,-0.6
Brittain Brown,2567868,RB,CHI,@LV,,,,,,,,,,,,,0.00,116,27,0.00,0.0
Chase Brown,2569642,RB,CIN,@DEN,,,,70.9,0.71,3.5,24.11,0.16,,,,0.23,16.01,12,28,0.00,-16.01
Michael Burton,2552636,RB,DEN,CIN,,,,,,,,,,,,,0.00,117,29,0.00,0.0
Michael Carter,2566382,RB,ARI,SEA,,,,,,,,,,,,,0.00,118,30,0.00,0.0
