PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,GB,2.38,0.06,,0.44,0.5,0.56,0.56,,,0.06,9.94,1,1,0.00,-9.94
Tyler Bass,2563596,K,BUF,NO,,,,,,,,,,,0.00,32,2,0.00,0.0
Jake Bates,2571759,K,DET,CLE,3.22,0.14,,0.34,0.55,0.55,0.41,,,0.07,9.51,3,3,0.00,-9.51
Andy Borregales,2574365,K,NE,CAR,1.97,0.11,,0.34,0.45,0.45,0.17,,,0.06,6.49,30,4,0.00,-6.49
Chris Boswell,2550545,K,PIT,MIN,2.13,0.06,,0.44,0.56,0.5,0.38,,,,8.72,5,5,0.00,-8.72
Harrison Butker,2558245,K,KC,BAL,2.69,0.13,0.06,0.38,0.5,0.44,0.38,,,,8.65,6,6,0.00,-8.65
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,,33,7,0.00,
Daniel Carlson,2560993,K,LV,CHI,2.23,0.07,,0.46,0.46,0.53,0.46,,,,9.07,4,8,0.00,-9.07
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,,34,9,0.00,
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,,35,10,0.00,
Cameron Dicker,2568435,K,LAC,@NYG,2.56,0.13,0.07,0.39,0.59,0.59,0.39,,,,9.56,2,11,0.00,-9.56
Jake Elliott,2558172,K,PHI,@TB,2.75,0.13,,0.44,0.5,0.5,0.25,,,0.06,8.24,15,12,0.00,-8.24
Ka'imi Fairbairn,2556521,K,HOU,TEN,2.31,0.13,,0.44,0.56,0.5,0.38,,,0.06,8.63,8,13,0.00,-8.63
Ryan Fitzgerald,2573979,K,CAR,@NE,1.89,0.06,,0.35,0.53,0.47,0.18,,,0.06,6.95,27,14,0.00,-6.95
Nick Folk,2507225,K,NYJ,@MIA,1.96,0.06,,0.36,0.53,0.48,0.18,,,0.06,7.09,26,15,0.00,-7.09
Graham Gano,71309,K,NYG,LAC,1.72,0.12,,0.36,0.48,0.42,0.24,,,0.06,6.58,28,16,0.00,-6.58
Matt Gay,2562271,K,WAS,@ATL,2.75,0.13,,0.44,0.5,0.44,0.31,,,0.06,8.30,14,17,0.00,-8.3
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,,36,18,0.00,
Blake Grupe,2571234,K,NO,@BUF,1.72,0.11,,0.33,0.45,0.39,0.28,,,,6.58,29,19,0.00,-6.58
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,,37,20,0.00,
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,,38,21,0.00,
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,,39,22,0.00,
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,,40,23,0.00,
Joshua Karty,2572201,K,LAR,IND,2.23,0.13,,0.46,0.52,0.52,0.33,,,0.07,8.31,13,24,0.00,-8.31
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,,41,25,0.00,
Younghoe Koo,2559205,K,ATL,WAS,,,,,,,,,,,0.00,42,26,0.00,0.0
Lenny Krieg,2573911,K,ATL,WAS,,,,,,,,,,,0.00,43,27,0.00,0.0
Cam Little,2572147,K,JAX,@SF,2.34,0.13,,0.44,0.51,0.44,0.32,,,0.06,7.97,16,28,0.00,-7.97
Tyler Loop,2573940,K,BAL,@KC,2.94,0.2,,0.33,0.52,0.59,0.26,,,0.07,8.35,12,29,0.00,-8.35
Wil Lutz,2556601,K,DEN,CIN,2.36,0.13,,0.46,0.52,0.46,0.39,,,0.07,8.50,11,30,0.00,-8.5
Jude McAtamney,2573503,K,NYG,LAC,,,,,,,,,,,0.00,44,31,0.00,0.0
Chase McLaughlin,2563203,K,TB,PHI,2.63,0.13,,0.38,0.5,0.5,0.38,,,,8.65,7,32,0.00,-8.65
Brandon McManus,2541556,K,GB,@DAL,2.38,0.13,,0.46,0.53,0.53,0.33,,,,8.60,9,33,0.00,-8.6
Mark McNamee,2574637,K,GB,@DAL,,,,,,,,,,,0.00,45,34,0.00,0.0
Evan McPherson,2565953,K,CIN,@DEN,2.51,0.12,,0.35,0.47,0.47,0.29,,,0.06,7.76,19,35,0.00,-7.76
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,46,36,0.00,
Jake Moody,2570308,K,CHI,@LV,,,,,,,,,,,0.00,47,37,0.00,0.0
Jason Myers,2553112,K,SEA,@ARI,1.98,0.12,,0.42,0.48,0.48,0.24,,,0.06,7.26,25,38,0.00,-7.26
Riley Patterson,2567013,K,MIA,NYJ,2.6,0.2,,0.4,0.6,0.4,0.2,,,0.2,7.40,22,39,0.00,-7.4
Eddy Pineiro,2560842,K,SF,JAX,2.21,0.25,,0.25,0.74,0.49,0.25,,,,7.64,21,40,0.00,-7.64
Matt Prater,2506677,K,BUF,NO,2.29,0.29,,0.29,0.86,0.57,0.29,,,,8.60,10,41,0.00,-8.6
Will Reichard,2572273,K,MIN,@PIT,2.19,0.12,,0.36,0.47,0.47,0.36,,,0.06,7.82,18,42,0.00,-7.82
John Parker Romo,2569101,K,ATL,WAS,2.33,0.33,,0.33,0.67,0.33,0.33,,,,7.31,23,43,0.00,-7.31
Chad Ryland,2570125,K,ARI,SEA,2.13,0.13,,0.38,0.5,0.5,0.31,,,0.06,7.74,20,44,0.00,-7.74
Jason Sanders,2561153,K,MIA,NYJ,,,,,,,,,,,0.00,48,45,0.00,0.0
Cairo Santos,2550636,K,CHI,@LV,1.94,0.06,,0.44,0.5,0.56,0.25,,,0.06,7.88,17,46,0.00,-7.88
Ben Sauls,2574499,K,FA,Bye,,,,,,,,,,,,49,47,0.00,
Spencer Shrader,2573175,K,IND,@LAR,2.06,0.13,,0.31,0.56,0.56,0.19,,,,7.28,24,48,0.00,-7.28
Joey Slye,2563132,K,TEN,@HOU,1.63,0.11,,0.34,0.39,0.39,0.28,,,0.06,6.28,31,49,0.00,-6.28
