PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Maxx Crosby,2562439,DL,LV,MIN,7,3,2,3,,,,,,,,,,,4,,,7.10,1,22.80,15.7
Jonathan Greenard,2564070,DL,HOU,@NYJ,5,1,2,2,,,,,,,,,,1,2,,,4.95,2,18.60,13.65
Derrick Brown,2563629,DL,CAR,@NO,5,5,,,1,,,,,,,,,1,1,2,,7.67,3,17.07,9.4
Nick Bosa,2562629,DL,SF,SEA,4,2,1.5,1,,,,,,,,,,1,2,,,5.46,4,15.20,9.74
Justin Madubuike,2563563,DL,BAL,LA,5,2,1,1,,,,,,,,,,,5,,,4.85,5,14.70,9.85
Zach Sieler,2561129,DL,MIA,TEN,1,3,,,1,,,1,,,,,,1,1,5,,5.57,6,13.97,8.4
Trey Hendrickson,2557943,DL,CIN,IND,2,,2,2,,,,,,,,,,1,2,,,4.88,7,13.50,8.62
A'Shawn Robinson,2555265,DL,NYG,GB,4,4,,1,,,,,,,,,,1,1,,,3.61,8,12.90,9.29
Montez Sweat,2562749,DL,CHI,DET,3,2,1,,,,,,,,,,,1,4,,,4.64,9,12.20,7.56
Leonard Williams,2552486,DL,SEA,@SF,2,2,1,1,,,,,,,,,,1,4,,,4.91,10,12.20,7.29
Cameron Heyward,2508109,DL,PIT,NE,5,1,1,1,,,,,,,,,,,1,,,6.08,11,12.10,6.02
Maurice Hurst,2560748,DL,CLE,JAX,4,,1,2,,,,,,,,,,,1,,,1.85,12,11.50,9.65
John Cominsky,2562249,DL,DET,@CHI,3,4,1,1,,,,,,,,,,,2,,,2.33,13,11.40,9.07
Fletcher Cox,2533051,DL,PHI,@DAL,1,2,1,,,1,,,,,,,,1,1,,,3.19,14,11.20,8.01
Clelin Ferrell,2562263,DL,SF,SEA,3,1,1,2,,,,,,,,,,,1,,,2.55,15,10.60,8.05
Carl Granderson,2562273,DL,NO,CAR,4,1,1,1,,,,,,,,,,,1,,,7.36,16,10.60,3.24
Christian Wilkins,2562782,DL,MIA,TEN,3,2,1,1,,,,,,,,,,,2,,,6.05,17,10.20,4.15
DeForest Buckner,2555275,DL,IND,@CIN,3,5,,,,,,,,,,,,1,,,,6.56,18,10.00,3.44
Justin Jones,2560769,DL,CHI,DET,1,5,1.5,1,,,,,,,,,,,2,,,4.48,19,10.00,5.52
D.J. Wonnum,2564583,DL,MIN,@LV,3,2,1,1,,,,,,,,,,,1,,,5.70,20,9.70,4.0
Nathan Shepherd,2560873,DL,NO,CAR,4,3,0.5,,,,,,,,,,,,1,,,3.48,21,9.30,5.82
Aidan Hutchinson,2567547,DL,DET,@CHI,1,1,1,1,,,,,,,,,,1,2,,,6.44,22,9.10,2.66
Harrison Phillips,2560840,DL,MIN,@LV,3,1,1,1,,,,,,,,,,,1,,,5.65,23,9.10,3.45
Tyree Wilson,2570050,DL,LV,MIN,3,1,1,1,,,,,,,,,,,1,,,2.47,24,9.10,6.63
B.J. Hill,2560740,DL,CIN,IND,2,,,,1,,,,,,,,,1,,,,4.17,25,9.00,4.83
Dre'Mont Jones,2562412,DL,SEA,@SF,4,,1,,,,,,,,,,,,1,,,3.66,26,8.50,4.84
