PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Jaquan Brisker,2567370,DB,CHI,DET,13,4,,,,1,,,,,,,,2,,,,9.55,1,30.40,20.85
Greg Newsome II,2565980,DB,CLE,JAX,5,,,,1,,,,,,,,,4,,,,7.02,2,21.00,13.98
Martin Emerson,2567466,DB,CLE,JAX,4,,,,2,,,,,,,,,3,,11,,8.54,3,20.87,12.33
Deonte Banks,2570155,DB,NYG,GB,9,3,,1,,,,,,,,,,1,,,,8.17,4,19.30,11.13
Zyon McCollum,2568309,DB,TB,@ATL,6,3,,,,1,,,,,,,,2,,,,8.00,5,19.30,11.3
Ja'Quan McMillian,2568747,DB,DEN,@LAC,5,,1,2,,,,,,,,,,2,2,,,5.29,6,18.50,13.21
Julian Love,2562414,DB,SEA,@SF,5,2,,,1,1,,,,,,,,1,,7,,8.20,7,18.43,10.23
Carlton Davis,2561039,DB,TB,@ATL,4,,,,1,,,,,,,,,3,,,,8.43,8,17.00,8.57
Stephon Gilmore,2533062,DB,DAL,PHI,9,,,,,1,,,,,,,,,,,,7.60,9,17.00,9.4
Derwin James,2560760,DB,LAC,DEN,8,3,,,,,,,,,,,,1,,,,9.52,10,16.30,6.78
L'Jarius Sneed,2564304,DB,KC,BUF,5,2,,,,,,,,,,,,3,,,,9.01,11,16.20,7.19
Sean Murphy-Bunting,2562635,DB,TEN,@MIA,7,,,2,,,,,,,,,,1,,,,7.90,12,16.00,8.1
Jessie Bates,2560970,DB,ATL,TB,7,2,,1,,,,,,,,,,1,,,,10.20,13,15.70,5.5
Mike Edwards,2562259,DB,KC,BUF,10,1,,,,,,,,,,,,,,,,4.77,14,15.60,10.83
Jason Pinnock,2565753,DB,NYG,GB,4,,,,1,,,,,,,,,2,,21,,8.76,15,15.20,6.44
Alontae Taylor,2567979,DB,NO,CAR,3,3,,,,1,,,,,,,,2,,,,9.06,16,14.80,5.74
Brandon Jones,2564469,DB,MIA,TEN,5,2,,,,1,,,,,,,,1,,,,8.46,17,14.70,6.24
P.J. Locke,2563012,DB,DEN,@LAC,2,5,1,,,1,,,,,,,,1,1,,,9.07,18,14.50,5.43
Antoine Winfield Jr.,2565261,DB,TB,@ATL,4,4,1,,,1,,,,,,,,,1,,,10.25,19,14.40,4.15
Darious Williams,2561469,DB,JAX,@CLE,2,,,,1,,,,,,,,,3,,11,,7.95,20,14.37,6.42
Taron Johnson,2560766,DB,BUF,@KC,6,3,,,,,1,,,,,,,1,,,,9.18,21,14.30,5.12
Justin Simmons,2555550,DB,DEN,@LAC,3,3,1,,,1,,,,,,,,1,,,,8.39,22,14.30,5.91
D.J. Reed,2560850,DB,NYJ,HOU,4,,,,,,,,,,,,,3,,,,8.78,23,13.50,4.72
Chidobe Awuzie,2557840,DB,CIN,IND,4,1,,1,,,,,,,,,,2,,,,8.12,24,13.10,4.98
Montaric Brown,2567727,DB,JAX,@CLE,7,,,,,,,,,,,,,1,,,,3.27,25,13.00,9.73
Trent McDuffie,2567802,DB,KC,BUF,3,3,1,1,,,,,,,,,,1,1,,,9.27,26,12.80,3.53
Darius Slay,2540288,DB,PHI,@DAL,3,1,,,,,,,,,,,,3,,,,8.96,27,12.60,3.64
Ahkello Witherspoon,2558157,DB,LA,@BAL,4,,,,1,,,,,,,,,1,,17,,7.03,28,12.57,5.54
Kyle Dugger,2564601,DB,NE,@PIT,4,3,0.5,,,,,,,,,,,1,2,,,8.78,29,12.30,3.52
Darrell Baker Jr.,2569161,DB,IND,@CIN,6,1,,,,,,,,,,,,1,,,,7.00,30,12.10,5.1
Grant Delpit,2563773,DB,CLE,JAX,5,1,1,1,,,,,,,,,,,1,,,9.36,31,12.10,2.74
Jaycee Horn,2565893,DB,CAR,@NO,6,1,,,,,,,,,,,,1,,,,7.19,32,12.10,4.91
Sydney Brown,2570200,DB,PHI,@DAL,5,3,,,,,,,,,,,,1,,,,1.99,33,11.80,9.81
Alohi Gilman,2565042,DB,LAC,DEN,6,2,,1,,,,,,,,,,,,,,9.07,34,11.70,2.63
Sauce Gardner,2568027,DB,NYJ,HOU,3,1,,1,,,,,,,,,,2,,,,7.48,35,11.60,4.12
Josh Metellus,2564568,DB,MIN,@LV,4,3,,,,1,,,,,,,,,,,,9.78,36,11.30,1.52
Marcus Epps,2562946,DB,LV,MIN,4,2,,1,,,,,,,,,,1,,,,6.10,37,11.20,5.1
Roger McCreary,2567655,DB,TEN,@MIA,5,2,,,,,,,,,,,,1,,,,7.65,38,11.20,3.55
Markquese Bell,2568666,DB,DAL,PHI,3,1,,,,1,,,,,,,,1,,,,10.05,39,11.10,1.05
Michael Davis,2559164,DB,LAC,DEN,3,1,,,1,,,,,,,,,1,,,,7.70,40,11.10,3.4
Xavien Howard,2555539,DB,MIA,TEN,2,1,,,,,,,,,,,,3,,,,7.80,41,11.10,3.3
John Johnson,2558183,DB,LA,@BAL,7,1,,,,,,,,,,,,,,,,8.59,42,11.10,2.51
Jalen Pitre,2567688,DB,HOU,@NYJ,7,1,,,,,,,,,,,,,,,,10.30,43,11.10,0.8
Donovan Wilson,2562604,DB,DAL,PHI,4,1,,,,1,1,,,,,,,,,,,7.57,44,11.10,3.53
Christian Benford,2567322,DB,BUF,@KC,5,,,,,1,,,,,,,,,,,,7.83,45,11.00,3.17
Clark Phillips III,2569546,DB,ATL,TB,3,2,,,,,,,,,,,,2,,,,4.33,46,10.70,6.37
Rayshawn Jenkins,2558182,DB,JAX,@CLE,5,1,,,,,,,,,,,,1,,,,8.89,47,10.60,1.71
Jack Jones,2567940,DB,LV,MIN,4,1,,1,,,,,,,,,,1,,,,7.28,48,10.60,3.32
Tyrann Mathieu,2540180,DB,NO,CAR,5,1,,,,,,,,,,,,1,,,,8.45,49,10.60,2.15
Xavier Woods,2558159,DB,CAR,@NO,5,1,,,,,,,,,,,,1,,,,8.37,50,10.60,2.23
Kader Kohou,2569032,DB,MIA,TEN,5,,,,,,,,,,,,,1,1,,,8.35,51,10.50,2.15
Kerby Joseph,2567550,DB,DET,@CHI,5,,,,,,,,,,,,,1,,,,9.40,52,10.00,0.6
Marcus Williams,2558847,DB,BAL,LA,5,,,,,,,,,,,,,1,,,,8.58,53,10.00,1.42
Jabrill Peppers,2557980,DB,NE,@PIT,1,2,,,1,,,,,,,,,1,,32,,8.17,54,9.77,1.6
Myles Bryant,2564592,DB,NE,@PIT,3,2,,1,,,,,,,,,,1,,,,5.50,55,9.70,4.2
Tre Avery,2568801,DB,TEN,@MIA,6,1,,,,,,,,,,,,,,,,1.77,56,9.60,7.83
DaRon Bland,2567490,DB,DAL,PHI,4,1,,2,,,,,,,,,,,,,,9.89,57,9.60,-0.29
Darnell Savage,2562724,DB,GB,@NYG,6,1,,,,,,,,,,,,,,,,8.75,58,9.60,0.85
Brandon Stephens,2565851,DB,BAL,LA,5,1,,1,,,,,,,,,,,,,,7.76,59,9.60,1.84
K'Von Wallace,2564871,DB,TEN,@MIA,6,1,,,,,,,,,,,,,,,,8.49,60,9.60,1.11
Isaac Yiadom,2560946,DB,NO,CAR,1,1,,,,,,,,,,,,3,,,,7.41,61,9.60,2.19
Kyle Hamilton,2567274,DB,BAL,LA,4,3,,1,,,,,,,,,,,,,,9.78,62,9.30,-0.48
Jalen Mills,2555383,DB,NE,@PIT,4,3,,1,,,,,,,,,,,,,,3.69,63,9.30,5.61
Amani Hooker,2562666,DB,TEN,@MIA,4,1,,,,,,,,,,,,1,,,,13.86,64,9.10,-4.76
Tre'von Moehrig,2566268,DB,LV,MIN,4,1,,,,,,,,,,,,1,,,,8.18,65,9.10,0.92
Asante Samuel Jr.,2566511,DB,LAC,DEN,4,1,,,,,,,,,,,,1,,,,7.77,66,9.10,1.33
Tyrique Stevenson,2569627,DB,CHI,DET,4,1,,,,,,,,,,,,1,,,,8.48,67,9.10,0.62
Jonathan Jones,2556571,DB,NE,@PIT,6,,,,,,,,,,,,,,,,,8.27,68,9.00,0.73
Justin Reid,2560851,DB,KC,BUF,3,3,,,,,,,,,,,,1,,,,9.85,69,8.80,-1.05
Julian Blackmon,2564103,DB,IND,@CIN,5,2,,,,,,,,,,,,,,,,9.40,70,8.70,-0.7
Isaiah Oliver,2560830,DB,SF,SEA,5,2,,,,,,,,,,,,,,,,1.72,71,8.70,6.98
Jimmie Ward,2543741,DB,HOU,@NYJ,5,2,,,,,,,,,,,,,,,,8.66,72,8.70,0.04
Deommodore Lenoir,2566535,DB,SF,SEA,2,1,,,,,,,,,,,,2,,,,8.39,73,8.60,0.21
