PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Brandon Aubrey,2571750,K,DAL,PHI,3,,,,,1,3,,,,8.80,1,22.00,13.2
Greg Zuerlein,2534797,K,NYJ,HOU,3,,,,,1,2,,,,7.10,2,17.00,9.9
Lucas Havrisik,2569534,K,FA,Bye,2,,,1,1,,1,,,,,3,13.00,
Justin Tucker,2536340,K,BAL,LA,2,,,,2,1,,,,,7.33,4,12.00,4.67
Anders Carlson,2569750,K,GB,@NYG,1,,,,2,1,,,,,7.09,5,11.00,3.91
Chase McLaughlin,2563203,K,TB,@ATL,3,,,,1,,1,,,,6.79,6,11.00,4.21
Jake Elliott,2558172,K,PHI,@DAL,1,,,,,1,1,,,,7.77,7,10.00,2.23
Evan McPherson,2565953,K,CIN,IND,4,,,,2,,,,,,6.89,8,10.00,3.11
Dustin Hopkins,2539227,K,CLE,JAX,4,,,,,,1,,,,7.86,9,9.00,1.14
Jason Sanders,2561153,K,MIA,TEN,3,,,1,1,,,,,,7.82,10,9.00,1.18
Tyler Bass,2563596,K,BUF,@KC,2,,,,2,,,,,,6.68,11,8.00,1.32
Nick Folk,2507225,K,TEN,@MIA,2,,,2,,,,,,,6.01,12,8.00,1.99
Cairo Santos,2550636,K,CHI,DET,1,1,,2,,1,,,,,7.43,13,8.00,0.57
Eddy Pineiro,2560842,K,CAR,@NO,,,,1,,1,,,,,6.66,14,7.00,0.34
Chris Boswell,2550545,K,PIT,NE,1,,,,,,1,,,,7.48,15,6.00,-1.48
Randy Bullock,2533444,K,NYG,GB,3,,,,1,,,,,,7.73,16,6.00,-1.73
Wil Lutz,2556601,K,DEN,@LAC,3,,,1,,,,,,,7.91,17,6.00,-1.91
Harrison Butker,2558245,K,KC,BUF,2,,,1,,,,,,,8.23,18,5.00,-3.23
Younghoe Koo,2559205,K,ATL,TB,2,,,1,,,,,,,8.23,19,5.00,-3.23
Jason Myers,2553112,K,SEA,@SF,1,,,,,1,,,,,6.26,20,5.00,-1.26
Jake Moody,2570308,K,SF,SEA,4,,,,,,,,,,8.56,21,4.00,-4.56
Greg Joseph,2561534,K,MIN,@LV,,,,,1,,,,,,7.10,22,3.00,-4.1
Brandon McManus,2541556,K,JAX,@CLE,3,,,,,,,,,,7.41,23,3.00,-4.41
Chad Ryland,2570125,K,NE,@PIT,3,,,,,,,,,,5.67,24,3.00,-2.67
Blake Grupe,2571234,K,NO,CAR,4,,,,,,,,1,,7.13,25,2.00,-5.13
Cameron Dicker,2568435,K,LAC,DEN,1,,,,,,,,,,8.55,26,1.00,-7.55
Mike Badgley,2560965,K,DET,@CHI,,,,,,,,,,,0.00,27,0.00,0.0
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,28,0.00,
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,29,0.00,
Daniel Carlson,2560993,K,LV,MIN,,,,,,,,,,,7.31,30,0.00,-7.31
Mason Crosby,2507232,K,NYG,GB,,,,,,,,,,,0.00,31,0.00,0.0
Christopher Dunn,2571521,K,FA,Bye,,,,,,,,,,,,32,0.00,
Ka'imi Fairbairn,2556521,K,HOU,@NYJ,,,,,,,,,,,0.00,33,0.00,0.0
Elliott Fry,2562897,K,FA,Bye,,,,,,,,,,,,34,0.00,
Graham Gano,71309,K,NYG,GB,,,,,,,,,,,0.00,35,0.00,0.0
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,,36,0.00,
Robbie Gould,2506264,K,FA,Bye,,,,,,,,,,,,37,0.00,
Stephen Hauschka,2507374,K,FA,Bye,,,,,,,,,,,,38,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,39,0.00,
Brett Maher,2540243,K,LA,@BAL,,,,,,,,,,,0.00,40,0.00,0.0
James McCourt,2569215,K,FA,Bye,,,,,,,,,,,,41,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,42,0.00,
B.T. Potter,2571279,K,FA,Bye,,,,,,,,,,,,43,0.00,
Matt Prater,2506677,K,ARI,Bye,,,,,,,,,,,,44,0.00,
Alex Quevedo,2570143,K,FA,Bye,,,,,,,,,,,,45,0.00,
