PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Ja'Marr Chase,2565941,WR,CIN,@NO,,,,,,7,132,2,,,,,12.64,1,28.70,16.06
Stefon Diggs,2552608,WR,BUF,@KC,,,,,,10,148,1,,,,,17.21,2,25.80,8.59
Brandon Aiyuk,2565093,WR,SF,@ATL,,,,,,8,83,2,,,,,10.10,3,24.30,14.2
Tyreek Hill,2556214,WR,MIA,MIN,,,,,,12,177,,,,,,15.48,4,23.70,8.22
JuJu Smith-Schuster,2558149,WR,KC,BUF,,,,,,5,113,1,,,,,8.86,5,21.50,12.64
Chase Claypool,2564970,WR,CHI,WAS,,,,8,,7,96,1,,,,,7.77,6,19.90,12.13
Michael Pittman,2564136,WR,IND,JAX,,,,,,13,134,,,,,,11.23,7,19.90,8.67
Tyquan Thornton,2567958,WR,NE,@CLE,,,,16,1,4,37,1,,,,,2.73,8,19.30,16.57
Dante Pettis,2560836,WR,CHI,WAS,,,,,,4,84,1,,,,,4.26,9,16.40,12.14
Allen Lazard,2560787,WR,GB,NYJ,,,,,,4,76,1,,,,,10.63,10,15.60,4.97
Josh Palmer,2566502,WR,LAC,DEN,,,,,,9,57,,,,,,7.59,11,15.40,7.81
A.J. Brown,2562238,WR,PHI,DAL,,,,,,5,67,1,,,,,12.87,12,15.20,2.33
Parris Campbell,2562495,WR,IND,JAX,,,,,,7,57,1,,,,,5.13,13,15.20,10.07
Gabe Davis,2563602,WR,BUF,@KC,,,,,,3,74,1,,,,,12.82,14,14.90,2.08
Allen Robinson,2543509,WR,LA,CAR,,,,,,5,63,1,,,,,5.92,15,14.80,8.88
Justin Jefferson,2564556,WR,MIN,@MIA,,,,,,6,107,,,,,,17.26,16,14.70,-2.56
Ben Skowronek,2566247,WR,LA,CAR,,,,17,1,5,40,,,,,,5.66,17,14.20,8.54
Amari Cooper,2552487,WR,CLE,NE,,,,,,4,44,1,,,,,11.81,18,14.10,2.29
Jaylen Waddle,2566292,WR,MIA,MIN,,,,,,6,129,,,,,1,12.93,19,13.90,0.97
Adam Thielen,2541785,WR,MIN,@MIA,,,,,,4,36,1,,,1,,10.06,20,13.60,3.54
Chris Godwin,2558105,WR,TB,@PIT,,,,,,6,95,,,,,,12.56,21,13.50,0.94
Cooper Kupp,2557898,WR,LA,CAR,,,,17,,7,80,,,,,,19.93,22,13.20,-6.73
DeVonta Smith,2566409,WR,PHI,DAL,,,,,,5,44,1,,,,,10.42,23,12.90,2.48
Deebo Samuel,2562721,WR,SF,@ATL,,,,11,,7,79,,,,,,13.20,24,12.50,-0.7
Alec Pierce,2567715,WR,IND,JAX,,,,,,3,49,1,,,,,10.57,25,12.40,1.83
CeeDee Lamb,2563848,WR,DAL,@PHI,,,,9,,5,68,,,,,,11.73,26,11.90,0.17
Tre'Quan Smith,2560878,WR,NO,CIN,,,,,,3,43,1,,,,,9.43,27,11.80,2.37
Wan'Dale Robinson,2568012,WR,NYG,BAL,,,,,,3,37,1,,,,,2.38,28,11.20,8.82
Mecole Hardman,2562580,WR,KC,BUF,,,,,,3,42,1,,,,1,7.99,29,10.70,2.71
Rashid Shaheed,2569110,WR,NO,CIN,,,,44,1,,,,,,,,0.00,30,10.40,10.4
Darnell Mooney,2563707,WR,CHI,WAS,,,,,,7,68,,,,,,8.99,31,10.30,1.31
Tyler Boyd,2555466,WR,CIN,@NO,,,,,,6,66,,,,,,8.60,32,9.60,1.0
Christian Kirk,2560781,WR,JAX,@IND,,,,4,,4,24,1,,,,1,9.66,33,9.60,-0.06
Donovan Peoples-Jones,2563803,WR,CLE,NE,,,,2,,4,74,,,,,,6.76,34,9.60,2.84
Braxton Berrios,2560975,WR,NYJ,@GB,,,,20,1,1,6,,,,,,3.14,35,9.10,5.96
Marquise Brown,2562379,WR,ARI,@SEA,,,,,,5,68,,,,,1,11.35,36,9.00,-2.35
DeVante Parker,2552409,WR,NE,@CLE,,,,,,4,64,,,,,,7.36,37,8.40,1.04
Jakobi Meyers,2562492,WR,NE,@CLE,,,,,,4,60,,,,,,10.29,38,8.00,-2.29
Rondale Moore,2566433,WR,ARI,@SEA,,,,,,6,49,,,,,,7.54,39,7.90,0.36
Olamide Zaccheaus,2562808,WR,ATL,SF,,,,,,4,58,,,,,,6.61,40,7.80,1.19
Tee Higgins,2563731,WR,CIN,@NO,,,,,,6,47,,,,,,11.55,41,7.70,-3.85
Jerry Jeudy,2563896,WR,DEN,@LAC,,,,,,3,54,,,,,,9.54,42,6.90,-2.64
Zay Jones,2557863,WR,JAX,@IND,,,,,,5,42,,,,,,8.17,43,6.70,-1.47
Corey Davis,2557848,WR,NYJ,@GB,,,,,,2,52,,,,,,8.04,44,6.20,-1.84
Mike Evans,2543468,WR,TB,@PIT,,,,,,4,42,,,,,,14.20,45,6.20,-8.0
Diontae Johnson,2562674,WR,PIT,TB,,,,8,,5,28,,,,,,12.13,46,6.10,-6.03
Brandon Powell,2561261,WR,LA,CAR,,,,13,,4,27,,,,,,1.84,47,6.00,4.16
Terry McLaurin,2562489,WR,WAS,@CHI,,,,11,,3,41,,,,,1,9.29,48,5.70,-3.59
Drake London,2567250,WR,ATL,SF,,,,,,3,40,,,,,,10.68,49,5.50,-5.18
D'Wayne Eskridge,2566553,WR,SEA,ARI,,,,,,3,39,,,,,,1.62,50,5.40,3.78
KJ Hamler,2563890,WR,DEN,@LAC,,,,,,2,44,,,,,,3.42,51,5.40,1.98
Marquez Callaway,2565310,WR,NO,CIN,,,,,,3,36,,,,,,8.24,52,5.10,-3.14
Michael Gallup,2560735,WR,DAL,@PHI,,,,,,2,18,,,,,,9.65,53,4.50,-5.15
DK Metcalf,2562685,WR,SEA,ARI,,,,,,2,34,,,,,,13.07,54,4.40,-8.67
George Pickens,2568159,WR,PIT,TB,,,,1,,3,27,,,,,,9.08,55,4.30,-4.78
Demarcus Robinson,2555478,WR,BAL,@NYG,,,,,,3,27,,,,,,3.90,56,4.20,0.3
Romeo Doubs,2567586,WR,GB,NYJ,,,,,,4,21,,,,,,10.19,57,4.10,-6.09
Marquise Goodwin,2539964,WR,SEA,ARI,,,,,,2,26,,,,,,2.70,58,3.60,0.9
Marcus Johnson,2556855,WR,NYG,BAL,,,,,,2,25,,,,,,2.63,59,3.50,0.87
K.J. Osborn,2564574,WR,MIN,@MIA,,,,,,3,18,,,,,,6.95,60,3.30,-3.65
Noah Brown,2558091,WR,DAL,@PHI,,,,,,1,10,,,,,,6.96,61,3.20,-3.76
DeAndre Carter,2553502,WR,LAC,DEN,,,,,,3,17,,,,,,5.02,62,3.20,-1.82
