PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Mike Gesicki,2560994,TE,MIA,MIN,,,,,,6,69,2,,,,,6.57,1,21.90,15.33
Mark Andrews,2560957,TE,BAL,@NYG,,,,,,7,106,1,,,,,16.24,2,20.10,3.86
George Kittle,2558266,TE,SF,@ATL,,,,,,8,83,,,,,,9.10,3,17.50,8.4
Travis Kelce,2540258,TE,KC,BUF,,,,4,,8,108,,,,,,14.92,4,15.20,0.28
Hunter Henry,2555341,TE,NE,@CLE,,,,,,4,61,1,,,,,5.46,5,14.10,8.64
Robert Tonyan,2559270,TE,GB,NYJ,,,,,,10,90,,,,,,5.13,6,14.00,8.87
Jake Ferguson,2567496,TE,DAL,@PHI,,,,,,4,40,1,,,,,1.95,7,13.70,11.75
Daniel Bellinger,2567985,TE,NYG,BAL,,,,,,5,38,1,,,,,5.06,8,12.30,7.24
Greg Dulcich,2567520,TE,DEN,@LAC,,,,,,2,44,1,,,,,1.71,9,11.40,9.69
Dawson Knox,2562681,TE,BUF,@KC,,,,,,3,37,1,,,,,6.16,10,11.20,5.04
Zach Ertz,2540158,TE,ARI,@SEA,,,,,,7,70,,,,,,9.58,11,10.50,0.92
Jelani Woods,2567724,TE,IND,JAX,,,,,,2,27,1,,,,,1.38,12,9.70,8.32
Kyle Pitts,2565830,TE,ATL,SF,,,,,,3,19,1,,,,,7.15,13,9.40,2.25
Noah Fant,2562383,TE,SEA,ARI,,,,,,6,45,,,,,,5.52,14,7.50,1.98
David Njoku,2557986,TE,CLE,NE,,,,,,3,58,,,,,,7.83,15,7.30,-0.53
Jonnu Smith,2558207,TE,NE,@CLE,,,,,,2,61,,,,,,2.70,16,7.10,4.4
Donald Parham,2562394,TE,LAC,DEN,,,,,,3,53,,,,,,1.65,17,6.80,5.15
Irv Smith,2562738,TE,MIN,@MIA,,,,,,4,7,1,,,,1,4.88,18,6.70,1.82
Evan Engram,2557858,TE,JAX,@IND,,,,,,5,40,,,,,,6.08,19,6.50,0.42
Juwan Johnson,2564676,TE,NO,CIN,,,,,,4,41,,,,,,3.49,20,6.10,2.61
Connor Heyward,2568138,TE,PIT,TB,,,,,,2,49,,,,,,1.35,21,5.90,4.55
Kylen Granson,2566145,TE,IND,JAX,,,,,,4,38,,,,,1,3.25,22,5.50,2.25
Gerald Everett,2557889,TE,LAC,DEN,,,,,,5,29,,,,,,8.41,23,5.40,-3.01
Pharaoh Brown,2559018,TE,CLE,NE,,,,,,2,21,,,,,,2.22,24,4.80,2.58
Josh Oliver,2562693,TE,BAL,@NYG,,,,,,2,21,,,,,,1.00,25,4.80,3.8
Taysom Hill,2558954,TE,NO,CIN,16,,,39,,,,,,,,,3.45,26,4.54,1.09
Jack Stoll,2567061,TE,PHI,DAL,,,,,,1,21,,,,,,0.40,27,4.30,3.9
Cade Otton,2568312,TE,TB,@PIT,,,,,,2,23,,,,,,2.24,28,4.10,1.86
Isaiah Likely,2567283,TE,BAL,@NYG,,,,,,2,30,,,,,,2.78,29,4.00,1.22
Hayden Hurst,2560747,TE,CIN,@NO,,,,,,3,21,,,,,,6.94,30,3.60,-3.34
Ko Kieft,2568306,TE,TB,@PIT,,,,,,,,,,,,,0.59,31,3.40,2.81
Harrison Bryant,2563767,TE,CLE,NE,,,,,,3,18,,,,,,3.15,32,3.30,0.15
Reggie Gilliam,2565378,TE,BUF,@KC,,,,,,3,18,,,,,,0.81,33,3.30,2.49
Cole Turner,2568354,TE,WAS,@CHI,,,,,,2,23,,,,,,3.34,34,3.30,-0.04
Dallas Goedert,2560995,TE,PHI,DAL,,,,,,2,22,,,,,,9.87,35,3.20,-6.67
Peyton Hendershot,2568690,TE,DAL,@PHI,,,,,,2,22,,,,,,0.81,36,3.20,2.39
Ian Thomas,2560894,TE,CAR,@LA,,,,,,2,22,,,,,,3.18,37,3.20,0.02
Noah Gray,2566178,TE,KC,BUF,,,,,,3,13,,,,,,1.64,38,2.80,1.16
C.J. Uzomah,2552559,TE,NYJ,@GB,,,,,,2,17,,,,,,1.90,39,2.70,0.8
Cameron Brate,2550656,TE,TB,@PIT,,,,,,2,14,,,,,,6.44,40,2.40,-4.04
Adam Trautman,2564703,TE,NO,CIN,,,,,,1,8,,,,,,4.08,41,2.30,-1.78
Tyler Conklin,2561027,TE,NYJ,@GB,,,,1,,1,16,,,,,,6.79,42,2.20,-4.59
Colby Parkinson,2565180,TE,SEA,ARI,,,,,,2,11,,,,,,1.46,43,2.10,0.64
Eric Tomlinson,2553744,TE,DEN,@LAC,,,,,,1,16,,,,,,0.28,44,2.10,1.82
Cole Kmet,2563704,TE,CHI,WAS,,,,,,1,15,,,,,,5.91,45,2.00,-3.91
Will Dissly,2561046,TE,SEA,ARI,,,,,,1,12,,,,,,4.89,46,1.70,-3.19
Hunter Long,2566286,TE,MIA,MIN,,,,,,,,,,,,,0.45,47,1.70,1.25
Quintin Morris,2566641,TE,BUF,@KC,,,,,,,,,,,,,2.02,48,1.70,-0.32
Stephen Sullivan,2565192,TE,CAR,@LA,,,,,,,,,,,,,0.00,49,1.70,1.7
Luke Farrell,2566160,TE,JAX,@IND,,,,,,1,11,,,,,,0.32,50,1.60,1.28
Sean McKeon,2563854,TE,DAL,@PHI,,,,,,1,10,,,,,,0.00,51,1.50,1.5
Josiah Deguara,2563980,TE,GB,NYJ,,,,,,1,9,,,,,,1.75,52,1.40,-0.35
Andrew Beck,2562626,TE,DEN,@LAC,,,,,,1,7,,,,,,0.44,53,1.20,0.76
Tyler Higbee,2555364,TE,LA,CAR,,,,,,1,7,,,,,,9.81,54,1.20,-8.61
Tommy Sweeney,2562750,TE,BUF,@KC,,,,,,1,7,,,,,,0.60,55,1.20,0.6
Johnny Mundt,2558875,TE,MIN,@MIA,,,,,,2,1,,,,,,1.80,56,1.10,-0.7
Zach Gentry,2562654,TE,PIT,TB,,,,,,1,4,,,,,,4.16,57,0.90,-3.26
Jordan Akins,2560951,TE,HOU,Bye,,,,,,,,,,,,,,58,0.00,
Mo Alie-Cox,2558832,TE,IND,JAX,,,,,,,,,,,,,4.26,59,0.00,-4.26
Chase Allen,2567364,TE,CHI,WAS,,,,,,,,,,,,,0.00,60,0.00,0.0
Stephen Anderson,2556463,TE,ARI,@SEA,,,,,,,,,,,,,0.49,61,0.00,-0.49
Dan Arnold,2559385,TE,JAX,@IND,,,,,,,,,,,,,2.11,62,0.00,-2.11
Devin Asiasi,2564586,TE,CIN,@NO,,,,,,,,,,,,,0.62,63,0.00,-0.62
