PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Tyler Eifert,2540148,TE,FA,,,,,,15,179,1,,,,,,,,,,,,,,,41,31.40
Mike Gesicki,2560994,TE,MIA,,,,,,22,202,,,,,1,6.28,,22,22,22,32,69,6,3,2,42,30.90
Mo Alie-Cox,2558832,TE,IND,,,,,,7,133,2,,,,,3.08,,7,7,7,13,54,3,2,2,43,30.50
Derek Carrier,2534241,TE,LV,,,,,,7,67,1,,,,,4.73,,7,7,7,12,58,2,1,2,44,29.70
Hayden Hurst,2560747,TE,ATL,,,,,,13,163,1,,,,,7.44,1,13,14,13,23,57,1,,,45,28.80
Dan Arnold,2559385,TE,JAX,,,,,,12,150,1,,,,1,4.05,,12,12,12,19,63,1,,,46,25.00
MyCole Pruitt,2552401,TE,TEN,,,,,,9,102,1,,,,,6.36,,9,9,9,11,82,3,3,1,47,22.40
Logan Thomas,2543767,TE,WAS,15,,,,,12,77,,,,,,8.24,,12,12,12,17,71,,,,48,22.00
Eric Tomlinson,2553744,TE,BAL,,,,,,8,72,,,,,,8.36,,8,8,8,14,57,,,,49,21.40
Dalton Schultz,2560866,TE,DAL,,,,,,12,116,,,,,,5.04,,12,12,12,17,71,3,1,2,50,20.30
Seth DeValve,2556365,TE,FA,,,,,,5,74,1,,,,,,,,,,,,,,,51,20.10
Robert Tonyan,2559270,TE,GB,,,,,,4,77,1,,,,,5.09,,4,4,4,6,67,,,,52,17.40
Luke Willson,2541199,TE,FA,,,,,,13,87,,,,,,,,,,,,,,,,53,16.90
Adam Shaheen,2558144,TE,MIA,,,,,,5,48,1,,,1,,6.28,,5,5,5,6,83,1,1,1,54,15.30
Darren Waller,2552408,TE,LV,,,,21,,6,75,,,,,,4.73,1,6,7,6,6,100,,,,55,14.30
Jake Butt,2557859,TE,FA,,,,,,8,85,,,,,,,,,,,,,,,,56,14.20
Jeremy Sprinkle,2557886,TE,DAL,,,,,,5,41,1,,,,,5.04,,5,5,5,9,56,4,2,3,57,13.60
Antony Auclair,2559044,TE,HOU,,,,,,7,48,,,,,,4.09,,7,7,7,8,88,,,,58,13.50
Blake Bell,2552478,TE,KC,,,,,,8,67,,,,,,,,,,,,,,,,59,12.40
Chris Manhertz,2552622,TE,JAX,,,,,,2,52,1,,,,,4.05,,2,2,2,5,40,1,,,60,12.20
Tyler Conklin,2561027,TE,MIN,,,,,,5,77,,,,,,2.84,,5,5,5,7,71,,,,61,11.90
Eric Saubert,2558023,TE,DEN,,,,,,5,48,,,,,,3.99,,5,5,5,9,56,1,,1,62,10.60
Durham Smythe,2560880,TE,MIA,,,,,,6,50,,,,,,6.28,,6,6,6,11,55,,,,63,9.00
Jacob Hollister,2558956,TE,JAX,,,,,,4,52,,,,,,4.05,,4,4,4,5,80,,,,64,8.90
Tyler Kroft,2552586,TE,NYJ,,,,,,4,36,,,,,,3.83,,4,4,4,6,67,2,1,1,65,7.30
Marcedes Lewis,2495888,TE,GB,,,,,,3,39,,,,,,5.09,,3,3,3,4,75,1,,,66,5.40
Darrell Daniels,2558886,TE,ARI,,,,,,,,,,,,,,,,,,,,,,,67,5.10
Ross Dwelley,2561060,TE,SF,,,,,,2,14,,,,,,8.43,,2,2,2,2,100,1,1,,68,4.10
Richard Rodgers,2550313,TE,PHI,,,,,,1,7,,,,,,7.04,,1,1,1,1,100,,,,69,2.90
Daniel Brown,2553900,TE,FA,,,,,,,,,,,,,,,,,,,,,,,70,1.60
Johnny Mundt,2558875,TE,LA,,,,,,1,5,,,,,,,,,,,,,,,,71,1.00
Stephen Anderson,2556463,TE,LAC,,,,,,,,,,,,,4.18,,,,,,,,,,72,0.00
Devin Asiasi,2564586,TE,NE,,,,,,,,,,,,,4.09,,,,,,,,,,73,0.00
John Bates,2566580,TE,WAS,,,,,,,,,,,,,8.24,,,,,,,,,,74,0.00
Marcus Baugh,2560971,TE,FA,,,,,,,,,,,,,,,,,,,,,,,75,0.00
Evan Baylis,2559299,TE,FA,,,,,,,,,,,,,,,,,,,,,,,76,0.00
Andrew Beck,2562626,TE,DEN,,,,,,,,,,,,,3.99,,,,,,,,,,77,0.00
Nate Becker,2563191,TE,FA,,,,,,,,,,,,,,,,,,,,,,,78,0.00
Ryan Becker,2564886,TE,FA,,,,,,,,,,,,,,,,,,,,,,,79,0.00
Kelvin Benjamin,2543471,TE,FA,,,,,,,,,,,,,,,,,,,,,,,80,0.00
Kendall Blanton,2562234,TE,LA,,,,,,,,,,,,,,,,,,,,,,,81,0.00
Jibri Blount,2565672,TE,FA,,,,,,,,,,,,,,,,,,,,,,,82,0.00
Nick Bowers,2564415,TE,LV,,,,,,,,,,,,,4.73,,,,,,,,,,83,0.00
Nick Boyle,2552402,TE,BAL,,,,,,,,,,,,,8.36,,,,,,,,,,84,0.00
Jacob Breeland,2565321,TE,FA,,,,,,,,,,,,,,,,,,,,,,,85,0.00
Pharaoh Brown,2559018,TE,HOU,,,,,,,,,,,,,4.09,,,,,,,,,,86,0.00
Harrison Bryant,2563767,TE,CLE,,,,,,,,,,,,,7.41,,,,,,,,,,87,0.00
Hunter Bryant,2563923,TE,DET,,,,,,,,,,,,,4.30,,,,,,,,,,88,0.00
Ian Bunting,2563073,TE,DAL,,,,,,,,,,,,,5.04,,,,,,,,,,89,0.00
Matt Bushman,2565639,TE,LV,,,,,,,,,,,,,4.73,,,,,,,,,,90,0.00
Stephen Carlson,2563044,TE,CLE,,,,,,,,,,,,,7.41,,,,,,,,,,91,0.00
Cethan Carter,2558929,TE,MIA,,,,,,,,,,,,,6.28,,,,,,,,,,92,0.00
Darion Clark,2563434,TE,FA,,,,,,,,,,,,,,,,,,,,,,,93,0.00
Dominique Dafney,2565540,TE,GB,,,,,,,,,,,,,5.09,,,,,,,,,,94,0.00
Zach Davidson,2566301,TE,MIN,,,,,,,,,,,,,2.84,,,,,,,,,,95,0.00
Tyler Davis,2564178,TE,GB,,,,,,,,,,,,,5.09,,,,,,,,,,96,0.00
Josiah Deguara,2563980,TE,GB,,,,,,,,,,,,,5.09,,,,,,,,,,97,0.00
Brandon Dillon,2562984,TE,MIN,,,,,,,,,,,,,2.84,,,,,,,,,,98,0.00
Ben Ellefson,2564181,TE,MIN,,,,,,,,,,,,,2.84,,,,,,,,,,99,0.00
Noah Fant,2562383,TE,DEN,,,,,,,,,,,,,3.99,,,,,,,,,,100,0.00
Luke Farrell,2566160,TE,JAX,,,,,,,,,,,,,4.05,,,,,,,,,,101,0.00
Austin Fort,2563037,TE,TEN,,,,,,,,,,,,,6.36,,,,,,,,,,102,0.00
Jody Fortson,2563259,TE,KC,,,,,,,,,,,,,,,,,,,,,,,103,0.00
Jordan Franks,2561330,TE,FA,,,,,,,,,,,,,,,,,,,,,,,104,0.00
Pat Freiermuth,2566442,TE,PIT,,,,,,,,,,,,,7.76,,,,,,,,,,105,0.00
Troy Fumagalli,2560734,TE,NE,,,,,,,,,,,,,4.09,,,,,,,,,,106,0.00
Zach Gentry,2562654,TE,PIT,,,,,,,,,,,,,7.76,,,,,,,,,,107,0.00
Reggie Gilliam,2565378,TE,BUF,,,,,,,,,,,,,5.31,,,,,,,,,,108,0.00
Jaeden Graham,2561622,TE,ATL,,,,,,,,,,,,,7.44,,,,,,,,,,109,0.00
Kylen Granson,2566145,TE,IND,,,,,,,,,,,,,3.08,,,,,,,,,,110,0.00
Noah Gray,2566178,TE,KC,,,,,,,,,,,,,,,,,,,,,,,111,0.00
Farrod Green,2564121,TE,IND,,,,,,,,,,,,,3.08,,,,,,,,,,112,0.00
Garrett Griffin,2557033,TE,NO,,,,,,,,,,,,,6.58,,,,,,,,,,113,0.00
Nakie Griffin-Stewart,2564544,TE,FA,,,,,,,,,,,,,,,,,,,,,,,114,0.00
Nick Guggemos,2565804,TE,FA,,,,,,,,,,,,,,,,,,,,,,,115,0.00
Jacob Harris,2566220,TE,LA,,,,,,,,,,,,,,,,,,,,,,,116,0.00
Daniel Helm,2562284,TE,LV,,,,,,,,,,,,,4.73,,,,,,,,,,117,0.00
Temarrick Hemingway,2555486,TE,WAS,,,,,,,,,,,,,8.24,,,,,,,,,,118,0.00
Hunter Henry,2555341,TE,NE,,,,,,,,,,,,,4.09,,,,,,,,,,119,0.00
Hale Hentges,2563066,TE,FA,,,,,,,,,,,,,,,,,,,,,,,120,0.00
Cole Hikutini,2558953,TE,FA,,,,,,,,,,,,,,,,,,,,,,,121,0.00
T.J. Hockenson,2562378,TE,DET,,,,,,,,,,,,,4.30,,,,,,,,,,122,0.00
J.P. Holtz,2556852,TE,CHI,,,,,,,,,,,,,2.81,,,,,,,,,,123,0.00
Brycen Hopkins,2564349,TE,LA,,,,,,,,,,,,,,,,,,,,,,,124,0.00
Jesper Horsted,2563270,TE,CHI,,,,,,,,,,,,,2.81,,,,,,,,,,125,0.00
O.J. Howard,2557856,TE,TB,,,,,,,,,,,,,5.74,,,,,,,,,,126,0.00
Tanner Hudson,2561215,TE,SF,,,,,,,,,,,,,8.43,,,,,,,,,,127,0.00
Tommy Hudson,2565450,TE,TEN,,,,,,,,,,,,,6.36,,,,,,,,,,128,0.00
Ryan Izzo,2560751,TE,SEA,,,,,,,,,,,,,5.67,,,,,,,,,,129,0.00
Tyree Jackson,2562435,TE,PHI,,,,,,,,,,,,,7.04,,,,,,,,,,130,0.00
Blake Jarwin,2559193,TE,DAL,,,,,,,,,,,,,5.04,,,,,,,,,,131,0.00
Rysen John,2564742,TE,NYG,,,,,,,,,,,,,3.72,,,,,,,,,,132,0.00
Juwan Johnson,2564676,TE,NO,,,,,,,,,,,,,6.58,,,,,,,,,,133,0.00
Brevin Jordan,2566130,TE,HOU,,,,,,,,,,,,,4.09,,,,,,,,,,134,0.00
Hunter Kampmoyer,2566481,TE,LAC,,,,,,,,,,,,,4.18,,,,,,,,,,135,0.00
Dalton Keene,2564616,TE,NE,,,,,,,,,,,,,4.09,,,,,,,,,,136,0.00
Nick Keizer,2561115,TE,FA,,,,,,,,,,,,,,,,,,,,,,,137,0.00
Cole Kmet,2563704,TE,CHI,,,,,,,,,,,,,2.81,,,,,,,,,,138,0.00
Dawson Knox,2562681,TE,BUF,,,,,,,,,,,,,5.31,,,,,,,,,,139,0.00
Matt LaCosse,2553667,TE,NE,,,,,,,,,,,,,4.09,,,,,,,,,,140,0.00
Hunter Long,2566286,TE,MIA,,,,,,,,,,,,,6.28,,,,,,,,,,141,0.00
Tyler Mabry,2565168,TE,SEA,,,,,,,,,,,,,5.67,,,,,,,,,,142,0.00
Alize Mack,2562307,TE,FA,,,,,,,,,,,,,,,,,,,,,,,143,0.00
Kyle Markway,2564763,TE,FA,,,,,,,,,,,,,,,,,,,,,,,144,0.00
Tyree Mayfield,2563145,TE,FA,,,,,,,,,,,,,,,,,,,,,,,145,0.00
Codey McElroy,2561239,TE,TB,,,,,,,,,,,,,5.74,,,,,,,,,,146,0.00
Sean McKeon,2563854,TE,DAL,,,,,,,,,,,,,5.04,,,,,,,,,,147,0.00
Tre' McKitty,2566490,TE,LAC,,,,,,,,,,,,,4.18,,,,,,,,,,148,0.00
Briley Moore-McKinney,2566956,TE,TEN,,,,,,,,,,,,,6.36,,,,,,,,,,149,0.00
Foster Moreau,2562317,TE,LV,,,,,,,,,,,,,4.73,,,,,,,,,,150,0.00
Quintin Morris,2566641,TE,BUF,,,,,,,,,,,,,5.31,,,,,,,,,,151,0.00
Thaddeus Moss,2565288,TE,CIN,,,,,,,,,,,,,4.78,,,,,,,,,,152,0.00
Chris Myarick,2563210,TE,NYG,,,,,,,,,,,,,3.72,,,,,,,,,,153,0.00
Isaac Nauta,2562691,TE,FA,,,,,,,,,,,,,,,,,,,,,,,154,0.00
Albert Okwuegbunam,2563911,TE,DEN,,,,,,,,,,,,,3.99,,,,,,,,,,155,0.00
Josh Oliver,2562693,TE,BAL,,,,,,,,,,,,,8.36,,,,,,,,,,156,0.00
Donald Parham,2562394,TE,LAC,,,,,,,,,,,,,4.18,,,,,,,,,,157,0.00
Colby Parkinson,2565180,TE,SEA,,,,,,,,,,,,,5.67,,,,,,,,,,158,0.00
Jared Pinkney,2563518,TE,LA,,,,,,,,,,,,,,,,,,,,,,,159,0.00
Kyle Pitts,2565830,TE,ATL,,,,,,,,,,,,,7.44,,,,,,,,,,160,0.00
Tony Poljan,2566620,TE,BAL,,,,,,,,,,,,,8.36,,,,,,,,,,161,0.00
Jake Powell,2563134,TE,FA,,,,,,,,,,,,,,,,,,,,,,,162,0.00
Paul Quessenberry,2565531,TE,HOU,,,,,,,,,,,,,4.09,,,,,,,,,,163,0.00
Kevin Rader,2561264,TE,PIT,,,,,,,,,,,,,7.76,,,,,,,,,,164,0.00
Dax Raymond,2562710,TE,FA,,,,,,,,,,,,,,,,,,,,,,,165,0.00
Sammis Reyes,2565807,TE,WAS,,,,,,,,,,,,,8.24,,,,,,,,,,166,0.00
Giovanni Ricci,2563668,TE,CAR,,,,,,,,,,,,,4.56,,,,,,,,,,167,0.00
Ellis Richardson,2563081,TE,FA,,,,,,,,,,,,,,,,,,,,,,,168,0.00
Kyle Rudolph,2495438,TE,NYG,,,,,,,,,,,,,3.72,,,,,,,,,,169,0.00
Drew Sample,2562720,TE,CIN,,,,,,,,,,,,,4.78,,,,,,,,,,170,0.00
Mason Schreck,2558864,TE,CIN,,,,,,,,,,,,,4.78,,,,,,,,,,171,0.00
Irv Smith,2562738,TE,MIN,,,,,,,,,,,,,2.84,,,,,,,,,,172,0.00
Kaden Smith,2562740,TE,NYG,,,,,,,,,,,,,3.72,,,,,,,,,,173,0.00
Dylan Soehner,2565711,TE,NO,,,,,,,,,,,,,6.58,,,,,,,,,,174,0.00
Matt Sokol,2562980,TE,JAX,,,,,,,,,,,,,4.05,,,,,,,,,,175,0.00
Jace Sternberger,2562744,TE,FA,,,,,,,,,,,,,,,,,,,,,,,176,0.00
Jack Stoll,2567061,TE,PHI,,,,,,,,,,,,,7.04,,,,,,,,,,177,0.00
Stephen Sullivan,2565192,TE,CAR,,,,,,,,,,,,,4.56,,,,,,,,,,178,0.00
Tommy Sweeney,2562750,TE,BUF,,,,,,,,,,,,,5.31,,,,,,,,,,179,0.00
Tyrone Swoopes,2559263,TE,FA,,,,,,,,,,,,,,,,,,,,,,,180,0.00
Tim Tebow,497135,TE,FA,,,,,,,,,,,,,,,,,,,,,,,181,0.00
Hunter Thedford,2565585,TE,FA,,,,,,,,,,,,,,,,,,,,,,,182,0.00
Jordan Thomas,2560896,TE,FA,,,,,,,,,,,,,,,,,,,,,,,183,0.00
Colin Thompson,2559268,TE,CAR,,,,,,,,,,,,,4.56,,,,,,,,,,184,0.00
Noah Togiai,2564865,TE,PHI,,,,,,,,,,,,,7.04,,,,,,,,,,185,0.00
Adam Trautman,2564703,TE,NO,,,,,,,,,,,,,6.58,,,,,,,,,,186,0.00
Ross Travis,2554630,TE,FA,,,,,,,,,,,,,,,,,,,,,,,187,0.00
Tommy Tremble,2565914,TE,CAR,,,,,,,,,,,,,4.56,,,,,,,,,,188,0.00
Carl Tucker,2566665,TE,FA,,,,,,,,,,,,,,,,,,,,,,,189,0.00
C.J. Uzomah,2552559,TE,CIN,,,,,,,,,,,,,4.78,,,,,,,,,,190,0.00
Andrew Vollert,2561284,TE,FA,,,,,,,,,,,,,,,,,,,,,,,191,0.00
Delanie Walker,2495966,TE,FA,,,,,,,,,,,,,,,,,,,,,,,192,0.00
Kahale Warring,2562771,TE,BUF,,,,,,,,,,,,,5.31,,,,,,,,,,193,0.00
Trevon Wesco,2562777,TE,NYJ,,,,,,,,,,,,,3.83,,,,,,,,,,194,0.00
Nate Wieting,2563815,TE,FA,,,,,,,,,,,,,,,,,,,,,,,195,0.00
Mitchell Wilcox,2563749,TE,CIN,,,,,,,,,,,,,4.78,,,,,,,,,,196,0.00
Carson Williams,2565669,TE,FA,,,,,,,,,,,,,,,,,,,,,,,197,0.00
Caleb Wilson,2562603,TE,FA,,,,,,,,,,,,,,,,,,,,,,,198,0.00
Jason Witten,2505629,TE,FA,,,,,,,,,,,,,,,,,,,,,,,199,0.00
Charlie Woerner,2565129,TE,SF,,,,,,,,,,,,,8.43,,,,,,,,,,200,0.00
Eli Wolf,2565354,TE,IND,,,,,,,,,,,,,3.08,,,,,,,,,,201,0.00
Ethan Wolf,2561422,TE,NO,,,,,,,,,,,,,6.58,,,,,,,,,,202,0.00
Kenny Yeboah,2565768,TE,NYJ,,,,,,,,,,,,,3.83,,,,,,,,,,203,0.00
Deon Yelder,2561293,TE,FA,,,,,,,,,,,,,,,,,,,,,,,204,0.00
