PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jamal Adams,2557979,DB,SEA,86,29,3.5,9,1,3,1,,,,,,,12,8,38,5,1,240.33
John Johnson,2558183,DB,CLE,82,37,,3,4,1,,,,,,,,11,2,46,,2,221.03
Shawn Williams,2539233,DB,ATL,81,29,1,2,5,1,,1,,,,,,9,2,131,,3,218.77
Kareem Jackson,496735,DB,DEN,70,17,1,5,2,2,1,,,,,,,17,1,24,,4,200.90
Jordan Poyer,2539290,DB,BUF,73,27,2,9,4,1,1,,,,,,,6,3,11,,5,198.57
Malcolm Jenkins,79848,DB,NO,79,18,1,6,1,3,1,,,,,,,8,1,25,11,6,196.40
Jessie Bates,2560970,DB,CIN,73,38,,,3,,,1,,,,,,7,,42,,7,187.90
Harrison Smith,2532948,DB,MIN,67,17,3,9,3,1,2,,,,,,,6,5,66,,8,182.70
Budda Baker,2558009,DB,ARI,78,24,2,8,,1,2,,1,,,,,1,3,,34,9,182.43
Kevin Byard,2555158,DB,TEN,62,28,2,3,4,,,,,,,,,8,5,1,,10,179.47
Tyrann Mathieu,2540180,DB,KC,70,19,3,5,2,,1,,,,,,,8,4,6,10,11,178.23
Damarious Randall,2552389,DB,FA,72,13,,2,4,,1,,,,,,,9,,59,,12,175.27
Kenny Moore II,2558976,DB,IND,63,14,1.5,4,3,1,,,,,,,,11,2,52,,13,171.53
Adrian Phillips,2550842,DB,NE,65,29,,4,1,1,,,,,,,,9,1,,,14,169.70
Malcolm Butler,2550613,DB,FA,60,9,1,4,3,1,,1,,,,,,12,1,90,,15,168.70
Donte Jackson,2560753,DB,CAR,63,11,1,4,4,1,,,,,,1,,9,1,,,16,168.40
Justin Simmons,2555550,DB,DEN,71,26,,,3,,,,,,,,2,4,,8,,17,168.27
Eddie Jackson,2558176,DB,CHI,41,10,1,2,6,2,1,2,1,,,,,15,1,81,65,18,166.57
Kendall Fuller,2555349,DB,WAS,64,18,,1,2,1,,,,,,,,12,,,,19,165.20
Tre Boston,2543830,DB,FA,66,13,,1,3,1,1,,,,,,,9,3,9,,20,163.40
Kyle Fuller,2543681,DB,DEN,45,10,,,7,,,,,,,,,21,,52,,21,163.23
Steven Nelson,2552265,DB,PHI,58,10,,2,4,,,,,,,,,15,,53,,22,162.87
Janoris Jenkins,2532875,DB,TEN,59,11,,2,2,1,,,,,,,,15,,29,,23,161.07
Quandre Diggs,2552262,DB,SEA,64,14,,3,3,,,1,,,,,,8,1,41,,24,160.87
James Bradberry,2555175,DB,NYG,58,12,1,1,1,1,,,,,,,,15,1,29,,25,157.67
Jeff Heath,2541832,DB,NO,63,22,,6,1,1,,,,,,,,5,,49,,26,155.13
Jalen Ramsey,2555280,DB,LA,62,3,,2,3,,,,,,,,,13,,,,27,153.80
Desmond King,2557927,DB,HOU,47,15,,4,3,1,2,1,,,,,,10,2,75,,28,150.40
Adoree' Jackson,2558065,DB,NYG,67,6,,2,2,,2,,,,,,,10,,7,,29,149.93
T.J. Carrie,2550164,DB,IND,58,16,1,3,1,2,1,,,,,,,8,1,,,30,149.90
Marshon Lattimore,2558061,DB,NO,49,10,,1,2,4,3,,,,,,,12,,,91,31,149.83
