PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Aaron Donald,2543485,DL,LA,41,18,20.5,25,,4,2,,,,,,,1,41,,,1,201.60
J.J. Watt,2495488,DL,ARI,47,14,16,18,,7,,,,,,,,4,25,,,2,197.10
Calais Campbell,744,DL,BAL,53,19,10.5,20,,1,1,,,,,,,2,22,,,3,176.80
Chris Jones,2556369,DL,KC,35,5,15.5,19,1,2,,1,,,,,,5,29,20,,4,165.17
DeForest Buckner,2555275,DL,IND,44,23,12,17,,,1,,,,,,,3,20,,,5,161.20
Demarcus Lawrence,2543490,DL,DAL,42,22,10.5,15,1,2,1,,,,,,,1,23,13,5,6,158.60
Jason Pierre-Paul,496843,DL,TB,48,10,12.5,16,,1,1,,,,,,,2,20,,,7,158.10
Cameron Jordan,2495184,DL,NO,35,14,12,18,,1,1,,,,,,,6,21,,,8,151.70
Akiem Hicks,2533433,DL,CHI,41,14,7.5,12,,3,,,,,,,,5,16,,,9,151.00
Myles Garrett,2557965,DL,CLE,35,9,13.5,12,,3,,,,,,,1,3,29,,,10,147.20
Damon Harrison,2535718,DL,FA,52,29,3.5,9,,2,1,,,,,,,1,8,,,11,146.60
Frank Clark,2552629,DL,KC,33,8,13,10,1,3,2,,,,,,,2,27,26,,12,138.87
Carlos Dunlap,496780,DL,SEA,31,16,8,8,,2,1,,,,,,,8,21,,,13,132.00
Fletcher Cox,2533051,DL,PHI,33,13,10.5,12,,1,1,,,,,,,1,34,,3,14,129.60
Ryan Kerrigan,2495190,DL,PHI,30,13,13,11,,3,1,,,,,,,1,19,,,15,127.40
Jarran Reed,2555238,DL,KC,34,16,10.5,12,,,2,,,,,,,,24,,2,16,123.67
Jabaal Sheard,2495228,DL,FA,37,13,5.5,14,,,,,,,,,,4,13,,,17,121.80
