PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Todd Gurley,2552475,RB,FA,,,,1251,17,59,580,4,,,3,1,,,,,,,,,,,1,344.30
Christian McCaffrey,2557997,RB,CAR,50,1,,1098,7,107,867,6,,,,4,12.86,219,107,326,107,124,86,16,60,30,2,330.40
Alvin Kamara,2558019,RB,NO,,,,883,14,81,709,4,,,3,1,18.33,194,81,275,81,105,77,26,72,31,3,311.70
Ezekiel Elliott,2555224,RB,DAL,,,,1434,6,77,567,3,,,,6,12.89,304,77,381,77,95,81,17,51,19,4,285.00
James Conner,2557978,RB,ARI,,,,973,12,55,497,1,,,2,4,,,,,,,,,,,5,253.60
Melvin Gordon,2552469,RB,DEN,,,,885,10,50,490,4,,,2,1,12.54,175,50,225,50,66,76,13,33,14,6,248.50
James White,2543773,RB,NE,,,,425,5,87,751,7,,,,,12.90,94,87,181,87,123,71,22,37,25,7,234.80
David Johnson,2553435,RB,HOU,,,,940,7,50,446,3,,,1,3,5.99,258,50,308,50,76,66,10,35,20,8,224.00
Kareem Hunt,2557917,RB,CLE,,,,824,7,26,378,7,,,,,15.87,181,26,207,26,35,74,9,33,22,9,217.20
Derrick Henry,2556075,RB,TEN,14,,,1059,12,15,99,,,,,1,9.34,215,15,230,15,18,83,2,45,21,10,198.06
Nick Chubb,2561021,RB,CLE,,,,996,8,20,149,2,,,,,15.87,192,20,212,20,29,69,5,30,16,11,192.00
Chris Carson,2558865,RB,SEA,,,,1151,9,20,163,,,,,3,16.50,247,20,267,20,24,83,3,44,26,12,191.10
Kenyan Drake,2555230,RB,LV,,,,535,4,53,477,5,,,,2,13.44,120,53,173,53,73,73,7,15,5,13,179.40
Adrian Peterson,2507164,RB,TEN,,,,1042,7,20,208,1,,,,3,9.34,251,20,271,20,26,77,3,33,15,14,178.70
Tevin Coleman,2552453,RB,NYJ,,,,800,4,32,276,5,,,,2,9.90,167,32,199,32,44,73,10,25,13,15,175.60
Austin Ekeler,2559169,RB,LAC,,,,554,3,39,404,3,,,,1,10.01,106,39,145,39,53,74,5,20,6,16,166.60
Lamar Miller,2533034,RB,FA,,,,973,5,25,163,1,,,,1,,,,,,,,,,,17,160.10
Aaron Jones,2558116,RB,GB,,,,728,8,26,206,1,,,,1,9.86,133,26,159,26,35,74,3,20,7,18,158.40
Matt Breida,2558918,RB,BUF,,,,814,3,27,261,2,,,,1,9.98,153,27,180,27,31,87,4,28,10,19,152.70
T.J. Yeldon,2552471,RB,FA,,,,414,1,55,487,4,,,,1,,,,,,,,,,,20,149.00
Peyton Barber,2556466,RB,LV,,,,871,5,20,92,1,,,,1,13.44,234,20,254,20,29,69,5,39,20,21,143.70
Sony Michel,2560809,RB,LA,,,,931,6,7,50,,,,,1,,,,,,,,,,,22,139.00
Dalvin Cook,2557991,RB,MIN,,,,615,2,40,305,2,,,,2,12.06,133,40,173,40,49,82,3,19,7,23,133.70
Dion Lewis,2495469,RB,FA,,,,517,1,59,400,1,,,,1,,,,,,,,,,,24,133.20
Nyheim Hines,2560742,RB,IND,,,,314,2,63,425,2,,,,1,10.74,85,63,148,63,81,78,10,31,6,25,132.50
Mark Ingram,2495466,RB,NO,,,,645,6,21,170,1,,,,3,18.33,138,21,159,21,27,78,1,29,17,26,129.00
Kerryon Johnson,2560765,RB,FA,,,,641,3,32,213,1,,,,1,,,,,,,,,,,27,123.40
Mike Davis,2553439,RB,ATL,,,,514,4,34,214,1,,,,,9.86,112,34,146,34,42,81,1,22,7,28,121.50
Latavius Murray,2541161,RB,BAL,,,,578,6,22,141,,,,1,,13.49,140,22,162,22,26,85,2,24,8,29,120.90
Duke Johnson,2552461,RB,MIA,,,,201,,47,429,3,,,2,1,9.48,40,47,87,47,62,76,8,11,3,30,111.60
LeSean McCoy,79607,RB,FA,,,,514,3,34,238,,,,,,,,,,,,,,,,31,110.20
Leonard Fournette,2557973,RB,TB,,,,439,5,22,185,1,,,,,11.58,133,22,155,22,26,85,3,25,12,32,109.40
Jamaal Williams,2558204,RB,DET,,,,464,3,27,210,,,,1,,8.84,121,27,148,27,41,66,3,16,7,33,100.90
Royce Freeman,2560733,RB,HOU,,,,521,5,14,72,,,,,1,5.99,130,14,144,14,20,70,,18,6,34,94.30
Carlos Hyde,2543743,RB,JAX,,,,571,5,10,33,,,,,2,8.21,172,10,182,10,16,63,2,23,17,35,94.10
Cordarrelle Patterson,2540145,RB,ATL,,,,228,1,21,247,3,1,,,1,9.86,42,21,63,21,28,75,3,10,5,36,92.90
Gus Edwards,2561324,RB,BAL,,,,718,2,2,20,,,,1,,13.49,137,2,139,2,2,100,,16,4,37,91.50
Theo Riddick,2540020,RB,FA,,,,171,,61,384,,,,,,,,,,,,,,,,38,86.00
Ito Smith,2559924,RB,FA,,,,315,4,27,152,,,,,1,,,,,,,,,,,39,83.90
Giovani Bernard,2540156,RB,TB,,,,211,3,35,218,,,,,,11.58,56,35,91,35,48,73,2,10,4,40,81.10
Josh Adams,2560949,RB,NO,,,,511,3,7,58,,,,1,1,18.33,120,7,127,7,13,54,,18,10,41,80.90
Jaylen Samuels,2560862,RB,HOU,,,,256,,26,199,3,,,,1,5.99,56,26,82,26,29,90,6,12,6,42,74.50
Devontae Booker,2555223,RB,NYG,,,,183,1,38,275,,,,,1,11.88,34,38,72,38,51,75,8,10,4,43,73.80
Corey Clement,2559150,RB,DAL,,,,259,2,22,192,,,,1,4,12.89,68,22,90,22,25,88,2,18,5,44,69.30
Rashaad Penny,2560835,RB,SEA,,,,419,2,9,75,,,,,,16.50,85,9,94,9,12,75,1,10,3,45,67.90
Chase Edmonds,2560711,RB,ARI,,,,208,2,20,103,,,,,1,,,,,,,,,,,46,66.40
Alfred Morris,2533457,RB,FA,,,,428,2,8,73,,,,,2,,,,,,,,,,,47,63.10
Ty Montgomery,2552429,RB,NO,,,,188,1,25,235,,,,,2,18.33,41,25,66,25,40,63,3,6,3,48,58.60
Justin Jackson,2560756,RB,LAC,,,,206,2,15,135,,,,,,10.01,50,15,65,15,19,79,2,5,3,49,57.60
Kyle Juszczyk,2540230,RB,SF,,,,30,,30,324,1,,,,2,18.85,8,30,38,30,41,73,6,6,2,50,55.80
Trenton Cannon,2561137,RB,SF,,,,113,1,17,144,,,,,,18.85,38,17,55,17,25,68,1,4,2,51,54.60
Malcolm Brown,2552382,RB,MIA,,,,212,,5,52,1,,,1,,9.48,43,5,48,5,7,71,1,9,2,52,40.30
Kalen Ballage,2560967,RB,PIT,,,,191,1,9,56,,,,,1,8.51,36,9,45,9,11,82,2,3,,53,39.80
Jeff Wilson,2560938,RB,SF,,,,266,,12,98,,,,,3,18.85,66,12,78,12,15,80,5,15,1,54,38.10
Wayne Gallman,2557952,RB,ATL,,,,176,1,14,89,,,,,2,9.86,51,14,65,14,22,64,3,14,5,55,37.20
Andy Janovich,2555432,RB,CLE,,,,5,,8,112,1,,,,,15.87,2,8,10,8,10,80,1,1,,56,32.70
Jason Cabinda,2560986,RB,DET,,,,,,,,,,,,,8.84,,,,,,,,,,57,29.90
Anthony Sherman,2495340,RB,FA,,,,2,,8,96,1,,,,,,,,,,,,,,,58,24.80
Dwayne Washington,2556118,RB,NO,,,,154,,,,,,,,,18.33,27,,27,,,,,,,59,20.50
Ronald Jones,2560770,RB,TB,,,,44,1,7,33,,,,,,11.58,23,7,30,7,9,78,2,6,1,60,18.90
Senorise Perry,2550633,RB,FA,,,,,,,,,,,,,,,,,,,,,,,61,18.70
Nick Bellore,2495262,RB,SEA,,,,,,4,15,,,,,,16.50,1,4,5,4,4,100,2,2,,62,18.00
C.J. Ham,2556803,RB,MIN,,,,8,,11,85,,,,,,12.06,6,11,17,11,15,73,,1,1,63,18.00
Buddy Howell,2561344,RB,LA,,,,,,,,,,,,,,,,,,,,,,,64,18.00
Alex Armah,2558833,RB,NO,,,,15,2,1,5,,,,,,18.33,9,1,10,1,1,100,,4,4,65,17.00
Dontrell Hilliard,2561461,RB,TEN,,,1,,,9,105,,,,,,9.34,,9,9,9,10,90,,,,66,16.30
Darrel Williams,2560935,RB,KC,,,,44,,3,27,1,,,,,,,,,,,,,,,67,16.30
Brian Hill,2558112,RB,CLE,,,,157,,1,9,,,,,1,15.87,20,1,21,1,2,50,1,2,1,68,15.10
Keith Smith,2550400,RB,ATL,,,,,,5,23,,,,,,9.86,1,5,6,5,7,71,1,2,1,69,13.90
DeAndre Washington,2555464,RB,FA,,,,115,,1,9,,,,,1,,,,,,,,,,,70,10.90
Derek Watt,2555220,RB,PIT,,,,11,,1,2,,,,,,8.51,4,1,5,1,1,100,,1,,71,9.30
Patrick Ricard,2558990,RB,BAL,,,,,,,,,,,,,13.49,,,,,,,,,,72,8.70
Taiwan Jones,2495467,RB,BUF,,,,,,,,,,,,,9.98,,,,,2,,,,,73,8.50
D'Onta Foreman,2557994,RB,TEN,,,,-1,,2,28,1,,,,1,9.34,7,2,9,2,2,100,1,2,,74,7.70
