PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Darius Leonard,2560789,LB,IND,111,52,7,12,2,4,2,,,,,,,8,8,38,,1,308.57
Cory Littleton,2556593,LB,LV,90,35,4,9,3,,,1,,,1,,2,13,4,48,,2,263.10
Bobby Wagner,2532966,LB,SEA,84,54,1,6,1,2,1,1,,,,,1,11,8,98,11,3,250.63
Leighton Vander Esch,2560908,LB,DAL,102,38,,2,2,,,,,,,,,7,1,56,,4,233.67
Blake Martinez,2555161,LB,NYG,91,53,5,10,,,,,,,,,,3,6,,,5,232.60
Tremaine Edmunds,2560713,LB,BUF,80,41,2,5,2,2,,,,,,,,12,7,19,,6,228.43
Lavonte David,2532828,LB,TB,94,26,3.5,13,,1,2,,,,,,,2,7,,,7,221.10
Roquan Smith,2560877,LB,CHI,89,32,5,8,1,,,,,,,,,5,5,22,,8,218.13
Jaylon Smith,2555310,LB,FA,82,39,4,6,,2,2,,1,,,,,4,6,,69,9,215.90
Tahir Whitehead,2532986,LB,ARI,89,37,,9,1,1,,,,,,,,5,1,,,10,214.40
Avery Williamson,2543597,LB,DEN,80,40,3,6,1,2,1,,,,,,,6,4,36,,11,212.70
Demario Davis,2533008,LB,NO,74,36,5,11,,2,1,,,,,,,4,11,,,12,204.60
Todd Davis,2550930,LB,FA,80,34,0.5,6,1,,,1,,,,,,7,5,20,,13,201.37
Fred Warner,2560917,LB,SF,85,39,,3,,1,1,,,,,,,6,2,,,14,200.70
Jamie Collins,2539311,LB,NE,73,31,4,13,1,1,1,,,,,,,4,7,,,15,197.90
Anthony Hitchens,2543592,LB,KC,81,54,,7,,1,,,,,,,,,2,,,16,195.90
Jarrad Davis,2557855,LB,NYJ,73,27,6,10,,1,1,,,,,,,5,10,,20,17,195.37
Danny Trevathan,2532961,LB,CHI,76,26,2,8,2,1,1,,,,,,,6,4,12,,18,194.90
Zach Cunningham,2558094,LB,HOU,73,34,,3,1,2,1,1,,,,,,5,2,38,,19,186.07
T.J. Watt,2558064,LB,PIT,50,18,13,12,,6,,,,,,,1,3,21,,,20,185.40
Eric Kendricks,2552312,LB,MIN,63,45,1,3,2,1,1,,,,,,,7,1,3,,21,179.20
Anthony Walker,2558851,LB,CLE,69,36,1,10,1,,1,,,,,,,4,2,11,,22,178.97
Myles Jack,2555329,LB,JAX,75,32,2.5,1,1,1,1,1,,,,,,1,4,32,,23,177.17
Joe Schobert,2555166,LB,PIT,57,46,3,3,1,2,2,,,,,,,6,6,,26,24,175.57
Kyle Van Noy,2543699,LB,NE,55,37,3.5,5,1,1,2,,1,1,,,,2,10,,46,25,166.13
Raekwon McMillan,2558070,LB,NE,69,36,,5,,2,1,,,,,,,1,,,,26,164.10
Matt Milano,2557969,LB,BUF,52,26,1,12,3,,3,,,,,,,7,3,41,,27,163.07
Khalil Mack,2543463,LB,CHI,37,10,12.5,10,1,6,2,1,,,,,,4,18,27,,28,161.30
Jordan Hicks,2552315,LB,ARI,61,30,3,5,,,1,,,,,,,5,6,,13,29,158.13
Bradley Chubb,2561020,LB,DEN,41,19,12,14,,2,1,,,,,,,1,21,,4,30,151.03
Haason Reddick,2557887,LB,CAR,53,27,4,8,,1,,,,,,,,5,6,,,31,150.70
Vince Williams,2540221,LB,FA,50,26,4.5,8,1,,,1,,,,,,2,10,17,,32,144.87
De'Vondre Campbell,2555255,LB,GB,63,31,1.5,4,,,,,,,,,,,3,,,33,142.40
Jerome Baker,2560966,LB,MIA,57,22,3,4,1,,,1,,,,,,3,4,25,,34,142.33
Nick Vigil,2555528,LB,MIN,62,22,,5,,,1,,,,,,,3,1,,,35,139.50
Josh Bynes,2530491,LB,BAL,52,23,2,5,,,1,,1,,,,,5,3,,23,36,138.07
Foye Oluokun,2561132,LB,ATL,56,35,,2,,1,,,,,,,,1,2,,,37,133.20
Shaq Thompson,2552447,LB,CAR,51,29,3.5,4,,1,,,,,,,,1,6,,,38,131.90
Thomas Davis,2506352,LB,FA,46,33,,3,,,2,,,,,,,6,2,,,39,127.10
A.J. Klein,2539982,LB,BUF,42,28,2,7,1,,2,,,,,,,3,4,6,17,40,124.07
Reggie Ragland,2555169,LB,NYG,46,40,0.5,2,1,,,,,,,,,1,1,67,,41,122.93
Jon Bostic,2539978,LB,WAS,46,27,2.5,5,,,,,,,,,,3,4,,,42,121.80
Alex Anzalone,2558163,LB,DET,45,14,2,3,1,3,,,,,,,,2,6,2,,43,118.27
Christian Jones,2550572,LB,CHI,48,21,1,3,,1,,,,,,,,3,4,,,44,117.90
Elijah Lee,2558121,LB,CLE,54,11,1,3,,1,1,,,,,,,2,1,,,45,117.10
B.J. Goodson,2555522,LB,FA,44,17,0.5,4,2,,1,,,,,,,4,3,8,7,46,115.40
Leonard Floyd,2555285,LB,LA,34,13,4,9,1,,1,1,,,,,,4,11,19,,47,114.33
Adarius Taylor,2550565,LB,FA,41,19,1,4,1,1,,,,,,,,5,1,7,,48,113.13
Za'Darius Smith,2552279,LB,GB,26,19,8.5,10,,1,,,,,,,,2,25,,,49,112.40
Matt Judon,2555505,LB,NE,29,15,7,10,,1,,,,,,,,3,20,,,50,111.30
