PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Yasir Abdullah,2569891,LB,JAX,NYJ,0.37,0.14,0.02,0.02,,,,,,,,,,0.01,0.05,,,0.76,221,1,0.00,-0.76
Mitchell Agude,2571111,LB,FA,Bye,,,,,,,,,,,,,,,,,,,229,2,0.00,
Austin Ajiake,2571766,LB,IND,@SEA,0.57,0.29,,0.36,,,,,,,,,,,0.14,,,1.64,181,3,0.00,-1.64
Azeez Al-Shaair,2562462,LB,HOU,ARI,3.45,2.46,0.18,0.49,0.06,0.06,0.06,,,,,,,0.25,0.49,,,9.10,37,4,0.00,-9.1
Troy Andersen,2567235,LB,ATL,@TB,1.29,1.16,,0.04,,,,,,,,,,,,,,2.69,150,5,0.00,-2.69
Liam Anderson,2570521,LB,CIN,BAL,,,,,,,,,,,,,,,,,,0.00,230,6,0.00,0.0
Joe Andreessen,2573632,LB,BUF,@NE,0.53,0.35,,0.18,,0.12,0.06,0.06,,,,,,,,,,2.00,164,7,0.00,-2.0
Alex Anzalone,2558163,LB,DET,@LAR,3.9,2.04,0.12,0.36,0.06,,0.06,,,,,,,0.36,0.48,,,9.26,34,8,0.00,-9.26
Kam Arnold,2574604,LB,FA,Bye,,,,,,,,,,,,,,,,,,,231,9,0.00,
Brian Asamoah II,2567901,LB,CIN,BAL,0.51,0.34,,0.06,,,,,,,,,,0.06,,,,1.21,202,10,0.00,-1.21
Eugene Asante,2574317,LB,FA,Bye,,,,,,,,,,,,,,,,,,,232,11,0.00,
Joe Bachie,2564661,LB,TEN,@SF,0.41,0.19,0.01,0.02,0.01,,,,,,,,,0.02,0.02,0.11,,0.88,214,12,0.00,-0.88
Levelle Bailey,2573079,LB,DEN,GB,,,,,,,,,,,,,,,,,,0.00,233,13,0.00,0.0
Jerome Baker,2560966,LB,CLE,@CHI,1.75,1.17,0.06,0.08,,0.04,,,,,,,,0.13,0.13,,,4.10,118,14,0.00,-4.1
Derrick Barnes,2566055,LB,DET,@LAR,2.17,1.89,0.11,0.17,,,,,,,,,,0.06,0.29,,,5.16,101,15,0.00,-5.16
Krys Barnes,2563971,LB,CAR,@NO,,,,,,,,,,,,,,,,,,0.00,234,16,0.00,0.0
Zaire Barnes,2570185,LB,NYG,WAS,1.38,1.02,0.03,0.09,,0.03,,,,,,,,0.06,0.09,,,3.18,145,17,0.00,-3.18
Amare Barno,2567346,LB,FA,Bye,,,,,,,,,,,,,,,,,,,235,18,0.00,
Michael Barrett,2571880,LB,FA,Bye,,,,,,,,,,,,,,,,,,,236,19,0.00,
Justin Barron,2574067,LB,DAL,MIN,,,,,,,,,,,,,,,,,,0.00,237,20,0.00,0.0
Jared Bartlett,2574432,LB,ARI,@HOU,,,,,,,,,,,,,,,,,,0.00,238,21,0.00,0.0
Cody Barton,2562472,LB,TEN,@SF,3.37,3,0.05,0.16,0.05,0.05,0.05,,,,,,,0.21,0.16,1.21,,8.24,48,22,0.00,-8.24
Carlos Basham,2565863,LB,LV,@PHI,,,,,,,,,,,,,,,,,,0.00,239,23,0.00,0.0
Jeffrey Bassa,2574239,LB,KC,LAC,0.59,0.29,0.09,,,0.06,0.06,,,,,,,0.06,,,,1.66,180,24,0.00,-1.66
Tyler Batty,2574338,LB,MIN,@DAL,0.53,0.35,,,,,,,,,,,,,,,,1.01,209,25,0.00,-1.01
Zack Baun,2564664,LB,PHI,LV,5.22,3.24,0.17,0.53,0.07,0.13,0.07,,,,,,,0.2,0.4,,,12.38,4,26,0.00,-12.38
Abraham Beauplan,2571180,LB,FA,Bye,,,,,,,,,,,,,,,,,,,240,27,0.00,
Quinton Bell,2562908,LB,MIA,@PIT,,,,,,,,,,,,,,,,,,0.00,241,28,0.00,0.0
Nick Bellore,2495262,LB,WAS,@NYG,0.94,0.53,,,,0.06,,,,,,,,,,,,1.94,165,29,0.00,-1.94
Terrel Bernard,2567325,LB,BUF,@NE,3.54,2.63,0.11,0.32,0.11,,0.05,,,,,,,0.21,0.27,,,8.68,43,30,0.00,-8.68
JD Bertrand,2571799,LB,ATL,@TB,0.87,0.61,0.02,0.02,,,,,,,,,,0.05,,,,1.87,169,31,0.00,-1.87
Tatum Bethune,2572489,LB,SF,TEN,3.85,3.62,0.08,0.15,0.08,0.08,0.08,,,,,,,0.23,,0.45,,9.56,29,32,0.00,-9.56
Stone Blanton,2574536,LB,FA,Bye,,,,,,,,,,,,,,,,,,,242,33,0.00,
Chris Board,2561301,LB,NYG,WAS,,,,,,,,,,,,,,,,,,0.00,243,34,0.00,0.0
Nick Bolton,2566175,LB,KC,LAC,4.93,2.33,0.17,0.67,0.07,0.07,0.07,,,,,,,0.33,0.47,0.47,,11.77,7,35,0.00,-11.77
Nik Bonitto,2567517,LB,DEN,GB,3.03,1.31,0.77,0.83,0.06,0.12,0.06,,,,,,,0.36,1.31,1.96,,10.43,15,36,0.00,-10.43
Swayze Bozeman,2572811,LB,NYG,WAS,,,,,,,,,,,,,,,,,,0.00,244,37,0.00,0.0
Chris Braswell,2572540,LB,TB,ATL,0.77,0.41,,,,,,,,,,,,,,,,1.40,189,38,0.00,-1.4
K.J. Britt,2566559,LB,MIA,@PIT,1.44,0.67,,0.1,,,,,,,,,,0.1,0.1,,,3.01,147,39,0.00,-3.01
Jordyn Brooks,2565135,LB,MIA,@PIT,4.97,3.26,0.18,0.59,0.06,,0.06,,,,,,,0.3,0.36,0.65,,11.88,6,40,0.00,-11.88
Elliott Brown,2574475,LB,ARI,@HOU,,,,,,,,,,,,,,,,,,0.00,245,41,0.00,0.0
J.B. Brown,2574085,LB,FA,Bye,,,,,,,,,,,,,,,,,,,246,42,0.00,
