PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Jordan Hicks,2552315,LB,ARI,93,57,1.5,11,3,2,1,,,,,,,6,7,64,,1,262.33
Joe Schobert,2555166,LB,PIT,89,44,2,7,4,2,1,,,,,,,9,4,24,21,2,249.00
Bobby Wagner,2532966,LB,SEA,86,73,3,7,1,1,1,,,,,,,6,3,6,5,3,245.97
Blake Martinez,2555161,LB,NYG,97,58,3,5,1,1,,,,,,,,2,3,22,,4,239.03
Cory Littleton,2556593,LB,LV,78,56,3.5,6,2,2,4,,,,,,,9,5,32,16,5,238.00
Jaylon Smith,2555310,LB,FA,83,59,2.5,6,1,2,1,,,,,,,9,3,,6,6,238.00
Fred Warner,2560917,LB,SF,89,29,3,7,1,3,,1,,,,,,9,5,46,,7,235.53
Darius Leonard,2560789,LB,IND,71,50,5,7,5,2,,1,,,,,,7,6,92,,8,233.27
Demario Davis,2533008,LB,NO,87,24,4,11,1,,,,,,,,,12,9,1,,9,229.63
Zach Cunningham,2558094,LB,HOU,99,43,2,7,,,2,,,,,,,2,3,,24,10,226.50
Lavonte David,2532828,LB,TB,82,41,1,10,1,3,1,,,,,,,7,7,26,,11,226.07
De'Vondre Campbell,2555255,LB,GB,75,54,2,6,2,3,1,,,,,,,5,2,-5,,12,215.53
K.J. Wright,2495252,LB,LV,67,65,,5,3,,,,,,,,,11,1,10,,13,212.23
T.J. Watt,2558064,LB,PIT,35,20,14.5,14,2,8,4,,,,,,,8,36,7,,14,202.73
Shaquil Barrett,2550541,LB,TB,45,13,19.5,19,1,6,,,,,,,,2,37,4,,15,202.53
Anthony Walker,2558851,LB,CLE,84,40,2.5,6,1,1,,,,,,,,2,3,,,16,202.30
Tremaine Edmunds,2560713,LB,BUF,66,49,1.5,10,1,,,,,,1,,,9,4,,,17,201.40
Jerome Baker,2560966,LB,MIA,76,50,1.5,3,1,2,,,,,,,,4,5,34,,18,200.83
Eric Kendricks,2552312,LB,MIN,70,40,0.5,4,,2,2,,,,,,,12,2,,25,19,198.83
Jamie Collins,2539311,LB,NE,58,23,7,10,3,3,1,1,,,,,,7,10,85,,20,197.33
Todd Davis,2550930,LB,FA,78,56,,6,,,,,,,,,,1,1,,,21,189.40
Shaq Thompson,2552447,LB,CAR,75,34,3,11,,,,,,,,,,3,4,,,22,186.70
Deion Jones,2555162,LB,ATL,68,42,,8,1,,1,1,,,,,,5,4,27,5,23,185.27
Matt Milano,2557969,LB,BUF,65,36,1.5,7,,1,1,,,,,,,9,7,,,24,183.30
Rashaan Evans,2560718,LB,TEN,69,42,2.5,9,,,1,,1,,,,,,8,,53,25,180.17
Devin White,2562781,LB,TB,58,33,2.5,4,1,3,4,,2,,,,,3,5,5,121,26,176.20
Nick Vigil,2555528,LB,MIN,60,51,1,3,1,1,2,,,,,,,5,4,34,13,27,174.37
Cole Holcomb,2562872,LB,WAS,74,31,1,6,,2,,,,,,,,1,2,,,28,172.10
Tahir Whitehead,2532986,LB,ARI,79,29,,6,,,,,,,,,,1,1,,,29,169.50
Roquan Smith,2560877,LB,CHI,66,35,2,5,1,,,,,,,,,2,2,,,30,161.20
Thomas Davis,2506352,LB,FA,65,47,1,3,,,,,,,,,,2,2,,,31,160.60
Za'Darius Smith,2552279,LB,GB,41,14,13.5,17,,1,,,,,,,,,37,,,32,155.40
Jon Bostic,2539978,LB,WAS,56,49,1,3,1,,,,,,,,,2,6,26,,33,153.27
Matt Judon,2555505,LB,NE,43,11,9.5,14,,4,,,,,,,,,33,,,34,152.40
A.J. Johnson,2561704,LB,DEN,51,42,1.5,5,1,2,1,,,,,,,3,4,,,35,151.80
Mack Wilson,2562605,LB,CLE,57,25,1,4,1,1,,,,,,,,7,2,21,,36,151.10
Markus Golden,2552273,LB,ARI,37,35,10,13,,,1,,1,,,,,,27,,42,37,150.30
Dre Greenlaw,2562428,LB,SF,64,28,1,3,1,,,,,,,,,2,2,47,,38,148.77
Harold Landry,2560784,LB,TEN,43,25,9,12,1,1,2,,,,,,,1,14,,,39,147.60
Preston Smith,2552276,LB,GB,36,20,12,11,1,1,,,,,,,,4,23,5,,40,146.37
Sean Lee,496937,LB,FA,55,31,1,4,1,,,,,,,,,4,1,25,,41,141.13
Neville Hewitt,2553657,LB,HOU,44,31,3,6,2,,,,,,,,,5,8,13,,42,138.53
Khalil Mack,2543463,LB,CHI,40,7,8.5,8,,5,1,,,,,,,4,14,,,43,138.10
Kyle Van Noy,2543699,LB,NE,41,15,6.5,7,,3,2,,1,,,,,3,14,,22,44,136.93
Mychal Kendricks,2532890,LB,FA,47,24,3,8,1,1,,,,,,,,4,2,1,,45,135.13
Anthony Hitchens,2543592,LB,KC,51,37,2,4,,1,,,,,,,,1,4,,,46,134.30
Devon Kennard,2543869,LB,ARI,45,13,7,9,,1,2,,1,,,,,,15,,13,47,131.83
David Mayo,2553441,LB,WAS,52,30,2,5,,,1,,,,,,,2,2,,,48,130.90
A.J. Klein,2539982,LB,BUF,47,22,2.5,5,1,1,1,1,,,,,,2,5,14,,49,129.97
Damien Wilson,2552686,LB,JAX,52,29,1.5,3,,1,,,,,,,,1,4,,,50,127.10
Haason Reddick,2557887,LB,CAR,43,31,1,6,,,1,,,,,,,6,4,,3,51,127.00
Nicholas Morrow,2559054,LB,LV,53,20,,2,1,,,,,,,,,4,4,11,,52,124.97
Robert Quinn,2495485,LB,CHI,26,8,11.5,13,,2,,,,,,,,3,22,,,53,118.60
Denzel Perryman,2552310,LB,LV,50,18,,5,1,1,,,,,,,,1,,,,54,116.40
Bobby Okereke,2562416,LB,IND,48,17,1,2,,2,1,,,,,1,,2,1,,,55,115.70
Danny Trevathan,2532961,LB,CHI,50,20,1,2,,1,,,,,,,,1,4,,,56,114.00
Germaine Pratt,2562702,LB,CIN,50,26,,4,,,,,,,,,,,,,,57,111.80
Jarrad Davis,2557855,LB,NYJ,38,25,2,4,,3,1,,,,,,,1,5,,,58,111.10
Myles Jack,2555329,LB,JAX,42,24,0.5,3,1,,,,,,,,,4,2,14,,59,111.07
Leighton Vander Esch,2560908,LB,DAL,43,29,0.5,1,,1,,,,,,,,3,1,,,60,110.30
Jahlani Tavai,2562755,LB,NE,37,21,2,5,1,1,,,,,,,,2,3,2,,61,104.77
Eric Wilson,2559012,LB,HOU,36,26,3,6,,,1,,,,,,1,,5,,,62,103.50
Joe Walker,2556192,LB,ARI,41,24,,5,,1,,,,,,,,,1,,,63,100.40
Samson Ebukam,2558830,LB,SF,26,22,4.5,5,,1,2,,,,,,,4,10,,,64,98.80
Raekwon McMillan,2558070,LB,NE,35,37,,3,,,,,,,,,,1,2,,,65,97.10
Shaq Lawson,2555252,LB,NYJ,21,11,6.5,13,,1,,,,,,,,2,18,,,66,94.50
Brennan Scarlett,2556673,LB,MIA,31,20,3.5,3,,2,,,,,,,,1,6,,,67,92.70
Foye Oluokun,2561132,LB,ATL,36,26,,2,,1,,,,,,,,,,,,68,88.50
Vince Williams,2540221,LB,FA,28,27,2.5,4,,,1,,,,,,,1,9,,,69,88.20
Josh Bynes,2530491,LB,BAL,23,23,1,6,2,,,,,,,,,4,2,7,,70,86.73
Christian Jones,2550572,LB,CHI,29,22,2,2,,,1,,,,,,,4,3,,,71,86.40
Troy Reeder,2563313,LB,LA,36,22,,,,2,,,,,,,,,,,,72,85.80
Ben Niemann,2561383,LB,KC,35,21,,1,,,1,,,,,,,1,1,,,73,81.80
Sam Eguavoen,2562038,LB,MIA,22,20,3.5,7,,,1,,,,,,,1,9,,,74,78.90
Tarell Basham,2558165,LB,DAL,18,15,2,3,1,,1,,,,,,1,6,4,1,2,75,75.70
Leonard Floyd,2555285,LB,LA,27,13,3,3,,,,,,,,,,1,12,,,76,75.30
Tyus Bowser,2558166,LB,BAL,20,4,5,3,,1,1,,1,,,,,2,10,,33,77,71.30
Austin Calitro,2558925,LB,CIN,30,10,1,4,,,,,,,,,,1,2,,,78,70.50
Cassius Marsh,2543868,LB,CHI,25,11,2.5,7,,,,,,,,,,,5,,,79,69.30
Kevin Pierre-Louis,2543563,LB,HOU,27,10,,2,1,,,,,,,,,3,2,2,,80,68.97
Quincy Williams,2562954,LB,NYJ,30,18,,2,,,,,,,,,,,,,,81,68.40
Ja'Whaun Bentley,2561143,LB,NE,29,15,,2,,,,,,,,,,1,1,,,82,67.30
Jaylon Ferguson,2562650,LB,BAL,20,11,2.5,6,,,1,,,,,,,1,9,,,83,64.80
L.J. Fort,2535613,LB,BAL,22,15,2,4,,,,,,,,,,1,2,,,84,62.90
Reggie Ragland,2555169,LB,NYG,23,7,2,4,,,1,,1,,,,,,3,,5,85,61.37
Jalen Reeves-Maybin,2557924,LB,DET,28,9,,1,,1,1,,,,,,,,1,,,86,61.30
Josey Jewell,2560763,LB,DEN,21,17,1.5,1,,,2,,,,,,,,2,,,87,56.80
Will Compton,2540013,LB,FA,26,15,,,,,,,,,,,,,,,,88,56.20
