PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Travis Kelce,2540258,TE,KC,,,,4,1,97,1229,5,,,,1,,,,,,,,,,,1,207.50
George Kittle,2558266,TE,SF,,,,22,,85,1053,5,,,,1,7.39,5,85,90,85,107,79,17,13,10,2,189.20
Darren Waller,2552408,TE,LV,,,,5,,90,1145,3,,,,1,3.61,2,90,92,90,117,77,11,7,3,3,177.70
Mark Andrews,2560957,TE,BAL,,,,,,64,852,10,,,,2,6.46,,64,64,64,98,65,15,8,5,4,175.90
Zach Ertz,2540158,TE,ARI,,,,,,88,916,6,,,1,1,,,,,,,,,,,5,171.60
Austin Hooper,2555415,TE,CLE,,,,,,75,787,6,,,1,,4.21,,75,75,75,97,77,18,10,5,6,156.70
Jared Cook,71265,TE,LAC,,,,,,43,705,9,,,,,,,,,,,,,,,7,148.77
Tyler Higbee,2555364,TE,LA,,,,,,69,734,3,,,,,3.71,,69,69,69,89,78,19,14,8,8,129.30
Dallas Goedert,2560995,TE,PHI,,,,,,58,607,5,,,,2,7.88,,58,58,58,87,67,11,8,5,9,122.50
Mike Gesicki,2560994,TE,MIA,,,,,,51,570,5,,,,1,6.67,,51,51,51,89,57,11,5,3,10,113.90
Jason Witten,2505629,TE,FA,,,,,,63,529,4,,,1,1,,,,,,,,,,,11,110.10
Greg Olsen,2495700,TE,FA,,,,,,52,597,2,,,,,,,,,,,,,,,12,97.70
Darren Fells,2540928,TE,TB,,,,,,34,341,7,,,,,7.91,,34,34,34,48,71,12,10,3,13,94.80
Noah Fant,2562383,TE,DEN,,,,-12,,40,562,3,,,,1,3.18,3,40,43,40,66,61,9,1,6,14,94.40
Jonnu Smith,2558207,TE,NE,,,,78,,35,439,3,,,,,6.78,4,35,39,35,44,80,6,6,2,15,94.00
Ryan Griffin,2541316,TE,NYJ,,,,,,34,320,5,,,1,,7.05,,34,34,34,41,83,6,5,4,16,90.30
Tyler Eifert,2540148,TE,FA,,,,,,43,436,3,,,1,,,,,,,,,,,,17,90.20
Jack Doyle,2540232,TE,IND,,,,,,43,448,4,,,,1,6.48,,43,43,43,72,60,14,6,6,18,88.30
Evan Engram,2557858,TE,NYG,,,,7,,44,467,3,,,,,6.17,3,44,47,44,68,65,11,5,3,19,87.40
Jimmy Graham,497236,TE,CHI,,,,,,38,447,3,,,,1,3.86,,38,38,38,60,63,10,5,6,20,79.70
Jacob Hollister,2558956,TE,JAX,,,,,,41,349,3,,,,,7.38,,41,41,41,59,69,12,7,6,21,79.30
Cameron Brate,2550656,TE,TB,,,,,,36,311,4,,,,,7.91,,36,36,36,55,65,7,6,3,22,73.10
Eric Ebron,2543466,TE,PIT,,,,,,31,375,3,,,,,7.57,,31,31,31,52,60,11,6,2,23,72.70
Jordan Akins,2560951,TE,HOU,,,,,,36,418,2,,,,,5.28,,36,36,36,55,65,6,1,1,24,71.80
Gerald Everett,2557889,TE,SEA,,,,,,37,408,2,,,,,3.63,1,37,38,37,60,62,8,8,2,25,71.30
Dawson Knox,2562681,TE,BUF,,,,9,,28,388,2,,,,,6.61,1,28,29,28,50,56,6,2,3,26,65.70
T.J. Hockenson,2562378,TE,DET,,,,,,32,367,2,,,,,6.34,,32,32,32,59,54,7,3,3,27,64.70
Foster Moreau,2562317,TE,LV,,,,,,21,174,5,,,,,3.61,,21,21,21,25,84,7,7,2,28,64.70
Vance McDonald,2540215,TE,FA,,,,2,,38,273,3,,,,1,,,,,,,,,,,29,64.20
Will Dissly,2561046,TE,SEA,,,,7,,23,262,4,,,,1,3.63,1,23,24,23,27,85,6,4,3,30,63.90
Irv Smith,2562738,TE,MIN,,,,,,36,311,2,,,,1,,,,,,,,,,,31,63.50
Hayden Hurst,2560747,TE,ATL,,,,,,30,349,2,,,,,7.68,,30,30,30,39,77,7,3,3,32,61.90
Kaden Smith,2562740,TE,NYG,,,,,,31,268,3,,,,2,6.17,,31,31,31,42,74,6,5,2,33,60.00
Josh Hill,2541834,TE,FA,,,,,,25,226,3,,,,,,,,,,,,,,,34,55.80
Ricky Seals-Jones,2559248,TE,WAS,,,,,,14,229,4,,,,1,6.93,,14,14,14,22,64,6,4,3,35,51.90
Jeremy Sprinkle,2557886,TE,DAL,,,,,,26,241,1,,,,1,6.09,,26,26,26,40,65,4,1,4,36,49.60
Logan Thomas,2543767,TE,WAS,,,,,,16,173,1,,,,,6.93,,16,16,16,28,57,7,5,2,37,46.60
Demetrius Harris,2541187,TE,ARI,,,,,,15,149,3,,,1,,,,,,,,,,,,38,44.10
Maxx Williams,2552468,TE,ARI,,,,,,15,202,1,,,,,,,,,,,,,,,39,40.40
Ross Dwelley,2561060,TE,SF,,,,,,15,91,2,,,,,7.39,,15,15,15,22,68,3,3,2,40,36.30
Derek Carrier,2534241,TE,LV,,,,27,,13,108,1,,,,,3.61,1,13,14,13,19,68,4,3,,41,36.10
Jaeden Graham,2561622,TE,ATL,,,,,,9,149,1,,,,,7.68,,9,9,9,10,90,1,1,,42,34.70
James O'Shaughnessy,2553318,TE,JAX,,,,,,14,153,2,,,,,7.38,,14,14,14,20,70,4,3,2,43,34.30
Anthony Firkser,2558942,TE,TEN,,,,,,14,204,1,,,,,5.94,,14,14,14,24,58,4,2,2,44,33.40
Marcedes Lewis,2495888,TE,GB,,,,,,15,156,1,,,,,6.41,,15,15,15,19,79,2,1,1,45,30.80
Dan Arnold,2559385,TE,JAX,,,,,,8,127,2,,,,,7.38,,8,8,8,14,57,3,1,1,46,28.70
Ian Thomas,2560894,TE,CAR,,,,,,16,136,1,,,,,6.79,,16,16,16,30,53,2,2,2,47,27.60
Nick Vannett,2555289,TE,NO,,,,,,17,166,,,,,,6.31,,17,17,17,22,77,2,1,1,48,26.80
Daniel Brown,2553900,TE,FA,,,,,,7,72,1,,,,,,,,,,,,,,,49,25.10
Jesse James,2552633,TE,CHI,,,,,,16,142,,,,,,3.86,,16,16,16,27,59,2,2,1,50,23.90
Andrew Beck,2562626,TE,DEN,6,,,3,,9,90,1,,,,,3.18,1,9,10,9,12,75,3,3,1,51,23.44
Durham Smythe,2560880,TE,MIA,,,,,,7,65,,,,,,6.67,,7,7,7,14,50,1,,,52,22.70
Hale Hentges,2563066,TE,FA,,,,,,8,103,1,,,,,,,,,,,,,,,53,22.00
Robert Tonyan,2559270,TE,GB,,,,,,10,100,1,,,,,6.41,,10,10,10,15,67,2,2,,54,21.00
MyCole Pruitt,2552401,TE,TEN,,,,,,6,90,1,,,,,5.94,,6,6,6,8,75,2,1,2,55,20.50
Seth DeValve,2556365,TE,FA,,,,,,12,140,,,,,,,,,,,,,,,,56,20.00
Trey Burton,2550284,TE,FA,,,,,,14,84,,,,,,,,,,,,,,,,57,18.80
Cethan Carter,2558929,TE,MIA,,,,,,2,13,1,,,,,6.67,,2,2,2,3,67,1,1,,58,17.50
Tyler Kroft,2552586,TE,NYJ,,,,,,6,71,1,,,,,7.05,,6,6,6,14,43,3,2,1,59,16.10
Mo Alie-Cox,2558832,TE,IND,,,,,,8,93,,,,,,6.48,,8,8,8,11,73,1,,1,60,15.00
Troy Fumagalli,2560734,TE,NE,,,,,,6,38,1,,,,,6.78,,6,6,6,9,67,1,1,1,61,14.50
Lee Smith,2495347,TE,ATL,,,,,,4,31,1,,,,,7.68,,4,4,4,5,80,1,1,1,62,14.50
David Njoku,2557986,TE,CLE,,,,,,5,41,1,,,,,4.21,,5,5,5,10,50,2,1,2,63,14.30
J.P. Holtz,2556852,TE,CHI,,,,,,7,91,,,,,,3.86,,7,7,7,8,88,1,1,,64,14.20
Blake Bell,2552478,TE,KC,,,,,,8,67,,,,,,,,,,,,,,,,65,14.10
Luke Stocker,2495234,TE,MIN,,,,,,8,53,,,,,1,,,,,,,,,,,66,14.10
Stephen Carlson,2563044,TE,CLE,,,,,,5,51,1,,,,,4.21,,5,5,5,7,71,1,1,1,67,13.60
Adam Shaheen,2558144,TE,MIA,,,,,,9,74,,,,1,1,6.67,,9,9,9,13,69,3,,2,68,13.60
Tyler Conklin,2561027,TE,MIN,,,,,,8,58,,,,,,,,,,,,,,,,69,13.20
Johnny Mundt,2558875,TE,LA,,,,,,4,26,,,,,,3.71,,4,4,4,7,57,,,,70,13.20
Geoff Swaim,2553454,TE,TEN,,,,,,13,65,,,,,,5.94,,13,13,13,17,76,2,1,1,71,13.00
