PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Michael Thomas,2556370,WR,NO,,,,-9,,149,1725,9,,,,1,20.04,1,149,150,149,185,81,26,20,11,1,298.10
Chris Godwin,2558105,WR,TB,,,,8,,86,1333,9,,,1,,18.28,1,86,87,86,121,71,14,9,9,2,243.30
Julio Jones,2495454,WR,TEN,,,,-3,,99,1394,6,,,,1,12.40,2,99,101,99,157,63,17,12,8,3,227.70
Kenny Golladay,2558052,WR,NYG,,,,,,65,1190,11,,,,1,13.96,,65,65,65,116,56,16,8,8,4,224.00
Cooper Kupp,2557898,WR,LA,,,,4,,94,1161,10,,,,3,16.21,2,94,96,94,134,70,21,16,7,5,222.60
DeAndre Hopkins,2540165,WR,ARI,6,1,1,18,,104,1165,7,,,1,,,,,,,,,,,,6,218.24
DeVante Parker,2552409,WR,MIA,,,,,,72,1202,9,,,,,11.70,,72,72,72,128,56,16,8,3,7,213.60
Amari Cooper,2552487,WR,DAL,,,,6,,79,1189,8,,,,,13.88,1,79,80,79,119,66,9,6,2,8,208.70
Allen Robinson,2543509,WR,CHI,,,,2,,98,1147,7,,,,,23.34,1,98,99,98,154,64,20,11,9,9,207.60
Mike Evans,2543468,WR,TB,,,,,,67,1157,8,,,1,,18.28,,67,67,67,118,57,18,8,9,10,206.00
Jarvis Landry,2543488,WR,CLE,,,,10,,83,1174,6,,,,,24.77,1,83,84,83,138,60,21,12,10,11,199.30
D.J. Moore,2560813,WR,CAR,,,,40,,87,1175,4,,,,2,19.98,6,87,93,87,135,64,13,9,4,12,192.80
Tyler Lockett,2552430,WR,SEA,,,,-5,,82,1057,8,,,,1,19.85,4,82,86,82,110,75,23,17,3,13,192.20
Robert Woods,2540169,WR,LA,,,,115,1,90,1134,2,,,,,16.21,17,90,107,90,139,65,10,11,2,14,192.10
D.J. Chark,2561018,WR,JAX,,,,20,,73,1008,8,,,1,,16.69,2,73,75,73,118,62,15,6,6,15,191.00
A.J. Brown,2562238,WR,TEN,,,,60,1,52,1051,8,,,,1,12.40,3,52,55,52,84,62,8,5,2,16,190.80
John Brown,2543847,WR,JAX,28,1,,7,,72,1060,6,,,,,16.69,2,72,74,72,115,63,10,6,3,17,185.82
