PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Logan Ryan,2540162,DB,NYG,73,40,4.5,4,4,4,,,,,,,,18,8,16,,1,248.63
Budda Baker,2558009,DB,ARI,104,43,0.5,7,,1,1,,,,,,,6,2,,,2,243.20
Tracy Walker III,2560913,DB,DET,82,21,,6,1,1,,,,,,,,8,,,,3,192.20
Jamal Adams,2557979,DB,SEA,61,14,6.5,10,1,2,1,1,1,,,,,7,13,61,25,4,189.27
Harrison Smith,2532948,DB,MIN,65,20,1,4,3,3,2,,,,,,,11,2,13,,5,186.43
Justin Simmons,2555550,DB,DEN,65,28,,2,4,,,,,,,,,15,,30,,6,186.40
Jordan Poyer,2539290,DB,BUF,71,36,1,4,2,3,3,,,,,,,3,1,,,7,186.00
Shawn Williams,2539233,DB,ATL,80,34,1,5,1,,,,,,,,,3,3,12,,8,185.60
Jessie Bates,2560970,DB,CIN,71,29,,,3,1,1,,,,,,,9,,33,,9,182.50
Malcolm Jenkins,79848,DB,NO,63,18,2.5,6,,4,1,,,,,,1,8,9,,,10,178.00
Marlon Humphrey,2558067,DB,BAL,53,12,,4,3,2,3,,2,,,,1,14,1,14,91,11,176.20
Vonn Bell,2555530,DB,CIN,66,23,1.5,4,1,2,5,,1,,,,,5,4,19,38,12,175.50
Kyle Fuller,2543681,DB,DEN,72,10,,1,3,,,,,,,,,12,,37,,13,173.63
Tyrann Mathieu,2540180,DB,KC,63,12,2,3,4,,,,,,,,,12,2,70,,14,172.53
Kevin King,2557996,DB,GB,56,10,1,3,5,1,,,,,,,,15,1,54,,15,170.50
Tre'Davious White,2557867,DB,BUF,48,10,1,4,6,2,,,,,,,,17,1,57,,16,170.50
Kevin Byard,2555158,DB,TEN,60,24,,2,5,,,,,,,,,9,,79,,17,168.43
Tre Flowers,2560728,DB,CIN,65,17,2,2,3,1,1,,,,,,,8,2,,,18,167.10
Adrian Amos,2552385,DB,GB,68,16,1,4,2,,,,,,,,,8,2,12,,19,164.80
Tavon Wilson,2534830,DB,SF,69,29,1,3,,,2,,,,,,,5,2,,14,20,162.97
Erik Harris,2555568,DB,ATL,64,10,,1,3,,,2,,,,,,8,,145,,21,162.03
Minkah Fitzpatrick,2560725,DB,PIT,44,25,,1,5,2,3,1,1,,,,,9,1,130,79,22,161.77
Terrell Edmunds,2560712,DB,PIT,71,34,,2,,,,,,,,,,3,2,,,23,159.40
Carlton Davis,2561039,DB,TB,54,6,,3,1,1,1,,,,,,,19,,,6,24,156.80
Levi Wallace,2560914,DB,BUF,66,10,,4,2,,,,,,,,,9,,2,,25,155.77
Byron Murphy,2562318,DB,ARI,66,12,,3,1,,,,,,,,,10,,,,26,154.80
Janoris Jenkins,2532875,DB,TEN,50,11,,,5,,,,,,,,,16,,84,,27,154.10
Marcus Peters,2552488,DB,BAL,40,13,,1,5,,1,3,,,,,,14,,210,,28,152.40
Ricardo Allen,2543850,DB,CIN,54,31,,4,2,,,,,,,,,8,,29,,29,150.57
Jaire Alexander,2560952,DB,GB,50,8,,2,2,1,1,,,,,,,17,,37,,30,149.63
Charvarius Ward,2561417,DB,KC,56,18,,,2,1,,,,,,1,,10,,10,,31,149.43
Mike Hilton,2556559,DB,CIN,52,13,1.5,6,1,1,1,,,,,,,11,5,1,,32,148.83
Kareem Jackson,496735,DB,DEN,48,23,,4,2,1,,,1,,,,,10,,28,70,33,148.77
Chidobe Awuzie,2557840,DB,CIN,48,31,,1,1,,1,,,,,,,14,1,,,34,147.90
Eric Rowe,2552255,DB,MIA,54,27,,1,1,1,,1,,,,,,8,,35,,35,147.07
Jabrill Peppers,2557980,DB,NYG,51,25,,5,1,3,,1,,,,,,5,2,32,,36,146.77
Jarrod Wilson,2556711,DB,NYJ,57,22,,6,2,1,,,,,,,,4,2,4,,37,145.13
Tre Boston,2543830,DB,FA,53,15,,1,3,,,,,,,,,11,1,20,,38,142.77
James Bradberry,2555175,DB,NYG,51,14,1,1,3,,,,,,,,,12,1,,,39,142.40
Richard Sherman,2495507,DB,TB,48,13,,2,3,,,1,,,,,,11,,65,,40,139.17
Xavier Woods,2558159,DB,MIN,52,25,,1,2,2,1,,,,,,,5,,38,9,41,138.97
Chuck Clark,2558248,DB,BAL,45,28,1,2,1,2,,,,,,,,9,3,12,,42,138.80
Kenny Vaccaro,2539320,DB,FA,51,33,1,3,1,,,,,,,,,5,6,2,,43,138.67
Ronnie Harrison,2561008,DB,CLE,44,27,2,2,2,,1,,,,,,,9,1,66,,44,136.60
Anthony Harris,2553655,DB,PHI,35,25,,1,6,,1,1,,,,,,11,1,42,,45,136.40
Marcus Williams,2558847,DB,NO,40,15,,,4,1,,1,,,,,,13,,56,,46,135.87
Justin Coleman,2553637,DB,MIA,47,7,,,1,3,1,,,,,,,13,1,55,,47,135.33
Jordan Whitehead,2560930,DB,TB,50,19,,4,1,,1,,,,,,,9,1,11,,48,134.07
Devin McCourty,494287,DB,NE,46,12,,,5,2,1,,,,,,,7,,49,,49,132.43
Micah Hyde,2539240,DB,BUF,50,22,,1,1,2,1,,,,,,,2,1,,31,50,128.13
Eddie Jackson,2558176,DB,CHI,51,9,1,5,2,1,1,,,,,,,5,,18,3,51,128.10
Marshon Lattimore,2558061,DB,NO,46,11,,1,1,,,,,,,,,14,,,,52,127.00
Ross Cockrell,2543799,DB,TB,48,14,,3,2,,,,,,,,,8,,70,,53,126.63
Isaiah Oliver,2560830,DB,ATL,50,12,,,,1,,,,,,,,11,1,,,54,126.10
Shaquill Griffin,2558259,DB,JAX,45,20,,2,,,,,,,,,,12,,,,55,125.50
