PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Amari Cooper,2552487,WR,DAL,@TB,,,,,,13,139,2,,,,,63.50,,13,13,13,17,76,3,3,,1,32.40
Tyreek Hill,2556214,WR,KC,CLE,,,,4,,11,197,1,,,,,40.70,1,11,12,11,15,73,2,2,,2,31.60
Deebo Samuel,2562721,WR,SF,@DET,,,,,,9,189,1,,,,1,37.90,,9,9,9,12,75,1,1,,3,27.40
Adam Thielen,2541785,WR,MIN,@CIN,,,,,,9,92,2,,,,,48.44,,9,9,9,10,90,1,1,1,4,25.70
Corey Davis,2557848,WR,NYJ,@CAR,,,,,,5,97,2,,,,,36.50,,5,5,5,7,71,2,2,2,5,24.20
Tyler Lockett,2552430,WR,SEA,@IND,,,,,,4,100,2,,,,,43.50,,4,4,4,5,80,,,,6,24.00
DeAndre Hopkins,2540165,WR,ARI,@TEN,,,,,,6,83,2,,,,,57.10,,6,6,6,8,75,2,2,1,7,23.30
Christian Kirk,2560781,WR,ARI,@TEN,,,,,,5,70,2,,,,,57.10,,5,5,5,5,100,2,2,1,8,21.50
Antonio Brown,2508061,WR,TB,DAL,,,,6,,5,121,1,,,,,47.50,1,5,6,5,7,71,,,,9,21.20
Sterling Shepard,2555295,WR,NYG,DEN,,,,,,7,113,1,,,,,39.10,,7,7,7,9,78,1,1,,10,20.80
Chris Godwin,2558105,WR,TB,DAL,,,,,,9,105,1,,,,1,47.50,,9,9,9,13,69,4,4,1,11,20.70
Cooper Kupp,2557898,WR,LA,CHI,,,,,,7,108,1,,,,,49.30,,7,7,7,10,70,2,1,1,12,20.30
CeeDee Lamb,2563848,WR,DAL,@TB,,,,,,7,104,1,,,,,63.50,,7,7,7,15,47,2,,,13,19.90
Ja'Marr Chase,2565941,WR,CIN,MIN,,,,-2,,5,101,1,,,,,37.90,1,5,6,5,7,71,,,,14,18.40
Zach Pascal,2558877,WR,IND,SEA,,,,,,4,43,2,,,,,32.60,,4,4,4,5,80,2,2,2,15,18.30
Mike Williams,2558846,WR,LAC,@WAS,,,,,,8,82,1,,,,,43.80,,8,8,8,12,67,2,1,1,16,18.20
A.J. Brown,2562238,WR,TEN,ARI,,,,,,4,49,1,,,,,32.10,,4,4,4,8,50,1,1,,17,18.00
Jarvis Landry,2543488,WR,CLE,@KC,,,,13,1,5,71,,,,,,27.90,2,5,7,5,5,100,,1,,18,16.90
Marquise Brown,2562379,WR,BAL,@LV,,,,5,,6,69,1,,,,,28.10,1,6,7,6,6,100,1,1,,19,16.40
Marvin Jones,2532884,WR,JAX,@HOU,,,,,,5,77,1,,,,,42.80,,5,5,5,9,56,3,1,2,20,16.20
D.J. Chark,2561018,WR,JAX,@HOU,,,,,,3,86,1,,,,,42.80,,3,3,3,12,25,,,,21,16.10
DeVonta Smith,2566409,WR,PHI,@ATL,,,,,,6,71,1,,,,,34.60,,6,6,6,8,75,1,1,,22,16.10
Nelson Agholor,2552600,WR,NE,MIA,,,,,,5,72,1,,,,,25.30,,5,5,5,7,71,1,1,1,23,15.70
Brandin Cooks,2543498,WR,HOU,JAX,,,,,,5,132,,,,,,32.50,,5,5,5,7,71,,,,24,15.70
Van Jefferson,2564358,WR,LA,CHI,,,,,,2,80,1,,,,,49.30,,2,2,2,3,67,,,,25,15.00
Deonte Harris,2563155,WR,NO,GB,,,,,,2,72,1,,,,,23.60,,2,2,2,2,100,,,,26,14.20
Jaylen Waddle,2566292,WR,MIA,@NE,,,,,,4,61,1,,,,,25.80,,4,4,4,5,80,1,1,1,27,14.10
DK Metcalf,2562685,WR,SEA,@IND,,,,,,4,60,1,,,,,43.50,,4,4,4,5,80,1,1,,28,14.00
Jalen Reagor,2564850,WR,PHI,@ATL,,,,,,6,49,1,,,,,34.60,,6,6,6,6,100,,,,29,13.90
Tee Higgins,2563731,WR,CIN,MIN,,,,,,4,58,1,,,,,37.90,,4,4,4,5,80,2,2,1,30,13.80
Keenan Allen,2540154,WR,LAC,@WAS,,,,,,9,100,,,,,1,43.80,,9,9,9,13,69,4,3,,31,12.50
D.J. Moore,2560813,WR,CAR,NYJ,,,,14,,6,80,,,,,,28.70,1,6,7,6,8,75,,,,32,12.40
