PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Sam LaPorta,2569726,TE,DET,@NO,,,,,,9,140,1,,,,,8.80,1,24.50,15.7
Trey McBride,2568117,TE,ARI,@PIT,,,,,,8,89,1,,,,,8.64,2,18.90,10.26
Evan Engram,2557858,TE,JAX,CIN,,,,,,9,82,1,,,,,8.90,3,18.70,9.8
Jake Ferguson,2567496,TE,DAL,SEA,,,,,,6,77,1,,,,,6.52,4,16.70,10.18
Taysom Hill,2558954,TE,NO,DET,,,,59,1,2,15,,,,,,13.52,5,15.90,2.38
Harrison Bryant,2563767,TE,CLE,@LA,,,,,,5,49,1,,,,,1.22,6,14.90,13.68
Travis Kelce,2540258,TE,KC,@GB,,,,,,4,81,,,,,,13.14,7,10.10,-3.04
Kylen Granson,2566145,TE,IND,@TEN,,,,2,,3,72,,,,,,3.34,8,8.90,5.56
Chigoziem Okonkwo,2567658,TE,TEN,IND,,,,2,,3,62,,,,,,5.26,9,8.90,3.64
George Kittle,2558266,TE,SF,@PHI,,,,,,4,68,,,,,,12.09,10,8.80,-3.29
Brevin Jordan,2566130,TE,HOU,DEN,,,,,,3,64,,,,,,2.52,11,7.90,5.38
Jimmy Graham,497236,TE,NO,DET,,,,,,1,6,1,,,,,0.79,12,7.10,6.31
Kyle Pitts,2565830,TE,ATL,@NYJ,,,,,,4,51,,,,,,7.07,13,7.10,0.03
Noah Gray,2566178,TE,KC,@GB,,,,,,1,2,1,,,,,3.07,14,6.70,3.63
Ben Sims,2571198,TE,GB,KC,,,,,,1,1,1,,,,,1.05,15,6.60,5.55
Gerald Everett,2557889,TE,LAC,@NE,,,,,,4,44,,,,,,6.71,16,6.40,-0.31
Noah Fant,2562383,TE,SEA,@DAL,,,,,,3,43,,,,,,3.76,17,5.80,2.04
Tanner Hudson,2561215,TE,CIN,@JAX,,,,,,4,35,,,,,,5.54,18,5.50,-0.04
Tucker Kraft,2569768,TE,GB,KC,,,,,,3,37,,,,,,3.58,19,5.20,1.62
Tyler Conklin,2561027,TE,NYJ,ATL,,,,,,3,35,,,,,,5.38,20,5.00,-0.38
Tyler Higbee,2555364,TE,LA,CLE,,,,,,2,35,,,,,,5.41,21,4.50,-0.91
Pat Freiermuth,2566442,TE,PIT,ARI,,,,,,3,29,,,,,,7.20,22,4.40,-2.8
Foster Moreau,2562317,TE,NO,DET,,,,,,2,28,,,,,,1.19,23,3.80,2.61
Julian Hill,2571129,TE,MIA,@WAS,,,,,,2,23,,,,,,0.54,24,3.30,2.76
David Njoku,2557986,TE,CLE,@LA,,,,,,2,17,,,,,,8.72,25,2.70,-6.02
Hunter Henry,2555341,TE,NE,LAC,,,,,,2,15,,,,,,5.85,26,2.50,-3.35
Donald Parham,2562394,TE,LAC,@NE,,,,,,2,12,,,,,,3.41,27,2.20,-1.21
Stephen Sullivan,2565192,TE,CAR,@TB,,,,,,1,16,,,,,,2.98,28,2.10,-0.88
Josh Whyle,2569810,TE,TEN,IND,,,,,,1,16,,,,,,1.55,29,2.10,0.55
Charlie Woerner,2565129,TE,SF,@PHI,,,,,,,,,,,,,0.36,30,2.10,1.74
Jonnu Smith,2558207,TE,ATL,@NYJ,,,,,,2,10,,,,,,4.42,31,2.00,-2.42
Logan Thomas,2543767,TE,WAS,MIA,,,,,,,,,,,1,,6.44,32,2.00,-4.44
Jeremy Ruckert,2568042,TE,NYJ,ATL,,,,,,1,12,,,,,,2.49,33,1.70,-0.79
Luke Schoonmaker,2569690,TE,DAL,SEA,,,,,,1,12,,,,,,1.49,34,1.70,0.21
Drew Sample,2562720,TE,CIN,@JAX,,,,,,1,11,,,,,,1.94,35,1.60,-0.34
Chris Manhertz,2552622,TE,DEN,@HOU,,,,,,,,,,,,,0.39,36,1.50,1.11
Brady Russell,2570635,TE,SEA,@DAL,,,,,,,,,,,,,0.47,37,1.50,1.03
Irv Smith,2562738,TE,CIN,@JAX,,,,,,,,,,,,,1.89,38,1.50,-0.39
Luke Farrell,2566160,TE,JAX,CIN,,,,,,1,9,,,,,,2.32,39,1.40,-0.92
Will Mallory,2569849,TE,IND,@TEN,,,,,,2,4,,,,,,2.03,40,1.40,-0.63
Brock Wright,2567221,TE,DET,@NO,,,,,,1,8,,,,,,1.37,41,1.30,-0.07
Jordan Akins,2560951,TE,CLE,@LA,,,,,,1,6,,,,,,1.22,42,1.10,-0.12
Ian Thomas,2560894,TE,CAR,@TB,,,,,,1,6,,,,,,2.03,43,1.10,-0.93
Adam Trautman,2564703,TE,DEN,@HOU,,,,,,1,6,,,,,,3.02,44,1.10,-1.92
Andrew Beck,2562626,TE,HOU,DEN,,,,,,1,5,,,,,,1.95,45,1.00,-0.95
Eric Saubert,2558023,TE,HOU,DEN,,,,,,1,5,,,,,,0.88,46,1.00,0.12
Cole Turner,2568354,TE,WAS,MIA,,,,,,1,2,,,,,,0.77,47,0.70,-0.07
Blake Bell,2552478,TE,KC,@GB,,,,,,,,,,,,,0.43,48,0.60,0.17
Ko Kieft,2568306,TE,TB,CAR,,,,,,,,,,,,,0.52,49,0.60,0.08
Hunter Long,2566286,TE,LA,CLE,,,,,,,,,,,,,0.49,50,0.60,0.11
Nate Adkins,2570930,TE,DEN,@HOU,,,,,,,,,,,,,0.00,51,0.00,0.0
Mo Alie-Cox,2558832,TE,IND,@TEN,,,,,,,,,,,,,1.01,52,0.00,-1.01
Austin Allen,2569122,TE,FA,Bye,,,,,,,,,,,,,,53,0.00,
Chase Allen,2567364,TE,FA,Bye,,,,,,,,,,,,,,54,0.00,
Davis Allen,2570017,TE,LA,CLE,,,,,,,,,,,,,0.51,55,0.00,-0.51
Mark Andrews,2560957,TE,BAL,Bye,,,,,,,,,,,,,,56,0.00,
J.J. Arcega-Whiteside,2562466,TE,FA,Bye,,,,,,,,,,,,,,57,0.00,
Dan Arnold,2559385,TE,FA,Bye,,,,,,,,,,,,,,58,0.00,
Devin Asiasi,2564586,TE,TEN,IND,,,,,,,,,,,,,0.00,59,0.00,0.0
John Bates,2566580,TE,WAS,MIA,,,,,,,,,,,,,1.53,60,0.00,-1.53
Daniel Bellinger,2567985,TE,NYG,Bye,,,,,,,,,,,,,,61,0.00,
Kendall Blanton,2562234,TE,FA,Bye,,,,,,,,,,,,,,62,0.00,
Nick Bowers,2564415,TE,MIA,@WAS,,,,,,,,,,,,,0.00,63,0.00,0.0
