PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Antoine Winfield Jr.,2565261,DB,TB,CAR,6,2,1,2,1,,,,,,,,,3,1,,,10.22,1,26.70,16.48
Derek Stingley Jr.,2567694,DB,HOU,DEN,1,,,,2,,,,,,,,,4,,3,,8.06,2,18.60,10.54
Jessie Bates,2560970,DB,ATL,@NYJ,5,2,,,1,,,,,,,,,2,,,,10.16,3,17.20,7.04
Ambry Thomas,2566547,DB,SF,@PHI,6,1,,,,,,,,,,,,3,,,,4.93,4,17.10,12.17
Riq Woolen,2568288,DB,SEA,@DAL,8,,,,,,,,,,,,,2,,,,6.55,5,17.00,10.45
Charvarius Ward,2561417,DB,SF,@PHI,4,1,,,,,,,,,,,,4,,,,9.08,6,16.60,7.52
Derwin James,2560760,DB,LAC,@NE,7,2,1,1,,,,,,,,,,,1,,,9.96,7,15.70,5.74
P.J. Locke,2563012,DB,DEN,@HOU,6,2,1,2,,,,,,,,,,,1,,,4.30,8,15.70,11.4
Amani Hooker,2562666,DB,TEN,IND,4,1,,,,,,,,,,1,,2,,,,9.18,9,15.60,6.42
John Johnson,2558183,DB,LA,CLE,1,5,,,1,,,,,,,,,2,,42,,8.74,10,14.40,5.66
Jordan Battle,2569648,DB,CIN,@JAX,4,3,1,1,,,,,,,,,,1,1,,,8.24,11,14.30,6.06
DaRon Bland,2567490,DB,DAL,SEA,5,1,,,1,,,,,,,,,1,,,,9.89,12,14.10,4.21
Justin Reid,2560851,DB,KC,@GB,9,1,,,,,,,,,,,,,,,,9.21,13,14.10,4.89
Jamal Adams,2557979,DB,SEA,@DAL,7,3,,1,,,,,,,,,,,,,,8.89,14,13.80,4.91
Gregory Junior,2567748,DB,JAX,CIN,5,1,,2,,,,,,,,,,1,,,,0.93,15,13.60,12.67
Brian Branch,2569729,DB,DET,@NO,3,4,,,1,,,,,,,,,1,,13,,10.07,16,13.33,3.26
Budda Baker,2558009,DB,ARI,@PIT,6,2,,2,,,,,,,,,,,,,,9.61,17,13.20,3.59
Paulson Adebo,2566346,DB,NO,DET,6,2,,,,,,,,,,,,1,,,,9.55,18,12.70,3.15
Chidobe Awuzie,2557840,DB,CIN,@JAX,6,2,,,,,,,,,,,,1,,,,7.60,19,12.70,5.1
Deane Leonard,2568180,DB,LAC,@NE,6,2,,,,,,,,,,,,1,,,,8.69,20,12.70,4.01
Jimmie Ward,2543741,DB,HOU,DEN,4,1,,,1,,,,,,,,,1,,,,8.61,21,12.60,3.99
Nick Cross,2567700,DB,IND,@TEN,4,1,,,,,,,,,,,1,1,,,,0.93,22,12.10,11.17
Desmond King,2557927,DB,HOU,DEN,5,5,,1,,,,,,,,,,,,,,1.20,23,12.00,10.8
DJ Turner II,2569654,DB,CIN,@JAX,8,,,,,,,,,,,,,,,,,6.60,24,12.00,5.4
Keisean Nixon,2562938,DB,GB,KC,3,2,,,1,,,,,,,,,1,,2,,7.45,25,11.77,4.32
Darrell Baker Jr.,2569161,DB,IND,@TEN,4,1,,,,,,,,,,,,2,,,,6.92,26,11.60,4.68
Christian Izien,2571593,DB,TB,CAR,5,,,,,1,,,,,,,,,,,,6.39,27,11.00,4.61
Devon Witherspoon,2570323,DB,SEA,@DAL,4,4,,,,,,,,,,,,1,,,,11.08,28,10.90,-0.18
Rayshawn Jenkins,2558182,DB,JAX,CIN,5,3,,1,,,,,,,,,,,,,,8.89,29,10.80,1.91
Corey Ballentine,2562228,DB,GB,KC,5,5,,,,,,,,,,,,,,,,8.71,30,10.50,1.79
Jalen Pitre,2567688,DB,HOU,DEN,6,,,1,,,,,,,,,,,,,,10.00,31,10.50,0.5
Mike Hilton,2556559,DB,CIN,@JAX,2,3,,2,,,,,,,,,,1,,,,8.11,32,10.30,2.19
Quan Martin,2570377,DB,WAS,MIA,5,2,,1,,,,,,,,,,,,,,6.91,33,10.20,3.29
Darious Williams,2561469,DB,JAX,CIN,5,2,,1,,,,,,,,,,,,,,8.30,34,10.20,1.9
J.C. Jackson,2560754,DB,NE,LAC,3,1,,,,,,,,,,,,2,,,,7.62,35,10.10,2.48
Daxton Hill,2567451,DB,CIN,@JAX,4,2,,,,,,,,,,,,1,,,,9.48,36,9.70,0.22
Jonathan Jones,2556571,DB,NE,LAC,4,2,,,,,,,,,,,,1,,,,7.57,37,9.70,2.13
Andre Cisco,2566154,DB,JAX,CIN,6,1,,,,,,,,,,,,,,,,8.12,38,9.60,1.48
Bryan Cook,2567787,DB,KC,@GB,6,1,,,,,,,,,,,,,,,,5.42,39,9.60,4.18
Kenny Moore II,2558976,DB,IND,@TEN,6,1,,,,,,,,,,,,,,,,10.17,40,9.60,-0.57
Jourdan Lewis,2557920,DB,DAL,SEA,3,,,,,,,,,,,,,2,,,,6.40,41,9.50,3.1
Martin Emerson,2567466,DB,CLE,@LA,3,4,,,,,,,,,,,,1,,,,8.24,42,9.40,1.16
Tony Adams,2568444,DB,NYJ,ATL,5,3,,,,,,,,,,,,,,,,8.14,43,9.30,1.16
Jaycee Horn,2565893,DB,CAR,@TB,4,1,,,,,,,,,,,,1,,,,6.88,44,9.10,2.22
Kerby Joseph,2567550,DB,DET,@NO,4,1,,,,,,,,,,,,1,,,,9.68,45,9.10,-0.58
Derion Kendrick,2567841,DB,LA,CLE,3,1,,1,,,,,,,,,,1,,,,7.60,46,9.10,1.5
Asante Samuel Jr.,2566511,DB,LAC,@NE,4,1,,,,,,,,,,,,1,,,,7.98,47,9.10,1.12
Pat Surtain II,2566043,DB,DEN,@HOU,4,1,,,,,,,,,,,,1,,,,7.43,48,9.10,1.67
Mike Ford,2561527,DB,CLE,@LA,6,,,,,,,,,,,,,,,,,3.20,49,9.00,5.8
Juan Thornhill,2562761,DB,CLE,@LA,5,2,,,,,,,,,,,,,,,,7.82,50,8.70,0.88
Tracy Walker III,2560913,DB,DET,@NO,5,2,,,,,,,,,,,,,,,,8.89,51,8.70,-0.19
Julian Blackmon,2564103,DB,IND,@TEN,6,1,,,,,1,,,,,,,,,,2,9.15,52,8.67,-0.48
Xavier Woods,2558159,DB,CAR,@TB,1,2,,,1,,,,,,,,,1,,-3,,8.14,53,8.60,0.46
Ashtyn Davis,2564793,DB,NYJ,ATL,2,,,1,,,,,,,1,,,,,,,1.76,54,8.50,6.74
Darnell Savage,2562724,DB,GB,KC,4,,,,,,,,,,,,,1,,,,7.33,55,8.50,1.17
