PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,Rank,TotalPoints
Chase McLaughlin,2563203,K,TB,NYJ,2,,,1,2,,2,,,,1,20.00
Jason Myers,2553112,K,SEA,NO,5,,,,1,1,1,,,,2,17.00
Ryan Fitzgerald,2573979,K,CAR,ATL,3,,,,1,1,1,,,,3,15.00
Joshua Karty,2572201,K,LAR,@PHI,2,,,1,1,1,1,,,1,4,15.00
Will Reichard,2572273,K,MIN,CIN,6,,,,1,,1,,,,5,14.00
Joey Slye,2563132,K,TEN,IND,2,,,,,1,1,,,,6,13.10
Matt Gay,2562271,K,WAS,LV,5,,,,,1,1,,,1,7,13.00
Cameron Dicker,2568435,K,LAC,DEN,2,,,1,1,1,,,,,8,12.00
Eddy Pineiro,2560842,K,SF,ARI,1,,,,2,,1,,,,9,12.00
Spencer Shrader,2573175,K,IND,@TEN,5,,,1,1,,,,,,10,11.00
Jake Bates,2571759,K,DET,@BAL,5,,,,,1,,,,,11,10.50
Nick Folk,2507225,K,NYJ,@TB,3,,,,1,1,,,,,12,10.00
Harrison Butker,2558245,K,KC,@NYG,1,1,,1,,1,1,,,,13,9.00
Wil Lutz,2556601,K,DEN,@LAC,2,,,1,,1,,,,,14,9.00
Andre Szmyt,2570470,K,CLE,GB,1,,,,1,,1,,,,15,9.00
Brandon Aubrey,2571750,K,DAL,@CHI,,,,,1,,1,,,,16,8.00
Blake Grupe,2571234,K,NO,@SEA,1,,,2,,,,,,,17,7.00
Tyler Loop,2573940,K,BAL,DET,3,,,,,1,,,,,18,7.00
Matt Prater,2506677,K,BUF,MIA,4,,,,,1,,,,1,19,7.00
Chad Ryland,2570125,K,ARI,@SF,1,,,1,1,,,,,,20,7.00
Cairo Santos,2550636,K,CHI,DAL,4,,,,1,,,,,,21,7.00
Evan McPherson,2565953,K,CIN,@MIN,1,,,,,1,,,,,22,5.00
Daniel Carlson,2560993,K,LV,@WAS,1,,,,1,,,,,,23,4.00
Ka'imi Fairbairn,2556521,K,HOU,@JAX,1,,,1,,,,,,,24,4.00
Cam Little,2572147,K,JAX,HOU,2,,,,1,,,,,,25,4.00
Chris Boswell,2550545,K,PIT,@NE,3,,,,,,,,,,26,3.00
Jake Elliott,2558172,K,PHI,LAR,3,,,,,,,,,,27,3.00
Graham Gano,71309,K,NYG,KC,,,,1,,,,,,,28,3.00
Brandon McManus,2541556,K,GB,@CLE,1,,,,1,,,,,,29,3.00
Riley Patterson,2567013,K,MIA,@BUF,3,,,,,,,,,,30,3.00
Andy Borregales,2574365,K,NE,PIT,2,,,,,,,,,,31,2.00
Tyler Bass,2563596,K,BUF,MIA,,,,,,,,,,,32,0.00
Anders Carlson,2569750,K,FA,Bye,,,,,,,,,,,33,0.00
Ryan Coe,2574584,K,FA,Bye,,,,,,,,,,,34,0.00
Caden Davis,2574436,K,FA,Bye,,,,,,,,,,,35,0.00
Zane Gonzalez,2558178,K,FA,Bye,,,,,,,,,,,36,0.00
Alex Hale,2573890,K,FA,Bye,,,,,,,,,,,37,0.00
Dustin Hopkins,2539227,K,FA,Bye,,,,,,,,,,,38,0.00
John Hoyland,2573932,K,FA,Bye,,,,,,,,,,,39,0.00
Greg Joseph,2561534,K,FA,Bye,,,,,,,,,,,40,0.00
Jonathan Kim,2574013,K,FA,Bye,,,,,,,,,,,41,0.00
Younghoe Koo,2559205,K,NYG,KC,,,,,,,,,,,42,0.00
Lenny Krieg,2573911,K,ATL,@CAR,,,,,,,,,,,43,0.00
Jude McAtamney,2573503,K,NYG,KC,,,,,,,,,,,44,0.00
Mark McNamee,2574637,K,GB,@CLE,,,,,,,,,,,45,0.00
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,46,0.00
Jake Moody,2570308,K,CHI,DAL,,,,,,,,,,,47,0.00
Jason Sanders,2561153,K,MIA,@BUF,,,,,,,,,,,48,0.00
Ben Sauls,2574499,K,ATL,@CAR,,,,,,,,,,,49,0.00
Charlie Smyth,2572330,K,NO,@SEA,,,,,,,,,,,50,0.00
Maddux Trujillo,2574200,K,FA,Bye,,,,,,,,,,,51,0.00
Justin Tucker,2536340,K,FA,Bye,,,,,,,,,,,52,0.00
Matthew Wright,2562968,K,FA,Bye,,,,,,,,,,,53,0.00
Cade York,2567487,K,FA,Bye,,,,,,,,,,,54,0.00
Greg Zuerlein,2534797,K,FA,Bye,,,,,,,,,,,55,0.00
John Parker Romo,2569101,K,ATL,@CAR,,,,,,,,,,,56,-1.00
