PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
George Karlaftis,2567796,DL,KC,@NYG,8,2,1,3,,,,,,,,,,1,5,,,1,24.70
Jordan Davis,2568069,DL,PHI,LAR,4,1,1,1,,,,,,1,,,1,,1,,,2,17.60
Cameron Heyward,2508109,DL,PIT,@NE,3,3,1,,,1,,,,,,,,1,1,,,3,14.80
Al-Quadin Muhammad,2558131,DL,DET,@BAL,3,1,2.5,2,,,,,,,,,,,3,,,4,14.60
Tyquan Lewis,2560791,DL,IND,@TEN,3,,2,3,,,,,,,,,,,2,,,5,14.00
Maxx Crosby,2562439,DL,LV,@WAS,4,3,1,2,,,,,,,,,,,2,,,6,13.80
Rashan Gary,2562376,DL,GB,@CLE,3,,2,2,,,,,,,,,,,3,,,7,13.00
Bryce Huff,2565510,DL,SF,ARI,2,3,1,1,,,,,,,,,,1,2,,,8,11.80
Dorance Armstrong,2560959,DL,WAS,LV,3,2,1,2,,,,,,,,,,,1,,,9,11.20
Kris Jenkins,2571928,DL,CIN,@MIN,2,4,1.5,1,,,,,,,,,,,2,,,10,10.90
John Jenkins,2539231,DL,BAL,DET,5,3,,1,,,,,,,,,,,,,,11,10.80
Aidan Hutchinson,2567547,DL,DET,@BAL,2,,1,1,,1,,,,,,,,,1,,,12,10.50
Maliek Collins,2555400,DL,CLE,GB,2,3,1.5,1,,,,,,,,,,,2,,,13,10.30
Mike Morris,2570317,DL,SEA,NO,3,2,,1,,,,,,,,,,1,1,,,14,10.20
Daron Payne,2560834,DL,WAS,LV,4,2,,1,,,,,,,,,,,2,,,15,9.70
Will Anderson Jr.,2569834,DL,HOU,@JAX,3,1,1,1,,,,,,,,,,,2,,,16,9.60
Dominique Robinson,2567421,DL,CHI,DAL,3,1,1,1,,,,,,,,,,,1,,,17,9.10
Harrison Phillips,2560840,DL,NYJ,@TB,1,5,0.5,,,1,,,,,,,,,,,,18,9.00
D.J. Jones,2558265,DL,DEN,@LAC,2,,1,2,,,,,,,,,,,1,,,19,8.50
Will McDonald IV,2570191,DL,NYJ,@TB,1,,,,,,,,,1,,,1,,,,,20,8.50
Myles Garrett,2557965,DL,CLE,GB,2,4,0.5,1,,,,,,,,,,,1,,,21,8.40
John Franklin-Myers,2560731,DL,DEN,@LAC,2,1,1,1,,,,,,,,,,,2,,,22,8.10
Levi Drake Rodriguez,2572276,DL,MIN,CIN,3,1,,2,,,,,,,,,,,,,,23,8.10
Poona Ford,2561195,DL,LAR,@PHI,2,1,1,1,,,,,,,,,,,1,,,24,7.60
Byron Murphy II,2572531,DL,SEA,NO,2,1,1,1,,,,,,,,,,,1,,,25,7.60
Montez Sweat,2562749,DL,CHI,DAL,2,,1,1,,,,,,,,,,,2,,,26,7.50
Grover Stewart,2558766,DL,IND,@TEN,1,4,,,,,,,,,,,1,,1,,,27,7.40
Quinnen Williams,2562599,DL,NYJ,@TB,3,2,,1,,,,,,,,,,,,,,28,7.20
Thomas Booker,2567670,DL,LV,@WAS,2,1,,,,1,,,,,,,,,,,,29,7.10
Abdul Carter,2574417,DL,NYG,KC,3,1,,1,,,,,,,,,,,1,,,30,7.10
Derrick Harmon,2574493,DL,PIT,@NE,2,,1,1,,,,,,,,,,,1,,,31,7.00
Kwity Paye,2565612,DL,IND,@TEN,2,,1,1,,,,,,,,,,,1,,,32,7.00
Adam Butler,2558924,DL,LV,@WAS,4,1,,,,,,,,,,,,,,,,33,6.60
Shelby Harris,2549926,DL,CLE,GB,1,1,,1,,,,,,,,,1,,,,,34,6.60
Marshawn Kneeland,2571976,DL,DAL,@CHI,2,1,,2,,,,,,,,,,,,,,35,6.60
Zach Sieler,2561129,DL,MIA,@BUF,4,1,,,,,,,,,,,,,,,,36,6.60
Jalen Redmond,2570792,DL,MIN,CIN,2,,,,,1,,,,,,,,,,,,37,6.50
Dalvin Tomlinson,2557846,DL,ARI,@SF,3,,,1,,,,,,,,,,,1,,,38,6.50
DeForest Buckner,2555275,DL,IND,@TEN,3,2,,,,,,,,,,,,,1,,,39,6.20
Leonard Williams,2552486,DL,SEA,NO,2,2,0.5,,,,,,,,,,,,2,,,40,6.20
Neville Gallimore,2563842,DL,IND,@TEN,1,,1,1,,,,,,,,,,,2,,,41,6.00
Chris Jones,2556369,DL,KC,@NYG,1,,1,1,,,,,,,,,,,2,,,42,6.00
LaCale London,2565405,DL,ATL,@CAR,3,,,1,,,,,,,,,,,,,,43,6.00
Sam Okuayinonu,2568831,DL,SF,ARI,2,5,,,,,,,,,,,,,,,,44,6.00
Milton Williams,2566418,DL,NE,PIT,2,,,2,,,,,,,,,,,,,,45,6.00
Sam Williams,2567514,DL,DAL,@CHI,2,,,,,,,,,,,,,1,1,,,46,6.00
Jalen Carter,2570203,DL,PHI,LAR,,3,,,,,,,,,,,1,,2,,,47,5.80
Adin Huntington,2574048,DL,CLE,GB,2,2,0.5,,,,,,,,,,,,1,,,48,5.70
Cameron Jordan,2495184,DL,NO,@SEA,2,2,,1,,,,,,,,,,,,,,49,5.70
Javontae Jean-Baptiste,2572570,DL,WAS,LV,1,,1,1,,,,,,,,,,,1,,,50,5.50
Joseph Ossai,2565956,DL,CIN,@MIN,1,,1,1,,,,,,,,,,,1,,,51,5.50
Tim Settle,2560871,DL,HOU,@JAX,1,,,1,,,,,,,,,,1,,,,52,5.50
Alex Wright,2567484,DL,CLE,GB,1,,1,1,,,,,,,,,,,1,,,53,5.50
Nathan Shepherd,2560873,DL,NO,@SEA,1,4,,1,,,,,,,,,,,,,,54,5.40
Dylan Horton,2569828,DL,HOU,@JAX,2,1,0.5,,,,,,,,,,,,1,,,55,5.10
Sebastian Joseph-Day,2561079,DL,TEN,IND,3,1,,,,,,,,,,,,,,,,56,5.10
Jack Sawyer,2574500,DL,PIT,@NE,3,1,,,,,,,,,,,,,,,,57,5.10
Mykel Williams,2574552,DL,SF,ARI,2,,,1,,,,,,,,,,,1,,,58,5.00
Myles Murphy,2569663,DL,CIN,@MIN,1,3,0.5,,,,,,,,,,,,1,,,59,4.80
Nick Bosa,2562629,DL,SF,ARI,,2,,,,1,,,,,,,,,,,,60,4.70
Mike Green,2573928,DL,BAL,DET,2,2,,,,,,,,,,,,,1,,,61,4.70
Da'Shawn Hand,2561004,DL,LAC,DEN,1,,,,,,,,,,,,,1,1,,,62,4.50
Jonathan Allen,2557844,DL,MIN,CIN,1,2,,,,,1,,,,,,,,1,,,63,4.20
Jordan Elliott,2563779,DL,SF,ARI,1,2,,1,,,,,,,,,,,,,,64,4.20
Chris Rumph II,2566508,DL,NO,@SEA,2,2,,,,,,,,,,,,,,,,65,4.20
Dawuane Smoot,2557839,DL,JAX,HOU,2,2,,,,,,,,,,,,,,,,66,4.20
Eyioma Uwazurike,2567535,DL,DEN,@LAC,2,2,,,,,,,,,,,,,,,,67,4.20
PJ Mustipher,2570939,DL,ARI,@SF,1,,,,,,,,,,,,,1,,,,68,4.00
Dayo Odeyingbo,2565609,DL,CHI,DAL,1,3,,,,,,,,,,,,,1,,,69,3.80
Micheal Clemons,2568024,DL,NYJ,@TB,1,1,,1,,,,,,,,,,,,,,70,3.60
Daniel Ekuale,2561458,DL,PIT,@NE,2,1,,,,,,,,,,,,,,,,71,3.60
Daniel Hardy,2567832,DL,CHI,DAL,2,1,,,,,,,,,,,,,,,,72,3.60
Zach Harrison,2569555,DL,ATL,@CAR,2,1,,,,,,,,,,,,,,,,73,3.60
Laiatu Latu,2572123,DL,IND,@TEN,2,1,,,,,,,,,,,,,,,,74,3.60
Jonah Laulu,2572126,DL,LV,@WAS,1,1,,1,,,,,,,,,,,,,,75,3.60
Omarr Norman-Lott,2574252,DL,KC,@NYG,2,1,,,,,,,,,,,,,,,,76,3.60
Cameron Sample,2565959,DL,CIN,@MIN,2,1,,,,,,,,,,,,,,,,77,3.60
Jeffery Simmons,2562733,DL,TEN,IND,2,1,,,,,,,,,,,,,,,,78,3.60
Tommy Togiai,2565989,DL,HOU,@JAX,2,1,,,,,,,,,,,,,,,,79,3.60
Jalon Walker,2573920,DL,ATL,@CAR,2,1,,,,,,,,,,,,,,,,80,3.60
Ashton Gillotte,2574246,DL,KC,@NYG,,,,,,,,,,,,,1,,1,,,81,3.50
Mason Graham,2574046,DL,CLE,GB,,3,0.5,,,,,,,,,,,,1,,,82,3.30
David Onyemata,2556274,DL,ATL,@CAR,1,3,,,,,,,,,,,,,,,,83,3.30
Broderick Washington,2563593,DL,BAL,DET,1,3,,,,,,,,,,,,,,,,84,3.30
Jordan Jackson,2567970,DL,DEN,@LAC,1,2,,,,,,,,,,,,,1,,,85,3.20
Charles Omenihu,2562324,DL,KC,@NYG,1,2,,,,,,,,,,,,,1,,,86,3.20
Nic Scourton,2573999,DL,CAR,ATL,,1,,,,,,,,,,,,1,,,,87,3.10
Lukas Van Ness,2569792,DL,GB,@CLE,1,1,,,,,,,,,,,,,2,,,88,3.10
Adetomiwa Adebawore,2569843,DL,IND,@TEN,2,,,,,,,,,,,,,,,,,89,3.00
Jonathan Bullard,2555335,DL,NO,@SEA,2,,,,,,,,,,,,,,,,,90,3.00
Calais Campbell,744,DL,ARI,@SF,1,,,,,,,,,,,,,,3,,,91,3.00
A.J. Epenesa,2563605,DL,BUF,MIA,2,,,,,,,,,,,,,,,,,92,3.00
Joshua Farmer,2574373,DL,NE,PIT,1,,,1,,,,,,,,,,,,,,93,3.00
Eric Johnson,2567703,DL,IND,@TEN,1,,,1,,,,,,,,,,,,,,94,3.00
DaQuan Jones,2543504,DL,BUF,MIA,1,,,1,,,,,,,,,,,,,,95,3.00
DeMarcus Lawrence,2543490,DL,SEA,NO,2,,,,,,,,,,,,,,,,,96,3.00
James Lynch,2564565,DL,TEN,IND,2,,,,,,,,,,,,,,,,,97,3.00
Mike Pennel,2550242,DL,CIN,@MIN,2,,,,,,,,,,,,,,,,,98,3.00
Sheldon Rankins,2555242,DL,HOU,@JAX,2,,,,,,,,,,,,,,,,,99,3.00
Elijah Roberts,2574596,DL,TB,NYJ,,,,,,,,,,,,,,1,1,,,100,3.00
Teair Tart,2565474,DL,LAC,DEN,1,,,1,,,,,,,,,,,,,,101,3.00
Leonard Taylor III,2572720,DL,NYJ,@TB,1,,,1,,,,,,,,,,,,,,102,3.00
Deone Walker,2573975,DL,BUF,MIA,2,,,,,,,,,,,,,,,,,103,3.00
Tyree Wilson,2570050,DL,LV,@WAS,2,,,,,,,,,,,,,,,,,104,3.00
Bryan Bresee,2570128,DL,NO,@SEA,,4,,,,,,,,,,,,,1,,,105,2.90
Tyler Baron,2574431,DL,NYJ,@TB,1,2,,,,,,,,,,,,,,,,106,2.70
Jamaree Caldwell,2574507,DL,LAC,DEN,1,2,,,,,,,,,,,,,,,,107,2.70
B.J. Hill,2560740,DL,CIN,@MIN,1,2,,,,,,,,,,,,,,,,108,2.70
Osa Odighizuwa,2566016,DL,DAL,@CHI,1,2,,,,,,,,,,,,,,,,109,2.70
Derrick Brown,2563629,DL,CAR,ATL,1,1,,,,,,,,,,,,,1,,,110,2.60
Zach Allen,2562219,DL,DEN,@LAC,,2,,,,,,,,,,,,,2,,,111,2.20
Jarran Reed,2555238,DL,SEA,NO,,2,,,,,,,,,,,,,2,,,112,2.20
Vita Vea,2560909,DL,TB,NYJ,,2,,,,,1,,,,,,,,,,,113,2.20
Darius Alexander,2574412,DL,NYG,KC,1,1,,,,,,,,,,,,,,,,114,2.10
Arik Armstead,2552493,DL,JAX,HOU,,1,0.5,,,,,,,,,,,,1,,,115,2.10
Donovan Ezeiruaku,2574073,DL,DAL,@CHI,1,1,,,,,,,,,,,,,,,,116,2.10
Foley Fatukasi,2560722,DL,HOU,@JAX,,1,0.5,,,,,,,,,,,,1,,,117,2.10
Braden Fiske,2572195,DL,LAR,@PHI,1,1,,,,,,,,,,,,,,,,118,2.10
Carl Granderson,2562273,DL,NO,@SEA,1,1,,,,,,,,,,,,,,,,119,2.10
Kenneth Grant,2574323,DL,MIA,@BUF,1,1,,,,,,,,,,,,,,,,120,2.10
James Houston,2567544,DL,DAL,@CHI,1,1,,,,,,,,,,,,,,,,121,2.10
Cam Jackson,2573987,DL,CAR,ATL,1,1,,,,,,,,,,,,,,,,122,2.10
Dre'Mont Jones,2562412,DL,TEN,IND,1,1,,,,,,,,,,,,,,,,123,2.10
DeMarvin Leal,2568147,DL,PIT,@NE,1,1,,,,,,,,,,,,,,,,124,2.10
Jacob Martin,2561092,DL,WAS,LV,1,1,,,,,,,,,,,,,,,,125,2.10
Jer'Zhan Newton,2572579,DL,WAS,LV,1,1,,,,,,,,,,,,,,,,126,2.10
Moro Ojomo,2570209,DL,PHI,LAR,1,1,,,,,,,,,,,,,,,,127,2.10
Roy Robertson-Harris,2556665,DL,NYG,KC,1,1,,,,,,,,,,,,,,,,128,2.10
A'Shawn Robinson,2555265,DL,CAR,ATL,1,1,,,,,,,,,,,,,,,,129,2.10
Tedarrell Slaton,2566094,DL,CIN,@MIN,1,1,,,,,,,,,,,,,,,,130,2.10
Tuli Tuipulotu,2570266,DL,LAC,DEN,1,1,,,,,,,,,,,,,,,,131,2.10
Kobie Turner,2569954,DL,LAR,@PHI,1,1,,,,,,,,,,,,,,,,132,2.10
CJ West,2574551,DL,SF,ARI,1,1,,,,,,,,,,,,,,,,133,2.10
Karl Brooks,2569753,DL,GB,@CLE,1,,,,,,,,,,,,,,1,,,134,2.00
Dexter Lawrence,2562301,DL,NYG,KC,,1,,,,,,,,,,,,,2,,,135,1.60
Christian Barmore,2566328,DL,NE,PIT,1,,,,,,,,,,,,,,,,,136,1.50
Keeanu Benton,2570260,DL,PIT,@NE,1,,,,,,,,,,,,,,,,,137,1.50
Andrew Billings,2555267,DL,CHI,DAL,1,,,,,,,,,,,,,,,,,138,1.50
Howard Cross III,2574027,DL,CIN,@MIN,1,,,,,,,,,,,,,,,,,139,1.50
Brandon Dorlus,2571802,DL,ATL,@CAR,1,,,,,,,,,,,,,,,,,140,1.50
Trey Hendrickson,2557943,DL,CIN,@MIN,1,,,,,,,,,,,,,,,,,141,1.50
Tyrion Ingram-Dawkins,2574349,DL,MIN,CIN,1,,,,,,,,,,,,,,,,,142,1.50
Travis Jones,2567277,DL,BAL,DET,1,,,,,,,,,,,,,,,,,143,1.50
Tanoh Kpassagnon,2558185,DL,CHI,DAL,1,,,,,,,,,,,,,,,,,144,1.50
Tyler Lacy,2569897,DL,DET,@BAL,1,,,,,,,,,,,,,,,,,145,1.50
DJ Reader,2555388,DL,DET,@BAL,1,,,,,,,,,,,,,,,,,146,1.50
Darius Robinson,2572429,DL,ARI,@SF,1,,,,,,,,,,,,,,,,,147,1.50
Shy Tuttle,2563242,DL,TEN,IND,1,,,,,,,,,,,,,,,,,148,1.50
Yahya Black,2574489,DL,PIT,@NE,,2,,,,,,,,,,,,,,,,149,1.20
