PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Nate Adkins,2570930,TE,DEN,@NYJ,,,,,,,,,,,,,0.00,81,1,0.00,0.0
Mo Alie-Cox,2558832,TE,IND,ARI,,,,,,0.27,2.73,,,,,,0.41,74,2,0.00,-0.41
Erick All,2571916,TE,CIN,@GB,,,,,,,,,,,,,0.00,82,3,0.00,0.0
Davis Allen,2570017,TE,LAR,@BAL,,,,,,0.91,8.77,0.07,,,,0.01,1.73,48,4,0.00,-1.73
Mark Andrews,2560957,TE,BAL,LAR,,,,0.33,,2.98,36.28,0.42,,,,0.05,7.57,12,5,0.00,-7.57
Elijah Arroyo,2574554,TE,SEA,@JAX,,,,,,1.24,14.96,0.09,,,,0.02,2.62,42,6,0.00,-2.62
AJ Barner,2572513,TE,SEA,@JAX,,,,,,2.9,29.63,0.31,,,,0.03,6.21,21,7,0.00,-6.21
Gavin Bartholomew,2574337,TE,MIN,Bye,,,,,,,,,,,,,,83,8,0.00,
Brenden Bates,2572953,TE,HOU,Bye,,,,,,,,,,,,,,84,9,0.00,
John Bates,2566580,TE,WAS,CHI,,,,,,0.44,4.04,0.05,,,,,0.92,63,10,0.00,-0.92
Jaheim Bell,2572288,TE,FA,Bye,,,,,,,,,,,,,,85,11,0.00,
Daniel Bellinger,2567985,TE,NYG,PHI,,,,,,2,16.88,0.09,,,,0.02,3.19,35,12,0.00,-3.19
Brock Bowers,2572219,TE,LV,TEN,,,,1.2,0.01,5.42,53.78,0.26,,,,0.05,9.73,2,13,0.00,-9.73
Shawn Bowman,2573689,TE,FA,Bye,,,,,,,,,,,,,,86,14,0.00,
Jake Briningstool,2574240,TE,KC,DET,,,,,,,,,,,,,0.00,87,15,0.00,0.0
Pharaoh Brown,2559018,TE,FA,Bye,,,,,,,,,,,,,,88,16,0.00,
Harrison Bryant,2563767,TE,HOU,Bye,,,,,,,,,,,,,,89,17,0.00,
Lawrence Cager,2565492,TE,WAS,CHI,,,,,,,,,,,,,0.00,90,18,0.00,0.0
Grant Calcaterra,2568063,TE,PHI,@NYG,,,,,,,,,,,,,0.00,91,19,0.00,0.0
Sal Cannella,2567197,TE,CLE,@PIT,,,,,,,,,,,,,0.00,92,20,0.00,0.0
Oscar Cardenas,2574479,TE,FA,Bye,,,,,,,,,,,,,,93,21,0.00,
Stephen Carlson,2563044,TE,CHI,@WAS,,,,,,,,,,,,,0.00,94,22,0.00,0.0
McCallan Castles,2572732,TE,FA,Bye,,,,,,,,,,,,,,95,23,0.00,
Tyler Conklin,2561027,TE,LAC,@MIA,,,,,,0.77,7.26,0.04,,,,0.01,1.33,54,24,0.00,-1.33
Tanner Conner,2569017,TE,MIA,LAC,,,,,,,,,,,,,0.00,96,25,0.00,0.0
Pat Conroy,2574289,TE,FA,Bye,,,,,,,,,,,,,,97,26,0.00,
Jalin Conyers,2574320,TE,MIA,LAC,,,,,,,,,,,,,0.00,98,27,0.00,0.0
John Copenhaver,2574212,TE,FA,Bye,,,,,,,,,,,,,,99,28,0.00,
Devin Culp,2572543,TE,TB,SF,,,,,,0.04,0.47,,,,,,0.07,79,29,0.00,-0.07
