PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Myles Adams,2563620,DL,DET,@KC,,,,,,,,,,,,,,,,,,0.00,193,1,0.00,0.0
Adetomiwa Adebawore,2569843,DL,IND,ARI,0.12,0.25,0.09,,,0.06,,,,,,,,,0.19,,,0.82,166,2,0.00,-0.82
McTelvin Agim,2563872,DL,FA,Bye,,,,,,,,,,,,,,,,,,,194,3,0.00,
Tommy Akingbesote,2574066,DL,FA,Bye,,,,,,,,,,,,,,,,,,,195,4,0.00,
Darius Alexander,2574412,DL,NYG,PHI,0.16,0.21,0.05,0.11,,,,,,,,,,,,,,0.63,178,5,0.00,-0.63
Deslin Alexandre,2570593,DL,GB,CIN,,,,,,,,,,,,,,,,,,0.00,196,6,0.00,0.0
Jaylon Allen,2573076,DL,FA,Bye,,,,,,,,,,,,,,,,,,,197,7,0.00,
Jonathan Allen,2557844,DL,MIN,Bye,,,,,,,,,,,,,,,,,,,198,8,0.00,
Zach Allen,2562219,DL,DEN,@NYJ,1.8,1.62,0.45,0.72,,,,,,,,,,0.12,1.5,,,6.70,10,9,0.00,-6.7
Bradlee Anae,2563821,DL,FA,Bye,,,,,,,,,,,,,,,,,,,199,10,0.00,
Evan Anderson,2573524,DL,SF,@TB,,,,,,,,,,,,,,,,,,0.00,200,11,0.00,0.0
Will Anderson Jr.,2569834,DL,HOU,Bye,,,,,,,,,,,,,,,,,,,201,12,0.00,
Felix Anudike-Uzomah,2569930,DL,KC,DET,,,,,,,,,,,,,,,,,,0.00,202,13,0.00,0.0
Arik Armstead,2552493,DL,JAX,SEA,1.12,0.35,0.09,0.12,,,,,,,,,,0.06,0.3,,,2.55,118,14,0.00,-2.55
Dorance Armstrong,2560959,DL,WAS,CHI,1.07,0.96,0.39,0.39,,0.06,,,,,,,,0.06,0.84,,,4.33,51,15,0.00,-4.33
Popo Aumavae,2573656,DL,CAR,DAL,,,,,,,,,,,,,,,,,,0.00,203,16,0.00,0.0
Denico Autry,2550646,DL,HOU,Bye,,,,,,,,,,,,,,,,,,,204,17,0.00,
Eric Banks,2564325,DL,FA,Bye,,,,,,,,,,,,,,,,,,,205,18,0.00,
Ricky Barber,2574605,DL,WAS,CHI,,,,,,,,,,,,,,,,,,0.00,206,19,0.00,0.0
Christian Barmore,2566328,DL,NE,@NO,0.85,0.78,0.21,0.18,,,,,,,,,,0.18,0.66,,,3.21,93,20,0.00,-3.21
Dante Barnett,2574023,DL,FA,Bye,,,,,,,,,,,,,,,,,,,207,21,0.00,
Derek Barnett,2557984,DL,HOU,Bye,,,,,,,,,,,,,,,,,,,208,22,0.00,
Tyler Baron,2574431,DL,NYJ,DEN,0.27,0.33,0.11,,,0.05,0.05,,,,,,,,,,,1.05,158,23,0.00,-1.05
Alex Barrett,2559140,DL,FA,Bye,,,,,,,,,,,,,,,,,,,209,24,0.00,
Simeon Barrow Jr.,2573906,DL,FA,Bye,,,,,,,,,,,,,,,,,,,210,25,0.00,
Kyon Barrs,2573891,DL,FA,Bye,,,,,,,,,,,,,,,,,,,211,26,0.00,
Kyler Baugh,2573358,DL,PIT,CLE,,,,,,,,,,,,,,,,,,0.00,212,27,0.00,0.0
Robert Beal Jr.,2570299,DL,SF,@TB,,,,,,,,,,,,,,,,,,0.00,213,28,0.00,0.0
Travis Bell,2569612,DL,FA,Bye,,,,,,,,,,,,,,,,,,,214,29,0.00,
Keeanu Benton,2570260,DL,PIT,CLE,1.12,1.29,0.12,0.18,,0.06,0.06,,,,,,,0.35,0.47,,,4.34,50,30,0.00,-4.34
