PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Micah Abraham,2572108,DB,FA,Bye,,,,,,,,,,,,,,,,,,,241,1,0.00,
Kris Abrams-Draine,2571988,DB,DEN,@NYJ,0.12,0.18,,,0.06,,,,,,,,,0.12,,,,0.80,212,2,0.00,-0.8
BJ Adams,2574315,DB,FA,Bye,,,,,,,,,,,,,,,,,,,242,3,0.00,
Jamal Adams,2557979,DB,LV,TEN,3.15,0.65,0.19,0.28,0.09,0.09,0.09,,,,,,,0.37,0.46,1.3,,7.83,62,4,0.00,-7.83
Tony Adams,2568444,DB,NYJ,DEN,2.61,1.67,0.06,0.17,0.11,,,,,,,,,0.33,0.11,0.44,,6.57,93,5,0.00,-6.57
Paulson Adebo,2566346,DB,NYG,PHI,3.49,0.83,,0.1,0.21,,,0.05,,,,,,0.78,0.05,3.86,,8.92,33,6,0.00,-8.92
Jaire Alexander,2560952,DB,BAL,LAR,2.4,0.6,,0.06,0.12,,,,,,,,,0.6,,2.76,,6.06,110,7,0.00,-6.06
Kam Alexander,2574640,DB,FA,Bye,,,,,,,,,,,,,,,,,,,243,8,0.00,
Zy Alexander,2574553,DB,FA,Bye,,,,,,,,,,,,,,,,,,,244,9,0.00,
Dee Alford,2567244,DB,ATL,BUF,,,,,,,,,,,,,,,,,,0.00,245,10,0.00,0.0
Ugo Amadi,2562464,DB,NO,NE,1.42,0.74,,0.11,,,,,,,,,,0.28,,,,3.44,159,11,0.00,-3.44
Trey Amos,2574603,DB,WAS,CHI,2.55,0.93,,0.08,0.08,,,,,,,,,0.25,0.08,1.02,,5.48,122,12,0.00,-5.48
Tycen Anderson,2567442,DB,CIN,@GB,,,,,,,,,,,,,,,,,,0.00,246,13,0.00,0.0
Zayne Anderson,2566977,DB,GB,CIN,0.39,0.26,0.07,,0.07,,,,,,,,,,0.07,,,1.16,197,14,0.00,-1.16
Daijahn Anthony,2571919,DB,CIN,@GB,,,,,,,,,,,,,,,,,,0.00,247,15,0.00,0.0
Chigozie Anusiem,2573596,DB,ARI,@IND,,,,,,,,,,,,,,,,,,0.00,248,16,0.00,0.0
Eli Apple,2555277,DB,SF,@TB,,,,,,,,,,,,,,,,,,0.00,249,17,0.00,0.0
Jalyn Armour-Davis,2567262,DB,TEN,@LV,0.16,0.11,,,0.05,,,,,,,,,0.11,,,,0.76,217,18,0.00,-0.76
Cornell Armstrong,2561147,DB,MIA,LAC,,,,,,,,,,,,,,,,,,0.00,250,19,0.00,0.0
Damon Arnette,2564409,DB,HOU,Bye,,,,,,,,,,,,,,,,,,,251,20,0.00,
Grayland Arnold,2564814,DB,FA,Bye,,,,,,,,,,,,,,,,,,,252,21,0.00,
Terrion Arnold,2572009,DB,DET,@KC,,,,,,,,,,,,,,,,,,0.00,253,22,0.00,0.0
Alex Austin,2569591,DB,NE,@NO,1.32,0.58,,0.05,0.05,,,,,,,,,0.21,,0.63,,3.12,166,23,0.00,-3.12
Tre Avery,2568801,DB,CLE,@PIT,,,,,,,,,,,,,,,,,,0.00,254,24,0.00,0.0
Chidobe Awuzie,2557840,DB,BAL,LAR,1.3,0.65,,0.05,0.05,0.05,,,,,,,,0.3,,0.6,,3.54,154,25,0.00,-3.54
