PlayerName,PlayerId,Pos,Team,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Tre Nixon,2565681,WR,FA,,,,,,,,,,,,,,,,,,,,,,277,0.00
Aaron Parker,2563860,WR,FA,,,,,,,,,,,,,,,,,,,,,,278,0.00
DeVante Parker,2552409,WR,MIA,,,,,,,,,,,,39.60,,,,,,,,,,279,0.00
Zach Pascal,2558877,WR,IND,,,,,,,,,,,,29.30,,,,,1,,,,,280,0.00
Dezmon Patmon,2564130,WR,IND,,,,,,,,,,,,29.30,,,,,,,,,,281,0.00
Josh Pearson,2565240,WR,FA,,,,,,,,,,,,,,,,,,,,,,282,0.00
Breshad Perriman,2552597,WR,CHI,,,,,,,,,,,,22.00,,,,,,,,,,283,0.00
De'Mornay Pierson-El,2561390,WR,FA,,,,,,,,,,,,,,,,,,,,,,284,0.00
Brandon Powell,2561261,WR,FA,,,,,,,,,,,,,,,,,,,,,,285,0.00
Cornell Powell,2566187,WR,FA,,,,,,,,,,,,,,,,,,,,,,286,0.00
James Proche,2563572,WR,BAL,,,,,,,,,,,,14.70,,,,,1,,,,,287,0.00
Austin Proehl,2561160,WR,FA,,,,,,,,,,,,,,,,,,,,,,288,0.00
Blake Proehl,2567019,WR,MIN,,,,,,,,,,,,52.40,,,,,,,,,,289,0.00
Trey Quinn,2560847,WR,FA,,,,,,,,,,,,,,,,,,,,,,290,0.00
Damion Ratley,2561054,WR,FA,,,,,,,,,,,,,,,,,,,,,,291,0.00
Jalen Reagor,2564850,WR,PHI,,,,,,,,,,,,13.70,,,,,3,,,,,292,0.00
Joe Reed,2565069,WR,FA,,,,,,,,,,,,,,,,,,,,,,293,0.00
Josh Reynolds,2558194,WR,TEN,,,,,,,,,,,,27.10,,,,,,,,,,294,0.00
A.J. Richardson,2563019,WR,FA,,,,,,,,,,,,,,,,,,,,,,295,0.00
Calvin Ridley,2560854,WR,ATL,,,,,,,,,,,,,,,,,,,,,,296,0.00
Riley Ridley,2562713,WR,FA,,,,,,,,,,,,,,,,,,,,,,297,0.00
Darece Roberson Jr,2565771,WR,FA,,,,,,,,,,,,,,,,,,,,,,298,0.00
Andre Roberts,497320,WR,LAC,,,,,,,,,,,,14.50,,,,,,,,,,299,0.00
John Ross,2558010,WR,NYG,,,,,,,,,,,,33.20,,,,,2,,,,,300,0.00
Chris Rowland,2563524,WR,FA,,,,,,,,,,,,,,,,,,,,,,301,0.00
Curtis Samuel,2558066,WR,WAS,,,,,,,,,,,,9.40,,,,,,,,,,302,0.00
Deebo Samuel,2562721,WR,SF,,,,,,,,,,,,,,,,,,,,,,303,0.00
Mohamed Sanu,2533040,WR,SF,,,,,,,,,,,,,,,,,,,,,,304,0.00
Dalton Schoen,2565078,WR,FA,,,,,,,,,,,,,,,,,,,,,,305,0.00
Caleb Scott,2561270,WR,FA,,,,,,,,,,,,,,,,,,,,,,306,0.00
Mathew Sexton,2565792,WR,FA,,,,,,,,,,,,,,,,,,,,,,307,0.00
Tajae Sharpe,2555317,WR,ATL,,,,,,,,,,,,,,,,,,,,,,308,0.00
Trent Sherfield,2561272,WR,SF,,,,,,,,,,,,,,,,,,,,,,309,0.00
David Sills,2562732,WR,FA,,,,,,,,,,,,,,,,,,,,,,310,0.00
Tyler Simmons,2564091,WR,FA,,,,,,,,,,,,,,,,,,,,,,311,0.00
Micah Simon,2565576,WR,FA,,,,,,,,,,,,,,,,,,,,,,312,0.00
Cam Sims,2561067,WR,WAS,,,,,,,,,,,,9.40,,,,,,,,,,313,0.00
Steven Sims,2563033,WR,FA,,,,,,,,,,,,,,,,,,,,,,314,0.00
Matthew Slater,4487,WR,NE,,,,,,,,,,,,27.00,,,,,,,,,,315,0.00
Darius Slayton,2562736,WR,NYG,,,,,,,,,,,,33.20,,,,,,,,,,316,0.00
Jeff Smith,2562845,WR,NYJ,,,,,,,,,,,,,,,,,,,,,,317,0.00
Tre'Quan Smith,2560878,WR,NO,,,,,,,,,,,,,,,,,,,,,,318,0.00
Vyncint Smith,2561427,WR,FA,,,,,,,,,,,,,,,,,,,,,,319,0.00
Ihmir Smith-Marsette,2566319,WR,MIN,,,,,,,,,,,,52.40,,,,,,,,,,320,0.00
JuJu Smith-Schuster,2558149,WR,PIT,,,,,,,,,,,,21.00,,,,,,,,,,321,0.00
Willie Snead,2550256,WR,FA,,,,,,,,,,,,,,,,,1,,,,,322,0.00
Diontae Spencer,2550734,WR,DEN,,,,,,,,,,,,39.00,,,,,,,,,,323,0.00
Marquez Stevenson,2565878,WR,BUF,,,,,,,,,,,,59.20,,,,,,,,,,324,0.00
Kenny Stills,2540202,WR,NO,,,,,,,,,,,,,,,,,,,,,,325,0.00
Dillon Stoner,2565663,WR,FA,,,,,,,,,,,,,,,,,,,,,,326,0.00
Eli Stove,2566520,WR,FA,,,,,,,,,,,,,,,,,,,,,,327,0.00
Mike Strachan,2565615,WR,IND,,,,,,,,,,,,29.30,,,,,,,,,,328,0.00
Ryan Switzer,2557960,WR,CLE,,,,,,,,,,,,36.30,,,,,,,,,,329,0.00
Donte Sylencieux,2566626,WR,FA,,,,,,,,,,,,,,,,,,,,,,330,0.00
Golden Tate,497326,WR,FA,,,,,,,,,,,,,,,,,,,,,,331,0.00
Khalil Tate,2564859,WR,FA,,,,,,,,,,,,,,,,,,,,,,332,0.00
Malik Taylor,2562995,WR,GB,,,,,,,,,,,,28.10,,,,,,,,,,333,0.00
Trent Taylor,2558202,WR,FA,,,,,,,,,,,,,,,,,,,,,,334,0.00
Tamorrion Terry,2567130,WR,FA,,,,,,,,,,,,,,,,,,,,,,335,0.00
De'Anthony Thomas,2543638,WR,FA,,,,,,,,,,,,,,,,,,,,,,336,0.00
Michael Thomas,2556370,WR,NO,,,,,,,,,,,,,,,,,,,,,,337,0.00
Mike Thomas,2556381,WR,CIN,,,,,,,,,,,,29.40,,,,,,,,,,338,0.00
Cody Thompson,2562759,WR,FA,,,,,,,,,,,,,,,,,,,,,,339,0.00
Laquon Treadwell,2555214,WR,FA,,,,,,,,,,,,,,,,,1,,1,,,340,0.00
DJ Turner,2565666,WR,FA,,,,,,,,,,,,,,,,,,,,,,341,0.00
Malik Turner,2561671,WR,DAL,,,,,,,,,,,,50.50,,,,,1,,,,,342,0.00
John Ursua,2562960,WR,SEA,,,,,,,,,,,,17.10,,,,,,,,,,343,0.00
Marquez Valdes-Scantling,2560907,WR,GB,,,,,,,,,,,,28.10,,,,,,,,,,344,0.00
Tyler Vaughns,2565618,WR,FA,,,,,,,,,,,,,,,,,,,,,,345,0.00
Ben Victor,2564781,WR,FA,,,,,,,,,,,,,,,,,,,,,,346,0.00
Tre Walker,2566650,WR,FA,,,,,,,,,,,,,,,,,,,,,,347,0.00
Greg Ward,2559278,WR,PHI,,,,,,,,,,,,13.70,,,,,,,,,,348,0.00
JoJo Ward,2564946,WR,FA,,,,,,,,,,,,,,,,,,,,,,349,0.00
Scotty Washington,2563743,WR,FA,,,,,,,,,,,,,,,,,,,,,,350,0.00
Sammy Watkins,2543457,WR,BAL,,,,,,,,,,,,14.70,,,,,,,,,,351,0.00
Justin Watson,2560051,WR,TB,,,,,,,,,,,,30.30,,,,,,,,,,352,0.00
Jester Weah,2560922,WR,FA,,,,,,,,,,,,,,,,,,,,,,353,0.00
Nsimba Webster,2563316,WR,FA,,,,,,,,,,,,,,,,,,,,,,354,0.00
Cody White,2564313,WR,PIT,,,,,,,,,,,,21.00,,,,,,,,,,355,0.00
Kevin White,2553432,WR,FA,,,,,,,,,,,,,,,,,,,,,,356,0.00
Isaac Whitney,2559008,WR,FA,,,,,,,,,,,,,,,,,,,,,,357,0.00
Kristian Wilkerson,2565480,WR,FA,,,,,,,,,,,,,,,,,,,,,,358,0.00
Chad Williams,2558208,WR,FA,,,,,,,,,,,,,,,,,,,,,,359,0.00
Duke Williams,2556836,WR,FA,,,,,,,,,,,,,,,,,,,,,,360,0.00
Preston Williams,2562805,WR,MIA,,,,,,,,,,,,39.60,,,,,,,,,,361,0.00
Seth Williams,2566052,WR,FA,,,,,,,,,,,,,,,,,,,,,,362,0.00
Tyrell Williams,2553913,WR,DET,,,,,,,,,,,,17.70,,,,,,,,,,363,0.00
Derrick Willies,2561470,WR,FA,,,,,,,,,,,,,,,,,,,,,,364,0.00
Javon Wims,2560939,WR,FA,,,,,,,,,,,,,,,,,,,,,,365,0.00
Juwann Winfree,2562956,WR,FA,,,,,,,,,,,,,,,,,,,,,,366,0.00
Isaiah Wright,2565316,WR,FA,,,,,,,,,,,,,,,,,,,,,,367,0.00
Olamide Zaccheaus,2562808,WR,ATL,,,,,,,,,,,,,,,,,,,,,,368,0.00
Isaiah Zuber,2564658,WR,FA,,,,,,,,,,,,,,,,,,,,,,369,0.00
