PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Israel Abanikanda,2570188,RB,FA,Bye,,,,,,,,,,,,,,91,1,0.00,
Ameer Abdullah,2552374,RB,IND,HOU,,,,6.16,0.06,0.24,1.64,0.01,,,,,1.32,73,2,0.00,-1.32
De'Von Achane,2570062,RB,MIA,NO,,,,86.27,0.46,5.27,33.24,0.42,,,,0.24,19.39,4,3,0.00,-19.39
Salvon Ahmed,2565090,RB,IND,HOU,,,,,,,,,,,,,0.00,92,4,0.00,0.0
Cam Akers,2564319,RB,FA,Bye,,,,,,,,,,,,,,93,5,0.00,
Rasheen Ali,2571823,RB,BAL,CIN,,,,,,,,,,,,,0.00,94,6,0.00,0.0
Braelon Allen,2572354,RB,NYJ,ATL,,,,,,,,,,,,,0.00,95,7,0.00,0.0
LeQuint Allen Jr.,2574207,RB,JAX,@TEN,,,,4.46,0.03,0.83,6.64,0.05,,,,0.02,1.97,71,8,0.00,-1.97
Tyler Allgeier,2567232,RB,ATL,@NYJ,,,,27.37,0.49,0.56,4.09,0.04,,,,0.1,6.41,45,9,0.00,-6.41
Tyler Badie,2567265,RB,DEN,@WAS,,,,12.62,0.06,0.73,6.47,0.06,,,,0.04,2.91,65,10,0.00,-2.91
Emani Bailey,2572805,RB,FA,Bye,,,,,,,,,,,,,,96,11,0.00,
Rushawn Baker,2574413,RB,NE,NYG,,,,,,,,,,,,,0.00,97,12,0.00,0.0
Saquon Barkley,2560968,RB,PHI,CHI,,,,79.77,0.42,2.66,18.72,0.2,,,,0.18,14.54,9,13,0.00,-14.54
Andrew Beck,2562626,RB,NYJ,ATL,,,,,,,,,,,,,0.00,98,14,0.00,0.0
Trey Benson,2572405,RB,ARI,@TB,,,,49.83,0.41,1.74,12.95,0.09,,,,0.16,9.83,28,15,0.00,-9.83
Ulysses Bentley IV,2574183,RB,IND,HOU,,,,,,,,,,,,,0.00,99,16,0.00,0.0
Micah Bernard,2574143,RB,FA,Bye,,,,,,,,,,,,,,100,17,0.00,
