PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Micah Abraham,2572108,DB,FA,Bye,,,,,,,,,,,,,,,,,,,262,1,0.00,
Kris Abrams-Draine,2571988,DB,DEN,@WAS,0.93,0.36,,,0.05,,,,,,,,,0.05,,,,1.91,206,2,0.00,-1.91
BJ Adams,2574315,DB,FA,Bye,,,,,,,,,,,,,,,,,,,263,3,0.00,
Jamal Adams,2557979,DB,LV,@LAC,2.78,0.57,0.16,0.25,0.08,0.08,0.08,,,,,,,0.33,0.41,1.14,,6.92,81,4,0.00,-6.92
Tony Adams,2568444,DB,NYJ,ATL,3.64,2.32,0.08,0.23,0.15,,,,,,,,,0.46,0.15,0.62,,9.13,19,5,0.00,-9.13
Paulson Adebo,2566346,DB,NYG,@NE,4.96,1.19,,0.15,0.3,,,0.07,,,,,,1.11,0.07,5.48,,12.70,2,6,0.00,-12.7
Jaire Alexander,2560952,DB,FA,Bye,,,,,,,,,,,,,,,,,,,264,7,0.00,
Kam Alexander,2574640,DB,FA,Bye,,,,,,,,,,,,,,,,,,,265,8,0.00,
Zy Alexander,2574553,DB,FA,Bye,,,,,,,,,,,,,,,,,,,266,9,0.00,
Dee Alford,2567244,DB,ATL,@NYJ,1.29,0.62,,0.06,,,,,,,,,,0.28,,,,3.10,175,10,0.00,-3.1
Ugo Amadi,2562464,DB,NO,@MIA,1.47,0.77,,0.12,,,,,,,,,,0.29,,,,3.57,164,11,0.00,-3.57
Trey Amos,2574603,DB,WAS,DEN,,,,,,,,,,,,,,,,,,0.00,267,12,0.00,0.0
Tycen Anderson,2567442,DB,CIN,@BAL,0.24,0.24,,,,,,,,,,,,,,,,0.50,261,13,0.00,-0.5
Zayne Anderson,2566977,DB,GB,@DET,0.35,0.24,0.06,,0.06,,,,,,,,,,0.06,,,1.03,233,14,0.00,-1.03
Daijahn Anthony,2571919,DB,CIN,@BAL,,,,,,,,,,,,,,,,,,0.00,268,15,0.00,0.0
Chigozie Anusiem,2573596,DB,ARI,@TB,,,,,,,,,,,,,,,,,,0.00,269,16,0.00,0.0
Eli Apple,2555277,DB,SF,@CLE,,,,,,,,,,,,,,,,,,0.00,270,17,0.00,0.0
