PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Kyle Hamilton,2567274,DB,BAL,CLE,8,,,,1,,,1,,,,,,2,1,18,,1,25.60
Cam Taylor-Britt,2567454,DB,CIN,HOU,7,2,,,1,,,,,,,,,2,,30,,2,21.20
Derwin James,2560760,DB,LAC,DET,8,5,,2,,,,,,,,,,,,,,3,18.00
Jessie Bates,2560970,DB,ATL,@ARI,11,2,,,,,,,,,,,,,,,,4,17.70
Devon Witherspoon,2570323,DB,SEA,WAS,4,1,,,,1,,,,,,,,3,,,,5,17.60
Byron Murphy,2562318,DB,MIN,NO,3,,,1,1,,,,,,,,,3,,4,,6,17.13
Kyler Gordon,2567391,DB,CHI,CAR,7,1,,2,,,,,,,,,,1,,,,7,16.60
Talanoa Hufanga,2566529,DB,SF,@JAX,5,3,,,1,,,,,,,,,1,,12,,8,15.70
Keanu Neal,2555543,DB,PIT,GB,4,4,,,1,,,,,,,,,1,,32,,9,15.47
Darnay Holmes,2564739,DB,NYG,@DAL,6,,,,1,,,,,,,,,1,,11,,10,15.37
Jordan Whitehead,2560930,DB,NYJ,@LV,4,5,,,1,,,,,,,,,1,,6,,11,15.20
Paulson Adebo,2566346,DB,NO,@MIN,5,4,,,,,,,,,,,,2,,,,12,14.90
Percy Butler,2568318,DB,WAS,@SEA,6,3,,1,,,,,,,,,,1,,,,13,14.80
Greg Newsome II,2565980,DB,CLE,@BAL,1,1,0.5,,1,,,1,,,,,,1,1,34,,14,14.73
Kerby Joseph,2567550,DB,DET,@LAC,5,2,,,1,,,,,,,,,1,,,,15,14.70
Julian Blackmon,2564103,DB,IND,@NE,4,,,,1,,,,,,,,,2,,4,,16,14.63
Justin Simmons,2555550,DB,DEN,@BUF,2,3,,,1,1,,,,,,,,1,,,,17,14.30
