PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Dak Prescott,2555260,QB,DAL,NYG,404,4,1,17,1,,,,,,,,39.08,2,,2,,,,,1,,1,37.86
Justin Herbert,2565045,QB,LAC,DET,323,4,1,15,,,,,,,,,28.42,4,,4,,,,,2,2,2,28.42
Joshua Dobbs,2558167,QB,MIN,NO,268,1,,44,1,,,,,,,,25.12,8,,8,,,,,1,,3,25.12
Sam Howell,2568333,QB,WAS,@SEA,312,3,,17,,,,,,,,1,24.18,2,,2,,,,,,,4,24.18
Geno Smith,2539335,QB,SEA,WAS,369,2,,13,,,,,,,,,24.06,1,,1,,,,,,,5,24.06
Brock Purdy,2568216,QB,SF,@JAX,296,3,,,,,,,,,,,23.78,,,,,,,,,,6,23.84
Jared Goff,2555334,QB,DET,@LAC,333,2,,-2,,,,,,,,,21.12,3,,3,,,,,,,7,21.12
C.J. Stroud,2569819,QB,HOU,@CIN,356,1,1,8,1,,,,,,,2,19.01,2,,2,,,,,2,1,8,19.01
Kyler Murray,2562382,QB,ARI,ATL,249,,1,33,1,,,,,,,,24.86,6,,6,,,,,3,1,9,18.76
Russell Wilson,2532975,QB,DEN,@BUF,193,2,,30,,,,,,,,,18.72,9,,9,,,,,2,,10,18.72
Joe Burrow,2563722,QB,CIN,HOU,347,2,2,20,,,,,,,,1,17.88,5,,5,,,,,1,1,11,17.88
Jordan Love,2564007,QB,GB,@PIT,289,2,2,11,,,,,,,,,16.66,2,,2,,,,,,,12,16.66
Baker Mayfield,2560800,QB,TB,TEN,278,2,1,12,,,,,,,,1,16.22,3,,3,,,,,,,13,16.32
Josh Allen,2560955,QB,BUF,DEN,177,1,2,13,1,,,,,,1,1,14.25,4,,4,,,,,2,1,14,14.25
Deshaun Watson,2558063,QB,CLE,@BAL,213,1,1,37,,,,,,,1,1,14.22,8,,8,,,,,,,15,14.22
Tommy DeVito,2570578,QB,NYG,@DAL,86,2,1,41,,,,,,,,,13.54,7,,7,,,,,1,,16,13.54
Lamar Jackson,2560757,QB,BAL,CLE,223,1,2,41,,,,,,,,,13.02,8,,8,,,,,2,2,17,13.02
Zach Wilson,2566391,QB,NYJ,@LV,263,,1,54,,,,,,,,1,11.92,4,,4,,,,,,,18,11.92
Taylor Heinicke,2553656,QB,ATL,@ARI,55,1,,34,,,,,,,,,18.26,4,,4,,,,,1,1,19,9.60
Bryce Young,2569606,QB,CAR,@CHI,185,,,18,,,,,,,,,9.20,3,,3,,,,,,,20,9.20
Jameis Winston,2552033,QB,NO,@MIN,122,2,2,,,,,,,,,,12.28,,,,,,,,,,21,8.88
Desmond Ridder,2567256,QB,ATL,@ARI,39,,,11,1,,,,,,,,18.26,3,,3,,,,,1,,22,8.66
Tyson Bagent,2570467,QB,CHI,CAR,162,,,12,,,,,,,,,7.68,6,,6,,,,,,,23,7.68
Aidan O'Connell,2570044,QB,LV,NYJ,153,1,1,3,,,,,,,,1,7.39,2,,2,,,,,,,24,7.39
Mac Jones,2566334,QB,NE,IND,170,,1,25,,,,,,,,,6.30,3,,3,,,,,,,25,7.30
Kenny Pickett,2568162,QB,PIT,GB,126,,,16,,,,,,,,,6.64,4,,4,,,,,,,26,6.64
Clayton Tune,2570236,QB,ARI,ATL,,,,1,1,,,,,,,,24.86,1,,1,,,,,1,1,27,6.10
Will Levis,2569798,QB,TEN,@TB,199,,1,,,,,,,,,,5.96,,,,,,,,,,28,5.96
Gardner Minshew,2562796,QB,IND,@NE,194,,1,-1,,,,,,,,,5.66,2,,2,,,,,1,1,29,5.66
Trevor Lawrence,2566163,QB,JAX,SF,185,,2,7,,,,,,,,1,3.80,2,,2,,,,,,,30,3.60
Derek Carr,2543499,QB,NO,@MIN,110,,,10,,,,,,,,1,12.28,1,,1,,,,,,,31,3.40
Cooper Rush,2559242,QB,DAL,NYG,68,,1,5,,,,,,,,,39.08,2,,2,,,,,,,32,1.22
C.J. Beathard,2557922,QB,JAX,SF,5,,,,,,,,,,,,3.80,,,,,,,,,,33,0.20
Holton Ahlers,2571369,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,34,0.00
Brandon Allen,2555365,QB,SF,@JAX,,,,,,,,,,,,,23.78,,,,,,,,,,35,0.00
Kyle Allen,2561177,QB,BUF,DEN,,,,,,,,,,,,,14.25,,,,,,,,,,36,0.00
Matt Barkley,2539308,QB,JAX,SF,,,,,,,,,,,,,3.80,,,,,,,,,,37,0.00
Stetson Bennett,2569939,QB,LA,Bye,,,,,,,,,,,,,,,,,,,,,,,38,0.00
James Blackman,2571132,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,39,0.00
David Blough,2563043,QB,DET,@LAC,,,,,,,,,,,,,21.12,,,,,,,,,,40,0.00
Ian Book,2566352,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,41,0.00
Tim Boyle,2561187,QB,HOU,@CIN,,,,,,,,,,,,,19.01,,,,,,,,,,42,0.00
Teddy Bridgewater,2543465,QB,DET,@LAC,,,,,,,,,,,,,21.12,,,,,,,,,,43,0.00
Jacoby Brissett,2555261,QB,WAS,@SEA,,,,,,,,,,,,,24.18,,,,,,,,,,44,0.00
Anthony Brown,2568363,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,45,0.00
Jake Browning,2562634,QB,CIN,HOU,,,,,,,,,,,,,17.88,,,,,,,,,,46,0.00
Shane Buechele,2566983,QB,BUF,DEN,,,,,,,,,,,,,14.25,,,,,,,,,,47,0.00
Sean Clifford,2569762,QB,GB,@PIT,,,,,,,,,,,,,16.66,,,,,,,,,,48,0.00
Matt Corral,2567349,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,49,0.00
Kirk Cousins,2532820,QB,MIN,NO,,,,,,,,,,,,,25.12,,,,,,,,,,50,0.00
Malik Cunningham,2571222,QB,BAL,CLE,,,,,,,,,,,,,13.02,,,,,,,,,,51,0.00
Andy Dalton,2495143,QB,CAR,@CHI,,,,,,,,,,,,,9.20,,,,,,,,,,52,0.00
Tim Demorat,2571638,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,53,0.00
Ben DiNucci,2563839,QB,DEN,@BUF,,,,,,,,,,,,,18.72,,,,,,,,,,54,0.00
Jeff Driskel,2555262,QB,CLE,@BAL,,,,,,,,,,,,,14.22,,,,,,,,,,55,0.00
Max Duggan,2570278,QB,LAC,DET,,,,,,,,,,,,,28.42,,,,,,,,,,56,0.00
Jacob Eason,2564115,QB,NYG,@DAL,,,,,,,,,,,,,13.54,,,,,,,,,,57,0.00
Sam Ehlinger,2566142,QB,IND,@NE,,,,,,,,,,,,,5.66,,,,,,,,,,58,0.00
Danny Etling,2560717,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,59,0.00
Justin Fields,2565920,QB,CHI,CAR,,,,,,,,,,,,,7.68,,,,,,,,,,60,0.00
Joe Flacco,382,QB,CLE,@BAL,,,,,,,,,,,,,14.22,,,,,,,,,,61,0.00
Nick Foles,2532842,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,62,0.00
Jake Fromm,2563608,QB,WAS,@SEA,,,,,,,,,,,,,24.18,,,,,,,,,,63,0.00
Blaine Gabbert,2495441,QB,KC,Bye,,,,,,,,,,,,,,,,,,,,,,,64,0.00
Chase Garbers,2568975,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,65,0.00
Jimmy Garoppolo,2543801,QB,LV,NYJ,,,,,,,,,,,,,7.39,,,,,,,,,,66,0.00
Will Grier,2562404,QB,LAC,DET,,,,,,,,,,,,,28.42,,,,,,,,,,67,0.00
Jarrett Guarantano,2569432,QB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,68,0.00
Jake Haener,2570131,QB,NO,@MIN,,,,,,,,,,,,,12.28,,,,,,,,,,69,0.00
Jaren Hall,2570083,QB,MIN,NO,,,,,,,,,,,,,25.12,,,,,,,,,,70,0.00
Hendon Hooker,2569744,QB,DET,@LAC,,,,,,,,,,,,,21.12,,,,,,,,,,71,0.00
Brian Hoyer,81294,QB,LV,NYJ,,,,,,,,,,,,,7.39,,,,,,,,,,72,0.00
Tyler Huntley,2563560,QB,BAL,CLE,,,,,,,,,,,,,13.02,,,,,,,,,,73,0.00
Jalen Hurts,2564832,QB,PHI,Bye,,,,,,,,,,,,,,,,,,,,,,,74,0.00
