PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Tucker Kraft,2569768,TE,GB,@PIT,,,,0.03,,4.23,53.78,0.4,,,,0.07,9.76,3,1,29.80,20.04
Travis Kelce,2540258,TE,KC,WAS,,,,0.2,,4.11,48.95,0.37,,,,0.06,9.07,4,2,19.50,10.43
Dallas Goedert,2560995,TE,PHI,NYG,,,,0.14,,4.18,45.1,0.35,,,,0.07,8.57,5,3,16.30,7.73
Oronde Gadsden II,2574511,TE,LAC,MIN,,,,0.1,,4.12,45.13,0.23,,,,0.04,7.88,9,4,16.20,8.32
Harold Fannin Jr.,2574043,TE,CLE,@NE,,,,0.89,0.01,4.01,37.63,0.23,,,,0.04,7.22,13,5,15.40,8.18
George Kittle,2558266,TE,SF,@HOU,,,,,,4.62,65.77,0.44,,,,0.06,11.41,1,6,12.30,0.89
Mason Taylor,2574451,TE,NYJ,@CIN,,,,0.01,,3.78,38.3,0.23,,,,0.04,7.02,16,7,11.90,4.88
David Njoku,2557986,TE,CLE,@NE,,,,,,3.67,32.95,0.25,,,,0.05,6.53,21,8,11.70,5.17
Kyle Pitts,2565830,TE,ATL,MIA,,,,,,3.81,41.93,0.17,,,,0.05,7.02,15,9,10.40,3.38
Gunnar Helm,2574152,TE,TEN,@IND,,,,,,2.86,24.59,0.13,,,,0.03,4.61,28,10,9.30,4.69
Jake Tonges,2567439,TE,SF,@HOU,,,,,,0.65,7.36,0.07,,,,0.01,1.46,47,11,8.20,6.74
Charlie Kolar,2567280,TE,BAL,CHI,,,,0.15,,0.4,4.23,0.02,,,,0.01,0.74,59,12,8.10,7.36
Juwan Johnson,2564676,TE,NO,TB,,,,,,3.75,37.59,0.2,,,,0.04,6.75,19,13,7.80,1.05
Chig Okonkwo,2567658,TE,TEN,@IND,,,,0.25,,3.24,30.62,0.12,,,,0.05,5.33,25,14,7.30,1.97
Tyler Warren,2574204,TE,IND,TEN,,,,1.99,0.02,5.01,59.42,0.38,,,,0.17,10.71,2,15,7.30,-3.41
Hunter Henry,2555341,TE,NE,CLE,,,,,,3.68,41.26,0.31,,,,0.07,8.00,7,16,7.20,-0.8
Colston Loveland,2574014,TE,CHI,@BAL,,,,0.11,,3.53,32.03,0.19,,,,0.06,6.00,23,17,6.80,0.8
Cade Otton,2568312,TE,TB,@NO,,,,,,3.66,39.26,0.22,,,,0.05,6.98,17,18,6.00,-0.98
Evan Engram,2557858,TE,DEN,DAL,,,,,,3.85,34.32,0.22,,,,0.05,6.58,20,19,5.60,-0.98
Noah Fant,2562383,TE,CIN,NYJ,,,,,,2.93,28.9,0.18,,,,0.04,5.36,24,20,5.60,0.24
Zach Ertz,2540158,TE,WAS,@KC,,,,,,3.8,34.85,0.38,,,,0.04,7.59,11,21,5.10,-2.49
Luke Schoonmaker,2569690,TE,DAL,@DEN,,,,,,0.51,4.68,0.03,,,,0.01,0.88,55,22,5.00,4.12
Ja'Tavion Sanders,2571892,TE,CAR,BUF,,,,,,2.66,25.8,0.14,,,,0.03,4.69,27,23,4.90,0.21
