PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Anthony Nelson,2562507,LB,TB,@NO,1.71,1.16,0.27,0.48,,0.07,,,,,,,,0.07,0.75,,,5.32,72,1,25.80,20.48
Robert Spillane,2561596,LB,NE,CLE,4.71,3.65,0.09,0.53,0.12,,,,,,,,,0.35,0.18,1,,11.65,8,2,23.00,11.35
Jordyn Brooks,2565135,LB,MIA,@ATL,5.04,3.3,0.18,0.6,0.06,,0.06,,,,,,,0.3,0.36,0.66,,12.02,4,3,19.30,7.28
Kaden Elliss,2562901,LB,ATL,MIA,4.33,1.67,0.34,0.68,0.06,0.12,0.06,,,,,,,0.19,0.74,,,10.73,17,4,19.00,8.27
Christian Rozeboom,2564394,LB,CAR,BUF,4.25,3.08,0.06,0.22,0.06,,,,,,,,,0.22,0.06,0.45,,9.98,21,5,19.00,9.02
Bobby Wagner,2532966,LB,WAS,@KC,3.83,2.84,0.11,0.49,,0.05,0.05,,,,,,,,,,,9.32,24,6,18.33,9.01
Zack Baun,2564664,LB,PHI,NYG,5.07,3.14,0.16,0.51,0.06,0.13,0.06,,,,,,,0.19,0.38,,,11.96,5,7,16.80,4.84
Jonathan Greenard,2564070,LB,MIN,@LAC,2.28,0.96,0.66,0.9,,0.12,,,,,,,,0.18,,,,7.54,48,8,15.60,8.06
Demetrius Knight Jr.,2574031,LB,CIN,NYJ,4.91,4,,0.26,,0.07,,,,,,,,0.07,0.13,,,10.64,18,9,15.10,4.46
Blake Cashman,2562496,LB,MIN,@LAC,3.52,2.33,0.27,0.43,0.05,,0.05,,,,,,,0.38,0.54,,,9.31,26,10,13.50,4.19
Roquan Smith,2560877,LB,BAL,CHI,4.82,4.29,0.06,0.23,0.06,0.06,,,,,,,,0.29,0.23,,,11.53,12,11,13.50,1.97
Quincy Williams,2562954,LB,NYJ,@CIN,3.7,2.16,0.11,0.63,,0.11,0.11,,,,,,,0.26,0.21,,,9.26,27,12,13.40,4.14
Demario Davis,2533008,LB,NO,TB,3.59,3.23,0.06,0.24,,,,,,,,,,0.35,0.18,,,8.77,34,13,13.10,4.33
Bobby Okereke,2562416,LB,NYG,@PHI,5.27,2.64,0.12,0.36,,0.18,0.12,,,,,,,0.24,0.24,,,11.74,7,14,13.10,1.36
Eric Wilson,2559012,LB,MIN,@LAC,2.8,1.53,,0.2,0.07,0.07,0.07,,,,,,,0.07,0.07,,,6.19,62,15,12.90,6.71
Dee Winters,2570296,LB,SF,@HOU,3.46,2.64,,0.08,0.08,,,,,,,,,0.49,0.08,1.15,,8.48,37,16,12.90,4.42
Trevin Wallace,2571898,LB,CAR,BUF,2.4,1.94,0.11,0.23,,0.11,0.11,,,,,,,0.06,0.11,,,6.03,65,17,12.70,6.67
Mohamoud Diabate,2570849,LB,CLE,@NE,1.27,0.87,,0.17,,,,,,,,,,0.07,,,,2.86,105,18,12.50,9.64
Tatum Bethune,2572489,LB,SF,@HOU,3.2,3.01,0.06,0.13,0.06,0.06,0.06,,,,,,,0.19,,0.38,,7.89,45,19,12.00,4.11
Alex Singleton,2553739,LB,DEN,DAL,5.29,4.02,0.07,0.28,,,0.07,,,,,,,0.21,0.21,,,11.61,10,20,11.90,0.29
SirVocea Dennis,2570347,LB,TB,@NO,5.79,2.74,0.15,0.46,0.08,0.08,0.08,,,,,,,0.3,0.3,,,12.86,3,21,11.80,-1.06
Michael Hoecht,2564346,LB,BUF,@CAR,1.29,0.41,0.12,0.12,,,,,,,,,,0.06,0.24,,,2.87,104,22,11.20,8.33
Barrett Carter,2574025,LB,CIN,NYJ,4.85,1.77,,0.2,,0.07,0.07,,,,,,,0.13,0.07,,,9.31,25,23,10.80,1.49
JD Bertrand,2571799,LB,ATL,MIA,,,,,,,,,,,,,,,,,,0.00,170,24,10.60,10.6
