PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Jordan Love,2564007,QB,GB,@PIT,224.23,1.54,0.75,10.47,0.07,,,,,0.01,,0.39,14.38,14,1,28.30,13.92
Jalen Hurts,2564832,QB,PHI,NYG,213.58,1.34,0.58,33.18,0.75,,,,,0.01,,0.56,19.50,3,2,25.36,5.86
Justin Herbert,2565045,QB,LAC,MIN,260.91,1.63,0.7,28.2,0.12,,,,,0.01,,0.41,18.34,5,3,25.28,6.94
Joe Flacco,382,QB,CIN,NYJ,224.85,1.46,0.79,6.54,0.06,,,,,0.01,,0.61,13.11,20,4,24.32,11.21
Drake Maye,2572294,QB,NE,CLE,228.57,1.51,0.76,32.39,0.21,,,,,0.01,,0.64,16.94,7,5,24.28,7.34
Tua Tagovailoa,2564499,QB,MIA,@ATL,220.08,1.78,0.73,9.52,0.07,,,,,0.01,,0.47,14.96,13,6,24.20,9.24
Bo Nix,2572003,QB,DEN,DAL,233.32,1.85,0.77,27.87,0.24,,,,,0.01,,0.46,18.56,4,7,23.78,5.22
Josh Allen,2560955,QB,BUF,@CAR,239.95,1.91,0.71,40.23,0.61,,,,,0.01,,0.55,23.40,1,8,23.22,-0.18
Daniel Jones,2562299,QB,IND,TEN,225.91,1.33,0.66,30.61,0.42,,,,,0.02,,0.97,16.80,8,9,23.18,6.38
Patrick Mahomes,2558125,QB,KC,WAS,262.05,2.11,0.63,37.14,0.24,,,,,0.01,,0.35,22.18,2,10,22.96,0.78
C.J. Stroud,2569819,QB,HOU,SF,212.57,1.35,0.7,14.82,0.05,,,,,0.01,,0.39,13.56,19,11,21.72,8.16
Justin Fields,2565920,QB,NYJ,@CIN,213.38,1.41,0.74,33.8,0.31,,,,,0.01,,0.7,16.60,9,12,20.86,4.26
Jaxson Dart,2574419,QB,NYG,@PHI,194.18,1.45,0.79,28.87,0.27,,,,,0.01,,0.47,15.61,12,13,19.42,3.81
Mac Jones,2566334,QB,SF,@HOU,222.1,1.22,0.95,10.92,0.11,,,,,0.02,,1,11.74,25,14,18.02,6.28
Aaron Rodgers,2506363,QB,PIT,GB,196.91,1.73,0.62,7.71,0.06,,,,,0.01,,0.33,13.67,16,15,16.76,3.09
Tyler Huntley,2563560,QB,BAL,CHI,189.95,1.01,0.72,34.51,0.23,,,,,0.01,,0.76,13.57,18,16,16.74,3.17
Cam Ward,2574164,QB,TEN,@IND,189.98,1.27,0.82,10.14,0.09,,,,,0.01,,0.55,11.55,26,17,12.76,1.21
Dillon Gabriel,2574045,QB,CLE,@NE,195.47,1.29,0.74,7.08,0.05,,,,,,,0.13,12.25,24,18,12.14,-0.11
Caleb Williams,2571913,QB,CHI,@BAL,205.45,1.29,0.62,26.22,0.13,,,,,0.01,,0.62,14.36,15,19,11.80,-2.56
Marcus Mariota,2552466,QB,WAS,@KC,216.29,1.6,0.76,28.46,0.21,,,,,0.02,,0.91,15.94,11,20,9.32,-6.62
Kirk Cousins,2532820,QB,ATL,MIA,226.82,1.24,0.73,12.54,0.09,,,,,0.02,,1,12.49,21,21,7.12,-5.37
Carson Wentz,2555259,QB,MIN,@LAC,211.5,1.27,0.85,17.78,0.13,,,,,0.01,,0.41,13.64,17,22,6.76,-6.88
Dak Prescott,2555260,QB,DAL,@DEN,257.14,1.89,0.79,9.73,0.08,,,,,0.01,,0.5,16.01,10,23,6.62,-9.39
Joe Milton III,2572297,QB,DAL,@DEN,,,,,,,,,,,,,0.00,82,24,6.32,6.32
Tyler Shough,2574406,QB,NO,TB,,,,,,,,,,,,,0.00,103,25,4.32,4.32
Baker Mayfield,2560800,QB,TB,@NO,257.22,1.81,0.8,23.94,0.11,,,,,0.01,,0.67,17.70,6,26,4.08,-13.62
Andy Dalton,2495143,QB,CAR,BUF,219.45,1.49,0.89,9.94,0.06,,,,,0.02,,0.97,12.49,22,27,2.70,-9.79
Spencer Rattler,2572327,QB,NO,TB,222.59,1.06,0.71,20.28,0.03,,,,,0.01,,0.75,12.49,23,28,2.64,-9.85
Mitchell Trubisky,2558008,QB,BUF,@CAR,,,,,,,,,,,,,0.00,116,29,0.88,0.88
Max Brosmer,2574340,QB,MIN,@LAC,,,,,,,,,,,,,0.00,37,30,0.52,0.52
Riley Leonard,2574190,QB,IND,TEN,,,,,,,,,,,,,0.00,71,31,0.10,0.1
Brandon Allen,2555365,QB,TEN,@IND,,,,,,,,,,,,,0.00,27,32,0.00,0.0
Kyle Allen,2561177,QB,DET,Bye,,,,,,,,,,,,,,28,33,0.00,
Tyson Bagent,2570467,QB,CHI,@BAL,,,,,,,,,,,,,0.00,29,34,0.00,0.0
Connor Bazelak,2574581,QB,TB,@NO,,,,,,,,,,,,,0.00,30,35,0.00,0.0
Jason Bean,2573169,QB,FA,Bye,,,,,,,,,,,,,,31,36,0.00,
Stetson Bennett,2569939,QB,LAR,Bye,,,,,,,,,,,,,,32,37,0.00,
Tim Boyle,2561187,QB,FA,Bye,,,,,,,,,,,,,,33,38,0.00,
Carter Bradley,2573208,QB,JAX,Bye,,,,,,,,,,,,,,34,39,0.00,
Teddy Bridgewater,2543465,QB,TB,@NO,,,,,,,,,,,,,0.00,35,40,0.00,0.0
Jacoby Brissett,2555261,QB,ARI,Bye,,,,,,,,,,,,,,36,41,0.00,
Jake Browning,2562634,QB,CIN,NYJ,,,,,,,,,,,,,0.00,38,42,0.00,0.0
Shane Buechele,2566983,QB,BUF,@CAR,,,,,,,,,,,,,0.00,39,43,0.00,0.0
Joe Burrow,2563722,QB,CIN,NYJ,,,,,,,,,,,,,0.00,40,44,0.00,0.0
Sean Clifford,2569762,QB,CIN,NYJ,,,,,,,,,,,,,0.00,41,45,0.00,0.0
Brady Cook,2574435,QB,NYJ,@CIN,,,,,,,,,,,,,0.00,42,46,0.00,0.0
Jayden Daniels,2572564,QB,WAS,@KC,,,,,,,,,,,,,0.00,43,47,0.00,0.0
Sam Darnold,2561036,QB,SEA,Bye,,,,,,,,,,,,,,44,48,0.00,
Hunter Dekkers,2574397,QB,NO,TB,,,,,,,,,,,,,0.00,45,49,0.00,0.0
Tommy DeVito,2570578,QB,NE,CLE,,,,,,,,,,,,,0.00,46,50,0.00,0.0
Ben DiNucci,2563839,QB,FA,Bye,,,,,,,,,,,,,,47,51,0.00,
Joshua Dobbs,2558167,QB,NE,CLE,,,,,,,,,,,,,0.00,48,52,0.00,0.0
Sam Ehlinger,2566142,QB,DEN,DAL,,,,,,,,,,,,,0.00,49,53,0.00,0.0
Taylor Elgersma,2574129,QB,FA,Bye,,,,,,,,,,,,,,50,54,0.00,
Quinn Ewers,2574321,QB,MIA,@ATL,,,,,,,,,,,,,0.00,51,55,0.00,0.0
Brett Gabbert,2574621,QB,FA,Bye,,,,,,,,,,,,,,52,56,0.00,
Ethan Garbers,2573980,QB,FA,Bye,,,,,,,,,,,,,,53,57,0.00,
Jimmy Garoppolo,2543801,QB,LAR,Bye,,,,,,,,,,,,,,54,58,0.00,
Jared Goff,2555334,QB,DET,Bye,,,,,,,,,,,,,,55,59,0.00,
Will Grier,2562404,QB,DAL,@DEN,,,,,,,,,,,,,0.00,56,60,0.00,0.0
Jake Haener,2570131,QB,NO,TB,,,,,,,,,,,,,0.00,57,61,0.00,0.0
Sam Hartman,2573599,QB,WAS,@KC,,,,,,,,,,,,,0.00,58,62,0.00,0.0
Taylor Heinicke,2553656,QB,FA,Bye,,,,,,,,,,,,,,59,63,0.00,
Seth Henigan,2574215,QB,FA,Bye,,,,,,,,,,,,,,60,64,0.00,
Hendon Hooker,2569744,QB,CAR,BUF,,,,,,,,,,,,,0.00,61,65,0.00,0.0
Will Howard,2574494,QB,PIT,GB,,,,,,,,,,,,,0.00,62,66,0.00,0.0
Sam Howell,2568333,QB,PHI,NYG,,,,,,,,,,,,,0.00,63,67,0.00,0.0
Lamar Jackson,2560757,QB,BAL,CHI,,,,,,,,,,,,,0.00,64,68,0.00,0.0
Josh Johnson,264,QB,WAS,@KC,,,,,,,,,,,,,0.00,65,69,0.00,0.0
Emory Jones,2572796,QB,ATL,MIA,,,,,,,,,,,,,0.00,66,70,0.00,0.0
Case Keenum,2532888,QB,CHI,@BAL,,,,,,,,,,,,,0.00,67,71,0.00,0.0
