PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Quan Martin,2570377,DB,WAS,@KC,2.56,1.78,0.03,0.1,0.05,0.1,,,,,,,,0.21,0.05,1.26,,6.76,72,1,17.40,10.64
Nate Wiggins,2571847,DB,BAL,CHI,2.09,0.79,,,0.17,0.06,,0.06,,,,,,0.9,,4.35,,7.05,65,2,17.40,10.35
Riley Moss,2569723,DB,DEN,DAL,1.29,0.62,,,,,,,,,,,,0.25,,,,2.93,131,3,16.30,13.37
Kamari Lassiter,2572102,DB,HOU,SF,2.64,1.14,,0.18,0.12,,,,,,,,,0.54,,0.84,,6.71,73,4,15.30,8.59
Trikweze Bridges,2574506,DB,DAL,@DEN,,,,,,,,,,,,,,,,,,0.00,242,5,14.73,14.73
Marcus Jones,2567943,DB,NE,CLE,3.38,0.85,,0.08,0.15,0.08,0.08,0.08,,,,,,0.77,,3.69,,8.95,23,6,14.60,5.65
Antoine Winfield Jr.,2565261,DB,TB,@NO,3.21,2.36,0.2,0.2,0.13,0.13,0.07,,,,,,,0.33,0.39,1.38,,8.98,22,7,14.20,5.22
Amani Hooker,2562666,DB,TEN,@IND,2.27,1.38,,0.17,0.11,0.06,0.06,,,,,,,0.39,0.06,1.11,,6.19,84,8,14.10,7.91
Cam Hart,2572471,DB,LAC,MIN,2.18,0.59,0.06,,0.06,0.06,0.06,,,,,,,0.47,0.18,0.82,,5.52,94,9,14.00,8.48
Jacob Parrish,2574594,DB,TB,@NO,3.18,1.02,0.17,0.41,0.07,,,,,,,,,0.27,,,,7.26,62,10,13.60,6.34
Malik Mustapha,2572504,DB,SF,@HOU,,,,,,,,,,,,,,,,,,0.00,480,11,13.50,13.5
Jarvis Brownlee Jr.,2572060,DB,NYJ,@CIN,2.37,1.33,,0.35,0.12,0.06,0.06,,,,,,,0.64,,1.79,,7.23,63,12,12.80,5.57
Josh Metellus,2564568,DB,MIN,@LAC,3.84,2.4,0.06,0.11,0.06,0.11,0.06,0.06,,,,,,0.28,0.17,1.84,,9.23,17,13,12.80,3.57
Jaylinn Hawkins,2563500,DB,NE,CLE,4.88,1.81,,0.25,0.06,0.06,,,,,,,,0.25,,1.63,,9.88,10,14,12.60,2.72
Jeremy Reaves,2561394,DB,WAS,@KC,2.55,2.1,,0.06,0.06,0.06,,,,,,,,0.19,0.19,,,6.17,86,15,12.60,6.43
Harrison Smith,2532948,DB,MIN,@LAC,3.24,1.68,0.09,0.12,0.12,0.06,,,,,,,,0.48,0.12,0.54,,8.14,44,16,12.60,4.46
Jamel Dean,2562556,DB,TB,@NO,3.13,1.07,,,0.07,,,,,,,,,0.53,,1.53,,6.96,67,17,12.10,5.14
Chris Lammons,2561226,DB,IND,TEN,1.86,0.93,,0.09,,0.09,0.09,,,,,,,0.47,0.09,,,5.11,97,18,12.00,6.89
Geno Stone,2563584,DB,CIN,NYJ,2.47,1.88,0.09,,0.18,,0.06,0.06,,,,,,0.47,0.24,3.76,,7.36,59,19,11.70,4.34
Dee Alford,2567244,DB,ATL,MIA,,,,,,,,,,,,,,,,,,0.00,200,20,11.50,11.5
