PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
T.J. Watt,2558064,LB,PIT,CLE,5,,4,3,,,,,,,,,,2,5,,,7.97,1,28.50,20.53
Foye Oluokun,2561132,LB,ATL,@BUF,7,6,,,1,,,,,,,,,2,,18,,14.14,2,25.80,11.66
Darius Leonard,2560789,LB,IND,LV,6,2,,,1,2,,,,,,,,1,,7,,0.00,3,25.03,25.03
Fred Warner,2560917,LB,SF,HOU,7,8,,1,,1,,,,,,,,,,,,12.45,4,23.30,10.85
Alex Highsmith,2564982,LB,PIT,CLE,7,,2,3,,,,,,,,,,,2,,,7.02,5,21.40,14.38
Isaiah Simmons,2564940,LB,ARI,@DAL,8,2,,,,1,,,,,,,,,,,,9.16,6,18.70,9.54
Von Miller,2495202,LB,LA,@BAL,5,,2,3,,,,,,,,,,,3,,,6.85,7,18.50,11.65
T.J. Edwards,2562648,LB,PHI,@WAS,7,7,,,,,,,,,,,,,,,,13.22,8,17.50,4.28
Lorenzo Carter,2561015,LB,NYG,@CHI,5,1,1,2,,,,,,,,,,1,1,,,5.72,9,17.30,11.58
Frankie Luvu,2561366,LB,CAR,@NO,6,3,,3,,,,,,,,,,,,,,6.30,10,17.10,10.8
C.J. Mosley,2543464,LB,NYJ,TB,7,6,,,,,,,,,,,,,,,,14.06,11,16.70,2.64
Troy Reeder,2563313,LB,LA,@BAL,6,3,1,1,,,,,,,,,,,1,,,10.34,12,16.60,6.26
Bobby Okereke,2562416,LB,IND,LV,9,1,,,,,,,,,,,,,,,,11.81,13,16.10,4.29
Cole Holcomb,2562872,LB,WAS,PHI,5,6,,,,,,,,,,,,1,,,,13.05,14,15.80,2.75
Trevis Gipson,2563695,LB,CHI,NYG,2,1,2,,,2,,,,,,,,,1,,,5.59,15,15.70,10.11
Jonas Griffith,2565102,LB,DEN,@LAC,5,7,,1,,,,,,,,,,,,,,2.14,16,15.60,13.46
Micah Kiser,2560782,LB,DEN,@LAC,5,7,,1,,,,,,,,,,,,,,7.70,17,15.60,7.9
Roquan Smith,2560877,LB,CHI,NYG,6,3,,2,,,,,,,,,,,,,,14.33,18,15.60,1.27
Leighton Vander Esch,2560908,LB,DAL,ARI,8,2,,,,,,,,,,,,,,,,6.32,19,15.20,8.88
Jerome Baker,2560966,LB,MIA,@TEN,6,1,1,1,,,,,,,,,,,1,,,10.41,20,15.00,4.59
Cody Barton,2562472,LB,SEA,DET,5,2,,1,,,,,,,,,,1,1,,,0.49,21,14.60,14.11
De'Vondre Campbell,2555255,LB,GB,MIN,7,1,,1,,,,,,,,,,,,,,13.61,22,14.20,0.59
Christian Kirksey,2543720,LB,HOU,@SF,5,4,,,,,,,,,,,,1,,,,10.64,23,14.20,3.56
Anthony Nelson,2562507,LB,TB,@NYJ,3,,1,2,,,1,,,,,,,1,1,,,5.49,24,14.10,8.61
Jaylon Smith,2555310,LB,NYG,@CHI,5,2,1,1,,,,,,,,,,,1,,,2.48,25,14.10,11.62
Tae Crowder,2564727,LB,NYG,@CHI,3,3,,,1,,,,,,,,,1,,17,,10.96,26,14.07,3.11
Preston Smith,2552276,LB,GB,MIN,3,1,1,2,,,,,,,,,,1,1,,,5.64,27,13.90,8.26
Kwon Alexander,2552592,LB,NO,CAR,6,2,0.5,,,,,,,,,,,,2,,,7.87,28,13.80,5.93
Denzel Perryman,2552310,LB,LV,@IND,5,2,,,,1,,,,,,,,,,,,14.03,29,13.60,-0.43
Kyzir White,2560928,LB,LAC,DEN,5,6,,,,,,,,,,,,,,,,12.46,30,13.30,0.84
Jalen Reeves-Maybin,2557924,LB,DET,@SEA,4,4,,2,,,,,,,,,,,,,,11.05,31,13.00,1.95
Eric Kendricks,2552312,LB,MIN,@GB,6,3,,,,,,,,,,,,,,,,12.28,32,12.60,0.32
Shaq Thompson,2552447,LB,CAR,@NO,4,3,,2,,,,,,,,,,,,,,12.62,33,12.20,-0.42
Chandler Jones,2533538,LB,ARI,@DAL,3,,,2,,1,,,,,,,,,1,,,7.18,34,12.10,4.92
Deion Jones,2555162,LB,ATL,@BUF,6,2,,,,,,,,,,,,,,,,12.23,35,11.80,-0.43
Alec Ogletree,2540143,LB,CHI,NYG,6,2,,,,,,,,,,,,,,,,9.15,36,11.80,2.65
