PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Jauan Jennings,2565114,WR,SF,@LAR,,,,,,11,175,3,,,,,51.50,,11,11,11,12,92,2,,1,1,41.00
Ja'Marr Chase,2565941,WR,CIN,WAS,,,,,,6,118,2,,,,,45.90,,6,6,6,7,86,2,1,1,2,26.80
Malik Nabers,2572342,WR,NYG,@CLE,,,,4,,8,78,2,,,,,38.00,2,8,10,8,12,67,,,,3,24.20
Amari Cooper,2552487,WR,CLE,NYG,,,,,,7,86,2,,,,,34.40,,7,7,7,12,58,1,,1,4,24.10
Rashee Rice,2569921,WR,KC,@ATL,,,,1,,12,110,1,,,,,37.60,1,12,13,12,14,86,2,1,,5,23.10
Diontae Johnson,2562674,WR,CAR,@LV,,,,,,8,122,1,,,,,42.40,,8,8,8,14,57,4,,3,6,22.20
Rome Odunze,2571907,WR,CHI,@IND,,,,2,,6,112,1,,,,,35.90,1,6,7,6,11,55,1,,1,7,20.40
Chris Olave,2567973,WR,NO,PHI,,,,,,6,86,1,,,,,22.00,,6,6,6,6,100,1,,,8,19.10
Tre Tucker,2570059,WR,LV,CAR,,,,,,7,96,1,,,,,44.30,,7,7,7,9,78,1,,1,9,19.10
Amon-Ra St. Brown,2566073,WR,DET,@ARI,,,,,,7,75,1,,,,,20.50,,7,7,7,8,88,1,,1,10,18.50
DK Metcalf,2562685,WR,SEA,MIA,,,,,,4,104,1,,,,,33.10,,4,4,4,6,67,,,,11,18.40
Terry McLaurin,2562489,WR,WAS,@CIN,,,,,,4,100,1,,,,,30.90,,4,4,4,6,67,,,,12,18.00
Jakobi Meyers,2562492,WR,LV,CAR,,,,,,7,62,1,,,1,,44.30,,7,7,7,9,78,2,1,,13,17.70
Calvin Austin III,2568132,WR,PIT,LAC,,,,,,4,95,1,,,,,29.80,,4,4,4,5,80,,,,14,17.50
Justin Jefferson,2564556,WR,MIN,HOU,,,,,,6,81,1,,,,,32.33,,6,6,6,8,75,1,,,15,17.10
DeAndre Hopkins,2540165,WR,TEN,GB,,,,,,6,73,1,,,,,25.40,,6,6,6,7,86,1,,,16,16.30
Khalil Shakir,2567334,WR,BUF,JAX,,,,,,6,72,1,,,,,32.10,,6,6,6,6,100,,,,17,16.20
Drake London,2567250,WR,ATL,KC,,,,,,6,67,1,,,,,31.00,,6,6,6,9,67,3,1,,18,15.70
Stefon Diggs,2552608,WR,HOU,@MIN,13,,,,,10,94,,,,,,39.12,,10,10,10,12,83,,,,19,14.92
Marvin Harrison Jr.,2572411,WR,ARI,DET,,,,,,5,64,1,,,,,30.30,,5,5,5,11,45,1,,1,20,14.90
Chris Godwin,2558105,WR,TB,DEN,,,,,,6,53,1,,,,,19.60,,6,6,6,9,67,1,,1,21,14.30
Andrei Iosivas,2569657,WR,CIN,WAS,,,,,,5,52,1,,,,,45.90,,5,5,5,7,71,2,,2,22,13.70
KaVontae Turpin,2569509,WR,DAL,BAL,,,,1,,3,51,1,,,,,37.20,1,3,4,3,3,100,1,,,23,12.70
Allen Lazard,2560787,WR,NYJ,NE,,,,,,3,48,1,,,,,32.20,,3,3,3,3,100,1,,1,24,12.30
Christian Kirk,2560781,WR,JAX,@BUF,,,,,,8,79,,,,,,25.20,,8,8,8,10,80,,,,25,11.90
