PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Fred Warner,2560917,LB,SF,@SEA,4.95,3.1,0.15,0.31,0.12,0.12,,,,,,,,0.62,0.31,,,12.60,2,1,18.00,5.4
T.J. Watt,2558064,LB,PIT,@LV,2.64,0.82,0.88,1.17,0.06,0.23,0.18,,,,,,,0.35,2.05,0.23,,11.07,9,2,17.50,6.43
Quay Walker,2567631,LB,GB,ARI,,,,,,,,,,,,,,,,,,0.00,407,3,17.10,17.1
Ventrell Miller,2569906,LB,JAX,@CHI,2.64,1.11,0.18,0.18,0.06,0.06,0.06,,,,,,,,,,,5.74,63,4,16.70,10.96
Willie Gay Jr.,2564280,LB,NO,TB,3.2,2.13,0.06,0.22,0.06,,0.06,,,,,,,0.34,0.17,,,7.73,46,5,16.60,8.87
Germaine Pratt,2562702,LB,CIN,@NYG,3.38,2.91,0.09,0.41,0.06,0.12,0.06,,,,,,,0.17,0.12,0.23,,8.79,38,6,15.50,6.71
Nate Landman,2568519,LB,ATL,@CAR,2.75,1.98,0.06,0.32,,0.06,,,,,,,,,,,,6.12,59,7,15.40,9.28
Trevin Wallace,2571898,LB,CAR,ATL,4.67,1.36,0.14,0.22,,0.11,0.05,,,,,,,,0.22,,,8.98,35,8,15.30,6.32
Jeremiah Owusu-Koramoah,2565983,LB,CLE,@PHI,3.87,1.44,0.11,1.11,0.06,0.11,,,,,,,,0.33,0.28,0.66,,10.14,19,9,14.90,4.76
Lavonte David,2532828,LB,TB,@NO,4.36,1.93,0.22,,0.06,0.06,0.06,,,,,,,0.28,0.22,0.33,,9.44,29,10,14.80,5.36
Krys Barnes,2563971,LB,ARI,@GB,0.83,0.44,0.06,0.06,,0.06,,,,,,,,,,,,1.93,136,11,14.70,12.77
Patrick Queen,2563575,LB,PIT,@LV,4.49,2.59,0.23,0.52,0.06,0.06,0.06,,,,,,,0.35,0.58,,,11.17,8,12,14.70,3.53
Damone Clark,2567493,LB,DAL,DET,3.96,1.61,,0.25,,0.06,0.06,,,,,,,0.12,0.25,,,7.98,43,13,14.50,6.52
Brian Burns,2562242,LB,NYG,CIN,1.77,0.97,0.54,0.86,,0.05,,,,,,,,0.16,1.13,,,6.75,52,14,14.40,7.65
Zaire Franklin,2561155,LB,IND,@TEN,5.45,3.82,0.08,0.11,0.05,0.11,,,,,,,,0.33,0.22,0.6,,12.31,5,15,14.10,1.79
Jamien Sherwood,2565762,LB,NYJ,BUF,3.58,1.62,,0.34,,0.06,,,,,,,,,,,,7.06,50,16,14.10,7.04
Nakobe Dean,2568072,LB,PHI,CLE,4.15,1.3,0.13,0.32,,,,,,,,,,,0.13,,,7.81,45,17,13.50,5.69
Bobby Wagner,2532966,LB,WAS,@BAL,4.57,3.4,0.12,0.53,,,,,,,,,,0.18,0.29,,,10.53,14,18,13.10,2.57
Harold Landry,2560784,LB,TEN,IND,2.65,1.5,0.63,0.81,,,,,,,,,,0.17,1.21,,,8.38,42,19,12.70,4.32
Jonathon Cooper,2566028,LB,DEN,LAC,1.79,1.61,0.29,0.29,,0.06,0.06,,,,,,,0.06,0.81,0.69,,5.51,68,20,12.20,6.69
Azeez Ojulari,2566367,LB,NYG,CIN,1.4,0.5,0.2,0.17,,0.07,0.07,,,,,,,,,,,3.37,89,21,12.20,8.83
