PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Wil Lutz,2556601,K,DEN,LAC,1.92,0.11,,0.37,0.43,0.37,0.21,,,0.05,6.47,27,21,5.00,-1.47
Evan McPherson,2565953,K,CIN,@NYG,2.92,0.12,,0.43,0.49,0.55,0.3,,,,9.02,4,22,5.00,-4.02
Cairo Santos,2550636,K,CHI,JAX,2.2,0.12,,0.42,0.47,0.47,0.24,,,,7.59,9,23,5.00,-2.59
Cam Little,2572147,K,JAX,@CHI,2.31,0.12,,0.35,0.52,0.35,0.17,,,,6.81,23,24,4.00,-2.81
Joey Slye,2563132,K,NE,HOU,1.89,0.11,,0.39,0.45,0.39,0.22,,,0.06,6.68,25,25,3.00,-3.68
Tyler Bass,2563596,K,BUF,@NYJ,2.46,0.11,,0.39,0.5,0.39,0.22,,,0.06,7.40,14,26,2.00,-5.4
Daniel Carlson,2560993,K,LV,PIT,1.94,0.05,,0.43,0.49,0.38,0.27,,,,7.42,13,27,1.00,-6.42
Greg Joseph,2561534,K,NYG,CIN,2.15,0.24,,0.24,0.48,0.48,0.24,,,,6.71,24,28,1.00,-5.71
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,29,29,0.00,
Mike Badgley,2560965,K,DET,@DAL,,,,,,,,,,,0.00,30,30,0.00,0.0
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,31,31,0.00,
Harrison Butker,2558245,K,KC,Bye,,,,,,,,,,,,32,32,0.00,
Anders Carlson,2569750,K,SF,@SEA,,,,,,,,,,,0.00,33,33,0.00,0.0
Graham Gano,71309,K,NYG,CIN,,,,,,,,,,,0.00,34,34,0.00,0.0
Alex Hale,2573890,K,GB,ARI,,,,,,,,,,,0.00,35,35,0.00,0.0
Lucas Havrisik,2569534,K,BUF,@NYJ,,,,,,,,,,,0.00,36,36,0.00,0.0
Joshua Karty,2572201,K,LAR,Bye,,,,,,,,,,,,37,37,0.00,
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,38,38,0.00,
Jude McAtamney,2573503,K,NYG,CIN,,,,,,,,,,,0.00,39,39,0.00,0.0
Brandon McManus,2541556,K,GB,ARI,,,,,,,,,,,0.00,40,40,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,41,41,0.00,
Jake Moody,2570308,K,SF,@SEA,,,,,,,,,,,0.00,42,42,0.00,0.0
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,43,43,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,44,44,0.00,
Matt Prater,2506677,K,ARI,@GB,,,,,,,,,,,0.00,45,45,0.00,0.0
Will Reichard,2572273,K,MIN,Bye,,,,,,,,,,,,46,46,0.00,
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,47,47,0.00,
Jason Sanders,2561153,K,MIA,Bye,,,,,,,,,,,,48,48,0.00,
Spencer Shrader,2573175,K,FA,Bye,,,,,,,,,,,,49,49,0.00,
Charlie Smyth,2572330,K,NO,TB,,,,,,,,,,,0.00,50,50,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,51,51,0.00,
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,52,0.00,
