PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Will Anderson Jr.,2569834,DL,HOU,@NE,2,0.77,0.46,0.62,,0.1,,,,,,,,0.1,1.28,,,6.55,14,1,26.20,19.65
Zach Allen,2562219,DL,DEN,LAC,1.66,1.33,0.29,1.17,,0.05,,,,,,,,0.11,1.17,,,6.66,10,2,16.80,10.14
Dante Fowler Jr.,2553431,DL,WAS,@BAL,1.05,0.64,0.29,0.29,,0.12,,,,,,,,,,,,3.39,68,3,15.50,12.11
A.J. Epenesa,2563605,DL,BUF,@NYJ,0.96,0.72,0.51,0.48,0.06,0.06,0.06,,,,,,,0.36,0.6,,,5.29,29,4,15.10,9.81
B.J. Hill,2560740,DL,CIN,@NYG,1.69,1.51,0.32,0.23,,,0.06,,,,,,,0.23,0.82,,,5.47,26,5,12.90,7.43
Alim McNeill,2566061,DL,DET,@DAL,1.59,1.41,0.34,0.49,,0.06,,,,,,,,0.06,0.86,,,5.44,27,6,12.70,7.26
Myles Garrett,2557965,DL,CLE,@PHI,1.72,0.76,0.73,0.86,,0.1,0.05,,,,,,,0.15,1.47,,,7.30,6,7,12.00,4.7
Mario Edwards,2553433,DL,HOU,@NE,0.23,0.18,0.06,,,,,,,,,,,,0.18,,,0.66,137,8,11.50,10.84
Trey Hendrickson,2557943,DL,CIN,@NYG,1.51,0.7,0.76,0.76,,0.17,,,,,,,,,,,,5.94,20,9,11.50,5.56
Travis Jones,2567277,DL,BAL,WAS,0.18,0.25,0.06,0.06,,,,,,,,,,,0.12,,,0.69,130,10,10.60,9.91
