PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Nick Folk,2507225,K,NE,DET,2,,,1,3,1,,,,,7.20,1,18.00,10.8
Chase McLaughlin,2563203,K,IND,@DEN,,,,,1,1,2,,,,7.34,2,17.00,9.66
Daniel Carlson,2560993,K,LV,@KC,2,,,,,1,2,,,,6.41,3,16.00,9.59
Justin Tucker,2536340,K,BAL,CIN,1,,,1,1,1,1,,,,8.05,4,16.00,7.95
Cairo Santos,2550636,K,CHI,@MIN,1,,,,,1,2,,,,7.07,5,15.00,7.93
Taylor Bertolet,2556472,K,LAC,@CLE,3,,,3,,,,,,,6.05,6,12.00,5.95
Ka'imi Fairbairn,2556521,K,HOU,@JAX,1,,,,,,2,,,,6.61,7,11.00,4.39
Brett Maher,2540243,K,DAL,@LA,1,,,,2,1,,,,,7.81,8,11.00,3.19
Robbie Gould,2506264,K,SF,@CAR,3,,,,,1,,,,,7.58,9,10.40,2.82
Mason Crosby,2507232,K,GB,NYG,2,,,,,2,,,,,7.94,10,10.00,2.06
Graham Gano,71309,K,NYG,@GB,3,,,,1,1,,,,,6.50,11,10.00,3.5
Brandon McManus,2541556,K,DEN,IND,,,,,1,2,,,,1,7.13,12,10.00,2.87
Eddy Pineiro,2560842,K,CAR,SF,,,,,2,1,,,,,6.43,13,10.00,3.57
Cameron Dicker,2568435,K,LAC,@CLE,2,,,1,,1,,,,,0.00,14,9.00,9.0
Wil Lutz,2556601,K,NO,SEA,4,,,,,,1,,,,7.57,15,9.00,1.43
Tyler Bass,2563596,K,BUF,PIT,5,,,,1,,,,,,7.13,16,8.00,0.87
Ryan Succop,89802,K,TB,ATL,1,,,1,,1,,,,,7.99,17,8.00,0.01
Matthew Wright,2562968,K,FA,Bye,3,,,,,,1,,,,,18,8.00,
Greg Zuerlein,2534797,K,NYJ,MIA,5,,,,1,,,,,,6.02,19,8.00,1.98
Jason Myers,2553112,K,SEA,@NO,2,1,,,1,,1,,,,7.02,20,7.00,-0.02
Riley Patterson,2567013,K,JAX,HOU,,,,1,,1,,,,,6.98,21,7.00,0.02
Joey Slye,2563132,K,WAS,TEN,2,,,,,,1,,,,7.00,22,7.00,0.0
Evan McPherson,2565953,K,CIN,@BAL,2,,,,,1,,,,,6.66,23,6.00,-0.66
Jason Sanders,2561153,K,MIA,@NYJ,2,,,,,1,,,,,6.35,24,6.00,-0.35
Matt Ammendola,2565555,K,FA,Bye,2,,,1,,,,,,,,25,5.00,
Matt Gay,2562271,K,LA,DAL,1,,,1,,,,,,,6.55,26,4.00,-2.55
Cade York,2567487,K,CLE,LAC,4,,,,,,,,,,6.49,27,4.00,-2.49
Randy Bullock,2533444,K,TEN,@WAS,3,,,,,,,,,,7.73,28,3.00,-4.73
Greg Joseph,2561534,K,MIN,CHI,3,,,,,,,,,,7.81,29,3.00,-4.81
Chris Boswell,2550545,K,PIT,@BUF,,,,1,,,,,,1,6.79,30,2.00,-4.79
Younghoe Koo,2559205,K,ATL,@TB,1,,,,,,,,,,6.94,31,1.00,-5.94
Mike Badgley,2560965,K,DET,@NE,,,,,,,,,,,6.98,32,0.00,-6.98
Rodrigo Blankenship,2564106,K,FA,Bye,,,,,,,,,,,,33,0.00,
Jose Borregales,2567139,K,FA,Bye,,,,,,,,,,,,34,0.00,
Harrison Butker,2558245,K,KC,LV,,,,,,,,,,,0.00,35,0.00,0.0
Dominik Eberle,2565360,K,FA,Bye,,,,,,,,,,,,36,0.00,
Jake Elliott,2558172,K,PHI,@ARI,,,,,,,,,,,0.00,37,0.00,0.0
Jonathan Garibay,2568684,K,FA,Bye,,,,,,,,,,,,38,0.00,
Zane Gonzalez,2558178,K,CAR,SF,,,,,,,,,,,0.00,39,0.00,0.0
Dustin Hopkins,2539227,K,LAC,@CLE,,,,,,,,,,,0.00,40,0.00,0.0
Brian Johnson,2566740,K,FA,Bye,,,,,,,,,,,,41,0.00,
Josh Lambo,2553833,K,FA,Bye,,,,,,,,,,,,42,0.00,
James McCourt,2569215,K,JAX,HOU,,,,,,,,,,,0.00,43,0.00,0.0
Andrew Mevis,2567754,K,FA,Bye,,,,,,,,,,,,44,0.00,
JJ Molson,2565550,K,FA,Bye,,,,,,,,,,,,45,0.00,
Chris Naggar,2565744,K,FA,Bye,,,,,,,,,,,,46,0.00,
Quinn Nordin,2565684,K,NE,DET,,,,,,,,,,,0.00,47,0.00,0.0
Matt Prater,2506677,K,ARI,PHI,,,,,,,,,,,0.00,48,0.00,0.0
Aldrick Rosas,2556771,K,FA,Bye,,,,,,,,,,,,49,0.00,
Ryan Santoso,2561269,K,FA,Bye,,,,,,,,,,,,50,0.00,
Nick Sciba,2569450,K,FA,Bye,,,,,,,,,,,,51,0.00,
Austin Seibert,2562729,K,FA,Bye,,,,,,,,,,,,52,0.00,
Caleb Shudak,2568843,K,TEN,@WAS,,,,,,,,,,,0.00,53,0.00,0.0
Sam Sloman,2564397,K,FA,Bye,,,,,,,,,,,,54,0.00,
Jake Verity,2566731,K,FA,Bye,,,,,,,,,,,,55,0.00,
Tristan Vizcaino,2562807,K,NE,DET,,,,,,,,,,,0.00,56,0.00,0.0
