PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Alex Singleton,2553739,LB,PHI,NYG,10,2,,,1,,,1,,,,,,1,,29,,13.92,1,29.57,15.65
Foye Oluokun,2561132,LB,ATL,DET,8,6,,1,1,,,,,,,,,1,,6,,13.72,2,26.10,12.38
De'Vondre Campbell,2555255,LB,GB,CLE,12,1,,,,,,,,,,,,1,,,,12.93,3,23.70,10.77
Anthony Barr,2543459,LB,MIN,LA,5,1,,,2,,,,,,,,,2,1,11,,9.72,4,22.17,12.45
T.J. Edwards,2562648,LB,PHI,NYG,6,10,,,,,,,,,,,,1,,,,13.90,5,20.70,6.8
C.J. Mosley,2543464,LB,NYJ,JAX,6,4,1,,,1,,,,,,,,,1,,,14.50,6,19.40,4.9
Jonas Griffith,2565102,LB,DEN,@LV,6,7,,2,,,,,,,,,,,,,,2.21,7,18.80,16.59
Deion Jones,2555162,LB,ATL,DET,8,2,,,,,,,,,,,,1,,,,12.56,8,17.70,5.14
Jordyn Brooks,2565135,LB,SEA,CHI,6,3,,,,,,,,,,,,2,,,,13.07,9,17.60,4.53
E.J. Speed,2562955,LB,IND,@ARI,8,1,,,,,,,,,,,,1,,,,7.26,10,16.90,9.64
Jerome Baker,2560966,LB,MIA,@NO,5,1,1.5,2,,,,,,,,,,,3,,,10.87,11,16.80,5.93
Travin Howard,2561154,LB,LA,@MIN,4,1,,,1,,,,,,,,,2,,19,,0.00,12,16.73,16.73
Neville Hewitt,2553657,LB,HOU,LAC,8,3,,,,,,,,,,,,,,,,10.70,13,16.00,5.3
Jalen Reeves-Maybin,2557924,LB,DET,@ATL,4,4,,,,1,,,,,,,,1,,,,11.48,14,16.00,4.52
Shaquil Barrett,2550541,LB,TB,@CAR,2,2,1,2,,,,,,,,,,2,1,,,6.66,15,15.50,8.84
Robert Spillane,2561596,LB,PIT,@KC,5,8,,,,,,,,,,,,,,,,2.34,16,14.90,12.56
Patrick Queen,2563575,LB,BAL,@CIN,4,5,,1,,,,,,,,,,1,,,,10.12,17,14.80,4.68
Pete Werner,2566358,LB,NO,MIA,7,3,,,,,,,,,,,,,,,,5.82,18,14.30,8.48
Troy Reeder,2563313,LB,LA,@MIN,6,,,1,,,,,,,,,,1,,,,7.93,19,14.20,6.27
Kyzir White,2560928,LB,LAC,@HOU,6,5,,,,,,,,,,,,,,,,12.79,20,14.20,1.41
Bobby Wagner,2532966,LB,SEA,CHI,5,7,,,,,,,,,,,,,,,,13.25,21,14.10,0.85
Roquan Smith,2560877,LB,CHI,@SEA,6,2,,1,,,,,,,,,,,1,,,14.29,22,13.80,-0.49
Rashaan Evans,2560718,LB,TEN,SF,5,2,,,,1,,,,,,,,,,,,9.36,23,13.60,4.24
Rashan Gary,2562376,LB,GB,CLE,3,,2,2,,,,,,,,,,,3,,,6.51,24,13.60,7.09
Zack Baun,2564664,LB,NO,MIA,7,1,,,,,,,,,,,,,1,,,4.82,25,13.20,8.38
Joe Schobert,2555166,LB,PIT,@KC,4,6,,1,,,,,,,,,,,,,,10.65,26,13.10,2.45
Lorenzo Carter,2561015,LB,NYG,@PHI,2,1,1,,,1,,,,,,,,1,1,,,5.87,27,12.70,6.83
Tremaine Edmunds,2560713,LB,BUF,@NE,7,1,,,,,,,,,,,,,,,,12.17,28,12.70,0.53
