PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Kyren Williams,2567862,RB,LA,@ARI,,,,143,,6,61,2,,,,,49.70,16,6,22,6,6,100,3,7,4,1,35.40
Christian McCaffrey,2557997,RB,SF,@SEA,,,,114,2,5,25,,,,,,33.10,19,5,24,5,6,83,1,7,3,2,28.40
Bijan Robinson,2569558,RB,ATL,NO,,,,91,1,3,32,1,,,,,38.20,16,3,19,3,6,50,1,2,1,3,25.80
Isiah Pacheco,2567808,RB,KC,@LV,,,,55,2,5,34,,,,,,23.90,15,5,20,5,5,100,1,6,3,4,23.40
Raheem Mostert,2553728,RB,MIA,@NYJ,,,,94,2,,,,,,,,31.80,20,,20,,1,,,4,1,5,21.40
Jonathan Taylor,2564148,RB,IND,TB,,,,91,2,,,,,,,,29.10,15,,15,,,,,5,3,6,21.10
Josh Jacobs,2562377,RB,LV,KC,,,,110,1,4,15,,,,,,22.30,20,4,24,4,6,67,,1,,7,20.50
Derrick Henry,2556075,RB,TEN,CAR,,,,76,2,1,,,,,,,21.30,18,1,19,1,2,50,,3,2,8,20.10
Rhamondre Stevenson,2566343,RB,NE,@NYG,,,,98,1,5,9,,,,,,25.40,21,5,26,5,5,100,,1,1,9,19.20
Chuba Hubbard,2565899,RB,CAR,@TEN,,,,45,1,5,47,,,,,,20.50,14,5,19,5,5,100,,3,,10,17.70
Tony Pollard,2562699,RB,DAL,WAS,,,,79,1,6,24,,,,,1,26.40,13,6,19,6,6,100,,1,1,11,17.30
Najee Harris,2566448,RB,PIT,@CIN,,,,99,1,,,,,,,,21.60,15,,15,,,,,2,1,12,15.90
David Montgomery,2562502,RB,DET,GB,,,,71,1,,,,,,1,,24.40,15,,15,,1,,,4,2,13,15.10
Alvin Kamara,2558019,RB,NO,@ATL,,,,69,,4,50,,,,,,16.50,15,4,19,4,5,80,1,3,,14,13.90
Royce Freeman,2560733,RB,LA,@ARI,,,,77,1,,,,,,,,49.70,13,,13,,,,,3,1,15,13.70
Samaje Perine,2558138,RB,DEN,CLE,,,,55,1,1,11,,,,,,22.10,7,1,8,1,1,100,,2,2,16,13.10
James Cook,2567328,RB,BUF,@PHI,,,,43,,6,57,,,,,,21.20,16,6,22,6,7,86,,2,1,17,13.00
Rachaad White,2568315,RB,TB,@IND,,,,100,,2,10,,,,,,15.60,15,2,17,2,2,100,,2,1,18,13.00
Travis Etienne,2566157,RB,JAX,@HOU,,,,56,,4,30,,,,,,17.80,20,4,24,4,6,67,,4,4,19,10.60
Devin Singletary,2562734,RB,HOU,JAX,,,,18,,6,54,,,,,,12.50,6,6,12,6,7,86,1,5,3,20,10.20
Jerome Ford,2567469,RB,CLE,@DEN,,,,65,,4,14,,,,,,13.10,9,4,13,4,7,57,1,1,,21,9.90
Keaton Mitchell,2570428,RB,BAL,@LAC,,,,64,,2,25,,,,,,17.20,9,2,11,2,2,100,,,,22,9.90
AJ Dillon,2563986,RB,GB,@DET,,,,43,,3,38,,,,,,13.10,14,3,17,3,3,100,,4,1,23,9.60
Breece Hall,2568030,RB,NYJ,MIA,,,,25,,7,24,,,,,,13.60,7,7,14,7,9,78,1,2,,24,9.40
Jahmyr Gibbs,2569747,RB,DET,GB,,,,54,,4,19,,,,,,24.40,11,4,15,4,8,50,,2,,25,9.30
Rico Dowdle,2565295,RB,DAL,WAS,,,,11,,1,15,1,,,,,26.40,3,1,4,1,1,100,1,1,,26,9.10
D'Andre Swift,2563965,RB,PHI,BUF,,,,80,,1,4,,,,,,14.90,14,1,15,1,1,100,,1,1,27,8.90
Jeff Wilson,2560938,RB,MIA,@NYJ,,,,56,,3,17,,,,,,31.80,11,3,14,3,3,100,,,,28,8.80
Javonte Williams,2566049,RB,DEN,CLE,,,,65,,3,6,,,,,,22.10,18,3,21,3,6,50,,3,2,29,8.60
Roschon Johnson,2569615,RB,CHI,@MIN,,,,35,,5,40,,,,,1,14.90,10,5,15,5,5,100,1,2,,30,8.00
Zack Moss,2563617,RB,IND,TB,,,,55,,2,15,,,,,,29.10,8,2,10,2,3,67,,,,31,8.00
