PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Saquon Barkley,2560968,RB,NYG,@WAS,,,,83,,4,57,2,,,,,13.49,1,28.00,14.51
Jaylen Warren,2568493,RB,PIT,@CLE,,,,129,1,3,16,,,,,,9.29,2,22.00,12.71
Gus Edwards,2561324,RB,BAL,CIN,,,,62,2,2,8,,,,,,10.30,3,20.00,9.7
Christian McCaffrey,2557997,RB,SF,TB,,,,78,,5,25,1,,,,,17.53,4,18.80,1.27
Devin Singletary,2562734,RB,HOU,ARI,,,,112,1,2,6,,,,,,13.34,5,18.80,5.46
Jahmyr Gibbs,2569747,RB,DET,CHI,,,,36,1,6,59,,,,,,7.95,6,18.50,10.55
Joe Mixon,2557976,RB,CIN,@BAL,,,,69,,5,31,1,,,,,13.88,7,18.50,4.62
D'Andre Swift,2563965,RB,PHI,@KC,,,,76,1,3,31,,,,,,13.77,8,18.20,4.43
James Cook,2567328,RB,BUF,NYJ,,,,73,,3,29,1,,,,,12.68,9,17.70,5.02
David Montgomery,2562502,RB,DET,CHI,,,,76,1,2,22,,,,,,10.29,10,16.80,6.51
Brian Robinson,2568348,RB,WAS,NYG,,,,73,,7,59,,,,,1,15.38,11,16.20,0.82
Tony Pollard,2562699,RB,DAL,@CAR,,,,61,1,4,19,,,,,,13.40,12,16.00,2.6
Breece Hall,2568030,RB,NYJ,@BUF,,,,23,,5,50,1,,,,,14.25,13,15.80,1.55
Rachaad White,2568315,RB,TB,@SF,,,,30,1,6,28,,,,,,14.12,14,14.80,0.68
Ty Chandler,2567907,RB,MIN,@DEN,,,,73,,4,37,,,,,,3.58,15,14.50,10.92
Ty Johnson,2562293,RB,BUF,NYJ,,,,11,,3,47,1,,,,,0.96,16,13.90,12.94
Jerome Ford,2567469,RB,CLE,PIT,,,,31,1,2,8,,,,,,11.42,17,10.90,-0.52
Darrell Henderson,2562574,RB,FA,Bye,,,,1,1,4,28,,,,,,,18,10.90,
Salvon Ahmed,2565090,RB,MIA,LV,,,,6,,3,25,1,,,,,3.74,19,10.60,6.86
Zach Charbonnet,2570335,RB,SEA,@LA,,,,47,,6,22,,,,,,6.47,20,9.90,3.43
Raheem Mostert,2553728,RB,MIA,LV,,,,86,,1,7,,,,,,13.55,21,9.80,-3.75
Isiah Pacheco,2567808,RB,KC,PHI,,,,89,,1,2,,,,,,11.69,22,9.60,-2.09
James Conner,2557978,RB,ARI,@HOU,,,,62,,2,1,,,,,,11.62,23,8.30,-3.32
Samaje Perine,2558138,RB,DEN,MIN,,,,7,,7,60,,,,,1,5.36,24,8.20,2.84
AJ Dillon,2563986,RB,GB,LAC,,,,29,,4,32,,,,,,8.16,25,8.10,-0.06
Chuba Hubbard,2565899,RB,CAR,DAL,,,,57,,2,8,,,,,,10.16,26,7.50,-2.66
Travis Etienne,2566157,RB,JAX,TEN,,,,52,,3,7,,,,,,14.78,27,7.40,-7.38
D'Onta Foreman,2557994,RB,CHI,@DET,,,,14,1,,,,,,,,8.77,28,7.40,-1.37
Royce Freeman,2560733,RB,LA,SEA,,,,73,,,,,,,,,5.92,29,7.30,1.38
Alexander Mattison,2562682,RB,MIN,@DEN,,,,81,,1,-1,,,,,1,11.79,30,6.50,-5.29
Javonte Williams,2566049,RB,DEN,MIN,,,,37,,2,16,,,,,,12.84,31,6.30,-6.54
Austin Ekeler,2559169,RB,LAC,@GB,,,,64,,2,6,,,,,1,16.56,32,6.00,-10.56
D'Ernest Johnson,2563327,RB,JAX,TEN,,,,20,,1,34,,,,,,2.10,33,5.90,3.8
Miles Sanders,2562722,RB,CAR,DAL,,,,50,,1,2,,,,,,5.65,34,5.70,0.05
Josh Jacobs,2562377,RB,LV,@MIA,,,,39,,1,12,,,,,,13.96,35,5.60,-8.36
Kareem Hunt,2557917,RB,CLE,PIT,,,,36,,3,1,,,,,,7.14,36,5.20,-1.94
Khalil Herbert,2565926,RB,CHI,@DET,,,,35,,2,6,,,,,,4.26,37,5.10,0.84
Derrick Henry,2556075,RB,TEN,@JAX,,,,38,,1,6,,,,,,12.51,38,4.90,-7.61
Keaton Mitchell,2570428,RB,BAL,CIN,,,,33,,1,8,,,,,,4.24,39,4.60,0.36
Najee Harris,2566448,RB,PIT,@CLE,,,,35,,1,1,,,,,,11.73,40,4.10,-7.63
Jaleel McLaughlin,2570942,RB,DEN,MIN,,,,1,,5,14,,,,,,5.30,41,4.00,-1.3
Tyjae Spears,2569795,RB,TEN,@JAX,,,,14,,2,12,,,,,,7.25,42,3.60,-3.65
Latavius Murray,2541161,RB,BUF,NYJ,,,,35,,,,,,,,,6.63,43,3.50,-3.13
Chris Rodriguez Jr.,2570386,RB,WAS,NYG,,,,43,,1,5,,,,,1,3.16,44,3.30,0.14
Alec Ingold,2562288,RB,MIA,LV,,,,,,3,16,,,,,,0.98,45,3.10,2.12
Rico Dowdle,2565295,RB,DAL,@CAR,,,,23,,2,-3,,,,,,4.88,46,3.00,-1.88
Roschon Johnson,2569615,RB,CHI,@DET,,,,30,,,,,,,,,4.59,47,3.00,-1.59
Hunter Luepke,2570882,RB,DAL,@CAR,,,,,,,,,,,,,0.41,48,3.00,2.59
Tony Jones,2564679,RB,ARI,@HOU,,,,10,,1,11,,,,,,3.66,49,2.60,-1.06
Emanuel Wilson,2570912,RB,GB,LAC,,,,12,,1,9,,,,,,3.13,50,2.60,-0.53
DeeJay Dallas,2565144,RB,SEA,@LA,,,,4,,1,10,,,,,,0.86,51,2.50,1.64
Jerick McKinnon,2543715,RB,KC,PHI,,,,7,,2,8,,,,,,3.94,52,2.50,-1.44
Ameer Abdullah,2552374,RB,LV,@MIA,,,,,,1,4,,,,,,1.46,53,2.40,0.94
Chase Edmonds,2560711,RB,TB,@SF,,,,8,,1,11,,,,,,2.79,54,2.40,-0.39
Elijah Mitchell,2566538,RB,SF,TB,,,,24,,,,,,,,,3.77,55,2.40,-1.37
Aaron Jones,2558116,RB,GB,LAC,,,,14,,1,3,,,,,,13.57,56,2.20,-11.37
Israel Abanikanda,2570188,RB,NYJ,@BUF,,,,11,,1,5,,,,,,2.59,57,2.10,-0.49
Tank Bigsby,2569882,RB,JAX,TEN,,,,21,,,,,,,,,3.08,58,2.10,-0.98
Kenneth Walker III,2568282,RB,SEA,@LA,,,,18,,1,-2,,,,,,12.43,59,2.10,-10.33
Clyde Edwards-Helaire,2564271,RB,KC,PHI,,,,20,,,,,,,,,2.33,60,2.00,-0.33
Trayveon Williams,2562600,RB,CIN,@BAL,,,,20,,,,,,,,,1.84,61,2.00,0.16
Jordan Mason,2569257,RB,SF,TB,,,,,,,,,,,,,1.83,62,1.50,-0.33
Dalvin Cook,2557991,RB,BAL,CIN,,,,13,,,,,,,,,3.70,63,1.30,-2.4
Joshua Kelley,2565054,RB,LAC,@GB,,,,13,,,,,,,,,4.22,64,1.30,-2.92
Justice Hill,2562407,RB,BAL,CIN,,,,1,,1,6,,,,,,5.51,65,1.20,-4.31
De'Von Achane,2570062,RB,MIA,LV,,,,1,,1,4,,,,,,10.88,66,1.00,-9.88
Mike Boone,2561099,RB,CAR,DAL,,,,,,1,5,,,,,,2.46,67,1.00,-1.46
