PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Javon Hargrave,2555239,DL,PHI,PIT,6,2,2,1,,1,,,,,,,,,2,,,1,21.80
Jonathan Allen,2557844,DL,WAS,@IND,7,2,1,2,,,,,,,,,,,1,,,2,19.00
Sam Hubbard,2560745,DL,CIN,@CLE,3,6,1,1,,1,,,,,,,,,2,,,3,17.90
Derrick Brown,2563629,DL,CAR,@ATL,5,7,0.5,1,,,,,,,,,,,1,,,4,17.10
Dre'Mont Jones,2562412,DL,DEN,@JAX,5,2,1,3,,,,,,,,,,,1,,,5,17.10
Leonard Williams,2552486,DL,NYG,@SEA,5,3,1,1,,,,,,,,,,,5,,,6,16.90
Dante Fowler Jr.,2553431,DL,DAL,CHI,5,,1,2,,,,,,,,,,1,1,,,7,16.50
Grover Stewart,2558766,DL,IND,WAS,6,2,,1,,,,,,,,,,1,,,,8,15.80
Zach Sieler,2561129,DL,MIA,@DET,3,1,1,1,,,,,,,,,,2,1,,,9,14.90
Payton Turner,2566355,DL,NO,LV,2,2,2,2,,,,,,,,,,,2,,,10,13.00
J.J. Watt,2495488,DL,ARI,@MIN,2,,2,2,,,,,,,,,,,4,,,11,12.40
Daron Payne,2560834,DL,WAS,@IND,3,2,1,1,,,1,,,,,,,,1,,,12,11.70
Quinnen Williams,2562599,DL,NYJ,NE,3,2,1,1,,,,,,,,,,,3,,,13,11.70
Maxx Crosby,2562439,DL,LV,@NO,5,2,,1,,,,,,,,,,,,,,14,11.60
Aaron Donald,2543485,DL,LA,SF,5,2,,1,,,,,,,,,,,,,,15,11.60
Myles Garrett,2557965,DL,CLE,CIN,1,1,1.5,1,,,,,,,,,,1,4,,,16,11.50
Nick Bosa,2562629,DL,SF,@LA,2,2,1.5,1,,,,,,,,,,,3,,,17,11.00
Vita Vea,2560909,DL,TB,BAL,4,,1,1,,,,,,,,,,,1,,,18,10.80
Greg Rousseau,2565875,DL,BUF,GB,3,1,1,1,,,,,,,,,,,2,,,19,10.40
Matthew Ioannidis,2555240,DL,CAR,@ATL,3,1,,,,1,,,,,,,,,1,,,20,9.90
Tim Settle,2560871,DL,BUF,GB,1,2,1,1,,,,,,,,,,1,1,,,21,9.80
Isaiah Thomas,2567475,DL,CLE,CIN,1,2,1,1,,,,,,,,,,1,1,,,22,9.80
Leki Fotu,2564910,DL,ARI,@MIN,3,2,,,,,,,,,,,1,,,,,23,9.70
Carl Lawson,2557901,DL,NYJ,NE,2,1,1,2,,,,,,,,,,,1,,,24,9.70
Arden Key,2560779,DL,JAX,DEN,1,1,1,1,,,,,,,,,,1,2,,,25,9.50
Brian Burns,2562242,DL,CAR,@ATL,3,4,,,,,,,,,,,,,2,,,26,9.30
Dawuane Smoot,2557839,DL,JAX,DEN,1,2,1.5,1,,,,,,,,,,,3,,,27,9.30
Ta'Quon Graham,2565815,DL,ATL,CAR,4,3,,,,,,,,,,,,,,,,28,9.20
Micheal Clemons,2568024,DL,NYJ,NE,3,,1,1,,,,,,,,,,,1,,,29,9.10
Demarcus Lawrence,2543490,DL,DAL,CHI,3,,1,1,,,,,,,,,,,1,,,30,9.10
Harrison Phillips,2560840,DL,MIN,ARI,2,2,1,1,,,,,,,,,,,1,,,31,9.00
Grady Jarrett,2552327,DL,ATL,CAR,3,1,,2,,,,,,,,,,,,,,32,8.90
Jeffery Simmons,2562733,DL,TEN,@HOU,2,,1,2,,,,,,,,,,,1,,,33,8.90
DeForest Buckner,2555275,DL,IND,WAS,2,1,1,1,,,,,,,,,,,2,,,34,8.70
Danielle Hunter,2552603,DL,MIN,ARI,2,1,,1,,,,,,,,,,1,1,,,35,8.70
David Onyemata,2556274,DL,NO,LV,2,1,1,1,,,,,,,,,,,2,,,36,8.70
Yetur Gross-Matos,2563641,DL,CAR,@ATL,2,4,0.5,,,,,,,,,,,,2,,,37,8.60
William Gholston,2540176,DL,TB,BAL,4,2,,,,,,,,,,,,,,,,38,8.40
Broderick Washington,2563593,DL,BAL,@TB,1,2,,,,,,,,,,,,2,,,,39,8.30
John Franklin-Myers,2560731,DL,NYJ,NE,2,1,1,1,,,,,,,,,,,1,,,40,8.20
Nathan Shepherd,2560873,DL,NYJ,NE,2,1,1,1,,,,,,,,,,,1,,,41,8.20
Milton Williams,2566418,DL,PHI,PIT,1,,1,1,,,,,,,,,,1,1,,,42,8.20
Poona Ford,2561195,DL,SEA,NYG,2,,1,1,,,,,,,,,,,2,,,43,7.90
Cameron Heyward,2508109,DL,PIT,@PHI,2,,1,1,,,,,,,,,,,2,,,44,7.90
Roy Lopez,2566133,DL,HOU,TEN,2,,1,1,,,,,,,,,,,2,,,45,7.90
Teair Tart,2565474,DL,TEN,@HOU,3,1,,1,,,,,,,,,,,1,,,46,7.90
Justin Madubuike,2563563,DL,BAL,@TB,1,2,1,1,,,,,,,,,,,2,,,47,7.80
Osa Odighizuwa,2566016,DL,DAL,CHI,1,2,1,1,,,,,,,,,,,2,,,48,7.80
Jake Martin,2561092,DL,DEN,@JAX,1,,1,,,1,,,,,,,,,1,,,49,7.70
Jaleel Johnson,2557845,DL,ATL,CAR,3,,1,,,,,,,,,,,,1,,,50,7.60
Markus Golden,2552273,DL,ARI,@MIN,2,2,,1,,,,,,,,,,,2,,,51,7.50
Foley Fatukasi,2560722,DL,JAX,DEN,1,4,,,,,,,,,,,,1,,,,52,7.40
Lawrence Guy,2495481,DL,NE,@NYJ,2,,1,1,,,,,,,,,,,1,,,53,7.40
Marlon Tuipulotu,2566415,DL,PHI,PIT,2,,1,1,,,,,,,,,,,1,,,54,7.40
Zachary Carter,2567445,DL,CIN,@CLE,2,3,,1,,,,,,,,,,,,,,55,7.30
Greg Gaines,2562391,DL,LA,SF,1,2,1,1,,,,,,,,,,,1,,,56,7.30
Dexter Lawrence,2562301,DL,NYG,@SEA,4,,,,,,,,,,,,,,1,,,57,7.30
Alex Highsmith,2564982,DL,PIT,@PHI,2,2,,1,,,,,,,,,,,,,,58,6.50
Marcus Davenport,2561037,DL,NO,LV,2,,,2,,,,,,,,,,,,,,59,6.40
Trey Hendrickson,2557943,DL,CIN,@CLE,1,4,0.5,,,,,,,,,,,,1,,,60,6.40
Travon Walker,2567778,DL,JAX,DEN,1,4,0.5,,,,,,,,,,,,1,,,61,6.40
DaVon Hamilton,2564190,DL,JAX,DEN,3,1,,,,,,,,,,,,,,,,62,5.90
Roy Robertson-Harris,2556665,DL,JAX,DEN,3,1,,,,,,,,,,,,,,,,63,5.90
Fletcher Cox,2533051,DL,PHI,PIT,2,1,,1,,,,,,,,,,,,,,64,5.70
Carlos Davis,2564976,DL,PIT,@PHI,1,,1,1,,,,,,,,,,,1,,,65,5.70
Rakeem Nunez-Roches,2552674,DL,TB,BAL,2,1,,1,,,,,,,,,,,,,,66,5.70
A'Shawn Robinson,2555265,DL,LA,SF,2,1,,1,,,,,,,,,,,,,,67,5.70
Taven Bryan,2560983,DL,CLE,CIN,1,3,0.5,,,,,,,,,,,,1,,,68,5.60
Arnold Ebiketie,2567238,DL,ATL,CAR,1,1,,,,,,,,,,,,1,1,,,69,5.50
Kentavius Street,2560885,DL,NO,LV,1,1,0.5,1,,,,,,,,,,,1,,,70,5.50
Jarran Reed,2555238,DL,GB,@BUF,2,1,,,,,,,,,,,,,2,,,71,5.20
Johnathan Hankins,2540147,DL,DAL,CHI,3,,,,,,,,,,,,,,,,,72,5.10
John Ridgeway,2567502,DL,WAS,@IND,3,,,,,,,,,,,,,,,,,73,5.10
D.J. Wonnum,2564583,DL,MIN,ARI,3,,,,,,,,,,,,,,,,,74,5.10
Shelby Harris,2549926,DL,SEA,NYG,2,2,,,,,,,,,,,,,,,,75,5.00
Yannick Ngakoue,2555421,DL,IND,WAS,1,1,0.5,,,,,,,,,,,,2,,,76,4.50
Tyquan Lewis,2560791,DL,IND,WAS,,1,,,,,,,,,,,,1,2,,,77,4.30
Boogie Basham,2565863,DL,BUF,GB,2,1,,,,,,,,,,,,,,,,78,4.20
Raekwon Davis,2564445,DL,MIA,@DET,2,1,,,,,,,,,,,,,,,,79,4.20
Matt Henningsen,2567523,DL,DEN,@JAX,2,1,,,,,,,,,,,,,,,,80,4.20
D.J. Jones,2558265,DL,DEN,@JAX,2,1,,,,,,,,,,,,,,,,81,4.20
Travis Jones,2567277,DL,BAL,@TB,1,,,,,,,,,,,,,1,,,,82,4.20
Sheldon Rankins,2555242,DL,NYJ,NE,2,1,,,,,,,,,,,,,,,,83,4.20
Armon Watts,2562773,DL,CHI,@DAL,2,1,,,,,,,,,,,,,,,,84,4.20
Deatrich Wise,2558000,DL,NE,@NYJ,1,,,,,,,,,,,,,1,,,,85,4.20
Kenny Clark,2555282,DL,GB,@BUF,1,3,,,,,,,,,,,,,,,,86,4.10
Davon Godchaux,2558012,DL,NE,@NYJ,1,3,,,,,,,,,,,,,,,,87,4.10
Pat O'Connor,2558863,DL,TB,BAL,,1,,,,,,,,,,,1,,,,,88,3.80
Joseph Ossai,2565956,DL,CIN,@CLE,1,2,,,,,,,,,,,,,1,,,89,3.80
Cameron Jordan,2495184,DL,NO,LV,,2,0.5,,,,,,,,,,,,2,,,90,3.60
Tommy Togiai,2565989,DL,CLE,CIN,,,,,,,1,,,,,,,1,,,,91,3.50
Thomas Booker,2567670,DL,HOU,TEN,2,,,,,,,,,,,,,,,,,92,3.40
Justin Jones,2560769,DL,CHI,@DAL,2,,,,,,,,,,,,,,,,,93,3.40
Zach Allen,2562219,DL,ARI,@MIN,1,2,,,,,,,,,,,,,,,,94,3.30
DaQuan Jones,2543504,DL,BUF,GB,1,2,,,,,,,,,,,,,,,,95,3.30
Isaiahh Loudermilk,2566457,DL,PIT,@PHI,1,2,,,,,,,,,,,,,,,,96,3.30
Hassan Ridgeway,2555514,DL,SF,@LA,1,2,,,,,,,,,,,,,,,,97,3.30
Carlos Watkins,2557877,DL,DAL,CHI,1,2,,,,,,,,,,,,,,,,98,3.30
Patrick Jones II,2566307,DL,MIN,ARI,1,,,1,,,,,,,,,,,,,,99,3.20
Josh Sweat,2560889,DL,PHI,PIT,1,,,,,,,,,,,,,,3,,,100,3.20
Christian Wilkins,2562782,DL,MIA,@DET,1,,,1,,,,,,,,,,,,,,101,3.20
L.J. Collier,2562248,DL,SEA,NYG,,,,,,,,,,,,,,1,1,,,102,3.00
Montez Sweat,2562749,DL,WAS,@IND,,2,,,,,,,,,,,,,2,,,103,2.60
Andrew Billings,2555267,DL,LV,@NO,1,1,,,,,,,,,,,,,,,,104,2.50
Jordan Davis,2568069,DL,PHI,PIT,1,1,,,,,,,,,,,,,,,,105,2.50
A.J. Epenesa,2563605,DL,BUF,GB,,,,,,,,,,,,,,1,,,,106,2.50
Rasheem Green,2560998,DL,HOU,TEN,1,1,,,,,,,,,,,,,,,,107,2.50
Bryce Huff,2565510,DL,NYJ,NE,,,,,,,,,,,,,,1,,,,108,2.50
Benito Jones,2564466,DL,DET,MIA,,,,,,,,,,,,,,1,,,,109,2.50
Dean Lowry,2555274,DL,GB,@BUF,1,1,,,,,,,,,,,,,,,,110,2.50
Jordan Phillips,2552492,DL,BUF,GB,1,1,,,,,,,,,,,,,,,,111,2.50
Mike Purcell,2541634,DL,DEN,@JAX,1,1,,,,,,,,,,,,,,,,112,2.50
Elerson G. Smith,2566373,DL,NYG,@SEA,1,1,,,,,,,,,,,,,,,,113,2.50
Dalvin Tomlinson,2557846,DL,MIN,ARI,1,1,,,,,,,,,,,,,,,,114,2.50
Shaka Toney,2566607,DL,WAS,@IND,1,1,,,,,,,,,,,,,,,,115,2.50
James Smith-Williams,2565291,DL,WAS,@IND,,1,,,,,,,,,,,,,3,,,116,2.30
Ed Oliver,2562322,DL,BUF,GB,,2,,,,,,,,,,,,,1,,,117,2.10
Charles Omenihu,2562324,DL,SF,@LA,,2,,,,,,,,,,,,,1,,,118,2.10
Quinton Bohanna,2565995,DL,DAL,CHI,1,,,,,,,,,,,,,,,,,119,1.70
Kerry Hyder,2550433,DL,SF,@LA,1,,,,,,,,,,,,,,,,,120,1.70
Jonathan Kongbo,2563461,DL,DEN,@JAX,1,,,,,,,,,,,,,,,,,121,1.70
James Lynch,2564565,DL,MIN,ARI,1,,,,,,,,,,,,,,,,,122,1.70
Bryan Mone,2562914,DL,SEA,NYG,1,,,,,,,,,,,,,,,,,123,1.70
Julian Okwara,2563947,DL,DET,MIA,1,,,,,,,,,,,,,,,,,124,1.70
Isaac Rochell,2557860,DL,CLE,CIN,1,,,,,,,,,,,,,,,,,125,1.70
Myjai Sanders,2568123,DL,ARI,@MIN,1,,,,,,,,,,,,,,,,,126,1.70
Solomon Thomas,2558018,DL,NYJ,NE,1,,,,,,,,,,,,,,,,,127,1.70
Angelo Blackson,2552670,DL,CHI,@DAL,,2,,,,,,,,,,,,,,,,128,1.60
Neil Farrell,2567874,DL,LV,@NO,,2,,,,,,,,,,,,,,,,129,1.60
Neville Gallimore,2563842,DL,DAL,CHI,,2,,,,,,,,,,,,,,,,130,1.60
Logan Hall,2568303,DL,TB,BAL,,2,,,,,,,,,,,,,,,,131,1.60
Demone Harris,2561209,DL,HOU,TEN,,2,,,,,,,,,,,,,,,,132,1.60
John Jenkins,2539231,DL,MIA,@DET,,2,,,,,,,,,,,,,,,,133,1.60
Joshua Paschal,2567559,DL,DET,MIA,,2,,,,,,,,,,,,,,,,134,1.60
Cameron Sample,2565959,DL,CIN,@CLE,,2,,,,,,,,,,,,,,,,135,1.60
Tedarrell Slaton,2566094,DL,GB,@BUF,,2,,,,,,,,,,,,,,,,136,1.60
Denico Autry,2550646,DL,TEN,@HOU,,,,,,,,,,,,,,,2,,,137,1.00
Casey Toohill,2564868,DL,WAS,@IND,,,,,,,1,,,,,,,,,,,138,1.00
Dorance Armstrong,2560959,DL,DAL,CHI,,1,,,,,,,,,,,,,,,,139,0.80
Clelin Ferrell,2562263,DL,LV,@NO,,1,,,,,,,,,,,,,,,,140,0.80
Kevin Givens,2562655,DL,SF,@LA,,1,,,,,,,,,,,,,,,,141,0.80
Chauncey Golston,2566007,DL,DAL,CHI,,1,,,,,,,,,,,,,,,,142,0.80
Aidan Hutchinson,2567547,DL,DET,MIA,,1,,,,,,,,,,,,,,,,143,0.80
Malcolm Koonce,2566262,DL,LV,@NO,,1,,,,,,,,,,,,,,,,144,0.80
Alim McNeill,2566061,DL,DET,MIA,,1,,,,,,,,,,,,,,,,145,0.80
Larrell Murchison,2564055,DL,TEN,@HOU,,1,,,,,,,,,,,,,,,,146,0.80
Bilal Nichols,2560821,DL,LV,@NO,,1,,,,,,,,,,,,,,,,147,0.80
Dayo Odeyingbo,2565609,DL,IND,WAS,,1,,,,,,,,,,,,,,,,148,0.80
Malcolm Roach,2564688,DL,NO,LV,,1,,,,,,,,,,,,,,,,149,0.80
Kevin Strong,2563197,DL,TEN,@HOU,,1,,,,,,,,,,,,,,,,150,0.80
Kendal Vickers,2561416,DL,FA,Bye,,1,,,,,,,,,,,,,,,,151,0.80
Marquis Haynes,2561009,DL,CAR,@ATL,,,,,,,,,,,,,,,1,,,152,0.50
Quinton Jefferson,2555358,DL,SEA,NYG,,,,,,,,,,,,,,,1,,,153,0.50
Emmanuel Ogbah,2555278,DL,MIA,@DET,,,,,,,,,,,,,,,1,,,154,0.50
Robert Quinn,2495485,DL,PHI,PIT,,,,,,,,,,,,,,,1,,,155,0.50
Kayvon Thibodeaux,2568015,DL,NYG,@SEA,,,,,,,,,,,,,,,1,,,156,0.50
Khyiris Tonga,2565935,DL,MIN,ARI,,,,,,,,,,,,,,,1,,,157,0.50
Montravius Adams,2557876,DL,PIT,@PHI,,,,,,,,,,,,,,,,,,158,0.00
Myles Adams,2563620,DL,SEA,NYG,,,,,,,,,,,,,,,,,,159,0.00
McTelvin Agim,2563872,DL,DEN,@JAX,,,,,,,,,,,,,,,,,,160,0.00
Tyson Alualu,496760,DL,PIT,@PHI,,,,,,,,,,,,,,,,,,161,0.00
Auzoyah Alufohai,2564061,DL,FA,Bye,,,,,,,,,,,,,,,,,,162,0.00
Bradlee Anae,2563821,DL,NYJ,NE,,,,,,,,,,,,,,,,,,163,0.00
Henry Anderson,2552272,DL,CAR,@ATL,,,,,,,,,,,,,,,,,,164,0.00
Eli Ankou,2559132,DL,BUF,GB,,,,,,,,,,,,,,,,,,165,0.00
Daniel Archibong,2566734,DL,FA,Bye,,,,,,,,,,,,,,,,,,166,0.00
Arik Armstead,2552493,DL,SF,@LA,,,,,,,,,,,,,,,,,,167,0.00
David Bada,2565526,DL,WAS,@IND,,,,,,,,,,,,,,,,,,168,0.00
Eric Banks,2564325,DL,ARI,@MIN,,,,,,,,,,,,,,,,,,169,0.00
Ben Banogu,2562229,DL,IND,WAS,,,,,,,,,,,,,,,,,,170,0.00
Christian Barmore,2566328,DL,NE,@NYJ,,,,,,,,,,,,,,,,,,171,0.00
Derek Barnett,2557984,DL,PHI,PIT,,,,,,,,,,,,,,,,,,172,0.00
Alex Barrett,2559140,DL,SF,@LA,,,,,,,,,,,,,,,,,,173,0.00
Ross Blacklock,2564064,DL,MIN,ARI,,,,,,,,,,,,,,,,,,174,0.00
Joey Bosa,2555249,DL,LAC,Bye,,,,,,,,,,,,,,,,,,175,0.00
Tashawn Bower,2558915,DL,LV,@NO,,,,,,,,,,,,,,,,,,176,0.00
Will Bradley-King,2566583,DL,WAS,@IND,,,,,,,,,,,,,,,,,,177,0.00
Jordan Brailford,2562441,DL,FA,Bye,,,,,,,,,,,,,,,,,,178,0.00
Michael Brockers,2533050,DL,DET,MIA,,,,,,,,,,,,,,,,,,179,0.00
