PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Josh Allen,2560955,QB,BUF,TB,317,3,2,40,3,,,,,,,,42.68,6,,6,,,,,1,,1,42.68
Bryce Young,2569606,QB,CAR,@ATL,448,3,,-1,,,,,,,1,,31.82,1,,1,,,,,,,2,31.82
Dak Prescott,2555260,QB,DAL,@LV,268,4,,-4,,,,,,,,1,24.32,4,,4,,,,,,,3,24.32
Jacoby Brissett,2555261,QB,ARI,SF,452,2,2,-2,,,,,,,,,21.88,2,,2,,,,,,,4,21.88
Brock Purdy,2568216,QB,SF,@ARI,200,3,,-7,,,,,,,,,19.00,1,,1,,,,,,,5,19.30
Justin Fields,2565920,QB,NYJ,@NE,116,1,,67,1,,,,,,,1,19.21,11,,11,,1,,1,,,6,19.21
Jordan Love,2564007,QB,GB,@NYG,174,2,,7,,,,,,,1,,24.50,2,,2,,,,,,,7,18.66
Baker Mayfield,2560800,QB,TB,@BUF,173,1,1,39,1,,,,,,,1,16.72,5,,5,,,,,2,,8,16.82
Davis Mills,2566136,QB,HOU,@TEN,274,1,,14,,,,,,,,,16.36,2,,2,,,,,,,9,16.36
Drake Maye,2572294,QB,NE,NYJ,281,1,,2,,,,,,,,,15.44,4,,4,,,,,,,10,15.44
Marcus Mariota,2552466,QB,WAS,@MIA,213,1,1,49,,,,,,,,,15.42,4,,4,,,,,,,11,15.42
Trevor Lawrence,2566163,QB,JAX,LAC,153,1,1,9,1,,,,,,,,15.02,5,,5,,,,,,,12,15.02
Patrick Mahomes,2558125,QB,KC,@DEN,276,1,1,3,,,,,,,,,13.34,1,,1,,,,,,,13,13.34
Matthew Stafford,79860,QB,LAR,SEA,130,2,,,,,,,,,,,13.20,,,,,,,,,,14,13.20
Cam Ward,2574164,QB,TEN,HOU,194,1,,33,,,,,,,,1,13.06,3,,3,,,,,,,15,13.06
Geno Smith,2539335,QB,LV,DAL,238,1,1,14,,,,,,,,,12.92,4,,4,,,,,,,16,12.92
Bo Nix,2572003,QB,DEN,KC,295,,,8,,,,,,,,,12.60,3,,3,,1,,,,,17,12.60
Jalen Hurts,2564832,QB,PHI,DET,135,,,31,1,,,,,,,1,12.40,10,,10,,,,,,,18,12.40
