PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Myles Garrett,2557965,DL,CLE,BAL,5,,4,5,,,,,,,,,,,5,,,1,25.50
Will Anderson Jr.,2569834,DL,HOU,@TEN,2,2,1,2,,1,1,,,,,,,,1,,,2,14.20
Maxx Crosby,2562439,DL,LV,DAL,3,2,1,1,,1,,,,,,,,,2,,,3,13.70
Donovan Ezeiruaku,2574073,DL,DAL,@LV,3,2,,2,,,,,,,1,,,,,,,4,12.70
Myles Murphy,2569663,DL,CIN,@PIT,4,3,1,1,,,,,,,,,,,2,,,5,12.30
DaQuan Jones,2543504,DL,BUF,TB,2,2,1,1,,1,,,,,,,,,1,,,6,11.70
Arden Key,2560779,DL,TEN,HOU,2,1,1.5,2,,,,,,,,,,,3,,,7,11.10
Jalen Carter,2570203,DL,PHI,DET,3,2,,,,,,,,,,,,2,,,,8,10.70
Quinnen Williams,2562599,DL,DAL,@LV,1,3,1.5,1,,,,,,,,,,,5,,,9,10.30
Elijah Ponder,2574381,DL,NE,NYJ,3,2,1,1,,,,,,,,,,,1,,,10,9.70
Danielle Hunter,2552603,DL,HOU,@TEN,1,3,1.5,1,,,,,,,,,,,3,,,11,9.30
Arik Armstead,2552493,DL,JAX,LAC,2,1,1,2,,,,,,,,,,,1,,,12,9.10
Jordan Davis,2568069,DL,PHI,DET,1,,,,,,,,,,,,,3,,,,13,9.00
Eddie Goldman,2552489,DL,WAS,@MIA,3,2,,2,,,,,,,,,,,,,,14,8.70
Justin Eboigbe,2572468,DL,LAC,@JAX,5,1,,,,,,,,,,,,,1,,,15,8.60
LaCale London,2565405,DL,ATL,CAR,3,,1,1,,,,,,,,,,,1,,,16,8.50
Christian Barmore,2566328,DL,NE,NYJ,2,1,1,1,,,,,,,,,,,2,,,17,8.10
Poona Ford,2561195,DL,LAR,SEA,3,1,,,,,,,,,,,,1,,,,18,7.60
D.J. Jones,2558265,DL,DEN,KC,2,1,1,1,,,,,,,,,,,1,,,19,7.60
Jeffery Simmons,2562733,DL,TEN,HOU,2,1,1,1,,,,,,,,,,,1,,,20,7.60
Tommy Togiai,2565989,DL,HOU,@TEN,2,1,0.5,,,,,,,,,,,1,1,,,21,7.60
Nic Scourton,2573999,DL,CAR,@ATL,3,2,,1,,,,,,,,,,,,,,22,7.20
James Pearce Jr.,2573916,DL,ATL,CAR,1,1,1,1,,,,,,,,,,,3,,,23,7.10
Zeek Biggers,2574319,DL,MIA,WAS,3,4,,,,,,,,,,,,,,,,24,6.90
Jermaine Johnson II,2568033,DL,NYJ,@NE,1,1,1,1,,,,,,,,,,,2,,,25,6.60
Chris Jones,2556369,DL,KC,@DEN,1,1,1,1,,,,,,,,,,,2,,,26,6.60
Teair Tart,2565474,DL,LAC,@JAX,4,1,,,,,,,,,,,,,,,,27,6.60
Walter Nolen,2574485,DL,ARI,SF,2,,,2,,,,,,,,,,,1,,,28,6.50
Osa Odighizuwa,2566016,DL,DAL,@LV,1,,1,1,,,,,,,,,,,3,,,29,6.50
Jalon Walker,2573920,DL,ATL,CAR,4,,,,,,,,,,,,,,1,,,30,6.50
Thomas Booker,2567670,DL,LV,DAL,1,4,,,,,,,,,,,,1,,,,31,6.40
Harrison Phillips,2560840,DL,NYJ,@NE,2,3,,1,,,,,,,,,,,,,,32,6.30
James Houston,2567544,DL,DAL,@LV,1,1,1,1,,,,,,,,,,,1,,,33,6.10
George Karlaftis,2567796,DL,KC,@DEN,2,1,,1,,,,,,,,,,,2,,,34,6.10
Jacob Martin,2561092,DL,WAS,@MIA,1,1,1,1,,,,,,,,,,,1,,,35,6.10
Mike Hall Jr.,2571949,DL,CLE,BAL,1,,1,1,,,,,,,,,,,2,,,36,6.00
CJ West,2574551,DL,SF,@ARI,2,2,,1,,,,,,,,,,,,,,37,5.70
