PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Adrian Peterson,2507164,RB,TEN,,,,1485,11,30,222,,,,,7,2.92,327,30,357,30,36,83,2,48,23,1,240.70
Lamar Miller,2533034,RB,FA,,,,872,8,47,397,2,,,,1,,,,,,,,,,,2,209.40
Latavius Murray,2541161,RB,BAL,,,,1066,6,41,232,,,,,4,2.44,266,41,307,41,53,77,1,35,19,3,181.80
Mark Ingram,2495466,RB,NO,,,,769,6,50,405,,,,1,2,3.51,166,50,216,50,60,83,6,37,16,4,178.10
LeSean McCoy,79607,RB,FA,,,,895,3,32,292,2,,,1,2,,,,,,,,,,,5,164.90
David Johnson,2553435,RB,HOU,,,,464,8,30,373,2,1,,,2,4.77,100,30,130,30,44,68,5,20,14,6,164.10
Giovani Bernard,2540156,RB,TB,,,,714,2,47,421,,,,,1,7.69,144,47,191,47,63,75,4,33,11,7,150.20
T.J. Yeldon,2552471,RB,FA,,,,740,2,36,279,1,,,,,,,,,,,,,,,8,143.00
Theo Riddick,2540020,RB,FA,,,,115,,73,653,3,,,,1,,,,,,,,,,,9,139.50
Duke Johnson,2552461,RB,MIA,,,,362,,54,461,2,,,,1,3.20,98,54,152,54,67,81,8,15,5,10,123.70
James White,2543773,RB,NE,,,,56,2,40,410,4,,,,,3.59,22,40,62,40,54,74,8,11,6,11,102.60
Ameer Abdullah,2552374,RB,CAR,,,,574,2,23,162,1,,,,5,4.23,136,23,159,23,36,64,6,17,3,12,101.90
Le'Veon Bell,2540175,RB,FA,,,,556,3,24,136,,,,,,,,,,,,,,,,13,101.90
Dion Lewis,2495469,RB,FA,,,,234,2,36,388,2,,,,2,,,,,,,,,,,14,100.20
Alfred Morris,2533457,RB,FA,,,,751,1,10,55,,,,,,,,,,,,,,,,15,93.30
Melvin Gordon,2552469,RB,DEN,,,,641,,33,192,,,,,6,5.23,184,33,217,33,37,89,2,14,5,16,92.90
Kyle Juszczyk,2540230,RB,SF,,,,3,,41,321,4,,,,,3.78,2,41,43,41,56,73,10,8,7,17,80.30
Jerick McKinnon,2543715,RB,KC,,,,271,2,21,173,1,,,,,,,,,,,,,,,18,77.10
Carlos Hyde,2543743,RB,JAX,,,,470,3,11,53,,,,,1,3.66,115,11,126,11,15,73,2,20,5,19,73.80
Tevin Coleman,2552453,RB,NYJ,,,,392,1,2,14,,,,,3,3.49,87,2,89,2,11,18,2,14,8,20,49.40
Todd Gurley,2552475,RB,FA,,,,323,2,4,25,,,,,1,,,,,,,,,,,21,46.80
Taiwan Jones,2495467,RB,BUF,,,,74,,7,106,1,,,,2,4.26,16,7,23,7,9,78,1,2,,22,34.60
Ty Montgomery,2552429,RB,NO,,,,14,,15,136,2,,,,,3.51,3,15,18,15,19,79,4,4,3,23,34.50
Nick Bellore,2495262,RB,SEA,,,,,,,,,,,,,3.26,,,,,,,,,,24,25.40
Michael Burton,2552636,RB,KC,,,,2,,5,27,1,,,,,,,,,,,,,,,25,17.30
Anthony Sherman,2495340,RB,FA,,,,,,4,34,,,,,,,,,,,,,,,,26,14.70
Cordarrelle Patterson,2540145,RB,ATL,,,,15,,2,10,,2,,,1,3.93,2,2,4,2,2,100,,,,27,13.50
Mike Davis,2553439,RB,ATL,,,,54,,5,24,,,,,,3.93,25,5,30,5,10,50,3,9,5,28,12.00
Malcolm Brown,2552382,RB,MIA,,,,17,,1,-2,,,,,,3.20,4,1,5,1,1,100,,,,29,2.00
Josh Adams,2560949,RB,NO,,,,,,,,,,,,,3.51,,,,,,,,,,30,0.00
Salvon Ahmed,2565090,RB,MIA,,,,,,,,,,,,,3.20,,,,,,,,,,31,0.00
Cam Akers,2564319,RB,LA,,,,,,,,,,,,,5.71,,,,,,,,,,32,0.00
Darius Anderson,2563824,RB,FA,,,,,,,,,,,,,,,,,,,,,,,33,0.00
Alex Armah,2558833,RB,NO,,,,,,,,,,,,,3.51,,,,,,,,,,34,0.00
Ryquell Armstead,2562622,RB,GB,,,,,,,,,,,,,5.61,,,,,,,,,,35,0.00
Kalen Ballage,2560967,RB,PIT,,,,,,,,,,,,,3.15,,,,,,,,,,36,0.00
Peyton Barber,2556466,RB,LV,,,,,,,,,,,,,5.61,,,,,,,,,,37,0.00
Jake Bargas,2564508,RB,MIN,,,,,,,,,,,,,4.41,,,,,,,,,,38,0.00
Saquon Barkley,2560968,RB,NYG,,,,,,,,,,,,,3.60,,,,,,,,,,39,0.00
Nick Bawden,2560972,RB,NYJ,,,,,,,,,,,,,3.49,,,,,,,,,,40,0.00
Levante Bellamy,2563878,RB,DEN,,,,,,,,,,,,,5.23,,,,,,,,,,41,0.00
Eno Benjamin,2564889,RB,ARI,,,,,,,,,,,,,,,,,,,,,,,42,0.00
Khari Blasingame,2562869,RB,TEN,,,,,,,,,,,,,2.92,,,,,,,,,,43,0.00
Brandon Bolden,2532797,RB,NE,,,,,,,,,,,,,3.59,,,,,,,,,,44,0.00
Reggie Bonnafon,2561184,RB,CAR,,,,,,,,,,,,,4.23,,,,,,,,,,45,0.00
Devontae Booker,2555223,RB,NYG,,,,,,,,,,,,,3.60,,,,,,,,,,46,0.00
Mike Boone,2561099,RB,DEN,,,,,,,,,,,,,5.23,,,,,,,,,,47,0.00
Darius Bradwell,2565015,RB,LAC,,,,,,,,,,,,,4.51,,,,,,,,,,48,0.00
