PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Malcolm Jenkins,79848,DB,NO,90,19,,9,2,3,1,1,,,,,,10,,99,34,1,233.63
Marcus Peters,2552488,DB,BAL,53,7,,2,8,1,,2,,,,,,26,,280,,2,212.53
Tyrann Mathieu,2540180,DB,KC,71,9,1,11,5,,,1,,,,,,16,2,92,,3,211.97
Bashaud Breeland,2543571,DB,MIN,59,22,,5,2,3,2,,,,,,,16,,56,-1,4,186.73
Kenny Vaccaro,2539320,DB,FA,71,33,3,6,,1,1,,,,,,,5,4,,8,5,181.37
Josh Norman,2532920,DB,SF,48,8,,3,4,3,2,2,,,,,,19,,110,12,6,178.57
Ronald Darby,2552689,DB,DEN,61,7,,3,2,,,,,,,,,21,,48,,7,174.90
Logan Ryan,2540162,DB,NYG,58,16,,2,4,,,,,,,,,14,,39,,8,164.70
Malcolm Butler,2550613,DB,FA,56,11,,1,2,,,,,,,,,15,,9,,9,150.30
Damarious Randall,2552389,DB,FA,53,5,,1,3,,,1,,,,,,14,,47,,10,146.67
Ricardo Allen,2543850,DB,CIN,60,9,1,,3,,1,,,,,,,5,1,13,,11,136.13
Chris Harris,2530510,DB,LAC,49,9,,4,2,2,,1,,,,,,6,,94,,12,132.63
Harrison Smith,2532948,DB,MIN,49,17,1.5,3,2,1,,1,,,,,,3,6,35,,13,130.57
Jimmy Smith,2508107,DB,BAL,48,6,1,,3,,,1,,,,,,10,1,24,,14,129.20
Andrew Sendejo,2525323,DB,IND,58,16,0.5,,1,,1,,,,,,1,3,1,9,28,15,129.13
Dre Kirkpatrick,2533060,DB,FA,54,6,,,,,,,,,,,,13,,,,16,129.10
Kareem Jackson,496735,DB,DEN,52,6,,1,2,1,1,1,,,,,,6,,77,34,17,128.90
Xavier Rhodes,2540155,DB,IND,55,3,,1,1,,,,,,,,,11,,,,18,128.40
Jason Verrett,2543493,DB,SF,42,5,,2,3,,,1,,,,,,12,1,68,,19,125.67
Darius Slay,2540288,DB,PHI,46,11,,1,1,,,,,,,,,12,,,,20,122.00
Byron Jones,2552568,DB,MIA,47,19,,2,,,,,,,,,,9,1,,,21,121.10
Micah Hyde,2539240,DB,BUF,51,4,1,1,3,,2,,,,,,,6,1,36,,22,120.60
Devin McCourty,494287,DB,NE,51,13,1,1,1,,,,,,,,,6,1,27,,23,120.50
Jahleel Addae,2541958,DB,IND,55,10,1,2,,,1,,,,,,,4,1,,,24,118.00
Kevin Johnson,2552261,DB,FA,48,6,,3,1,,,,,,,,,9,,22,,25,117.63
Jimmie Ward,2543741,DB,SF,46,8,1,4,1,,,1,,,,,,6,1,29,,26,116.57
Adrian Amos,2552385,DB,GB,56,10,1,2,,,,,,,,,,2,1,,,27,113.70
Buster Skrine,2495343,DB,FA,46,10,,2,1,,,,,,,,,7,2,9,,28,111.50
Patrick Robinson,2508084,DB,FA,43,6,,2,1,1,,,,,,,,8,1,27,,29,109.30
Kyle Fuller,2543681,DB,DEN,44,8,,,2,,,,,,,,,8,,24,,30,109.00
T.J. Carrie,2550164,DB,IND,42,10,,,1,1,,,,,,,,9,,2,,31,108.97
Ross Cockrell,2543799,DB,TB,34,10,,,2,1,1,,,,,,,11,,62,,32,106.87
Justin Bethel,2532792,DB,NE,40,2,,,2,2,2,1,,,,,,6,1,21,,33,105.80
Richard Sherman,2495507,DB,TB,29,15,,1,2,,,,,,,,,13,,30,,34,103.30
Tashaun Gipson,2532848,DB,CHI,42,18,,2,2,,,,,,,,,2,,,,35,98.80
Nevin Lawson,2543872,DB,JAX,37,5,,,,,,,,,,,,7,,,,36,84.40
Nickell Robey-Coleman,2540197,DB,DET,39,7,1,,,,,,,,,,,4,1,,,37,84.40
