PlayerName,PlayerId,Pos,Team,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,Rank,TotalPoints
Lavonte David,2532828,LB,TB,79,60,3,9,3,2,2,1,,,,,,13,4,19,,1,260.43
Malcolm Smith,2499278,LB,CLE,99,23,4,12,1,2,,,,,,,,6,6,27,,2,242.10
Thomas Davis,2506352,LB,FA,75,30,5.5,8,4,4,1,,,,,,,7,12,22,,3,227.73
Sean Lee,496937,LB,FA,76,52,2.5,11,1,,,,,,,,,5,3,,,4,209.80
Deone Bucannon,2543769,LB,FA,83,17,3,10,1,3,2,1,,,,,,2,5,39,,5,204.50
Khalil Mack,2543463,LB,CHI,57,20,15,23,,2,,,,,,,,2,24,,,6,201.40
Jamie Collins,2539311,LB,NE,51,38,5.5,8,1,5,1,,1,,,,1,6,7,51,14,7,189.77
Danny Trevathan,2532961,LB,CHI,73,36,,3,2,,,1,,,,,,6,2,39,,8,185.70
K.J. Wright,2495252,LB,LV,64,42,1,3,,3,2,,,,,,,2,2,,4,9,167.53
Eric Kendricks,2552312,LB,MIN,72,20,4,8,,,,,,,,,,1,8,,,10,164.90
Bobby Wagner,2532966,LB,SEA,53,43,0.5,,,2,3,,2,,,,,6,4,,45,11,162.00
Avery Williamson,2543597,LB,DEN,63,39,3.5,5,1,,,,,,,,,1,6,,,12,161.80
Mychal Kendricks,2532890,LB,FA,64,22,3,9,,1,,,,,,,,3,7,,,13,160.40
Kevin Minter,2540159,LB,TB,68,20,0.5,7,,1,,,,,1,,,2,5,,,14,158.10
Demario Davis,2533008,LB,NO,57,33,2,7,,,1,,,,,,,2,9,,,15,148.30
Will Compton,2540013,LB,FA,52,44,1,1,1,,1,,,,,,,3,2,24,,16,140.90
Denzel Perryman,2552310,LB,LV,64,9,2,8,,1,,,,,,,,,3,,,17,137.00
Christian Jones,2550572,LB,CHI,59,24,,2,,,1,,,,,,,4,2,,,18,134.50
Pernell McPhee,2495201,LB,BAL,42,11,6,9,1,1,,,,,,,1,3,18,13,,19,132.63
Jeremiah Attaochu,2543717,LB,CHI,44,11,6,15,,1,,,,,,,,1,17,,,20,132.60
Josh Bynes,2530491,LB,BAL,49,25,0.5,4,,1,,,,,,,,5,3,,,21,127.80
Shaquil Barrett,2550541,LB,TB,35,15,5.5,8,,4,2,,,,,,,4,12,,,22,126.50
Tahir Whitehead,2532986,LB,ARI,39,11,2,7,1,,1,,,,,,,6,4,26,,23,111.97
Jordan Hicks,2552315,LB,ARI,43,7,1,1,2,1,3,1,,,,,,3,1,67,11,24,110.30
Anthony Hitchens,2543592,LB,KC,40,27,2,5,,1,,,,,,,,1,5,,,25,109.60
Aaron Lynch,2543650,LB,FA,30,7,6.5,13,,,,,,,,,,3,21,,,26,107.10
Craig Robertson,2532431,LB,FA,34,25,,2,1,1,1,,,,,,,5,2,38,9,27,103.87
A.J. Klein,2539982,LB,BUF,39,16,1,7,1,1,,,,,,,,1,1,8,,28,101.87
Preston Smith,2552276,LB,GB,24,11,8,6,,3,1,,,,,,,4,10,,,29,101.10
Christian Kirksey,2543720,LB,HOU,35,20,3.5,5,,1,1,,,,,,,1,5,,,30,99.50
Devon Kennard,2543869,LB,ARI,37,21,,2,1,,,,,,,,,4,5,,,31,98.70
Shaq Thompson,2552447,LB,CAR,32,18,1,3,,,,,,,,,,2,2,,,32,81.30
Vince Williams,2540221,LB,FA,34,12,0.5,1,,,2,,,,,,,1,1,,,33,74.90
Za'Darius Smith,2552279,LB,GB,20,10,5.5,7,,,,,,,,,1,1,7,,,34,72.50
Neville Hewitt,2553657,LB,HOU,27,12,,3,1,,,,,,,,,3,1,,,35,71.50
Markus Golden,2552273,LB,ARI,18,9,3.5,4,,2,,,,,,,,,11,,,36,63.30
Jay Elliott,2550196,LB,FA,21,3,3,3,1,1,1,,,,,,,2,6,2,,37,62.67
Joe Thomas,2550262,LB,BAL,23,3,1,3,,1,,,,,,,,1,3,,,38,55.50
Kyle Emanuel,2552296,LB,FA,16,9,1,3,1,,,,,,,,,1,2,,,39,47.90
Barkevious Mingo,2540140,LB,FA,15,9,,1,1,,,,,,,,,3,,7,,40,45.43
Cassius Marsh,2543868,LB,CHI,18,6,,4,,,,,,,,,,,,,,41,41.40
Kyle Wilber,2532974,LB,FA,16,9,,1,,,,,,1,,,,,,,,42,39.90
Robert Quinn,2495485,LB,CHI,7,4,2,1,,3,,,,,,,,1,2,,,43,34.60
Todd Davis,2550930,LB,FA,15,6,,2,,,1,,,,,,,,,,,44,34.30
LaRoy Reynolds,2541741,LB,NYJ,17,1,,2,,,,,,,,,,,,,,45,32.70
Nick Dzubnar,2553877,LB,TEN,13,2,,,,,,,,,,,,,,,,46,23.70
Kevin Pierre-Louis,2543563,LB,HOU,7,10,,,,,,,,,,,,1,1,,,47,22.90
Damien Wilson,2552686,LB,JAX,10,5,,1,,,,,,,,,,,,,,48,22.50
Kyle Van Noy,2543699,LB,NE,8,2,1,2,,,,,,,,,,,1,,,49,20.70
Edmond Robinson,2552441,LB,SEA,7,3,,,,,,,,,,,,1,,,,50,16.80
Anthony Chickillo,2552266,LB,FA,4,2,,,,1,1,,,,,,,,,,,51,12.90
David Mayo,2553441,LB,WAS,6,3,,,,,,,,,,,,,,,,52,12.60
Daren Bates,2541539,LB,ATL,2,,,,,,,,,,,,,,,,,53,3.40
Jon Bostic,2539978,LB,WAS,1,1,,,,,,,,,,,,,1,,,54,3.00
Bryce Hager,2552307,LB,FA,1,1,,,,,,,,,,,,,,,,55,2.50
Matthew Adams,2561149,LB,IND,,,,,,,,,,,,,,,,,,56,0.00
Tyrell Adams,2553898,LB,SF,,,,,,,,,,,,,,,,,,57,0.00
