PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Tyrique Stevenson,2569627,DB,CHI,ATL,4,1,,,2,,,,,,,,,4,,7,,8.38,1,23.83,15.45
Derwin James,2560760,DB,LAC,@DEN,7,5,1,1,,,,,,,,,,2,1,,,9.29,2,22.50,13.21
Rasul Douglas,2558168,DB,BUF,NE,1,1,,,2,,,1,,,,,,3,,50,,8.36,3,22.27,13.91
Julian Love,2562414,DB,SEA,PIT,10,4,,,,1,,,,,,,,,,,,9.93,4,20.90,10.97
Justin Reid,2560851,DB,KC,CIN,7,1,2,2,,,,,,,,,,,2,,,9.28,5,19.10,9.82
Kyle Dugger,2564601,DB,NE,@BUF,7,3,,,,1,,,,,,,,1,1,,,8.68,6,18.80,10.12
Keisean Nixon,2562938,DB,GB,@MIN,7,4,0.5,1,,,,,,,,,,1,1,,,7.51,7,18.40,10.89
Sydney Brown,2570200,DB,PHI,ARI,2,3,,,1,,,1,,,,,,1,,99,,4.08,8,18.10,14.02
Donovan Wilson,2562604,DB,DAL,DET,6,5,,,1,,,,,,,,,1,,,,8.80,9,18.00,9.2
Corey Ballentine,2562228,DB,GB,@MIN,4,1,,,1,,,,,,,,,3,,,,7.98,10,17.60,9.62
Jordan Fuller,2564340,DB,LA,@NYG,7,1,,,1,,,,,,,,,1,,,,8.49,11,17.10,8.61
Johnathan Abram,2562616,DB,NO,@TB,5,,,,1,1,,,,,,,,1,,,,1.00,12,17.00,16.0
Cameron Sutton,2558849,DB,DET,@DAL,10,,,1,,,,,,,,,,,,,,5.79,13,16.50,10.71
Geno Stone,2563584,DB,BAL,MIA,6,2,,,1,,,,,,,,,1,,4,,7.24,14,16.33,9.09
Jessie Bates,2560970,DB,ATL,@CHI,9,2,,1,,,,,,,,,,,,,,10.67,15,16.20,5.53
Dane Belton,2567988,DB,NYG,LA,1,1,,,2,,1,,,,,,,2,,22,2,1.90,16,15.90,14.0
Eric Rowe,2552255,DB,PIT,@SEA,9,1,,1,,,,,,,,,,,,,,8.20,17,15.60,7.4
Tyson Campbell,2566151,DB,JAX,CAR,7,1,,1,,,,,,,,,,1,,,,7.13,18,15.10,7.97
Jayron Kearse,2555156,DB,DAL,DET,7,3,,,,,,,,,,,,1,,,,7.65,19,14.80,7.15
Jourdan Lewis,2557920,DB,DAL,DET,3,3,,,1,,,,,,,,,2,,,,7.12,20,14.80,7.68
Markquese Bell,2568666,DB,DAL,DET,8,2,,1,,,,,,,,,,,,,,3.67,21,14.70,11.03
Adoree' Jackson,2558065,DB,NYG,LA,5,2,,,,1,,,,,,,,1,,,,8.32,22,14.70,6.38
Julius Brents,2569840,DB,IND,LV,3,3,,,,,,,,,,,,3,,,,8.38,23,13.80,5.42
