PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,ProjectionDiff
Terrel Bernard,2567325,LB,BUF,NE,8,2,2,3,,,,,,,,,,,3,,,10.57,1,23.20,12.63
Sione Takitaki,2562753,LB,CLE,NYJ,11,5,,,,,,,,,,,,1,,,,7.06,2,22.00,14.94
Josh Allen,2562619,LB,JAX,CAR,5,1,3,3,,,,,,,,,,,4,,,6.39,3,20.60,14.21
Nick Bolton,2566175,LB,KC,CIN,9,4,,,,,,,,,,,,1,1,,,10.50,4,18.90,8.4
Nicholas Morrow,2559054,LB,PHI,ARI,9,5,,1,,,,,,,,,,,,,,9.76,5,18.00,8.24
Travon Walker,2567778,LB,JAX,CAR,6,,2,2,,,,,,,,,,,2,,,4.58,6,17.00,12.42
Cody Barton,2562472,LB,WAS,SF,9,3,,1,,,,,,,,,,,,,,10.97,7,16.80,5.83
Devin Bush,2562243,LB,SEA,PIT,5,13,,1,,,,,,,,,,,,,,5.49,8,16.80,11.31
Roquan Smith,2560877,LB,BAL,MIA,3,4,,,1,,,,,,,,,2,,30,,11.38,9,16.40,5.02
Ernest Jones,2566229,LB,LA,@NYG,7,6,,1,,,,,,,,,,,1,,,10.35,10,16.10,5.75
Eric Kendricks,2552312,LB,LAC,@DEN,5,9,,,,,,,,,,,,1,1,,,9.25,11,15.90,6.65
Jeremiah Owusu-Koramoah,2565983,LB,CLE,NYJ,7,4,,2,,,,,,,,,,,,,,9.43,12,15.90,6.47
Kaden Elliss,2562901,LB,ATL,@CHI,6,3,1,1,,,,,,,,,,,1,,,9.77,13,14.80,5.03
Zaire Franklin,2561155,LB,IND,LV,7,3,,,,,,,,,,,,1,,,,12.83,14,14.80,1.97
E.J. Speed,2562955,LB,IND,LV,8,4,,,,,,,,,,,,,,,,0.00,15,14.40,14.4
Khalil Mack,2543463,LB,LAC,@DEN,5,2,1,2,,,,,,,,,,,1,,,8.62,16,14.20,5.58
Pete Werner,2566358,LB,NO,@TB,8,1,,1,,,,,,,,,,,,,,6.97,17,14.10,7.13
Bobby Wagner,2532966,LB,SEA,PIT,4,10,,1,,,,,,,,,,,,,,11.55,18,13.50,1.95
Harold Landry,2560784,LB,TEN,@HOU,3,2,1,3,,,,,,,,,,,2,,,7.09,19,13.20,6.11
David Mayo,2553441,LB,WAS,SF,6,2,,2,,,,,,,,,,,,,,1.04,20,13.20,12.16
Zack Baun,2564664,LB,NO,@TB,4,,1,1,,,,,,,,,,1,2,,,1.76,21,13.00,11.24
C.J. Mosley,2543464,LB,NYJ,@CLE,4,4,,,,1,1,,,,,,,,,,,11.21,22,12.90,1.69
Alex Singleton,2553739,LB,DEN,LAC,7,4,,,,,,,,,,,,,,,,12.81,23,12.90,0.09
