PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Micah Parsons,2566019,LB,DAL,@MIN,10,1,,4,,,,,,,,,,,1,,,10.11,1,24.30,10.11,14.19
Deion Jones,2555162,LB,ATL,CAR,10,4,,,,1,,,,,,,,,,,,12.95,2,23.70,12.95,10.75
Ernest Jones,2566229,LB,LA,@HOU,7,2,0.5,1,1,,,,,,,,,1,2,19,,0.99,3,23.63,0.99,22.64
Shaq Thompson,2552447,LB,CAR,@ATL,8,2,,1,1,,,,,,,,,1,,10,,11.28,4,23.03,11.28,11.75
Foye Oluokun,2561132,LB,ATL,CAR,10,6,,,,,,,,,,,,,1,,,13.91,5,22.30,13.91,8.39
T.J. Edwards,2562648,LB,PHI,@DET,8,5,,2,,,,,,,,,,,1,,,2.42,6,21.10,2.42,18.68
Josh Allen,2562619,LB,JAX,@SEA,5,1,2,4,,,,,,,,,,,2,,,6.03,7,20.30,6.03,14.27
Bobby Okereke,2562416,LB,IND,TEN,10,2,,,,,,,,,,,,,,,,12.15,8,18.60,12.15,6.45
Malcolm Smith,2499278,LB,CLE,PIT,9,1,,,,,,,,,,,,1,,,,8.26,9,18.60,8.26,10.34
Logan Wilson,2563752,LB,CIN,@NYJ,10,2,,,,,,,,,,,,,,,,9.58,10,18.60,9.58,9.02
Willie Gay Jr.,2564280,LB,KC,NYG,5,4,,,1,,,,,,,,,1,,13,,6.73,11,18.13,6.73,11.4
Malik Reed,2562825,LB,DEN,WAS,3,,2,1,,1,,,,,,,,1,2,,,6.77,12,17.60,6.77,10.83
Bobby Wagner,2532966,LB,SEA,JAX,7,7,,,,,,,,,,,,,,,,13.15,13,17.50,13.15,4.35
Jordan Hicks,2552315,LB,ARI,GB,7,5,,1,,,,,,,,,,,,,,10.55,14,17.40,10.55,6.85
C.J. Mosley,2543464,LB,NYJ,CIN,8,2,,1,,,,,,,,,,,,,,12.29,15,16.70,12.29,4.41
David Long,2562799,LB,TEN,@IND,6,3,,,,,,,,,,,,1,2,,,12.27,16,16.10,12.27,3.83
Joe Schobert,2555166,LB,PIT,@CLE,6,3,,,,1,,,,,,,,,,,,11.01,17,16.10,11.01,5.09
Eric Kendricks,2552312,LB,MIN,DAL,5,1,1,1,,,,,,,,,,1,1,,,14.57,18,15.80,14.57,1.23
Harold Landry,2560784,LB,TEN,@IND,4,1,1,1,,1,,,,,,,,,2,,,8.34,19,15.60,8.34,7.26
Germaine Pratt,2562702,LB,CIN,@NYJ,5,1,,,1,,,,,,,,,1,,4,,8.49,20,15.43,8.49,6.94
T.J. Watt,2558064,LB,PIT,@CLE,4,2,1.5,1,,,1,,,,,,,,3,,,8.35,21,15.40,8.35,7.05
Darius Leonard,2560789,LB,IND,TEN,5,3,,1,,,,,,,,,,1,,,,14.09,22,14.90,14.09,0.81
Kyzir White,2560928,LB,LAC,NE,6,4,,1,,,,,,,,,,,,,,11.96,23,14.90,11.96,2.94
De'Vondre Campbell,2555255,LB,GB,@ARI,4,3,1,2,,,,,,,,,,,1,,,12.80,24,14.70,12.8,1.9
Devin White,2562781,LB,TB,@NO,6,4,,,,,,,,,,,,,1,,,13.58,25,13.90,13.58,0.32
Matt Judon,2555505,LB,NE,@LAC,4,1,1.5,1,,,,,,,,,,,3,,,8.30,26,13.60,8.3,5.3
Fred Warner,2560917,LB,SF,@CHI,5,3,,,,,,,,,,,,1,,,,13.09,27,13.40,13.09,0.31
Nick Bolton,2566175,LB,KC,NYG,4,7,,,,,,,,,,,,,1,,,10.96,28,12.90,10.96,1.94
Cole Holcomb,2562872,LB,WAS,@DEN,6,3,,,,,,,,,,,,,,,,11.76,29,12.60,11.76,0.84
Baron Browning,2566025,LB,DEN,WAS,5,3,,1,,,,,,,,,,,,,,0.50,30,12.40,0.5,11.9
Myles Jack,2555329,LB,JAX,@SEA,5,3,,1,,,,,,,,,,,,,,9.98,31,12.40,9.98,2.42
Haason Reddick,2557887,LB,CAR,@ATL,3,1,1,2,,,,,,,,,,,2,,,8.86,32,11.90,8.86,3.04
Lavonte David,2532828,LB,TB,@NO,6,2,,,,,,,,,,,,,,,,10.21,33,11.80,10.21,1.59
Matt Milano,2557969,LB,BUF,MIA,6,,,1,,,,,,,,,,,,,,11.16,34,11.70,11.16,0.54
Monty Rice,2566121,LB,TEN,@IND,4,3,,,,,,,,,,,,1,,,,1.15,35,11.70,1.15,10.55
Jonathan Greenard,2564070,LB,HOU,LA,3,,1,1,,,,,,,,,,1,1,,,4.38,36,11.60,4.38,7.22
Anthony Barr,2543459,LB,MIN,DAL,3,3,,,,,1,,,,,,,1,1,,,9.92,37,11.50,9.92,1.58
Kwon Alexander,2552592,LB,NO,TB,3,1,1,2,,,,,,,,,,,1,,,2.45,38,11.40,2.45,8.95
Roquan Smith,2560877,LB,CHI,SF,5,1,,1,,,,,,,,,,,,,,15.42,39,10.80,15.42,-4.62
Derrick Barnes,2566055,LB,DET,PHI,4,3,,1,,,,,,,,,,,,,,6.66,40,10.70,6.66,4.04
Anthony Walker,2558851,LB,CLE,PIT,2,6,,,,,,,,,,,,1,,,,12.73,41,10.70,12.73,-2.03
Leonard Floyd,2555285,LB,LA,@HOU,1,2,2,1,,,,,,,,,,,3,,,7.59,42,10.30,7.59,2.71
Mack Wilson,2562605,LB,CLE,PIT,5,2,,,,,,,,,,,,,,,,1.54,43,10.10,1.54,8.56
Isaiah Simmons,2564940,LB,ARI,GB,3,3,,,,,,,,,,,,1,,,,11.08,44,10.00,11.08,-1.08
Tremaine Edmunds,2560713,LB,BUF,MIA,4,3,,,,,,,,,,,,,,,,12.21,45,9.20,12.21,-3.01
Damien Wilson,2552686,LB,JAX,@SEA,4,3,,,,,,,,,,,,,,,,9.43,46,9.20,9.43,-0.23
Jordyn Brooks,2565135,LB,SEA,JAX,3,5,,,,,,,,,,,,,,,,11.25,47,9.10,11.25,-2.15
Jermaine Carter,2561093,LB,CAR,@ATL,3,4,,,,,,,,,,,,,1,,,10.35,48,8.80,10.35,-1.55
Demario Davis,2533008,LB,NO,TB,3,2,,1,,,,,,,,,,,1,,,12.90,49,8.70,12.9,-4.2
Shaq Lawson,2555252,LB,NYJ,CIN,,,,,1,,,,,,,,,2,,1,,3.38,50,8.53,3.38,5.15
Elandon Roberts,2556119,LB,MIA,@BUF,2,2,,,,1,,,,,,,,,,,,8.08,51,8.50,8.08,0.42
Tae Crowder,2564727,LB,NYG,@KC,3,4,,,,,,,,,,,,,,,,12.23,52,8.30,12.23,-3.93
Troy Reeder,2563313,LB,LA,@HOU,3,4,,,,,,,,,,,,,,,,8.99,53,8.30,8.99,-0.69
Kamu Grugier-Hill,2556363,LB,HOU,LA,4,1,,,,,,,,,,,,,,,,10.72,54,7.60,10.72,-3.12
Samson Ebukam,2558830,LB,SF,@CHI,2,,1,1,,,,,,,,,,,1,,,5.40,55,7.40,5.4,2.0
Markus Golden,2552273,LB,ARI,GB,2,3,,,,,,,,,,,,,2,,,6.28,56,6.80,6.28,0.52
Ja'Whaun Bentley,2561143,LB,NE,@LAC,3,2,,,,,,,,,,,,,,,,9.54,57,6.70,9.54,-2.84
Devin Bush,2562243,LB,PIT,@CLE,3,2,,,,,,,,,,,,,,,,8.84,58,6.70,8.84,-2.14
Alec Ogletree,2540143,LB,CHI,SF,3,2,,,,,,,,,,,,,,,,6.85,59,6.70,6.85,-0.15
Reggie Ragland,2555169,LB,NYG,@KC,3,2,,,,,,,,,,,,,,,,7.06,60,6.70,7.06,-0.36
Duke Riley,2557967,LB,MIA,@BUF,3,2,,,,,,,,,,,,,,,,0.91,61,6.70,0.91,5.79
Drue Tranquill,2562765,LB,LAC,NE,3,2,,,,,,,,,,,,,,,,10.95,62,6.70,10.95,-4.25
Pete Werner,2566358,LB,NO,TB,2,2,,1,,,,,,,,,,,,,,7.94,63,6.50,7.94,-1.44
Frankie Luvu,2561366,LB,CAR,@ATL,1,2,0.5,1,,,,,,,,,,,1,,,1.88,64,6.30,1.88,4.42
Oren Burks,2560984,LB,GB,@ARI,3,,,,,,1,,,,,,,,,,,2.83,65,6.10,2.83,3.27
Alex Anzalone,2558163,LB,DET,PHI,3,1,,,,,,,,,,,,,,,,9.09,66,5.90,9.09,-3.19
Justin Strnad,2563914,LB,DEN,WAS,3,1,,,,,,,,,,,,,,,,9.86,67,5.90,9.86,-3.96
Kyle Van Noy,2543699,LB,NE,@LAC,2,,,,,,,,,,,,,1,,,,8.42,68,5.90,8.42,-2.52
Christian Kirksey,2543720,LB,HOU,LA,2,3,,,,,,,,,,,,,,,,,69,5.80,,
Robert Quinn,2495485,LB,CHI,SF,2,1,,1,,,,,,,,,,,,,,5.82,70,5.70,5.82,-0.12
Brennan Scarlett,2556673,LB,MIA,@BUF,2,1,,1,,,,,,,,,,,,,,4.89,71,5.70,4.89,0.81
Alex Highsmith,2564982,LB,PIT,@CLE,1,3,,1,,,,,,,,,,,,,,9.58,72,5.60,9.58,-3.98
Shaquil Barrett,2550541,LB,TB,@NO,2,2,,,,,,,,,,,,,1,,,7.31,73,5.50,7.31,-1.81
Jarrad Davis,2557855,LB,NYJ,CIN,3,,,,,,,,,,,,,,,,,3.27,74,5.10,3.27,1.83
Krys Barnes,2563971,LB,GB,@ARI,2,2,,,,,,,,,,,,,,,,4.09,75,5.00,4.09,0.91
Trevis Gipson,2563695,LB,CHI,SF,2,2,,,,,,,,,,,,,,,,3.02,76,5.00,3.02,1.98
Terrell Lewis,2564370,LB,LA,@HOU,1,1,,,,,,,,,,,,1,,,,6.15,77,5.00,6.15,-1.15
Ben Niemann,2561383,LB,KC,NYG,2,2,,,,,,,,,,,,,,,,6.50,78,5.00,6.5,-1.5
Jaelan Phillips,2566289,LB,MIA,@BUF,2,2,,,,,,,,,,,,,,,,5.14,79,5.00,5.14,-0.14
Jalen Reeves-Maybin,2557924,LB,DET,PHI,2,2,,,,,,,,,,,,,,,,8.58,80,5.00,8.58,-3.58
Danny Trevathan,2532961,LB,CHI,SF,2,2,,,,,,,,,,,,,,,,3.54,81,5.00,3.54,1.46
Azeez Ojulari,2566367,LB,NYG,@KC,2,,,1,,,,,,,,,,,,,,6.04,82,4.90,6.04,-1.14
Obo Okoronkwo,2560829,LB,LA,@HOU,1,2,0.5,,,,,,,,,,,,1,,,6.38,83,4.80,6.38,-1.58
Dennis Gardeck,2561200,LB,ARI,GB,1,1,,1,,,,,,,,,,,1,,,2.57,84,4.50,2.57,1.93
Andrew Van Ginkel,2562768,LB,MIA,@BUF,2,,,,,,,,,,,,,,2,,,7.32,85,4.40,7.32,-2.92
Akeem Davis-Gaither,2563728,LB,CIN,@NYJ,2,1,,,,,,,,,,,,,,,,,86,4.20,,
Nick Dzubnar,2553877,LB,TEN,@IND,2,1,,,,,,,,,,,,,,,,0.90,87,4.20,0.9,3.3
