PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingInt,PassingTD,RushingPassingYDS,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Michael Carter,2566382,RB,NYJ,CIN,,,,77,9,95,,,,,,12.36,1,27.70,12.36,15.34
Joe Mixon,2557976,RB,CIN,@NYJ,,,,33,4,58,1,,,,,12.91,2,23.10,12.91,10.19
Darrell Henderson,2562574,RB,LA,@HOU,,,,90,1,3,1,,,,,14.02,3,21.80,14.02,7.78
Austin Ekeler,2559169,RB,LAC,NE,,,,64,6,60,,,,,,16.52,4,21.40,16.52,4.88
Jonathan Taylor,2564148,RB,IND,TEN,,,,70,3,52,,,,,,15.16,5,20.70,15.16,5.54
Aaron Jones,2558116,RB,GB,@ARI,,,,59,7,51,,,,,,16.11,6,20.50,16.11,4.39
Eli Mitchell,2566538,RB,SF,@CHI,,,,137,,,,,,,,9.75,7,19.70,9.75,9.95
Najee Harris,2566448,RB,PIT,@CLE,,,,91,3,29,,,,,,16.24,8,19.50,16.24,3.26
Jordan Howard,2555418,RB,PHI,@DET,,,,57,,,,,,,,2.36,9,19.40,2.36,17.04
Boston Scott,2561146,RB,PHI,@DET,,,,60,,,,,,,,3.54,10,18.00,3.54,14.46
Melvin Gordon,2552469,RB,DEN,WAS,,,,47,3,15,1,,,,1,11.28,11,17.70,11.28,6.42
Ty Johnson,2562293,RB,NYJ,CIN,,,,15,5,71,1,,,,,5.86,12,17.10,5.86,11.24
Devontae Booker,2555223,RB,NYG,@KC,,,,60,5,65,,,,,,11.29,13,16.70,11.29,5.41
Cordarrelle Patterson,2540145,RB,ATL,CAR,,,,35,5,37,1,,,,,14.39,14,15.70,14.39,1.31
Alvin Kamara,2558019,RB,NO,TB,,,,61,3,15,,,,,,18.06,15,15.10,18.06,-2.96
J.D. McKissic,2556440,RB,WAS,@DEN,,,,10,8,83,,,,,,9.11,16,15.00,9.11,5.89
Chase Edmonds,2560711,RB,ARI,GB,,,,30,3,39,,,,,,11.53,17,14.40,11.53,2.87
James Conner,2557978,RB,ARI,GB,,,,22,,,,,,,,8.32,18,14.20,8.32,5.88
Damien Harris,2562281,RB,NE,@LAC,,,,80,,,,,,,,12.54,19,14.00,12.54,1.46
Darrel Williams,2560935,RB,KC,NYG,,,,49,6,61,,,,,,11.96,20,14.00,11.96,2.04
Chuba Hubbard,2565899,RB,CAR,@ATL,,,,82,1,9,,,,,1,13.06,21,13.60,13.06,0.54
Rex Burkhead,2539265,RB,HOU,LA,,,,21,3,27,,,,,,2.28,22,12.30,2.28,10.02
Derrick Gore,2563347,RB,KC,NYG,,,,48,,,,,,,,1.39,23,11.60,1.39,10.21
Jermar Jefferson,2566058,RB,DET,PHI,,,,6,4,23,,,,,,3.97,24,10.90,3.97,6.93
Giovani Bernard,2540156,RB,TB,@NO,,,,30,1,7,1,,,,,4.01,25,10.20,4.01,6.19
Carlos Hyde,2543743,RB,JAX,@SEA,,,,32,6,40,,,,,,4.21,26,10.20,4.21,5.99
A.J. Dillon,2563986,RB,GB,@ARI,,,,78,,,,,,,,6.74,27,9.50,6.74,2.76
D'Ernest Johnson,2563327,RB,CLE,PIT,,,,22,1,7,,,,,,2.99,28,9.40,2.99,6.41
Ezekiel Elliott,2555224,RB,DAL,@MIN,,,,50,4,23,,,,,,14.21,29,9.30,14.21,-4.91
Travis Homer,2562665,RB,SEA,JAX,,,,9,1,3,,1,,,,2.29,30,9.30,2.29,7.01
Mike Davis,2553439,RB,ATL,CAR,,,,44,5,22,,,,,,9.92,31,9.10,9.92,-0.82
Khalil Herbert,2565926,RB,CHI,SF,,,,72,2,-4,,,,,,13.14,32,8.80,13.14,-4.34
Zack Moss,2563617,RB,BUF,MIA,,,,19,6,39,,,,,,10.38,33,8.80,10.38,-1.58
Ameer Abdullah,2552374,RB,CAR,@ATL,,,,31,3,35,,,,,,1.26,34,8.10,1.26,6.84
Justin Jackson,2560756,RB,LAC,NE,,,,79,,,,,,,,3.72,35,7.90,3.72,4.18
Dalvin Cook,2557991,RB,MIN,DAL,,,,78,,,,,,,,15.34,36,7.80,15.34,-7.54
Nick Chubb,2561021,RB,CLE,PIT,,,,61,1,8,,,,,,15.95,37,7.40,15.95,-8.55
Demetric Felton,2565968,RB,CLE,PIT,,,,3,1,14,,,,,,1.71,38,7.40,1.71,5.69
Godwin Igwebuike,2560749,RB,DET,PHI,,,,18,3,40,,,,,,0.00,39,7.30,0.0,7.3
Myles Gaskin,2562270,RB,MIA,@BUF,,,,36,3,19,,,,,,12.15,40,7.00,12.15,-5.15
Antonio Gibson,2565276,RB,WAS,@DEN,,,,34,3,20,,,,,,11.20,41,6.90,11.2,-4.3
Jonathan Ward,2564949,RB,ARI,GB,,,,,,,,,,,,1.17,42,6.90,1.17,5.73
Alex Armah,2558833,RB,NO,TB,,,,,1,1,1,,,,,0.63,43,6.60,0.63,5.97
Sony Michel,2560809,RB,LA,@HOU,,,,42,2,14,,,,,,5.60,44,6.60,5.6,1.0
Mark Ingram,2495466,RB,NO,TB,,,,27,2,25,,,,,,3.72,45,6.20,3.72,2.48
JaMycal Hasty,2565108,RB,SF,@CHI,,,,4,2,29,,,,,,4.99,46,6.00,4.99,1.01
Leonard Fournette,2557973,RB,TB,@NO,,,,26,3,17,,,,,,14.26,47,5.80,14.26,-8.46
Derrick Henry,2556075,RB,TEN,@IND,,,,68,,,,,,,1,,48,5.80,,
Javonte Williams,2566049,RB,DEN,WAS,,,,35,2,13,,,,,,9.62,49,5.80,9.62,-3.82
D'Andre Swift,2563965,RB,DET,PHI,,,,27,5,24,,,,,1,18.64,50,5.60,18.64,-13.04
Tony Pollard,2562699,RB,DAL,@MIN,,,,26,1,1,,,,,,7.98,51,4.90,7.98,-3.08
Jeremy McNichols,2557977,RB,TEN,@IND,,,,,3,33,,,,,,3.49,52,4.80,3.49,1.31
Jaret Patterson,2567160,RB,WAS,@DEN,,,,46,,,,,,,,1.80,53,4.60,1.8,2.8
Alex Collins,2555430,RB,SEA,JAX,,,,44,,,,,,,,11.75,54,4.40,11.75,-7.35
Nyheim Hines,2560742,RB,IND,TEN,,,,2,4,22,,,,,,4.92,55,4.40,4.92,-0.52
James Robinson,2564223,RB,JAX,@SEA,,,,22,1,17,,,,,,14.52,56,4.40,14.52,-10.12
Brandon Bolden,2532797,RB,NE,@LAC,,,,26,,,,,,,,4.21,57,4.30,4.21,0.09
Rhamondre Stevenson,2566343,RB,NE,@LAC,,,,26,1,5,,,,,,6.06,58,3.60,6.06,-2.46
Devin Singletary,2562734,RB,BUF,MIA,,,,28,1,1,,,,,,6.67,59,3.40,6.67,-3.27
Salvon Ahmed,2565090,RB,MIA,@BUF,,,,22,1,6,,,,,,6.20,60,3.30,6.2,-2.9
Dare Ogunbowale,2559362,RB,JAX,@SEA,,,,9,1,9,,,,,,1.19,61,3.10,1.19,1.91
Scottie Phillips,2564085,RB,HOU,LA,,,,11,2,9,,,,,,,62,3.00,,
Kenneth Gainwell,2566397,RB,PHI,@DET,,,,27,,,,,,,,16.52,63,2.70,16.52,-13.82
Ty Montgomery,2552429,RB,NO,TB,,,,,1,4,,,,,,3.00,64,2.60,3.0,-0.4
Samaje Perine,2558138,RB,CIN,@NYJ,,,,,2,16,,,,,,6.02,65,2.60,6.02,-3.42
Royce Freeman,2560733,RB,FA,Bye,,,,25,,,,,,,,,66,2.50,,
Ronald Jones,2560770,RB,TB,@NO,,,,13,1,6,,,,,,4.38,67,2.40,4.38,-1.98
Elijhaa Penny,2556762,RB,NYG,@KC,,,,,1,16,,,,,,1.15,68,2.10,1.15,0.95
C.J. Ham,2556803,RB,MIN,DAL,,,,,3,3,,,,,,1.23,69,1.80,1.23,0.57
Nick Bellore,2495262,RB,SEA,JAX,,,,,,,,,,,,0.42,70,1.70,0.42,1.28
Trenton Cannon,2561137,RB,SF,@CHI,,,,,,,,,,,,0.58,71,1.70,0.58,1.12
Taiwan Jones,2495467,RB,BUF,MIA,,,,,,,,,,,,1.25,72,1.70,1.25,0.45
Kyle Juszczyk,2540230,RB,SF,@CHI,,,,,1,11,,,,,,3.68,73,1.60,3.68,-2.08
Patrick Laird,2563296,RB,MIA,@BUF,,,,,1,10,,,,,,1.10,74,1.50,1.1,0.4
Benny Snell,2562743,RB,PIT,@CLE,,,,,1,7,,,,,,0.00,75,1.20,0.0,1.2
Buddy Howell,2561344,RB,LA,@HOU,,,,11,,,,,,,,1.78,76,1.10,1.78,-0.68
Larry Rountree III,2566505,RB,LAC,NE,,,,11,,,,,,,,0.00,77,1.10,0.0,1.1
Alexander Mattison,2562682,RB,MIN,DAL,,,,5,2,-5,,,,,,4.87,78,1.00,4.87,-3.87
David Johnson,2553435,RB,HOU,LA,,,,4,1,-1,,,,,,13.99,79,0.80,13.99,-13.19
Phillip Lindsay,2559947,RB,HOU,LA,,,,8,,,,,,,,3.31,80,0.80,3.31,-2.51
Jakob Johnson,2562890,RB,NE,@LAC,,,,,1,2,,,,,,0.33,81,0.70,0.33,0.37
Rashaad Penny,2560835,RB,SEA,JAX,,,,7,,,,,,,,4.13,82,0.70,4.13,-3.43
DeeJay Dallas,2565144,RB,SEA,JAX,,,,6,,,,,,,,4.03,83,0.60,4.03,-3.43
Ryan Nall,2560817,RB,CHI,SF,,,,4,,,,,,,,1.03,84,0.40,1.03,-0.63
La'Mical Perine,2564808,RB,NYJ,CIN,,,,3,,,,,,,,4.24,85,0.30,4.24,-3.94
Anthony McFarland,2564994,RB,PIT,@CLE,,,,1,,,,,,,,2.36,86,0.10,2.36,-2.26
Josh Adams,2560949,RB,FA,Bye,,,,,,,,,,,,,87,0.00,,
Cam Akers,2564319,RB,LA,@HOU,,,,,,,,,,,,0.00,88,0.00,0.0,0.0
Darius Anderson,2563824,RB,FA,Bye,,,,,,,,,,,,,89,0.00,,
Ryquell Armstead,2562622,RB,GB,@ARI,,,,,,,,,,,,0.00,90,0.00,0.0,0.0
Peyton Barber,2556466,RB,LV,Bye,,,,,,,,,,,,,91,0.00,,
Jake Bargas,2564508,RB,MIN,DAL,,,,,,,,,,,,0.00,92,0.00,0.0,0.0
