PlayerName,PlayerId,Pos,Team,PlayerOpponent,TacklesTot,TacklesAst,TacklesSck,TacklesTfl,TurnoverInt,TurnoverFrcFum,TurnoverFumRec,ScoreIntTd,ScoreFumTd,ScoreBlkTd,ScoreSaf,ScoreDef2ptRet,Blk,PDef,QBHit,ReturnIntYds,ReturnFumYds,PlayerWeekProjectedPts,Rank,TotalPoints,y,ProjectionDiff
Frank Clark,2552629,DL,KC,NYG,1,2,1,,,1,,,,,,,,,1,,,4.75,21,9.30,4.75,4.55
Jabari Zuniga,2564811,DL,NYJ,CIN,1,2,1,,,1,,,,,,,,,1,,,0.88,22,9.30,0.88,8.42
Austin Bryant,2562240,DL,DET,PHI,4,3,,,,,,,,,,,,,,,,2.83,23,9.20,2.83,6.37
Jason Pierre-Paul,496843,DL,TB,@NO,2,1,,,,,,,,,,,,2,,,,6.43,24,9.20,6.43,2.77
Zach Allen,2562219,DL,ARI,GB,2,4,1,,,,,,,,,,,,1,,,5.13,25,9.10,5.13,3.97
Dean Lowry,2555274,DL,GB,@ARI,3,,1,1,,,,,,,,,,,1,,,4.58,26,9.10,4.58,4.52
Grover Stewart,2558766,DL,IND,TEN,4,1,,1,,,,,,,,,,,,,,5.15,27,9.10,5.15,3.95
Daron Payne,2560834,DL,WAS,@DEN,2,2,1,1,,,,,,,,,,,1,,,5.52,28,9.00,5.52,3.48
Chris Wormley,2557862,DL,PIT,@CLE,2,2,1,1,,,,,,,,,,,1,,,4.76,29,9.00,4.76,4.24
Jonathan Allen,2557844,DL,WAS,@DEN,2,1,1,1,,,,,,,,,,,2,,,4.78,30,8.70,4.78,3.92
Randy Gregory,2552446,DL,DAL,@MIN,1,,1,,,1,,,,,,,,,3,,,4.22,31,8.70,4.22,4.48
Ndamukong Suh,496861,DL,TB,@NO,1,3,1,1,,,,,,,,,,,2,,,3.26,32,8.60,3.26,5.34
Cameron Jordan,2495184,DL,NO,TB,1,1,1,,,1,,,,,,,,,1,,,6.44,33,8.50,6.44,2.06
Mario Addison,2530474,DL,BUF,MIA,2,1,1,1,,,,,,,,,,,1,,,2.51,34,8.20,2.51,5.69
Jerry Hughes,496796,DL,BUF,MIA,1,,1,,,1,,,,,,,,,2,,,2.95,35,8.20,2.95,5.25
Derrick Brown,2563629,DL,CAR,@ATL,3,,,,,,,,,,,,,1,1,,,4.33,36,8.10,4.33,3.77
Cameron Heyward,2508109,DL,PIT,@CLE,3,1,0.5,,,,,,,,,,,,2,,,7.82,37,7.90,7.82,0.08
Chris Jones,2556369,DL,KC,NYG,2,,1,1,,,,,,,,,,,2,,,4.05,38,7.90,4.05,3.85
Tarron Jackson,2566400,DL,PHI,@DET,1,,1,,,1,,,,,,,,,1,,,1.81,39,7.70,1.81,5.89
Hassan Ridgeway,2555514,DL,PHI,@DET,1,,1,,,1,,,,,,,,,1,,,2.34,40,7.70,2.34,5.36
Malcom Brown,2552483,DL,JAX,@SEA,3,3,,,,,,,,,,,,,,,,3.97,41,7.50,3.97,3.53
Charles Harris,2558001,DL,DET,PHI,3,3,,,,,,,,,,,,,,,,6.38,42,7.50,6.38,1.12
Linval Joseph,496802,DL,LAC,NE,3,3,,,,,,,,,,,,,,,,5.07,43,7.50,5.07,2.43
DeForest Buckner,2555275,DL,IND,TEN,2,,1,1,,,,,,,,,,,1,,,7.57,44,7.40,7.57,-0.17
Yetur Gross-Matos,2563641,DL,CAR,@ATL,2,,1,1,,,,,,,,,,,1,,,1.93,45,7.40,1.93,5.47
Akiem Hicks,2533433,DL,CHI,SF,3,1,,1,,,,,,,,,,,,,,4.02,46,7.40,4.02,3.38
James Smith-Williams,2565291,DL,WAS,@DEN,1,2,1,1,,,,,,,,,,,1,,,1.82,47,7.30,1.82,5.48
Carlos Dunlap,496780,DL,SEA,JAX,1,,,,,,,,,,,,,2,1,,,2.83,48,7.20,2.83,4.37
Grady Jarrett,2552327,DL,ATL,CAR,2,2,,1,,,,,,,,,,,1,,,5.38,49,7.00,5.38,1.62
Danielle Hunter,2552603,DL,MIN,DAL,3,2,,,,,,,,,,,,,,,,,50,6.70,,
Deatrich Wise,2558000,DL,NE,@LAC,2,1,,,,,,,,,,,,1,,,,4.88,51,6.70,4.88,1.82
Marcus Davenport,2561037,DL,NO,TB,3,,,1,,,,,,,,,,,,,,3.98,52,6.60,3.98,2.62
Al-Quadin Muhammad,2558131,DL,IND,TEN,3,,,1,,,,,,,,,,,,,,5.50,53,6.60,5.5,1.1
Julian Okwara,2563947,DL,DET,PHI,3,,,1,,,,,,,,,,,,,,2.65,54,6.60,2.65,3.95
Jadeveon Clowney,2543456,DL,CLE,PIT,2,,,2,,,,,,,,,,,,,,5.67,55,6.40,5.67,0.73
Jordan Elliott,2563779,DL,CLE,PIT,1,2,,,,,,,,,,,,1,1,,,2.09,56,6.30,2.09,4.21
A.J. Epenesa,2563605,DL,BUF,MIA,1,2,,,,,,,,,,,1,,,,,2.13,57,6.30,2.13,4.17
Derek Barnett,2557984,DL,PHI,@DET,1,,1,1,,,,,,,,,,,2,,,4.93,58,6.20,4.93,1.27
Everson Griffen,496790,DL,MIN,DAL,1,,1,1,,,,,,,,,,,2,,,6.15,59,6.20,6.15,0.05
Arik Armstead,2552493,DL,SF,@CHI,3,1,,,,,,,,,,,,,,,,5.43,60,5.90,5.43,0.47
Marlon Davidson,2563479,DL,ATL,CAR,3,1,,,,,,,,,,,,,,,,2.34,61,5.90,2.34,3.56
Christian Covington,2552602,DL,LAC,NE,2,3,,,,,,,,,,,,,,,,3.24,62,5.80,3.24,2.56
Derrick Nnadi,2560823,DL,KC,NYG,1,2,1,,,,,,,,,,,,1,,,2.56,63,5.80,2.56,3.24
Lawrence Guy,2495481,DL,NE,@LAC,1,,1,1,,,,,,,,,,,1,,,4.81,64,5.70,4.81,0.89
Tanoh Kpassagnon,2558185,DL,NO,TB,1,,1,1,,,,,,,,,,,1,,,3.93,65,5.70,3.93,1.77
Zach Sieler,2561129,DL,MIA,@BUF,2,1,,1,,,,,,,,,,,,,,3.69,66,5.70,3.69,2.01
Kemoko Turay,2560905,DL,IND,TEN,1,,1,1,,,,,,,,,,,1,,,2.63,67,5.70,2.63,3.07
Emmanuel Ogbah,2555278,DL,MIA,@BUF,,,,,,,,,,,,,,2,1,,,4.55,68,5.50,4.55,0.95
Isaiahh Loudermilk,2566457,DL,PIT,@CLE,2,,1,,,,,,,,,,,,,,,1.66,69,5.40,1.66,3.74
Quincy Roche,2566466,DL,NYG,@KC,1,2,,1,,,,,,,,,,,1,,,2.58,70,5.30,2.58,2.72
Vita Vea,2560909,DL,TB,@NO,2,1,,,,,,,,,,,,,2,,,3.47,71,5.20,3.47,1.73
D.J. Reader,2555388,DL,CIN,@NYJ,3,,,,,,,,,,,,,,,,,2.82,72,5.10,2.82,2.28
Adam Butler,2558924,DL,MIA,@BUF,2,2,,,,,,,,,,,,,,,,2.23,73,5.00,2.23,2.77
Shy Tuttle,2563242,DL,NO,TB,1,1,,,,,,,,,,,,1,,,,2.29,74,5.00,2.29,2.71
DeShawn Williams,2553623,DL,DEN,WAS,2,2,,,,,,,,,,,,,,,,4.20,75,5.00,4.2,0.8
Carlos Watkins,2557877,DL,DAL,@MIN,2,,,1,,,,,,,,,,,,,,4.25,76,4.90,4.25,0.65
Brian Burns,2562242,DL,CAR,@ATL,1,2,0.5,,,,,,,,,,,,1,,,7.98,77,4.80,7.98,-3.18
Christian Barmore,2566328,DL,NE,@LAC,,4,0.5,,,,,,,,,,,,1,,,3.32,78,4.70,3.32,1.38
Greg Gaines,2562391,DL,LA,@HOU,,4,0.5,,,,,,,,,,,,1,,,3.18,79,4.70,3.18,1.52
Justin Hamilton,2553531,DL,DAL,@MIN,2,1,,,,,,,,,,,,,1,,,1.80,80,4.70,1.8,2.9
Foley Fatukasi,2560722,DL,NYJ,CIN,1,1,,1,,,,,,,,,,,1,,,5.51,81,4.50,5.51,-1.01
Austin Johnson,2556368,DL,NYG,@KC,1,1,,1,,,,,,,,,,,1,,,4.64,82,4.50,4.64,-0.14
A'Shawn Robinson,2555265,DL,LA,@HOU,2,1,,,,,,,,,,,,,,,,2.73,83,4.20,2.73,1.47
Dexter Lawrence,2562301,DL,NYG,@KC,1,3,,,,,,,,,,,,,,,,5.19,84,4.10,5.19,-1.09
Shamar Stephen,2543706,DL,DEN,WAS,,2,,,,,,,,,,,,1,,,,1.74,85,4.10,1.74,2.36
Al Woods,496881,DL,SEA,JAX,,2,,,,,,,,,,,,1,,,,3.54,86,4.10,3.54,0.56
Maliek Collins,2555400,DL,HOU,LA,1,1,,1,,,,,,,,,,,,,,3.17,87,4.00,3.17,0.83
Ed Oliver,2562322,DL,BUF,MIA,1,1,,1,,,,,,,,,,,,,,3.97,88,4.00,3.97,0.03
Nick Williams,2541479,DL,DET,PHI,1,1,,1,,,,,,,,,,,,,,3.38,89,4.00,3.38,0.62
Dorance Armstrong,2560959,DL,DAL,@MIN,2,,,,,,,,,,,,,,1,,,2.27,90,3.90,2.27,1.63
B.J. Hill,2560740,DL,CIN,@NYJ,2,,,,,,,,,,,,,,1,,,3.17,91,3.90,3.17,0.73
DeMarcus Walker,2557894,DL,HOU,LA,1,2,,,,,,,,,,,,,1,,,3.29,92,3.80,3.29,0.51
Justin Jones,2560769,DL,LAC,NE,1,,,1,,,,,,,,,,,1,,,3.04,93,3.70,3.04,0.66
Adetokunbo Ogundeji,2565827,DL,ATL,CAR,,,,,,,1,,,,,,,1,,,,4.47,94,3.50,4.47,-0.97
Greg Rousseau,2565875,DL,BUF,MIA,1,1,,,,,,,,,,,,,2,,,4.19,95,3.50,4.19,-0.69
Joey Bosa,2555249,DL,LAC,NE,2,,,,,,,,,,,,,,,,,6.27,96,3.40,6.27,-2.87
Chauncey Golston,2566007,DL,DAL,@MIN,2,,,,,,,,,,,,,,,,,3.80,97,3.40,3.8,-0.4
Patrick Johnson,2566403,DL,PHI,@DET,2,,,,,,,,,,,,,,,,,0.88,98,3.40,0.88,2.52
Kentavius Street,2560885,DL,SF,@CHI,2,,,,,,,,,,,,,,,,,3.40,99,3.40,3.4,0.0
Denico Autry,2550646,DL,TEN,@IND,1,2,,,,,,,,,,,,,,,,3.94,100,3.30,3.94,-0.64
Michael Brockers,2533050,DL,DET,PHI,1,2,,,,,,,,,,,,,,,,4.88,101,3.30,4.88,-1.58
Raekwon Davis,2564445,DL,MIA,@BUF,1,2,,,,,,,,,,,,,,,,3.58,102,3.30,3.58,-0.28
Rasheem Green,2560998,DL,SEA,JAX,,1,,,,,,,,,,,,1,,,,4.24,103,3.30,4.24,-0.94
Benson Mayowa,2542009,DL,SEA,JAX,1,2,,,,,,,,,,,,,,,,2.77,104,3.30,2.77,0.53
Mike Pennel,2550242,DL,ATL,CAR,1,2,,,,,,,,,,,,,,,,1.19,105,3.30,1.19,2.11
Jordan Phillips,2552492,DL,ARI,GB,1,2,,,,,,,,,,,,,,,,2.54,106,3.30,2.54,0.76
Dalvin Tomlinson,2557846,DL,MIN,DAL,1,2,,,,,,,,,,,,,,,,3.70,107,3.30,3.7,-0.4
Armon Watts,2562773,DL,MIN,DAL,1,2,,,,,,,,,,,,,,,,2.83,108,3.30,2.83,0.47
Rakeem Nunez-Roches,2552674,DL,TB,@NO,1,,,1,,,,,,,,,,,,,,1.55,109,3.20,1.55,1.65
D.J. Wonnum,2564583,DL,MIN,DAL,1,1,,,,,,,,,,,,,1,,,4.21,110,3.00,4.21,-1.21
Osa Odighizuwa,2566016,DL,DAL,@MIN,,3,,,,,,,,,,,,,1,,,4.05,111,2.90,4.05,-1.15
Genard Avery,2560964,DL,PHI,@DET,1,1,,,,,,,,,,,,,,,,4.63,112,2.50,4.63,-2.13
Angelo Blackson,2552670,DL,CHI,SF,,,,,,,,,,,,,,1,,,,3.20,113,2.50,3.2,-0.7
Morgan Fox,2556529,DL,CAR,@ATL,1,1,,,,,,,,,,,,,,,,3.40,114,2.50,3.4,-0.9
Joe Jackson,2562432,DL,CLE,PIT,1,1,,,,,,,,,,,,,,,,2.27,115,2.50,2.27,0.23
Bryan Mone,2562914,DL,SEA,JAX,1,1,,,,,,,,,,,,,,,,2.06,116,2.50,2.06,0.44
Bravvion Roy,2563677,DL,CAR,@ATL,1,1,,,,,,,,,,,,,,,,1.77,117,2.50,1.77,0.73
Jacob Tuioti-Mariner,2561282,DL,ATL,CAR,1,1,,,,,,,,,,,,,,,,1.86,118,2.50,1.86,0.64
Eli Ankou,2559132,DL,FA,Bye,,3,,,,,,,,,,,,,,,,,119,2.40,,
John Penisini,2563950,DL,DET,PHI,,3,,,,,,,,,,,,,,,,1.65,120,2.40,1.65,0.75
Jarran Reed,2555238,DL,KC,NYG,,3,,,,,,,,,,,,,,,,3.54,121,2.40,3.54,-1.14
Sheldon Richardson,2540142,DL,MIN,DAL,,3,,,,,,,,,,,,,,,,2.68,122,2.40,2.68,-0.28
Fletcher Cox,2533051,DL,PHI,@DET,1,,,,,,,,,,,,,,1,,,4.78,123,2.20,4.78,-2.58
Jeffery Simmons,2562733,DL,TEN,@IND,1,,,,,,,,,,,,,,1,,,5.97,124,2.20,5.97,-3.77
McTelvin Agim,2563872,DL,DEN,WAS,1,,,,,,,,,,,,,,,,,1.36,125,1.70,1.36,0.34
Leki Fotu,2564910,DL,ARI,GB,1,,,,,,,,,,,,,,,,,1.94,126,1.70,1.94,-0.24
Kevin Givens,2562655,DL,SF,@CHI,1,,,,,,,,,,,,,,,,,1.32,127,1.70,1.32,0.38
Tyler Lancaster,2561227,DL,GB,@ARI,1,,,,,,,,,,,,,,,,,1.97,128,1.70,1.97,-0.27
Steven Means,2541310,DL,ATL,CAR,1,,,,,,,,,,,,,,,,,4.91,129,1.70,4.91,-3.21
Larrell Murchison,2564055,DL,TEN,@IND,1,,,,,,,,,,,,,,,,,1.47,130,1.70,1.47,0.23
Robert Nkemdiche,2555336,DL,SEA,JAX,1,,,,,,,,,,,,,,,,,2.18,131,1.70,2.18,-0.48
Charles Omenihu,2562324,DL,SF,@CHI,1,,,,,,,,,,,,,,,,,2.61,132,1.70,2.61,-0.91
Alton Robinson,2565186,DL,SEA,JAX,1,,,,,,,,,,,,,,,,,2.53,133,1.70,2.53,-0.83
K'Lavon Chaisson,2564166,DL,JAX,@SEA,,2,,,,,,,,,,,,,,,,3.05,134,1.60,3.05,-1.45
Kenny Clark,2555282,DL,GB,@ARI,,2,,,,,,,,,,,,,,,,6.91,135,1.60,6.91,-5.31
Jonathon Cooper,2566028,DL,DEN,WAS,,2,,,,,,,,,,,,,,,,3.01,136,1.60,3.01,-1.41
Trey Flowers,2552278,DL,DET,PHI,,2,,,,,,,,,,,,,,,,5.26,137,1.60,5.26,-3.66
Alex Okafor,2539319,DL,KC,NYG,,2,,,,,,,,,,,,,,,,2.38,138,1.60,2.38,-0.78
Harrison Phillips,2560840,DL,BUF,MIA,,2,,,,,,,,,,,,,,,,2.38,139,1.60,2.38,-0.78
Javon Hargrave,2555239,DL,PHI,@DET,,1,,,,,,,,,,,,,1,,,6.24,140,1.30,6.24,-4.94
Malik Jackson,2532873,DL,CLE,PIT,,1,,,,,,,,,,,,,1,,,3.87,141,1.30,3.87,-2.57
Star Lotulelei,2539329,DL,BUF,MIA,,1,,,,,,,,,,,,,1,,,3.11,142,1.30,3.11,-1.81
Kerry Hyder,2550433,DL,SEA,JAX,,,,,,,,,,,,,,,2,,,3.74,143,1.00,3.74,-2.74
Ryan Kerrigan,2495190,DL,PHI,@DET,,,,,,,,,,,,,,,2,,,1.70,144,1.00,1.7,-0.7
David Onyemata,2556274,DL,NO,TB,,,,,,,1,,,,,,,,,,,4.33,145,1.00,4.33,-3.33
Montez Sweat,2562749,DL,WAS,@DEN,,,,,,,,,,,,,,,2,,,5.29,146,1.00,5.29,-4.29
Darrell Taylor,2565198,DL,SEA,JAX,,,,,,,,,,,,,,,2,,,5.09,147,1.00,5.09,-4.09
Montravius Adams,2557876,DL,NO,TB,,1,,,,,,,,,,,,,,,,2.64,148,0.80,2.64,-1.84
Taven Bryan,2560983,DL,JAX,@SEA,,1,,,,,,,,,,,,,,,,1.75,149,0.80,1.75,-0.95
Isaiah Buggs,2562241,DL,PIT,@CLE,,1,,,,,,,,,,,,,,,,3.04,150,0.80,3.04,-2.24
Victor Dimukeje,2566424,DL,ARI,GB,,1,,,,,,,,,,,,,,,,1.20,151,0.80,1.2,-0.4
Mario Edwards,2553433,DL,CHI,SF,,1,,,,,,,,,,,,,,,,2.53,152,0.80,2.53,-1.73
Poona Ford,2561195,DL,SEA,JAX,,1,,,,,,,,,,,,,,,,4.65,153,0.80,4.65,-3.85
Carl Granderson,2562273,DL,NO,TB,,1,,,,,,,,,,,,,,,,2.18,154,0.80,2.18,-1.38
DaVon Hamilton,2564190,DL,JAX,@SEA,,1,,,,,,,,,,,,,,,,2.55,155,0.80,2.55,-1.75
Matthew Ioannidis,2555240,DL,WAS,@DEN,,1,,,,,,,,,,,,,,,,3.81,156,0.80,3.81,-3.01
Kingsley Keke,2562300,DL,GB,@ARI,,1,,,,,,,,,,,,,,,,3.98,157,0.80,3.98,-3.18
Henry Mondeaux,2561243,DL,PIT,@CLE,,1,,,,,,,,,,,,,,,,1.73,158,0.80,1.73,-0.93
Pat O'Connor,2558863,DL,TB,@NO,,1,,,,,,,,,,,,,,,,0.52,159,0.80,0.52,0.28
Kwity Paye,2565612,DL,IND,TEN,,1,,,,,,,,,,,,,,,,4.69,160,0.80,4.69,-3.89
Josh Tupou,2559003,DL,CIN,@NYJ,,1,,,,,,,,,,,,,,,,2.44,161,0.80,2.44,-1.64
Jihad Ward,2555248,DL,JAX,@SEA,,1,,,,,,,,,,,,,,,,3.25,162,0.80,3.25,-2.45
Antwaun Woods,2556792,DL,IND,TEN,,1,,,,,,,,,,,,,,,,1.58,163,0.80,1.58,-0.78
John Franklin-Myers,2560731,DL,NYJ,CIN,,,,,,,,,,,,,,,1,,,3.60,164,0.50,3.6,-3.1
Joe Gaziano,2565036,DL,LAC,NE,,,,,,,,,,,,,,,1,,,1.51,165,0.50,1.51,-1.01
Davon Godchaux,2558012,DL,NE,@LAC,,,,,,,,,,,,,,,1,,,4.69,166,0.50,4.69,-4.19
DaQuan Jones,2543504,DL,CAR,@ATL,,,,,,,,,,,,,,,1,,,3.60,167,0.50,3.6,-3.1
Arden Key,2560779,DL,SF,@CHI,,,,,,,,,,,,,,,1,,,1.99,168,0.50,1.99,-1.49
Myles Adams,2563620,DL,SEA,JAX,,,,,,,,,,,,,,,,,,0.00,169,0.00,0.0,0.0
Tyson Alualu,496760,DL,PIT,@CLE,,,,,,,,,,,,,,,,,,,170,0.00,,
Auzoyah Alufohai,2564061,DL,GB,@ARI,,,,,,,,,,,,,,,,,,0.00,171,0.00,0.0,0.0
Bradlee Anae,2563821,DL,DAL,@MIN,,,,,,,,,,,,,,,,,,1.61,172,0.00,1.61,-1.61
Abdullah Anderson,2561088,DL,GB,@ARI,,,,,,,,,,,,,,,,,,0.00,173,0.00,0.0,0.0
Henry Anderson,2552272,DL,NE,@LAC,,,,,,,,,,,,,,,,,,,174,0.00,,
David Bada,2565526,DL,WAS,@DEN,,,,,,,,,,,,,,,,,,0.00,175,0.00,0.0,0.0
Allen Bailey,2495116,DL,FA,Bye,,,,,,,,,,,,,,,,,,,176,0.00,,
Ben Banogu,2562229,DL,IND,TEN,,,,,,,,,,,,,,,,,,0.00,177,0.00,0.0,0.0
Alex Barrett,2559140,DL,SF,@CHI,,,,,,,,,,,,,,,,,,0.00,178,0.00,0.0,0.0
Boogie Basham,2565863,DL,BUF,MIA,,,,,,,,,,,,,,,,,,0.00,179,0.00,0.0,0.0
Vic Beasley,2552301,DL,FA,Bye,,,,,,,,,,,,,,,,,,,180,0.00,,
Andrew Billings,2555267,DL,CLE,PIT,,,,,,,,,,,,,,,,,,0.88,181,0.00,0.88,-0.88
Ross Blacklock,2564064,DL,HOU,LA,,,,,,,,,,,,,,,,,,2.67,182,0.00,2.67,-2.67
Amani Bledsoe,2562859,DL,TEN,@IND,,,,,,,,,,,,,,,,,,1.77,183,0.00,1.77,-1.77
Will Bradley-King,2566583,DL,WAS,@DEN,,,,,,,,,,,,,,,,,,0.00,184,0.00,0.0,0.0
Cortez Broughton,2562823,DL,KC,NYG,,,,,,,,,,,,,,,,,,0.00,185,0.00,0.0,0.0
Andrew Brown,2560979,DL,LAC,NE,,,,,,,,,,,,,,,,,,0.00,186,0.00,0.0,0.0
Earnest Brown IV,2566202,DL,LA,@HOU,,,,,,,,,,,,,,,,,,0.00,187,0.00,0.0,0.0
Brandin Bryant,2556486,DL,BUF,MIA,,,,,,,,,,,,,,,,,,0.00,188,0.00,0.0,0.0
Calvin Bundage,2565777,DL,FA,Bye,,,,,,,,,,,,,,,,,,,189,0.00,,
Vernon Butler,2555243,DL,BUF,MIA,,,,,,,,,,,,,,,,,,1.99,190,0.00,1.99,-1.99
Calais Campbell,744,DL,BAL,Bye,,,,,,,,,,,,,,,,,,,191,0.00,,
Ron'Dell Carter,2563833,DL,ARI,GB,,,,,,,,,,,,,,,,,,0.00,192,0.00,0.0,0.0
Demarcus Christmas,2562246,DL,PIT,@CLE,,,,,,,,,,,,,,,,,,0.00,193,0.00,0.0,0.0
Tyler Clark,2563725,DL,FA,Bye,,,,,,,,,,,,,,,,,,,194,0.00,,
Adrian Clayborn,2495140,DL,FA,Bye,,,,,,,,,,,,,,,,,,,195,0.00,,
Kameron Cline,2564109,DL,IND,TEN,,,,,,,,,,,,,,,,,,0.00,196,0.00,0.0,0.0
Trevon Coley,2556504,DL,TEN,@IND,,,,,,,,,,,,,,,,,,,197,0.00,,
L.J. Collier,2562248,DL,SEA,JAX,,,,,,,,,,,,,,,,,,0.00,198,0.00,0.0,0.0
John Cominsky,2562249,DL,ATL,CAR,,,,,,,,,,,,,,,,,,0.00,199,0.00,0.0,0.0
Marquise Copeland,2562877,DL,LA,@HOU,,,,,,,,,,,,,,,,,,0.00,200,0.00,0.0,0.0
Jashon Cornell,2563929,DL,DET,PHI,,,,,,,,,,,,,,,,,,0.00,201,0.00,0.0,0.0
Doug Costin,2564172,DL,JAX,@SEA,,,,,,,,,,,,,,,,,,0.00,202,0.00,0.0,0.0
Byron Cowart,2562392,DL,NE,@LAC,,,,,,,,,,,,,,,,,,,203,0.00,,
Jack Crawford,2532992,DL,ARI,GB,,,,,,,,,,,,,,,,,,,204,0.00,,
Tyrone Crawford,2532821,DL,FA,Bye,,,,,,,,,,,,,,,,,,,205,0.00,,
Maxx Crosby,2562439,DL,LV,Bye,,,,,,,,,,,,,,,,,,,206,0.00,,
Vinny Curry,2532825,DL,NYJ,CIN,,,,,,,,,,,,,,,,,,0.00,207,0.00,0.0,0.0
Jalen Dalton,2563120,DL,NO,TB,,,,,,,,,,,,,,,,,,,208,0.00,,
Darrion Daniels,2565096,DL,SF,@CHI,,,,,,,,,,,,,,,,,,0.00,209,0.00,0.0,0.0
Michael Danna,2564262,DL,KC,NYG,,,,,,,,,,,,,,,,,,4.55,210,0.00,4.55,-4.55
Carlos Davis,2564976,DL,PIT,@CLE,,,,,,,,,,,,,,,,,,,211,0.00,,
Khalil Davis,2565210,DL,PIT,@CLE,,,,,,,,,,,,,,,,,,0.00,212,0.00,0.0,0.0
Sheldon Day,2555241,DL,CLE,PIT,,,,,,,,,,,,,,,,,,0.00,213,0.00,0.0,0.0
Matt Dickerson,2561044,DL,ARI,GB,,,,,,,,,,,,,,,,,,0.00,214,0.00,0.0,0.0
Daniel Ekuale,2561458,DL,NE,@LAC,,,,,,,,,,,,,,,,,,1.88,215,0.00,1.88,-1.88
Justin Ellis,2543812,DL,BAL,Bye,,,,,,,,,,,,,,,,,,,216,0.00,,
Clelin Ferrell,2562263,DL,LV,Bye,,,,,,,,,,,,,,,,,,,217,0.00,,
Dante Fowler Jr.,2553431,DL,ATL,CAR,,,,,,,,,,,,,,,,,,,218,0.00,,
Neville Gallimore,2563842,DL,DAL,@MIN,,,,,,,,,,,,,,,,,,,219,0.00,,
William Gholston,2540176,DL,TB,@NO,,,,,,,,,,,,,,,,,,2.55,220,0.00,2.55,-2.55
Ryan Glasgow,2557851,DL,FA,Bye,,,,,,,,,,,,,,,,,,,221,0.00,,
Adam Gotsis,2555502,DL,JAX,@SEA,,,,,,,,,,,,,,,,,,3.72,222,0.00,3.72,-3.72
Brandon Graham,496788,DL,PHI,@DET,,,,,,,,,,,,,,,,,,,223,0.00,,
Porter Gustin,2562276,DL,CLE,PIT,,,,,,,,,,,,,,,,,,0.00,224,0.00,0.0,0.0
Woodrow Hamilton,2556546,DL,FA,Bye,,,,,,,,,,,,,,,,,,,225,0.00,,
Johnathan Hankins,2540147,DL,LV,Bye,,,,,,,,,,,,,,,,,,,226,0.00,,
