PlayerName,PlayerId,Pos,Team,PlayerOpponent,PatMade,PatMissed,FgMade_0-19,FgMade_20-29,FgMade_30-39,FgMade_40-49,FgMade_50,FgMiss_0-19,FgMiss_20-29,FgMiss_30-39,PlayerWeekProjectedPts,ProjectedRank,Rank,TotalPoints,ProjectionDiff
Austin Seibert,2562729,K,WAS,NYG,1.88,0.06,,0.19,0.56,0.5,0.13,,,0.06,6.54,29,1,22.00,15.46
Ka'imi Fairbairn,2556521,K,HOU,CHI,3.02,0.13,,0.44,0.57,0.44,0.25,,,0.06,8.61,5,2,20.00,11.39
Daniel Carlson,2560993,K,LV,@BAL,1.88,0.05,,0.42,0.47,0.36,0.26,,,,7.14,24,3,18.00,10.86
Brandon Aubrey,2571750,K,DAL,NO,2.95,0.12,,0.55,0.55,0.43,0.31,,,0.06,9.10,4,4,17.00,7.9
Matt Prater,2506677,K,ARI,LAR,2.07,0.12,,0.41,0.53,0.41,0.3,,,0.06,7.61,14,5,14.00,6.39
Dustin Hopkins,2539227,K,CLE,@JAX,2.26,0.11,,0.39,0.5,0.44,0.22,,,0.06,7.40,20,6,13.00,5.6
Evan McPherson,2565953,K,CIN,@KC,2.71,0.11,,0.4,0.45,0.51,0.28,,,,8.37,7,7,13.00,4.63
Justin Tucker,2536340,K,BAL,LV,2.97,0.06,,0.5,0.56,0.56,0.31,,,,9.76,2,8,13.00,3.24
Jason Myers,2553112,K,SEA,@NE,2.21,0.12,,0.41,0.52,0.46,0.17,,,0.06,7.27,22,9,12.00,4.73
Brayden Narveson,2573470,K,FA,Bye,2.51,0.11,,0.4,0.46,0.4,0.23,,,0.06,,17,10,12.00,
Will Reichard,2572273,K,MIN,SF,2.11,0.1,,0.3,0.45,0.35,0.15,,,0.05,6.16,32,11,11.00,4.84
Cairo Santos,2550636,K,CHI,@HOU,2.15,0.12,,0.41,0.46,0.46,0.23,,,,7.39,21,12,11.00,3.61
Jake Bates,2571759,K,DET,TB,2.86,0.18,,0.37,0.49,0.49,0.18,,,0.06,7.70,13,13,10.00,2.3
Harrison Butker,2558245,K,KC,CIN,3.2,0.13,,0.5,0.63,0.44,0.31,,,,9.51,3,14,10.00,0.49
Younghoe Koo,2559205,K,ATL,@PHI,2.19,0.06,,0.45,0.51,0.39,0.34,,,,8.15,11,15,10.00,1.85
Chase McLaughlin,2563203,K,TB,@DET,2,0.11,,0.4,0.52,0.4,0.29,,,0.06,7.42,18,16,10.00,2.58
Chris Boswell,2550545,K,PIT,@DEN,1.97,0.11,,0.39,0.51,0.45,0.22,,,,7.24,23,17,9.00,1.76
Tyler Bass,2563596,K,BUF,@MIA,2.47,0.11,,0.39,0.5,0.39,0.23,,,0.06,7.46,16,18,8.00,0.54
Joey Slye,2563132,K,NE,SEA,1.9,-1.49,,0.4,0.45,0.4,0.25,,,0.01,11.76,1,19,8.00,-3.76
Cameron Dicker,2568435,K,LAC,@CAR,2.33,0.12,,0.41,0.52,0.52,0.23,,,0.06,7.93,12,20,7.00,-0.93
Jake Elliott,2558172,K,PHI,ATL,2.55,0.12,,0.44,0.5,0.5,0.25,,,0.06,8.20,10,21,7.00,-1.2
Cam Little,2572147,K,JAX,CLE,2.26,0.11,,0.34,0.51,0.34,0.17,,,,6.69,28,22,7.00,0.31
Nick Folk,2507225,K,TEN,NYJ,1.81,0.11,,0.44,0.49,0.44,0.16,,,0.05,6.78,27,23,6.00,-0.78
Wil Lutz,2556601,K,DEN,PIT,1.9,0.11,,0.37,0.42,0.37,0.21,,,0.05,6.42,30,24,6.00,-0.42
Greg Zuerlein,2534797,K,NYJ,@TEN,2.39,0.12,,0.42,0.54,0.48,0.3,,,0.06,8.27,9,25,6.00,-2.27
Blake Grupe,2571234,K,NO,@DAL,2.09,0.11,,0.38,0.49,0.38,0.22,,,0.05,6.94,26,26,5.00,-1.94
Jake Moody,2570308,K,SF,@MIN,3,0.19,,0.44,0.56,0.44,0.25,,,0.06,8.38,6,27,5.00,-3.38
Matt Gay,2562271,K,IND,@GB,2.01,0.12,,0.4,0.52,0.4,0.29,,,0.06,7.40,19,28,4.00,-3.4
Joshua Karty,2572201,K,LAR,@ARI,2.54,0.12,,0.41,0.47,0.47,0.18,,,0.06,7.54,15,29,4.00,-3.54
Jason Sanders,2561153,K,MIA,BUF,2.86,0.12,,0.44,0.5,0.44,0.25,,,0.06,8.27,8,30,4.00,-4.27
Eddy Pineiro,2560842,K,CAR,LAC,1.84,0.11,,0.33,0.43,0.33,0.22,,,,6.21,31,31,3.00,-3.21
Ramiz Ahmed,2563692,K,FA,Bye,,,,,,,,,,,,33,32,0.00,
Mike Badgley,2560965,K,DET,TB,,,,,,,,,,,0.00,34,33,0.00,0.0
Tanner Brown,2569984,K,FA,Bye,,,,,,,,,,,,35,34,0.00,
Anders Carlson,2569750,K,SF,@MIN,,,,,,,,,,,0.00,36,35,0.00,0.0
Graham Gano,71309,K,NYG,@WAS,1.84,0.11,,0.39,0.5,0.39,0.28,,,0.06,7.08,25,36,0.00,-7.08
Alex Hale,2573890,K,GB,IND,,,,,,,,,,,0.00,37,37,0.00,0.0
Lucas Havrisik,2569534,K,BUF,@MIA,,,,,,,,,,,0.00,38,38,0.00,0.0
Greg Joseph,2561534,K,NYG,@WAS,,,,,,,,,,,0.00,39,39,0.00,0.0
Brett Maher,2540243,K,FA,Bye,,,,,,,,,,,,40,40,0.00,
Jude McAtamney,2573503,K,NYG,@WAS,,,,,,,,,,,0.00,41,41,0.00,0.0
Brandon McManus,2541556,K,GB,IND,,,,,,,,,,,0.00,42,42,0.00,0.0
Harrison Mevis,2572932,K,FA,Bye,,,,,,,,,,,,43,43,0.00,
Riley Patterson,2567013,K,FA,Bye,,,,,,,,,,,,44,44,0.00,
Jack Podlesny,2571174,K,FA,Bye,,,,,,,,,,,,45,45,0.00,
John Parker Romo,2569101,K,FA,Bye,,,,,,,,,,,,46,46,0.00,
Chad Ryland,2570125,K,ARI,LAR,,,,,,,,,,,0.00,47,47,0.00,0.0
Spencer Shrader,2573175,K,FA,Bye,,,,,,,,,,,,48,48,0.00,
Charlie Smyth,2572330,K,NO,@DAL,,,,,,,,,,,0.00,49,49,0.00,0.0
James Turner,2573148,K,FA,Bye,,,,,,,,,,,,50,50,0.00,
Matthew Wright,2562968,K,SF,@MIN,,,,,,,,,,,0.00,51,51,0.00,0.0
Cade York,2567487,K,FA,Bye,,,,,,,,,,,,52,52,0.00,
